season,matchday,player,team,oppteam,home,vote,goals,assists,cards_malus,fantavote
2024_25,34,Beukema,Bologna,Roma,1,6.0,0,0,0.5,5.5
2024_25,34,Freuler,Bologna,Roma,1,5.5,0,0,0.0,5.5
2024_25,34,Orsolini,Bologna,Roma,1,6.0,0,0,0.0,6.0
2024_25,34,Pobega,Bologna,Roma,1,5.5,0,0,0.0,5.5
2024_25,34,Aebischer,Bologna,Roma,1,5.5,0,0,0.0,5.5
2024_25,34,Fabbian,Bologna,Roma,1,5.5,0,0,0.0,5.5
2024_25,34,Odgaard,Bologna,Roma,1,5.0,0,0,0.0,5.0
2024_25,34,Cambiaghi,Bologna,Roma,1,6.0,0,0,0.0,6.0
2024_25,34,Dallinga,Bologna,Roma,1,5.5,0,0,0.0,5.5
2024_25,34,Dominguez B.,Bologna,Roma,1,5.0,0,0,0.0,5.0
2024_25,34,Caprile,Cagliari,Atalanta,1,6.0,0,0,0.0,6.0
2024_25,34,Luperto,Cagliari,Atalanta,1,6.5,0,0,0.0,6.5
2024_25,34,Palomino,Cagliari,Atalanta,1,6.5,0,0,0.0,6.5
2024_25,34,Augello,Cagliari,Atalanta,1,6.5,0,0,0.0,6.5
2024_25,34,Zortea,Cagliari,Atalanta,1,6.0,0,0,0.5,5.5
2024_25,34,Zappa,Cagliari,Atalanta,1,6.0,0,0,0.5,5.5
2024_25,34,Deiola,Cagliari,Atalanta,1,7.0,1,0,0.0,10.0
2024_25,34,Gaetano,Cagliari,Atalanta,1,6.5,0,1,0.0,7.5
2024_25,34,Adopo,Cagliari,Atalanta,1,6.0,0,0,0.0,6.0
2024_25,34,Marin,Cagliari,Atalanta,1,6.5,0,0,0.0,6.5
2024_25,34,Makoumbou,Cagliari,Atalanta,1,6.5,0,0,0.0,6.5
2024_25,34,Pavoletti,Cagliari,Atalanta,1,7.5,1,0,0.0,10.5
2024_25,34,Luvumbo,Cagliari,Atalanta,1,6.0,0,1,0.0,7.0
2024_25,34,Mutandwa,Cagliari,Atalanta,1,6.0,0,0,0.0,6.0
2024_25,34,Butez,Como,Genoa,0,6.0,0,0,0.0,6.0
2024_25,34,Goldaniga,Como,Genoa,0,6.5,0,0,0.0,6.5
2024_25,34,Vojvoda,Como,Genoa,0,5.5,0,0,0.0,5.5
2024_25,34,Valle,Como,Genoa,0,6.0,0,0,0.0,6.0
2024_25,34,Kempf,Como,Genoa,0,6.5,0,0,0.0,6.5
2024_25,34,Van Der Brempt,Como,Genoa,0,6.0,0,0,0.0,6.0
2024_25,34,Strefezza,Como,Genoa,0,7.0,1,0,0.0,10.0
2024_25,34,Ikone',Como,Genoa,0,5.5,0,0,0.0,5.5
2024_25,34,Caqueret,Como,Genoa,0,5.5,0,0,0.0,5.5
2024_25,34,Da Cunha,Como,Genoa,0,6.5,0,0,0.0,6.5
2024_25,34,Fadera,Como,Genoa,0,6.0,0,0,0.0,6.0
2024_25,34,Paz N.,Como,Genoa,0,6.5,0,0,0.5,6.0
2024_25,34,Cutrone,Como,Genoa,0,6.5,0,1,0.0,7.5
2024_25,34,Gabrielloni,Como,Genoa,0,6.0,0,0,0.0,6.0
2024_25,34,Vasquez D.,Empoli,Fiorentina,0,6.0,-2,0,0.0,4.0
2024_25,34,Pezzella Giu.,Empoli,Fiorentina,0,5.5,0,0,0.0,5.5
2024_25,34,Ismajli,Empoli,Fiorentina,0,6.0,0,0,0.0,6.0
2024_25,34,Viti,Empoli,Fiorentina,0,6.0,0,0,0.0,6.0
2024_25,34,Goglichidze,Empoli,Fiorentina,0,6.5,0,1,0.0,7.5
2024_25,34,Grassi,Empoli,Fiorentina,0,5.0,0,0,1.0,4.0
2024_25,34,Henderson L.,Empoli,Fiorentina,0,5.5,0,0,0.5,5.0
2024_25,34,Gyasi,Empoli,Fiorentina,0,5.5,0,0,0.0,5.5
2024_25,34,Kovalenko,Empoli,Fiorentina,0,6.0,0,0,0.0,6.0
2024_25,34,Fazzini,Empoli,Fiorentina,0,7.0,1,0,0.0,10.0
2024_25,34,Anjorin,Empoli,Fiorentina,0,5.5,0,0,0.5,5.0
2024_25,34,Esposito Se.,Empoli,Fiorentina,0,6.0,0,0,0.0,6.0
2024_25,34,Colombo,Empoli,Fiorentina,0,6.0,0,0,0.0,6.0
2024_25,34,Solbakken,Empoli,Fiorentina,0,5.5,0,0,0.0,5.5
2024_25,34,De Gea,Fiorentina,Sassuolo,1,6.0,-1,0,0.0,5.0
2024_25,34,Gosens,Fiorentina,Sassuolo,1,5.5,0,0,0.0,5.5
2024_25,34,Ranieri L.,Fiorentina,Sassuolo,1,6.0,0,0,0.5,5.5
2024_25,34,Mari',Fiorentina,Sassuolo,1,6.5,0,0,0.0,6.5
2024_25,34,Parisi,Fiorentina,Sassuolo,1,6.0,0,0,0.0,6.0
2024_25,34,Pongracic,Fiorentina,Sassuolo,1,6.0,0,0,0.0,6.0
2024_25,34,Comuzzo,Fiorentina,Sassuolo,1,6.0,0,0,0.0,6.0
2024_25,34,Cataldi,Fiorentina,Sassuolo,1,6.5,0,0,0.0,6.5
2024_25,34,Mandragora,Fiorentina,Sassuolo,1,7.0,1,0,0.5,9.5
2024_25,34,Zaniolo,Fiorentina,Sassuolo,1,6.0,0,0,0.0,6.0
2024_25,34,Adli,Fiorentina,Sassuolo,1,7.0,1,1,0.0,11.0
2024_25,34,Folorunsho,Fiorentina,Sassuolo,1,6.0,0,0,0.0,6.0
2024_25,34,Richardson,Fiorentina,Sassuolo,1,6.0,0,0,0.0,6.0
2024_25,34,Gudmundsson A.,Fiorentina,Sassuolo,1,7.0,0,1,0.0,8.0
2024_25,34,Beltran L.,Fiorentina,Sassuolo,1,5.5,0,0,0.5,5.0
2024_25,34,Leali,Genoa,Como,1,6.5,-1,0,0.0,5.5
2024_25,34,Martin,Genoa,Como,1,6.0,0,0,0.0,6.0
2024_25,34,Vasquez,Genoa,Como,1,5.5,0,0,0.5,5.0
2024_25,34,De Winter,Genoa,Como,1,6.5,0,0,0.0,6.5
2024_25,34,Norton-Cuffy,Genoa,Como,1,6.0,0,0,0.0,6.0
2024_25,34,Ahanor,Genoa,Como,1,5.5,0,0,0.0,5.5
2024_25,34,Thorsby,Genoa,Como,1,5.5,0,0,0.0,5.5
2024_25,34,Messias,Genoa,Como,1,5.5,0,0,0.0,5.5
2024_25,34,Frendrup,Genoa,Como,1,6.0,0,0,0.0,6.0
2024_25,34,Masini,Genoa,Como,1,5.5,0,0,0.0,5.5
2024_25,34,Kasa,Genoa,Como,1,5.0,0,0,0.0,5.0
2024_25,34,Pinamonti,Genoa,Como,1,5.5,0,0,0.0,5.5
2024_25,34,Vitinha O.,Genoa,Como,1,5.5,0,0,0.0,5.5
2024_25,34,Ekhator,Genoa,Como,1,5.0,0,0,0.0,5.0
2024_25,34,Sommer,Inter,Torino,0,6.0,-1,0,0.0,5.0
2024_25,34,Dimarco,Inter,Torino,0,5.0,0,0,0.0,5.0
2024_25,34,Acerbi,Inter,Torino,0,6.0,0,0,0.0,6.0
2024_25,34,Darmian,Inter,Torino,0,6.0,0,0,0.0,6.0
2024_25,34,Pavard,Inter,Torino,0,6.0,0,0,0.0,6.0
2024_25,34,Dumfries,Inter,Torino,0,5.5,0,0,0.0,5.5
2024_25,34,Carlos Augusto,Inter,Torino,0,6.0,0,0,0.0,6.0
2024_25,34,Bisseck,Inter,Torino,0,5.5,0,0,0.0,5.5
2024_25,34,Zielinski,Inter,Torino,0,6.0,0,0,0.0,6.0
2024_25,34,Barella,Inter,Torino,0,5.0,0,0,0.0,5.0
2024_25,34,Calhanoglu,Inter,Torino,0,5.5,0,0,0.0,5.5
2024_25,34,Frattesi,Inter,Torino,0,5.5,0,0,0.0,5.5
2024_25,34,Zalewski,Inter,Torino,0,6.0,0,0,0.0,6.0
2024_25,34,Correa,Inter,Torino,0,6.0,0,0,0.0,6.0
2024_25,34,Martinez L.,Inter,Torino,0,5.5,0,0,0.5,5.0
2024_25,34,Arnautovic,Inter,Torino,0,5.0,0,0,0.0,5.0
2024_25,34,Di Gregorio,Juventus,Milan,0,6.0,0,0,0.0,6.0
2024_25,34,Kalulu,Juventus,Milan,0,6.5,0,0,0.0,6.5
2024_25,34,Cambiaso,Juventus,Milan,0,6.0,0,0,0.0,6.0
2024_25,34,Kelly L.,Juventus,Milan,0,6.0,0,0,0.0,6.0
2024_25,34,Savona,Juventus,Milan,0,6.0,0,0,0.5,5.5
2024_25,34,Alberto Costa,Juventus,Milan,0,6.0,0,0,0.5,5.5
2024_25,34,Locatelli,Juventus,Milan,0,6.5,0,0,0.0,6.5
2024_25,34,Weah,Juventus,Milan,0,6.0,0,0,0.0,6.0
2024_25,34,McKennie,Juventus,Milan,0,6.0,0,0,0.0,6.0
2024_25,34,Thuram K.,Juventus,Milan,0,6.5,0,1,0.0,7.5
2024_25,34,Veiga R.,Juventus,Milan,0,7.0,0,0,0.5,6.5
2024_25,34,Gonzalez N.,Juventus,Milan,0,7.0,1,0,0.0,10.0
2024_25,34,Kolo Muani,Juventus,Milan,0,6.5,1,0,0.0,9.5
2024_25,34,Yildiz,Juventus,Milan,0,4.5,0,0,1.0,3.5
2024_25,34,Mandas,Lazio,Udinese,1,6.5,-2,0,0.0,4.5
2024_25,34,Romagnoli,Lazio,Udinese,1,5.5,0,0,0.0,5.5
2024_25,34,Marusic,Lazio,Udinese,1,5.5,0,0,0.0,5.5
2024_25,34,Pellegrini Lu.,Lazio,Udinese,1,6.0,0,1,0.0,7.0
2024_25,34,Gila,Lazio,Udinese,1,5.5,0,0,0.0,5.5
2024_25,34,Vecino,Lazio,Udinese,1,6.0,0,0,0.0,6.0
2024_25,34,Zaccagni,Lazio,Udinese,1,5.0,0,0,0.0,5.0
2024_25,34,Guendouzi,Lazio,Udinese,1,5.5,0,0,0.0,5.5
2024_25,34,Rovella,Lazio,Udinese,1,5.5,0,0,0.0,5.5
2024_25,34,Tchaouna,Lazio,Udinese,1,6.0,0,0,0.0,6.0
2024_25,34,Pedro,Lazio,Udinese,1,7.5,2,0,0.0,13.5
2024_25,34,Dia,Lazio,Udinese,1,5.5,0,0,0.0,5.5
2024_25,34,Castellanos,Lazio,Udinese,1,5.0,0,0,0.5,4.5
2024_25,34,Isaksen,Lazio,Udinese,1,5.0,0,0,0.0,5.0
2024_25,34,Noslin,Lazio,Udinese,1,6.0,0,0,0.0,6.0
2024_25,34,Falcone,Lecce,Verona,0,6.5,-1,0,0.0,5.5
2024_25,34,Gallo,Lecce,Verona,0,5.5,0,0,0.5,5.0
2024_25,34,Guilbert,Lecce,Verona,0,7.0,0,0,0.0,7.0
2024_25,34,Baschirotto,Lecce,Verona,0,7.0,0,0,0.0,7.0
2024_25,34,Gaspar K.,Lecce,Verona,0,6.5,0,0,0.0,6.5
2024_25,34,Veiga D.,Lecce,Verona,0,6.0,0,0,0.0,6.0
2024_25,34,Coulibaly L.,Lecce,Verona,0,6.0,0,0,0.0,6.0
2024_25,34,Helgason,Lecce,Verona,0,6.0,0,0,0.0,6.0
2024_25,34,Kaba,Lecce,Verona,0,6.0,0,0,0.0,6.0
2024_25,34,Karlsson,Lecce,Verona,0,6.0,1,0,0.0,9.0
2024_25,34,Pierret,Lecce,Verona,0,5.5,0,0,0.0,5.5
2024_25,34,Rebic,Lecce,Verona,0,6.0,0,0,0.0,6.0
2024_25,34,Pierotti,Lecce,Verona,0,6.0,0,0,0.0,6.0
2024_25,34,Maignan,Milan,Juventus,1,6.5,0,0,0.0,6.5
2024_25,34,Walker,Milan,Juventus,1,6.0,0,0,0.0,6.0
2024_25,34,Hernandez T.,Milan,Juventus,1,6.5,0,0,0.0,6.5
2024_25,34,Gabbia,Milan,Juventus,1,6.0,0,0,0.0,6.0
2024_25,34,Tomori,Milan,Juventus,1,6.5,0,0,0.0,6.5
2024_25,34,Pavlovic,Milan,Juventus,1,5.5,0,0,0.0,5.5
2024_25,34,Jimenez A.,Milan,Juventus,1,6.5,0,0,0.0,6.5
2024_25,34,Pulisic,Milan,Juventus,1,7.0,1,0,0.0,10.0
2024_25,34,Loftus-Cheek,Milan,Juventus,1,6.0,0,0,0.0,6.0
2024_25,34,Fofana Y.,Milan,Juventus,1,6.5,0,1,0.0,7.5
2024_25,34,Reijnders,Milan,Juventus,1,6.5,0,1,0.0,7.5
2024_25,34,Abraham,Milan,Juventus,1,5.5,0,0,0.0,5.5
2024_25,34,Leao,Milan,Juventus,1,6.0,0,0,0.0,6.0
2024_25,34,Gimenez,Milan,Juventus,1,6.5,1,0,0.0,9.5
2024_25,34,Turati,Monza,Juventus,0,6.5,-2,0,0.0,4.5
2024_25,34,Pereira P.,Monza,Juventus,0,5.0,0,0,0.5,4.5
2024_25,34,Kyriakopoulos,Monza,Juventus,0,5.5,0,0,0.0,5.5
2024_25,34,Carboni A.,Monza,Juventus,0,5.5,0,0,0.5,5.0
2024_25,34,Caldirola,Monza,Juventus,0,6.0,0,0,0.5,5.5
2024_25,34,Birindelli,Monza,Juventus,0,5.5,0,0,0.0,5.5
2024_25,34,Sensi,Monza,Juventus,0,6.0,0,0,0.0,6.0
2024_25,34,Castrovilli,Monza,Juventus,0,5.5,0,0,0.0,5.5
2024_25,34,Akpa Akpro,Monza,Juventus,0,5.5,0,0,0.0,5.5
2024_25,34,Bianco,Monza,Juventus,0,6.0,0,0,0.0,6.0
2024_25,34,Forson O.,Monza,Juventus,0,6.5,0,0,0.0,6.5
2024_25,34,Petagna,Monza,Juventus,0,5.5,0,0,0.0,5.5
2024_25,34,Caprari,Monza,Juventus,0,5.5,0,0,0.0,5.5
2024_25,34,Mota,Monza,Juventus,0,6.0,0,0,0.0,6.0
2024_25,34,Meret,Napoli,Cremonese,1,6.0,0,0,0.0,6.0
2024_25,34,Spinazzola,Napoli,Cremonese,1,6.0,0,0,0.0,6.0
2024_25,34,Buongiorno,Napoli,Cremonese,1,6.0,0,0,0.0,6.0
2024_25,34,Di Lorenzo,Napoli,Cremonese,1,7.0,0,0,0.0,7.0
2024_25,34,Rrahmani,Napoli,Cremonese,1,6.5,0,0,0.0,6.5
2024_25,34,Olivera,Napoli,Cremonese,1,6.0,0,0,0.0,6.0
2024_25,34,Marin R.,Napoli,Cremonese,1,6.0,0,0,0.0,6.0
2024_25,34,Politano,Napoli,Cremonese,1,6.5,0,1,0.0,7.5
2024_25,34,Zambo Anguissa,Napoli,Cremonese,1,6.5,0,1,0.0,7.5
2024_25,34,Lobotka,Napoli,Cremonese,1,6.0,0,0,0.0,6.0
2024_25,34,McTominay,Napoli,Cremonese,1,8.0,2,0,0.0,14.0
2024_25,34,Billing,Napoli,Cremonese,1,6.5,0,0,0.0,6.5
2024_25,34,Lukaku,Napoli,Cremonese,1,6.0,0,0,0.0,6.0
2024_25,34,Suzuki,Parma,Pisa,1,7.0,-2,0,0.0,5.0
2024_25,34,Valenti,Parma,Pisa,1,6.5,0,0,0.0,6.5
2024_25,34,Balogh,Parma,Pisa,1,6.0,0,0,0.0,6.0
2024_25,34,Valeri,Parma,Pisa,1,7.0,0,1,0.0,8.0
2024_25,34,Delprato,Parma,Pisa,1,6.0,0,0,0.0,6.0
2024_25,34,Leoni,Parma,Pisa,1,6.0,0,0,0.5,5.5
2024_25,34,Hernani,Parma,Pisa,1,5.5,0,0,0.5,5.0
2024_25,34,Sohm,Parma,Pisa,1,6.0,0,0,0.0,6.0
2024_25,34,Man,Parma,Pisa,1,6.0,0,0,0.0,6.0
2024_25,34,Hainaut,Parma,Pisa,1,6.0,0,0,0.0,6.0
2024_25,34,Keita M.,Parma,Pisa,1,6.0,0,0,0.0,6.0
2024_25,34,Ondrejka,Parma,Pisa,1,8.0,2,0,0.0,14.0
2024_25,34,Djuric,Parma,Pisa,1,6.0,0,0,0.5,5.5
2024_25,34,Bonny,Parma,Pisa,1,5.5,0,0,0.0,5.5
2024_25,34,Pellegrino M.,Parma,Pisa,1,5.5,0,0,0.0,5.5
2024_25,34,Svilar,Roma,Bologna,0,6.0,0,0,0.0,6.0
2024_25,34,Mancini,Roma,Bologna,0,7.0,0,0,0.5,6.5
2024_25,34,N'Dicka,Roma,Bologna,0,7.0,0,0,0.0,7.0
2024_25,34,Celik,Roma,Bologna,0,6.5,0,0,0.0,6.5
2024_25,34,Angelino,Roma,Bologna,0,7.0,0,0,0.0,7.0
2024_25,34,Pellegrini Lo.,Roma,Bologna,0,6.5,0,0,0.0,6.5
2024_25,34,Cristante,Roma,Bologna,0,6.0,0,0,0.0,6.0
2024_25,34,Kone' M.,Roma,Bologna,0,6.5,0,0,0.5,6.0
2024_25,34,Baldanzi,Roma,Bologna,0,5.5,0,0,0.0,5.5
2024_25,34,Pisilli,Roma,Bologna,0,6.0,0,0,0.0,6.0
2024_25,34,Gourna-Douath,Roma,Bologna,0,6.0,0,0,0.0,6.0
2024_25,34,Shomurodov,Roma,Bologna,0,6.0,0,0,0.0,6.0
2024_25,34,Soule',Roma,Bologna,0,7.5,1,0,0.0,10.5
2024_25,34,Dovbyk,Roma,Bologna,0,5.5,0,0,0.0,5.5
2024_25,34,Milinkovic-Savic V.,Torino,Inter,1,6.0,-2,0,0.0,4.0
2024_25,34,Masina,Torino,Inter,1,5.5,0,0,0.0,5.5
2024_25,34,Biraghi,Torino,Inter,1,5.0,0,0,0.0,5.0
2024_25,34,Lazaro,Torino,Inter,1,5.5,0,0,0.5,5.0
2024_25,34,Maripan,Torino,Inter,1,5.5,0,0,0.5,5.0
2024_25,34,Pedersen,Torino,Inter,1,5.0,0,0,0.0,5.0
2024_25,34,Coco,Torino,Inter,1,5.5,0,0,0.0,5.5
2024_25,34,Linetty,Torino,Inter,1,5.5,0,0,0.0,5.5
2024_25,34,Elmas,Torino,Inter,1,5.5,0,0,0.0,5.5
2024_25,34,Tameze,Torino,Inter,1,5.0,0,0,0.0,5.0
2024_25,34,Ilic,Torino,Inter,1,5.5,0,0,0.5,5.0
2024_25,34,Vlasic,Torino,Inter,1,6.0,0,0,0.0,6.0
2024_25,34,Casadei,Torino,Inter,1,5.5,0,0,0.0,5.5
2024_25,34,Karamoh,Torino,Inter,1,5.5,0,0,0.0,5.5
2024_25,34,Adams C.,Torino,Inter,1,5.0,0,0,0.0,5.0
2024_25,34,Okoye,Udinese,Lazio,0,6.5,0,0,0.0,6.5
2024_25,34,Kabasele,Udinese,Lazio,0,6.5,0,0,0.0,6.5
2024_25,34,Kamara H.,Udinese,Lazio,0,6.0,0,0,0.0,6.0
2024_25,34,Ehizibue,Udinese,Lazio,0,6.0,0,0,0.5,5.5
2024_25,34,Kristensen T.,Udinese,Lazio,0,6.5,0,0,0.0,6.5
2024_25,34,Solet,Udinese,Lazio,0,6.5,0,0,0.0,6.5
2024_25,34,Payero,Udinese,Lazio,0,6.0,0,0,0.5,5.5
2024_25,34,Karlstrom,Udinese,Lazio,0,5.5,0,0,0.5,5.0
2024_25,34,Ekkelenkamp,Udinese,Lazio,0,5.5,0,0,0.0,5.5
2024_25,34,Rui Modesto,Udinese,Lazio,0,5.5,0,0,0.0,5.5
2024_25,34,Atta,Udinese,Lazio,0,5.5,0,0,0.0,5.5
2024_25,34,Davis K.,Udinese,Lazio,0,6.0,0,0,0.0,6.0
2024_25,34,Radu I.,Venezia,Milan,1,6.0,-2,0,0.0,4.0
2024_25,34,Zampano,Venezia,Milan,1,6.0,0,0,0.0,6.0
2024_25,34,Haps,Venezia,Milan,1,6.0,0,0,0.0,6.0
2024_25,34,Marcandalli,Venezia,Milan,1,6.0,0,0,0.0,6.0
2024_25,34,Idzes,Venezia,Milan,1,5.5,0,0,0.0,5.5
2024_25,34,Schingtienne,Venezia,Milan,1,6.0,0,0,0.0,6.0
2024_25,34,Candè,Venezia,Milan,1,4.5,0,0,0.5,4.0
2024_25,34,Nicolussi Caviglia,Venezia,Milan,1,6.0,0,0,0.0,6.0
2024_25,34,Busio,Venezia,Milan,1,5.5,0,0,0.0,5.5
2024_25,34,Zerbin,Venezia,Milan,1,5.0,0,0,0.0,5.0
2024_25,34,Oristanio,Venezia,Milan,1,6.0,0,0,0.0,6.0
2024_25,34,Yeboah J.,Venezia,Milan,1,6.5,0,0,0.0,6.5
2024_25,34,Condè,Venezia,Milan,1,5.5,0,0,0.0,5.5
2024_25,34,Perez K.,Venezia,Milan,1,6.0,0,0,0.0,6.0
2024_25,34,Gytkjaer,Venezia,Milan,1,5.5,0,0,0.0,5.5
2024_25,34,Fila,Venezia,Milan,1,5.5,0,0,0.0,5.5
2024_25,34,Montipo',Verona,Lecce,1,6.0,-2,0,0.0,4.0
2024_25,34,Bradaric,Verona,Lecce,1,5.0,0,0,0.0,5.0
2024_25,34,Coppola D.,Verona,Lecce,1,4.5,0,0,0.5,4.0
2024_25,34,Tchatchoua,Verona,Lecce,1,5.5,0,0,0.0,5.5
2024_25,34,Ghilardi,Verona,Lecce,1,4.5,0,0,1.0,3.5
2024_25,34,Valentini N.,Verona,Lecce,1,6.0,0,0,0.0,6.0
2024_25,34,Lazovic,Verona,Lecce,1,5.5,0,0,0.0,5.5
2024_25,34,Kastanos,Verona,Lecce,1,6.0,0,0,0.0,6.0
2024_25,34,Duda,Verona,Lecce,1,5.5,0,0,0.0,5.5
2024_25,34,Serdar,Verona,Lecce,1,5.0,0,0,0.0,5.0
2024_25,34,Suslov,Verona,Lecce,1,5.5,0,0,0.0,5.5
2024_25,34,Bernede,Verona,Lecce,1,5.0,0,0,0.0,5.0
2024_25,34,Sarr A.,Verona,Lecce,1,5.0,0,0,0.5,4.5
2024_25,34,Mosquera,Verona,Lecce,1,5.5,0,0,0.0,5.5
2024_25,34,Rocha Livramento,Verona,Lecce,1,6.0,0,0,0.0,6.0
2024_25,34,Lambourde,Verona,Lecce,1,6.0,0,0,0.0,6.0
2024_25,35,Carnesecchi,Atalanta,Genoa,1,6.5,0,0,0.0,6.5
2024_25,35,Zappacosta,Atalanta,Genoa,1,6.5,0,0,0.0,6.5
2024_25,35,Toloi,Atalanta,Genoa,1,6.5,0,0,0.0,6.5
2024_25,35,Cuadrado,Atalanta,Genoa,1,6.0,0,0,0.5,5.5
2024_25,35,Djimsiti,Atalanta,Genoa,1,6.0,0,0,0.0,6.0
2024_25,35,Bellanova,Atalanta,Genoa,1,6.5,0,0,0.0,6.5
2024_25,35,Kossounou,Atalanta,Genoa,1,6.0,0,0,0.0,6.0
2024_25,35,Hien,Atalanta,Genoa,1,6.0,0,0,0.5,5.5
2024_25,35,De Roon,Atalanta,Genoa,1,6.5,0,0,0.0,6.5
2024_25,35,Pasalic,Atalanta,Genoa,1,6.5,0,0,0.0,6.5
2024_25,35,Maldini,Atalanta,Genoa,1,5.5,0,0,0.0,5.5
2024_25,35,Brescianini,Atalanta,Genoa,1,6.5,1,0,0.0,9.5
2024_25,35,Ederson D.s.,Atalanta,Genoa,1,6.0,0,0,0.0,6.0
2024_25,35,Lookman,Atalanta,Genoa,1,7.0,1,0,0.0,10.0
2024_25,35,De Ketelaere,Atalanta,Genoa,1,7.5,2,0,0.0,13.5
2024_25,35,Retegui,Atalanta,Genoa,1,7.0,0,2,0.0,9.0
2024_25,35,Skorupski,Bologna,Cagliari,1,5.5,-1,0,0.0,4.5
2024_25,35,De Silvestri,Bologna,Cagliari,1,6.0,0,0,0.0,6.0
2024_25,35,Lykogiannis,Bologna,Cagliari,1,6.0,0,0,0.0,6.0
2024_25,35,Miranda J.,Bologna,Cagliari,1,6.0,0,0,0.0,6.0
2024_25,35,Lucumi',Bologna,Cagliari,1,7.0,0,0,0.0,7.0
2024_25,35,Beukema,Bologna,Cagliari,1,6.5,0,0,0.0,6.5
2024_25,35,Freuler,Bologna,Cagliari,1,7.0,1,0,0.0,10.0
2024_25,35,Orsolini,Bologna,Cagliari,1,6.5,0,0,0.0,6.5
2024_25,35,Pobega,Bologna,Cagliari,1,6.0,0,0,0.0,6.0
2024_25,35,Ferguson,Bologna,Cagliari,1,6.0,0,0,0.0,6.0
2024_25,35,Odgaard,Bologna,Cagliari,1,5.5,0,0,0.0,5.5
2024_25,35,Cambiaghi,Bologna,Cagliari,1,6.5,0,0,0.0,6.5
2024_25,35,Castro S.,Bologna,Cagliari,1,6.0,0,0,0.5,5.5
2024_25,35,Dallinga,Bologna,Cagliari,1,6.5,0,1,0.0,7.5
2024_25,35,Caprile,Cagliari,Bologna,0,6.0,-2,0,0.0,4.0
2024_25,35,Luperto,Cagliari,Bologna,0,5.0,0,0,0.0,5.0
2024_25,35,Palomino,Cagliari,Bologna,0,6.0,0,0,0.0,6.0
2024_25,35,Augello,Cagliari,Bologna,0,6.0,0,0,0.0,6.0
2024_25,35,Zortea,Cagliari,Bologna,0,7.0,1,0,0.0,10.0
2024_25,35,Zappa,Cagliari,Bologna,0,5.5,0,0,0.0,5.5
2024_25,35,Obert,Cagliari,Bologna,0,6.0,0,0,0.0,6.0
2024_25,35,Deiola,Cagliari,Bologna,0,6.0,0,0,0.0,6.0
2024_25,35,Gaetano,Cagliari,Bologna,0,6.0,0,0,0.0,6.0
2024_25,35,Adopo,Cagliari,Bologna,0,5.5,0,0,0.0,5.5
2024_25,35,Marin,Cagliari,Bologna,0,5.5,0,0,0.0,5.5
2024_25,35,Makoumbou,Cagliari,Bologna,0,6.5,0,1,0.0,7.5
2024_25,35,Felici,Cagliari,Bologna,0,5.5,0,0,0.0,5.5
2024_25,35,Piccoli,Cagliari,Bologna,0,5.0,0,0,0.0,5.0
2024_25,35,Luvumbo,Cagliari,Bologna,0,6.0,0,0,0.0,6.0
2024_25,35,Coman F.,Cagliari,Bologna,0,6.0,0,0,0.5,5.5
2024_25,35,Butez,Como,Napoli,1,6.5,0,0,0.0,6.5
2024_25,35,Goldaniga,Como,Napoli,1,6.0,0,0,0.0,6.0
2024_25,35,Vojvoda,Como,Napoli,1,6.0,0,0,0.0,6.0
2024_25,35,Moreno Alb.,Como,Napoli,1,6.5,0,0,0.0,6.5
2024_25,35,Kempf,Como,Napoli,1,6.0,0,0,0.5,5.5
2024_25,35,Strefezza,Como,Napoli,1,7.0,1,0,0.0,10.0
2024_25,35,Ikone',Como,Napoli,1,5.5,0,0,0.0,5.5
2024_25,35,Caqueret,Como,Napoli,1,6.5,0,0,0.0,6.5
2024_25,35,Da Cunha,Como,Napoli,1,6.5,0,0,0.0,6.5
2024_25,35,Perrone,Como,Napoli,1,6.0,0,0,0.0,6.0
2024_25,35,Paz N.,Como,Napoli,1,6.0,0,0,0.0,6.0
2024_25,35,Cutrone,Como,Napoli,1,5.0,0,0,0.0,5.0
2024_25,35,Douvikas,Como,Napoli,1,6.5,0,0,0.0,6.5
2024_25,35,Vasquez D.,Empoli,Lazio,1,6.5,-1,0,0.0,5.5
2024_25,35,Pezzella Giu.,Empoli,Lazio,1,5.5,0,0,0.5,5.0
2024_25,35,Ismajli,Empoli,Lazio,1,6.0,0,0,0.0,6.0
2024_25,35,Viti,Empoli,Lazio,1,5.5,0,0,0.5,5.0
2024_25,35,Cacace,Empoli,Lazio,1,6.0,0,0,0.0,6.0
2024_25,35,Sambia,Empoli,Lazio,1,6.5,0,0,0.0,6.5
2024_25,35,Goglichidze,Empoli,Lazio,1,5.5,0,0,0.5,5.0
2024_25,35,Marianucci,Empoli,Lazio,1,6.0,0,0,0.0,6.0
2024_25,35,Gyasi,Empoli,Lazio,1,5.0,0,0,0.0,5.0
2024_25,35,Fazzini,Empoli,Lazio,1,6.5,0,0,0.0,6.5
2024_25,35,Colombo,Empoli,Lazio,1,4.0,0,0,1.0,3.0
2024_25,35,Solbakken,Empoli,Lazio,1,4.5,0,0,0.0,4.5
2024_25,35,Konate Is.,Empoli,Lazio,1,5.5,0,0,0.0,5.5
2024_25,35,De Gea,Fiorentina,Roma,0,6.5,-1,0,0.0,5.5
2024_25,35,Gosens,Fiorentina,Roma,0,5.5,0,0,0.0,5.5
