league,season,team,player,nationality,position,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles,dribbles_completed,dribbles_completed_pct,dribbles_tackled,dribbles_tackled_pct,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
ITA-Serie A,2324,Frosinone,Giorgi Kvernadze,GEO,"FW,DF",20,2003,0.7,49,0,8,22,19,1,49,5,3,60.0,2,40.0,29,206,49,0,1,0,4,3,37,6
ITA-Serie A,2324,Frosinone,Giuseppe Caso,ITA,"FW,MF",24,1998,4.6,178,1,11,54,120,13,178,36,15,41.7,18,50.0,129,952,451,15,14,6,15,10,141,37
ITA-Serie A,2324,Frosinone,Ilario Monterisi,ITA,DF,21,2001,16.3,1136,146,607,457,76,12,1136,9,5,55.6,4,44.4,590,2370,1220,4,5,0,4,3,731,18
ITA-Serie A,2324,Frosinone,Jaime Báez,URU,"FW,MF",28,1995,5.6,248,5,31,110,111,14,248,10,5,50.0,3,30.0,143,892,431,12,6,2,11,11,174,39
ITA-Serie A,2324,Frosinone,Kaio Jorge,BRA,FW,21,2002,9.0,245,0,9,118,123,43,243,18,5,27.8,13,72.2,140,577,183,6,6,4,23,9,160,46
ITA-Serie A,2324,Frosinone,Karlo Lulić,CRO,MF,27,1996,0.2,14,0,2,10,2,0,14,0,0,,0,,10,49,15,1,1,0,0,0,9,0
ITA-Serie A,2324,Frosinone,Kevin Bonifazi,ITA,DF,27,1996,3.4,172,21,87,76,9,1,172,2,1,50.0,0,0.0,92,485,236,2,1,0,1,2,112,1
ITA-Serie A,2324,Frosinone,Luca Garritano,ITA,"MF,DF",29,1994,5.4,283,13,75,119,91,12,283,5,0,0.0,5,100.0,141,736,310,6,2,1,8,2,173,23
ITA-Serie A,2324,Frosinone,Luca Mazzitelli,ITA,MF,27,1995,24.6,1581,76,341,958,294,34,1581,18,11,61.1,6,33.3,773,3395,1244,18,16,1,22,22,1082,53
ITA-Serie A,2324,Frosinone,Luigi Canotto,ITA,FW,29,1994,0.2,4,0,2,2,0,0,4,1,1,100.0,0,0.0,5,9,4,0,0,0,0,2,3,1
ITA-Serie A,2324,Frosinone,Marco Brescianini,ITA,MF,23,2000,25.8,1056,46,239,533,294,57,1056,43,22,51.2,19,44.2,575,3132,1453,46,32,15,39,44,722,100
ITA-Serie A,2324,Frosinone,Marvin Cuni,ALB,FW,22,2001,5.9,198,1,12,92,97,24,198,14,3,21.4,8,57.1,107,481,132,6,5,2,26,15,146,45
ITA-Serie A,2324,Frosinone,Mateus Lusuardi,BRA,DF,19,2004,2.4,176,13,57,99,20,1,176,1,1,100.0,0,0.0,93,505,257,2,3,0,1,1,115,0
ITA-Serie A,2324,Frosinone,Matìas Soulé,ARG,"FW,MF",20,2003,34.7,2015,18,194,907,947,102,2009,225,102,45.3,101,44.9,1240,8342,3968,115,117,35,98,77,1478,211
ITA-Serie A,2324,Frosinone,Mehdi Bourabia,MAR,MF,31,1991,2.2,129,5,34,70,26,2,129,1,0,0.0,1,100.0,66,250,78,1,1,0,8,0,80,8
ITA-Serie A,2324,Frosinone,Michele Cerofolini,ITA,GK,24,1999,7.5,226,186,224,2,0,0,226,0,0,,0,,112,640,423,0,0,0,0,0,99,0
ITA-Serie A,2324,Frosinone,Nadir Zortea,ITA,DF,24,1999,14.0,724,31,160,296,273,21,724,38,17,44.7,18,47.4,337,1877,863,31,18,5,30,15,398,71
ITA-Serie A,2324,Frosinone,Pol Lirola,ESP,DF,25,1997,17.1,874,45,294,403,184,13,874,13,6,46.2,7,53.8,393,2267,1306,30,20,1,11,9,486,59
ITA-Serie A,2324,Frosinone,Przemysław Szymiński,POL,MF,29,1994,0.1,3,1,3,0,0,0,3,0,0,,0,,1,6,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Frosinone,Reinier,BRA,"MF,FW",21,2002,11.8,528,10,67,256,211,33,528,18,9,50.0,8,44.4,271,1254,526,10,7,1,22,15,348,42
ITA-Serie A,2324,Frosinone,Riccardo Marchizza,ITA,DF,25,1998,12.8,644,38,229,262,154,16,644,8,3,37.5,5,62.5,306,1138,561,6,3,1,9,1,372,39
ITA-Serie A,2324,Frosinone,Simone Romagnoli,ITA,DF,33,1990,30.2,1733,393,1076,620,42,23,1733,0,0,,0,,706,3315,1598,2,2,0,4,0,934,2
ITA-Serie A,2324,Frosinone,Stefano Turati,ITA,GK,21,2001,30.5,1137,1021,1131,6,0,0,1137,0,0,,0,,708,3772,2137,0,0,0,0,0,623,0
ITA-Serie A,2324,Frosinone,Walid Cheddira,MAR,FW,25,1998,23.6,625,12,33,284,312,100,624,37,12,32.4,23,62.2,375,1933,791,31,14,22,72,36,486,139
ITA-Serie A,2324,Genoa,Aarón Martín,ESP,DF,26,1997,15.3,703,26,166,288,255,10,703,12,6,50.0,6,50.0,367,1839,972,28,21,3,12,4,432,72
ITA-Serie A,2324,Genoa,Alan Matturro,URU,DF,18,2004,1.2,42,10,18,17,7,2,42,1,1,100.0,0,0.0,13,41,7,0,0,0,3,0,15,1
ITA-Serie A,2324,Genoa,Albert Guðmundsson,ISL,"FW,MF",26,1997,33.5,1526,18,168,708,678,71,1521,96,42,43.8,41,42.7,900,6120,2951,82,71,17,89,51,1031,168
ITA-Serie A,2324,Genoa,Alessandro Vogliacco,ITA,DF,24,1998,13.0,757,82,311,381,67,9,757,7,3,42.9,3,42.9,377,1611,809,8,9,4,7,3,457,12
ITA-Serie A,2324,Genoa,Berkan Kutlu,TUR,MF,25,1998,2.2,97,5,27,38,33,5,97,2,0,0.0,1,50.0,46,235,96,4,0,2,0,3,52,9
ITA-Serie A,2324,Genoa,Caleb Ekuban,GHA,FW,29,1994,12.6,385,10,32,150,208,52,385,22,10,45.5,11,50.0,246,1057,373,14,8,9,55,17,297,93
ITA-Serie A,2324,Genoa,Christos Papadopoulos,GRE,FW,18,2004,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Genoa,Daniele Sommariva,ITA,GK,26,1997,0.1,4,3,4,0,0,0,4,0,0,,0,,2,8,8,0,0,0,0,0,1,0
ITA-Serie A,2324,Genoa,David Akpan Ankeye,NGA,FW,21,2002,0.6,17,0,2,6,10,1,17,5,2,40.0,3,60.0,12,109,61,3,1,1,2,0,10,2
ITA-Serie A,2324,Genoa,Davide Biraschi,ITA,DF,29,1994,1.0,48,5,20,21,7,1,48,1,1,100.0,0,0.0,19,76,46,0,2,0,0,0,21,4
ITA-Serie A,2324,Genoa,Djed Spence,ENG,DF,22,2000,9.5,464,29,154,195,120,14,464,25,11,44.0,9,36.0,220,1324,639,17,15,4,12,16,244,31
ITA-Serie A,2324,Genoa,Emil Bohinen,NOR,MF,24,1999,0.6,47,6,17,21,10,0,47,1,0,0.0,1,100.0,23,127,83,1,1,0,3,1,18,1
ITA-Serie A,2324,Genoa,Filip Jagiełło,POL,MF,25,1997,0.4,20,2,6,8,7,0,20,0,0,,0,,16,102,33,1,3,0,0,2,16,2
ITA-Serie A,2324,Genoa,George Pușcaș,ROU,FW,27,1996,2.1,92,2,2,45,46,17,92,3,1,33.3,2,66.7,58,319,119,5,5,3,10,6,75,17
ITA-Serie A,2324,Genoa,Giorgio Cittadini,ITA,DF,21,2002,1.2,47,8,26,21,1,1,47,0,0,,0,,14,108,21,0,0,0,1,3,14,1
ITA-Serie A,2324,Genoa,Johan Vásquez,MEX,DF,24,1998,31.7,1772,186,768,775,236,61,1772,22,10,45.5,7,31.8,858,4183,2183,29,26,5,25,11,975,61
ITA-Serie A,2324,Genoa,Josep Martinez,ESP,GK,25,1998,36.0,1502,1121,1482,20,1,0,1502,3,3,100.0,0,0.0,974,6451,4095,0,0,0,0,0,800,0
ITA-Serie A,2324,Genoa,Junior Messias,BRA,"MF,DF",32,1991,11.7,490,23,100,208,194,28,490,43,16,37.2,18,41.9,282,2069,1138,35,29,6,24,13,309,75
ITA-Serie A,2324,Genoa,Kevin Strootman,NED,MF,33,1990,13.4,779,31,173,459,151,8,779,8,5,62.5,2,25.0,411,1666,806,13,13,0,9,12,523,22
ITA-Serie A,2324,Genoa,Koni De Winter,BEL,DF,21,2002,26.4,1497,190,731,655,120,23,1497,9,7,77.8,2,22.2,853,4867,2480,21,13,1,25,10,913,15
ITA-Serie A,2324,Genoa,Mateo Retegui,ITA,FW,24,1999,24.6,685,33,77,307,308,92,684,36,14,38.9,18,50.0,393,1613,386,18,12,8,81,40,503,112
ITA-Serie A,2324,Genoa,Mattia Bani,ITA,DF,29,1993,25.6,1418,230,868,517,37,17,1418,4,1,25.0,2,50.0,749,3417,1524,5,2,0,10,2,834,4
ITA-Serie A,2324,Genoa,Milan Badelj,CRO,MF,34,1989,28.2,1696,81,425,1029,255,18,1696,33,17,51.5,13,39.4,904,3806,1728,18,17,1,31,19,1097,36
ITA-Serie A,2324,Genoa,Morten Frendrup,DEN,MF,22,2001,34.9,1651,70,404,922,345,36,1651,25,16,64.0,8,32.0,762,3773,1611,36,20,4,55,14,870,69
ITA-Serie A,2324,Genoa,Morten Thorsby,NOR,MF,27,1996,12.9,470,26,83,225,165,22,470,10,4,40.0,5,50.0,198,828,279,6,9,0,27,17,289,39
ITA-Serie A,2324,Genoa,Nicola Leali,ITA,GK,30,1993,2.0,76,54,76,0,0,0,76,0,0,,0,,38,238,152,0,0,0,0,0,40,0
ITA-Serie A,2324,Genoa,Pablo Galdames Millán,CHI,"MF,DF",26,1996,0.1,26,0,1,19,6,1,26,0,0,,0,,9,47,24,0,0,0,1,0,16,1
ITA-Serie A,2324,Genoa,Radu Drăgușin,ROU,DF,21,2002,19.0,909,173,487,347,80,28,909,1,0,0.0,1,100.0,447,1898,922,6,6,1,5,4,495,13
ITA-Serie A,2324,Genoa,Ridgeciano Haps,SUR,DF,30,1993,8.6,285,14,76,99,111,18,285,9,3,33.3,6,66.7,159,740,303,13,6,6,13,8,170,42
ITA-Serie A,2324,Genoa,Ruslan Malinovskyi,UKR,MF,30,1993,17.2,891,27,191,503,211,4,891,27,10,37.0,13,48.1,532,3228,1398,24,28,0,22,22,605,31
ITA-Serie A,2324,Genoa,Seydou Fini,ITA,"DF,FW",17,2006,0.4,19,0,1,6,12,1,19,1,0,0.0,1,100.0,11,64,23,1,2,0,1,1,13,2
ITA-Serie A,2324,Genoa,Silvan Hefti,SUI,"MF,DF",25,1997,1.3,52,3,17,24,11,0,52,1,0,0.0,1,100.0,15,103,49,1,0,0,1,0,20,4
ITA-Serie A,2324,Genoa,Stefano Sabelli,ITA,DF,30,1993,27.0,1230,56,303,499,440,16,1230,33,8,24.2,20,60.6,616,3388,1772,69,44,4,39,11,684,101
ITA-Serie A,2324,Genoa,Vitinha,POR,"FW,MF",23,2000,3.2,112,1,12,40,65,21,112,10,2,20.0,6,60.0,67,395,209,10,4,4,14,3,72,21
ITA-Serie A,2324,Hellas Verona,Alphadjo Cissè,ITA,FW,16,2006,0.1,1,0,0,1,0,0,1,0,0,,0,,1,1,0,0,0,0,0,0,1,0
ITA-Serie A,2324,Hellas Verona,Bruno Amione,ARG,DF,21,2002,6.4,344,22,176,157,15,7,344,2,1,50.0,1,50.0,190,918,402,2,3,0,8,1,188,2
ITA-Serie A,2324,Hellas Verona,Charlys,BRA,MF,19,2004,0.3,8,0,2,4,2,0,8,1,0,0.0,1,100.0,6,20,5,0,0,0,0,0,5,0
ITA-Serie A,2324,Hellas Verona,Cyril Ngonge,BEL,"FW,MF",23,2000,15.9,567,14,49,226,306,56,567,66,29,43.9,33,50.0,351,2473,1197,53,29,19,53,19,405,117
ITA-Serie A,2324,Hellas Verona,Daniel Bandeira,POR,MF,23,2000,5.0,276,12,47,164,67,2,276,4,3,75.0,0,0.0,124,718,392,9,4,1,4,6,160,8
ITA-Serie A,2324,Hellas Verona,Darko Lazović,SRB,"FW,MF",32,1990,21.4,834,22,133,345,363,63,833,27,5,18.5,19,70.4,443,2469,1210,43,21,14,22,16,525,139
ITA-Serie A,2324,Hellas Verona,Davide Faraoni,ITA,DF,31,1991,6.7,386,20,94,194,102,12,386,7,3,42.9,4,57.1,190,782,400,13,8,1,14,2,211,31
ITA-Serie A,2324,Hellas Verona,Diego Coppola,ITA,DF,19,2003,18.2,959,104,530,408,26,21,959,1,0,0.0,1,100.0,437,1940,806,1,2,0,8,3,467,0
ITA-Serie A,2324,Hellas Verona,Elayis Tavsan,NED,"MF,FW",22,2001,0.6,14,0,3,3,8,1,14,1,1,100.0,0,0.0,10,82,46,2,1,1,0,0,10,1
ITA-Serie A,2324,Hellas Verona,Fabien Centonze,FRA,DF,27,1996,7.5,411,14,119,176,119,6,411,23,11,47.8,12,52.2,154,831,400,16,5,2,11,1,179,21
ITA-Serie A,2324,Hellas Verona,Federico Bonazzoli,ITA,"FW,MF",26,1997,11.3,410,2,20,216,178,41,410,12,6,50.0,5,41.7,262,1299,371,13,10,3,27,12,317,73
ITA-Serie A,2324,Hellas Verona,Filippo Terracciano,ITA,DF,20,2003,14.4,860,36,271,426,172,8,860,31,13,41.9,10,32.3,464,2728,1352,26,21,1,18,19,460,28
ITA-Serie A,2324,Hellas Verona,Giangiacomo Magnani,ITA,DF,27,1995,27.2,1285,172,640,602,48,13,1285,13,8,61.5,2,15.4,660,3337,1725,15,13,3,16,3,673,10
ITA-Serie A,2324,Hellas Verona,Isak Hien,SWE,DF,24,1999,9.6,505,65,274,227,14,6,505,7,2,28.6,4,57.1,251,1373,682,8,3,0,7,8,246,1
ITA-Serie A,2324,Hellas Verona,Jackson Tchatchoua,CMR,DF,21,2001,19.2,956,64,306,462,197,8,956,15,6,40.0,8,53.3,410,2302,1185,34,24,5,9,5,416,66
ITA-Serie A,2324,Hellas Verona,Jordi Mboula,ESP,"FW,MF",24,1999,3.4,98,2,10,39,49,11,98,5,2,40.0,2,40.0,66,581,225,10,2,5,8,7,72,22
ITA-Serie A,2324,Hellas Verona,Josh Doig,SCO,DF,21,2002,9.2,426,21,125,201,106,13,426,21,10,47.6,9,42.9,216,1407,637,23,16,3,16,5,237,22
ITA-Serie A,2324,Hellas Verona,Juan Cruz,ARG,"FW,MF",24,1999,1.2,36,0,2,16,20,2,36,2,1,50.0,1,50.0,18,119,55,3,2,0,2,0,27,4
ITA-Serie A,2324,Hellas Verona,Juan David Cabal,COL,DF,22,2001,16.6,1005,61,314,506,202,16,1005,24,12,50.0,9,37.5,412,1922,1152,26,17,1,22,11,467,48
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",26,1997,5.6,200,6,25,89,88,22,200,11,3,27.3,7,63.6,107,364,126,3,3,2,14,8,124,19
ITA-Serie A,2324,Hellas Verona,Lorenzo Montipò,ITA,GK,27,1996,37.0,1385,1055,1375,9,1,1,1385,0,0,,0,,689,3602,1933,0,0,0,2,0,599,0
ITA-Serie A,2324,Hellas Verona,Martin Hongla,CMR,MF,25,1998,12.0,570,36,147,369,60,1,570,12,9,75.0,3,25.0,317,1758,780,6,9,1,8,6,316,6
ITA-Serie A,2324,Hellas Verona,Michael Folorunsho,ITA,"MF,FW",25,1998,30.9,1200,63,233,606,384,57,1200,70,22,31.4,42,60.0,662,3947,1714,56,41,8,62,38,730,110
ITA-Serie A,2324,Hellas Verona,Milan Đurić,BIH,FW,33,1990,13.4,421,14,41,227,153,46,418,3,2,66.7,1,33.3,183,529,151,3,6,1,22,8,352,33
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,28,1994,27.3,1473,52,271,898,331,19,1472,38,21,55.3,13,34.2,776,4107,1556,34,29,6,49,24,804,47
ITA-Serie A,2324,Hellas Verona,Paweł Dawidowicz,POL,DF,28,1995,23.8,1425,187,749,642,42,14,1425,5,4,80.0,1,20.0,749,3833,1819,11,8,0,13,5,787,5
ITA-Serie A,2324,Hellas Verona,Reda Belahyane,MAR,MF,19,2004,1.0,35,2,10,20,6,0,35,0,0,,0,,20,92,27,1,1,0,1,1,22,2
ITA-Serie A,2324,Hellas Verona,Riccardo Saponara,ITA,"FW,MF",31,1991,3.8,164,4,21,80,65,11,164,9,4,44.4,4,44.4,115,753,346,12,9,3,15,3,120,32
ITA-Serie A,2324,Hellas Verona,Rúben Vinagre,POR,"DF,FW",24,1999,3.1,160,6,44,68,52,2,160,5,3,60.0,1,20.0,87,624,235,6,5,1,8,7,87,13
ITA-Serie A,2324,Hellas Verona,Simone Perilli,ITA,GK,28,1995,1.0,45,32,44,1,0,0,45,0,0,,0,,23,110,58,0,0,0,0,0,19,0
ITA-Serie A,2324,Hellas Verona,Stefan Mitrović,SRB,"FW,MF",20,2002,4.3,164,1,11,89,69,10,164,14,6,42.9,6,42.9,101,810,383,13,8,2,13,4,107,24
ITA-Serie A,2324,Hellas Verona,Suat Serdar,GER,MF,26,1997,18.4,813,42,179,486,158,22,813,34,18,52.9,14,41.2,390,1972,786,20,15,3,21,13,412,36
ITA-Serie A,2324,Hellas Verona,Thomas Henry,FRA,FW,28,1994,3.7,115,5,11,53,54,17,114,5,1,20.0,4,80.0,64,268,43,2,3,1,13,2,94,20
ITA-Serie A,2324,Hellas Verona,Tijjani Noslin,NED,"FW,MF",24,1999,14.9,526,23,53,198,282,54,526,25,8,32.0,16,64.0,292,1525,721,29,22,13,52,13,364,94
ITA-Serie A,2324,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21,2002,23.2,845,10,103,412,356,36,844,74,38,51.4,28,37.8,506,3572,1525,46,44,13,57,34,510,74
ITA-Serie A,2324,Hellas Verona,Yayah Kallon,SLE,FW,22,2001,0.0,3,0,1,1,1,0,3,0,0,,0,,0,0,0,0,0,0,0,0,2,0
ITA-Serie A,2324,Inter,Alessandro Bastoni,ITA,DF,24,1999,25.2,2127,209,769,986,388,35,2127,19,10,52.6,8,42.1,1434,7294,4361,63,66,6,12,10,1612,77
ITA-Serie A,2324,Inter,Alexis Sánchez,CHI,"FW,MF",34,1988,8.5,453,0,28,189,240,37,452,22,12,54.5,8,36.4,292,1420,581,16,16,4,22,15,356,58
ITA-Serie A,2324,Inter,Benjamin Pavard,FRA,DF,27,1996,18.6,1473,140,599,693,184,31,1473,7,2,28.6,1,14.3,923,4411,2195,25,25,1,7,0,1092,47
ITA-Serie A,2324,Inter,Carlos Augusto,BRA,DF,24,1999,19.2,1287,97,427,553,317,52,1287,21,12,57.1,6,28.6,733,3561,1863,42,31,12,21,14,877,88
ITA-Serie A,2324,Inter,Davide Frattesi,ITA,MF,23,1999,10.6,428,28,96,194,140,56,428,21,7,33.3,13,61.9,250,1689,781,27,17,10,17,16,301,40
ITA-Serie A,2324,Inter,Davy Klaassen,NED,MF,30,1993,2.3,119,5,24,68,28,5,119,1,1,100.0,0,0.0,47,194,37,1,0,1,5,0,68,5
ITA-Serie A,2324,Inter,Denzel Dumfries,NED,DF,27,1996,18.2,977,32,231,385,367,73,977,33,14,42.4,12,36.4,502,2532,1121,50,19,11,29,9,626,147
ITA-Serie A,2324,Inter,Ebenezer Akinsanmiro,NGA,MF,18,2004,0.2,9,0,3,6,1,0,9,0,0,,0,,9,83,11,0,1,0,1,1,10,0
ITA-Serie A,2324,Inter,Emil Audero,IDN,GK,26,1997,3.7,200,173,200,0,0,0,200,0,0,,0,,147,639,377,0,0,0,0,0,139,0
ITA-Serie A,2324,Inter,Federico Dimarco,ITA,DF,25,1997,23.1,1538,35,340,572,641,74,1538,18,6,33.3,12,66.7,841,3487,1924,51,34,10,29,7,1057,198
ITA-Serie A,2324,Inter,Francesco Acerbi,ITA,DF,35,1988,26.5,1977,219,941,946,98,25,1977,3,2,66.7,1,33.3,1211,5779,3081,21,11,0,4,1,1446,24
ITA-Serie A,2324,Inter,Hakan Çalhanoğlu,TUR,MF,29,1994,28.4,2591,81,632,1389,586,26,2581,15,7,46.7,7,46.7,1604,7646,3868,45,65,1,27,7,1878,34
ITA-Serie A,2324,Inter,Henrikh Mkhitaryan,ARM,MF,34,1989,30.9,1982,50,301,1079,628,64,1982,38,19,50.0,17,44.7,1192,6712,3583,92,77,13,39,19,1472,127
ITA-Serie A,2324,Inter,Juan Cuadrado,COL,DF,35,1988,3.0,217,3,37,102,79,13,217,5,1,20.0,2,40.0,151,869,513,17,9,7,3,2,169,35
ITA-Serie A,2324,Inter,Kristjan Asllani,ALB,MF,21,2002,8.7,813,19,197,483,136,3,813,5,3,60.0,2,40.0,547,2487,1030,5,7,0,6,3,636,8
ITA-Serie A,2324,Inter,Lautaro Martínez,ARG,FW,25,1997,29.5,1176,12,88,532,564,178,1173,68,19,27.9,39,57.4,735,3228,1486,54,29,28,68,45,878,172
ITA-Serie A,2324,Inter,Lucien Agoume,FRA,MF,21,2002,0.1,6,0,1,4,1,0,6,1,0,0.0,1,100.0,2,7,5,0,1,0,0,0,4,0
ITA-Serie A,2324,Inter,Marcus Thuram,FRA,FW,25,1997,29.9,967,26,83,422,474,176,967,51,33,64.7,11,21.6,540,3480,1696,68,28,40,81,35,756,192
ITA-Serie A,2324,Inter,Marko Arnautović,AUT,FW,34,1989,8.9,358,8,25,169,165,41,358,6,1,16.7,5,83.3,208,819,272,12,8,4,22,10,281,77
ITA-Serie A,2324,Inter,Matteo Darmian,ITA,DF,33,1989,26.7,1586,109,540,766,286,27,1586,15,5,33.3,10,66.7,832,3149,1584,18,15,2,18,1,1082,82
ITA-Serie A,2324,Inter,Nicolò Barella,ITA,MF,26,1997,31.6,2425,43,424,1281,739,58,2425,59,29,49.2,24,40.7,1556,7283,3389,68,73,9,39,29,1941,144
ITA-Serie A,2324,Inter,Raffaele Di Gennaro,ITA,GK,29,1993,0.3,19,16,18,1,0,0,19,0,0,,0,,18,72,57,0,0,0,0,0,13,0
ITA-Serie A,2324,Inter,Stefan de Vrij,NED,DF,31,1992,17.6,1155,111,571,563,26,14,1155,2,2,100.0,0,0.0,608,2800,1460,6,5,0,7,0,777,2
ITA-Serie A,2324,Inter,Stefano Sensi,ITA,MF,27,1995,0.5,58,1,8,39,11,0,58,1,1,100.0,0,0.0,33,203,101,3,2,0,1,1,45,4
ITA-Serie A,2324,Inter,Tajon Buchanan,CAN,DF,24,1999,1.8,100,5,14,23,65,9,100,11,4,36.4,4,36.4,74,545,336,12,4,3,6,1,76,22
ITA-Serie A,2324,Inter,Yann Aurel Bisseck,GER,DF,22,2000,10.0,737,88,350,306,84,19,737,13,5,38.5,7,53.8,497,2911,1551,24,24,1,10,4,576,20
ITA-Serie A,2324,Inter,Yann Sommer,SUI,GK,34,1988,34.0,1293,1074,1289,4,0,0,1293,0,0,,0,,806,3232,1881,0,0,0,0,0,814,0
ITA-Serie A,2324,Juventus,Adrien Rabiot,FRA,MF,28,1995,29.5,1525,69,269,829,447,79,1525,54,28,51.9,21,38.9,893,5580,2746,72,59,10,52,19,1027,106
ITA-Serie A,2324,Juventus,Alex Sandro,BRA,DF,32,1991,8.0,639,59,217,338,85,8,639,10,3,30.0,3,30.0,344,1804,1068,16,9,0,7,4,409,9
ITA-Serie A,2324,Juventus,Andrea Cambiaso,ITA,"DF,FW",23,2000,26.4,1449,48,317,631,521,60,1449,61,26,42.6,27,44.3,857,5413,2832,87,53,23,38,21,993,172
ITA-Serie A,2324,Juventus,Arkadiusz Milik,POL,FW,29,1994,10.2,391,3,36,182,175,52,391,10,5,50.0,5,50.0,242,894,331,12,8,3,30,12,319,49
ITA-Serie A,2324,Juventus,Carlo Pinsoglio,ITA,GK,33,1990,0.5,23,22,23,0,0,0,23,0,0,,0,,17,61,26,0,0,0,0,0,16,0
ITA-Serie A,2324,Juventus,Carlos Alcaraz,ARG,MF,20,2002,4.2,221,7,22,133,69,12,221,9,3,33.3,5,55.6,141,766,310,6,13,1,8,4,162,9
ITA-Serie A,2324,Juventus,Daniele Rugani,ITA,DF,29,1994,13.2,738,69,329,373,40,12,738,0,0,,0,,451,2006,899,2,4,0,3,2,501,2
ITA-Serie A,2324,Juventus,Danilo,BRA,DF,32,1991,27.2,2118,255,815,1113,200,20,2118,12,8,66.7,1,8.3,1060,4741,2503,18,14,2,13,3,1345,21
ITA-Serie A,2324,Juventus,Dean Huijsen,ESP,DF,18,2005,0.1,20,1,8,13,0,0,20,0,0,,0,,17,94,56,0,0,0,0,0,17,0
ITA-Serie A,2324,Juventus,Dušan Vlahović,SRB,FW,23,2000,25.6,833,14,63,368,410,152,829,43,18,41.9,23,53.5,473,2013,840,36,19,20,71,42,637,174
ITA-Serie A,2324,Juventus,Fabio Miretti,ITA,MF,19,2003,12.3,604,12,86,291,237,35,604,42,21,50.0,18,42.9,362,2026,1002,22,17,7,34,25,399,62
ITA-Serie A,2324,Juventus,Federico Chiesa,ITA,FW,25,1997,24.4,1006,6,77,303,643,130,1005,95,35,36.8,48,50.5,643,4746,2697,111,56,58,54,40,740,216
ITA-Serie A,2324,Juventus,Federico Gatti,ITA,DF,25,1998,29.3,1640,122,504,950,201,47,1640,22,9,40.9,10,45.5,963,5225,3233,52,31,1,24,12,1115,43
ITA-Serie A,2324,Juventus,Filip Kostić,SRB,DF,30,1992,20.2,1221,57,257,520,454,32,1221,27,6,22.2,15,55.6,614,3619,2012,64,52,11,30,16,720,95
ITA-Serie A,2324,Juventus,Gleison Bremer,BRA,DF,26,1997,35.9,2304,285,1098,1123,97,35,2304,13,10,76.9,3,23.1,1287,6500,3428,7,8,1,18,8,1432,4
ITA-Serie A,2324,Juventus,Hans Nicolussi Caviglia,ITA,MF,23,2000,3.0,163,5,26,101,36,0,163,6,0,0.0,4,66.7,92,362,161,0,0,0,2,3,99,2
ITA-Serie A,2324,Juventus,Joseph Nonge,BEL,MF,18,2005,0.3,11,1,3,2,6,0,11,2,1,50.0,0,0.0,9,62,28,1,1,0,0,0,8,2
ITA-Serie A,2324,Juventus,Kenan Yıldız,TUR,"FW,MF",18,2005,10.6,461,7,58,196,218,36,461,40,23,57.5,12,30.0,311,2178,1175,32,31,11,34,18,365,73
ITA-Serie A,2324,Juventus,Leonardo Cerri,ITA,DF,20,2003,0.1,2,0,0,0,2,0,2,0,0,,0,,1,6,0,0,0,0,0,0,2,2
ITA-Serie A,2324,Juventus,Manuel Locatelli,ITA,MF,25,1998,33.4,2285,101,542,1418,341,22,2285,19,13,68.4,5,26.3,1262,5525,2702,21,37,2,19,17,1604,26
ITA-Serie A,2324,Juventus,Mattia De Sciglio,ITA,DF,30,1992,0.5,25,1,10,13,2,0,25,0,0,,0,,15,50,15,0,2,0,1,0,15,1
ITA-Serie A,2324,Juventus,Mattia Perin,ITA,GK,30,1992,2.5,70,57,69,1,0,0,70,0,0,,0,,41,255,141,0,0,0,0,0,38,0
ITA-Serie A,2324,Juventus,Moise Kean,ITA,FW,23,2000,7.3,196,6,20,87,91,22,196,32,14,43.8,18,56.3,121,751,302,12,6,7,32,16,142,38
ITA-Serie A,2324,Juventus,Nicolò Fagioli,ITA,MF,22,2001,4.9,263,3,38,143,84,5,263,7,3,42.9,2,28.6,167,775,326,8,6,1,10,4,191,15
ITA-Serie A,2324,Juventus,Nikola Sekulov,ITA,FW,21,2002,0.1,2,0,0,2,0,0,2,0,0,,0,,1,3,0,0,0,0,0,0,1,1
ITA-Serie A,2324,Juventus,Paul Pogba,FRA,MF,30,1993,0.6,43,1,4,25,14,2,43,2,1,50.0,1,50.0,23,108,53,1,1,0,2,0,32,5
ITA-Serie A,2324,Juventus,Samuel Iling-Junior,ENG,"DF,MF",19,2003,9.0,562,26,125,220,220,23,562,22,7,31.8,14,63.6,307,1710,823,29,15,8,17,12,343,64
ITA-Serie A,2324,Juventus,Tiago Djaló,POR,DF,23,2000,0.2,15,5,8,7,1,1,15,1,1,100.0,0,0.0,8,104,64,1,1,1,0,0,9,0
