league,season,team,player,nationality,position,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles,dribbles_completed,dribbles_completed_pct,dribbles_tackled,dribbles_tackled_pct,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
ITA-Serie A,2122,Spezia,Giulio Maggiore,ITA,MF,23,1998,31.3,1481,54,358,802,343,45,1481,43,16,37.2,27,62.8,833,3652,1680,39,36,10,72,28,971,68
ITA-Serie A,2122,Spezia,Ivan Provedel,ITA,GK,27,1994,30.7,1281,1031,1266,16,0,0,1281,0,0,,0,,716,3740,2345,0,0,0,1,0,568,0
ITA-Serie A,2122,Spezia,Jacopo Sala,ITA,MF,29,1991,9.8,557,19,175,311,80,6,557,12,5,41.7,7,58.3,323,1242,476,7,8,0,9,4,345,9
ITA-Serie A,2122,Spezia,Jakub Kiwior,POL,MF,21,2000,21.8,937,94,360,497,92,17,937,14,9,64.3,5,35.7,380,1607,667,5,3,1,14,9,467,13
ITA-Serie A,2122,Spezia,Janis Antiste,FRA,FW,18,2002,8.8,312,6,63,119,135,39,312,21,8,38.1,13,61.9,156,995,395,10,6,8,24,7,192,60
ITA-Serie A,2122,Spezia,Jeroen Zoet,NED,GK,30,1991,7.0,258,236,258,0,0,0,258,0,0,,0,,138,687,380,0,0,0,1,0,110,0
ITA-Serie A,2122,Spezia,Kelvin Amian,FRA,DF,23,1998,29.4,1446,122,592,577,294,34,1446,37,23,62.2,14,37.8,670,3141,1537,38,25,5,27,20,739,50
ITA-Serie A,2122,Spezia,Kevin Agudelo,COL,"MF,FW",22,1998,13.7,583,10,72,266,262,32,583,51,28,54.9,23,45.1,323,2163,1155,41,35,15,40,37,374,56
ITA-Serie A,2122,Spezia,Luca Vignali,ITA,"DF,MF",25,1996,0.9,58,3,21,26,12,0,58,1,0,0.0,1,100.0,29,87,32,0,1,0,2,0,38,7
ITA-Serie A,2122,Spezia,M'Bala Nzola,ANG,FW,24,1996,11.9,392,14,29,154,217,52,392,27,16,59.3,11,40.7,230,1271,401,16,11,12,53,21,283,63
ITA-Serie A,2122,Spezia,Martin Erlic,CRO,DF,23,1998,28.6,1383,265,887,463,40,30,1383,4,3,75.0,1,25.0,662,2898,1380,6,5,0,14,2,751,3
ITA-Serie A,2122,Spezia,Mehdi Bourabia,MAR,MF,29,1991,3.1,163,17,64,82,20,0,163,10,6,60.0,4,40.0,67,249,127,1,3,0,6,2,73,1
ITA-Serie A,2122,Spezia,Nicolò Bertola,ITA,"MF,DF",18,2003,0.4,21,3,15,4,2,0,21,0,0,,0,,5,17,15,1,1,0,1,0,4,0
ITA-Serie A,2122,Spezia,Petar Zovko,BIH,GK,19,2002,0.3,11,10,11,0,0,0,11,0,0,,0,,3,22,10,0,0,0,0,0,4,0
ITA-Serie A,2122,Spezia,Petko Hristov,BUL,DF,22,1999,13.9,760,113,449,299,13,4,760,2,2,100.0,0,0.0,363,1491,747,3,4,1,3,2,421,2
ITA-Serie A,2122,Spezia,Rey Manaj,ALB,FW,24,1997,19.6,724,14,53,383,298,65,721,49,22,44.9,27,55.1,404,2121,841,32,21,13,73,59,540,93
ITA-Serie A,2122,Spezia,Salvador Ferrer,ESP,"DF,MF",23,1998,16.6,927,71,305,428,199,8,927,12,8,66.7,4,33.3,419,2096,1107,24,18,2,11,10,484,52
ITA-Serie A,2122,Spezia,Samuel Mráz,SVK,FW,24,1997,0.6,15,0,1,10,4,0,15,0,0,,0,,4,26,9,1,0,0,0,0,8,2
ITA-Serie A,2122,Spezia,Simone Bastoni,ITA,"MF,DF",24,1996,25.4,1546,68,403,716,461,28,1546,68,42,61.8,26,38.2,804,4624,2198,50,45,6,61,32,887,89
ITA-Serie A,2122,Spezia,Suf Podgoreanu,ISR,FW,19,2002,1.3,72,3,7,25,40,1,72,6,3,50.0,3,50.0,45,395,139,4,5,0,2,2,54,13
ITA-Serie A,2122,Spezia,Viktor Kovalenko,UKR,MF,25,1996,14.7,723,14,138,408,180,14,723,14,4,28.6,10,71.4,416,2070,904,15,18,2,28,17,487,35
ITA-Serie A,2122,Torino,Alessandro Buongiorno,ITA,DF,22,1999,13.1,693,58,270,365,66,11,693,4,2,50.0,2,50.0,362,1684,782,8,11,0,10,5,394,3
ITA-Serie A,2122,Torino,Andrea Belotti,ITA,FW,27,1993,15.2,551,14,27,236,293,83,548,25,15,60.0,10,40.0,318,1397,576,25,10,10,59,28,461,117
ITA-Serie A,2122,Torino,Antonio Sanabria,PAR,FW,25,1996,20.0,707,12,33,325,354,84,707,20,13,65.0,6,30.0,414,1588,374,11,11,7,79,37,576,123
ITA-Serie A,2122,Torino,Armando Izzo,ITA,DF,29,1992,5.8,371,35,153,175,44,8,371,0,0,,0,,200,1036,583,6,7,0,3,2,219,8
ITA-Serie A,2122,Torino,Ben Lhassine Kone,CIV,MF,21,2000,0.9,41,2,10,28,3,0,41,0,0,,0,,21,71,25,1,0,0,1,0,23,0
ITA-Serie A,2122,Torino,Cristian Ansaldi,ARG,DF,34,1986,7.7,500,22,106,206,190,14,500,16,8,50.0,8,50.0,288,1532,790,24,10,7,16,4,293,40
ITA-Serie A,2122,Torino,Daniele Baselli,ITA,"MF,FW",29,1992,1.7,102,4,25,45,33,3,102,2,1,50.0,1,50.0,49,256,106,1,5,0,3,0,62,11
ITA-Serie A,2122,Torino,David Zima,CZE,DF,20,2000,14.6,755,71,331,346,79,12,755,7,5,71.4,2,28.6,407,1895,815,7,12,1,9,5,456,8
ITA-Serie A,2122,Torino,Demba Seck,SEN,"MF,FW",20,2001,1.6,60,0,2,25,33,10,60,6,4,66.7,2,33.3,42,346,199,6,2,6,4,2,46,8
ITA-Serie A,2122,Torino,Dennis Praet,BEL,MF,27,1994,17.1,723,6,69,300,361,49,723,28,12,42.9,16,57.1,412,2094,919,34,19,12,28,16,511,101
ITA-Serie A,2122,Torino,Etrit Berisha,ALB,GK,32,1989,10.0,345,289,344,1,0,0,345,0,0,,0,,183,1125,655,0,0,0,0,0,118,0
ITA-Serie A,2122,Torino,Gleison Bremer,BRA,DF,24,1997,32.1,1909,198,945,893,96,54,1909,23,17,73.9,6,26.1,936,4224,1763,18,14,2,29,8,879,6
ITA-Serie A,2122,Torino,Josip Brekalo,CRO,MF,23,1998,25.4,1379,10,107,587,705,57,1379,70,40,57.1,30,42.9,878,5424,2234,78,52,20,51,37,1033,186
ITA-Serie A,2122,Torino,Karol Linetty,POL,"MF,FW",26,1995,10.0,386,3,42,178,169,25,386,9,5,55.6,4,44.4,192,885,386,10,14,5,28,7,241,37
ITA-Serie A,2122,Torino,Koffi Djidji,CIV,DF,28,1992,19.3,1073,79,416,541,120,10,1073,13,8,61.5,5,38.5,565,2395,1169,18,16,2,15,9,591,11
ITA-Serie A,2122,Torino,Luca Gemello,ITA,GK,21,2000,1.0,37,27,37,0,0,0,37,0,0,,0,,24,132,74,0,0,0,0,0,20,0
ITA-Serie A,2122,Torino,Magnus Warming,DEN,"MF,FW",21,2000,0.6,32,0,6,11,15,3,32,1,0,0.0,1,100.0,15,134,83,6,1,2,1,2,18,6
ITA-Serie A,2122,Torino,Marko Pjaca,CRO,MF,26,1995,12.8,559,8,42,229,292,49,559,41,23,56.1,18,43.9,365,1942,1010,39,29,19,34,30,440,102
ITA-Serie A,2122,Torino,Mërgim Vojvoda,KVX,DF,26,1995,22.0,1378,71,339,639,415,30,1378,26,18,69.2,8,30.8,758,3729,1894,44,37,8,21,12,825,87
ITA-Serie A,2122,Torino,Ola Aina,NGA,DF,24,1996,16.0,950,48,227,441,294,27,950,40,18,45.0,22,55.0,483,2872,1398,42,34,7,32,10,530,78
ITA-Serie A,2122,Torino,Pietro Pellegri,ITA,FW,20,2001,2.4,81,6,8,35,39,8,81,8,4,50.0,4,50.0,50,290,96,3,0,1,20,8,62,17
ITA-Serie A,2122,Torino,Ricardo Rodríguez,SUI,DF,28,1992,27.5,1672,88,586,868,228,6,1672,5,5,100.0,0,0.0,1001,5203,3169,50,52,3,8,2,1092,27
ITA-Serie A,2122,Torino,Rolando Mandragora,ITA,MF,24,1997,14.7,894,26,125,541,237,18,894,6,3,50.0,3,50.0,469,1821,1032,20,14,4,15,9,537,29
ITA-Serie A,2122,Torino,Samuele Ricci,ITA,MF,19,2001,8.0,467,27,92,310,71,5,467,7,4,57.1,3,42.9,291,1462,625,5,13,0,6,3,339,8
ITA-Serie A,2122,Torino,Saša Lukić,SRB,MF,24,1996,33.1,2039,59,340,1254,469,36,2036,38,28,73.7,10,26.3,1222,6785,3735,68,72,12,43,8,1348,57
ITA-Serie A,2122,Torino,Simone Verdi,ITA,"MF,FW",29,1992,0.5,24,1,2,13,10,2,24,1,0,0.0,1,100.0,12,48,17,0,0,0,2,2,14,5
ITA-Serie A,2122,Torino,Simone Zaza,ITA,"FW,DF",30,1991,1.4,71,5,8,24,41,12,71,3,2,66.7,1,33.3,35,137,53,2,4,1,10,6,51,7
ITA-Serie A,2122,Torino,Tommaso Pobega,ITA,MF,22,1999,24.9,1491,48,233,882,392,55,1491,27,14,51.9,13,48.1,807,3799,1822,33,42,9,45,16,991,62
ITA-Serie A,2122,Torino,Tomás Rincón,VEN,MF,33,1988,1.8,112,5,22,70,21,1,112,3,3,100.0,0,0.0,53,176,68,0,1,0,4,0,62,1
ITA-Serie A,2122,Torino,Vanja Milinković-Savić,SRB,GK,24,1997,27.0,1065,704,1051,14,1,1,1065,2,2,100.0,0,0.0,655,3891,2200,0,0,0,1,0,527,0
ITA-Serie A,2122,Torino,Wilfried Singo,CIV,DF,20,2000,29.0,1773,66,339,804,654,71,1773,81,41,50.6,40,49.4,974,5708,2780,69,56,18,66,18,1038,157
ITA-Serie A,2122,Udinese,Beto,GNB,FW,23,1998,24.1,719,27,47,352,338,111,719,74,40,54.1,33,44.6,383,2165,816,31,33,16,104,54,491,119
ITA-Serie A,2122,Udinese,Bram Nuytinck,NED,DF,31,1990,22.6,1175,243,748,395,37,19,1175,2,1,50.0,1,50.0,610,2962,1301,4,5,2,2,2,666,6
ITA-Serie A,2122,Udinese,Brandon Soppy,FRA,"DF,MF",19,2002,8.6,356,18,87,146,131,22,356,38,18,47.4,20,52.6,205,1405,748,25,20,9,16,8,203,50
ITA-Serie A,2122,Udinese,Daniele Padelli,ITA,GK,35,1985,3.0,122,114,122,0,0,0,122,0,0,,0,,65,300,190,0,0,0,0,0,55,0
ITA-Serie A,2122,Udinese,Destiny Udogie,ITA,DF,18,2002,27.5,1233,58,301,585,377,62,1233,67,38,56.7,29,43.3,631,4232,2149,56,37,20,50,35,655,113
ITA-Serie A,2122,Udinese,Fernando Forestieri,ITA,"FW,MF",31,1990,0.6,33,1,4,9,20,4,33,1,1,100.0,0,0.0,16,124,84,2,2,0,2,0,21,8
ITA-Serie A,2122,Udinese,Filip Benković,CRO,"DF,FW",24,1997,0.1,6,1,3,2,1,1,6,0,0,,0,,2,8,7,0,0,0,0,0,5,0
ITA-Serie A,2122,Udinese,Gerard Deulofeu,ESP,"FW,MF",27,1994,29.1,1438,13,75,439,938,177,1437,117,50,42.7,67,57.3,889,6471,3582,154,79,83,100,44,991,259
ITA-Serie A,2122,Udinese,Ignacio Pussetto,ARG,"FW,MF",25,1995,13.4,509,16,43,229,247,60,508,56,25,44.6,31,55.4,266,1719,647,28,19,11,40,22,336,68
ITA-Serie A,2122,Udinese,Ilija Nestorovski,MKD,FW,31,1990,2.1,86,4,9,50,27,8,86,1,0,0.0,1,100.0,48,190,99,5,2,0,5,0,70,18
ITA-Serie A,2122,Udinese,Isaac Success,NGA,"FW,MF",25,1996,10.1,399,8,24,156,225,53,399,29,19,65.5,10,34.5,282,1262,575,16,12,7,37,27,355,84
ITA-Serie A,2122,Udinese,Jean-Victor Makengo,FRA,MF,23,1998,26.1,1073,29,207,598,293,37,1073,53,39,73.6,14,26.4,658,4297,2246,55,51,11,41,19,706,61
ITA-Serie A,2122,Udinese,Jens Stryger Larsen,DEN,DF,30,1991,7.6,339,19,106,126,107,10,339,11,4,36.4,7,63.6,150,719,293,8,9,0,7,6,193,20
ITA-Serie A,2122,Udinese,Lazar Samardzic,SRB,"MF,FW",19,2002,5.4,338,5,38,148,158,13,338,26,15,57.7,11,42.3,173,942,456,10,7,5,14,8,203,29
ITA-Serie A,2122,Udinese,Marco Silvestri,ITA,GK,30,1991,35.0,1021,914,1018,3,0,0,1021,0,0,,0,,486,2632,1798,0,0,0,0,0,388,0
ITA-Serie A,2122,Udinese,Marvin Zeegelaar,NED,DF,30,1990,7.1,398,34,167,191,46,5,398,7,5,71.4,2,28.6,166,837,422,4,6,0,5,2,200,5
ITA-Serie A,2122,Udinese,Mato Jajalo,BIH,MF,33,1988,7.0,399,21,108,225,68,4,399,4,3,75.0,1,25.0,184,744,321,3,3,1,10,5,223,7
ITA-Serie A,2122,Udinese,Nahuel Molina,ARG,DF,23,1998,29.3,1508,54,366,600,562,53,1508,42,20,47.6,22,52.4,797,4065,2501,61,42,10,36,10,937,164
ITA-Serie A,2122,Udinese,Nehuén Pérez,ARG,DF,21,2000,18.8,969,117,435,462,80,20,969,15,7,46.7,8,53.3,437,2335,1353,16,9,1,13,4,476,8
ITA-Serie A,2122,Udinese,Pablo Marí,ESP,DF,27,1993,14.9,784,148,440,275,73,16,784,4,2,50.0,2,50.0,326,1165,564,2,2,1,12,1,349,6
ITA-Serie A,2122,Udinese,Riccardo Pinzi,ITA,FW,17,2003,0.0,1,0,0,1,0,0,1,0,0,,0,,1,2,2,0,0,0,0,0,1,0
ITA-Serie A,2122,Udinese,Roberto Pereyra,ARG,"MF,FW",30,1991,19.9,1053,18,138,529,402,85,1051,46,21,45.7,25,54.3,651,4380,2273,73,43,18,54,27,768,90
ITA-Serie A,2122,Udinese,Rodrigo Becão,BRA,DF,25,1996,34.8,1755,200,852,744,175,42,1755,8,5,62.5,3,37.5,848,3867,2372,23,19,3,18,7,977,34
ITA-Serie A,2122,Udinese,Samir Santos,BRA,DF,26,1994,15.8,878,95,418,410,56,9,878,5,3,60.0,2,40.0,442,1960,1044,14,10,1,9,3,477,11
ITA-Serie A,2122,Udinese,Sebastien De Maio,FRA,DF,34,1987,2.0,97,13,69,29,0,0,97,1,1,100.0,0,0.0,40,203,61,0,0,0,2,0,44,0
ITA-Serie A,2122,Udinese,Simone Pafundi,ITA,FW,15,2006,0.3,13,0,2,9,2,0,13,0,0,,0,,11,82,48,2,0,0,0,0,11,2
ITA-Serie A,2122,Udinese,Stefano Okaka,ITA,FW,31,1989,0.2,9,1,1,5,4,2,9,0,0,,0,,4,44,28,0,1,0,0,0,5,2
ITA-Serie A,2122,Udinese,Tolgay Arslan,GER,MF,30,1990,18.4,866,34,166,499,216,19,866,34,22,64.7,12,35.3,463,2699,1387,35,29,4,27,15,518,35
ITA-Serie A,2122,Udinese,Walace,BRA,MF,26,1995,33.0,2040,102,586,1207,280,15,2040,39,24,61.5,15,38.5,1091,5677,2981,42,24,2,49,35,1224,20
ITA-Serie A,2122,Venezia,Aleš Matějů,CZE,DF,25,1996,8.1,366,38,125,142,100,8,366,5,5,100.0,0,0.0,164,894,402,9,5,0,6,4,191,37
ITA-Serie A,2122,Venezia,Antonio Vacca,ITA,MF,31,1990,11.8,817,71,360,419,52,1,817,21,15,71.4,6,28.6,455,2209,1197,9,7,2,6,9,495,7
ITA-Serie A,2122,Venezia,Arnór Sigurðsson,ISL,"FW,MF",22,1999,2.0,74,0,9,32,35,5,74,6,3,50.0,3,50.0,55,294,112,6,1,1,7,5,50,16
ITA-Serie A,2122,Venezia,Bjarki Bjarkason,ISL,MF,21,2000,0.0,3,0,1,1,1,0,3,0,0,,0,,3,20,19,1,0,0,0,0,3,0
ITA-Serie A,2122,Venezia,Cristian Molinaro,ITA,DF,38,1983,6.1,384,27,149,158,78,1,384,7,5,71.4,2,28.6,173,1025,719,13,11,1,6,3,219,16
ITA-Serie A,2122,Venezia,Daan Heymans,BEL,"MF,FW",22,1999,2.8,129,8,29,65,36,6,129,3,2,66.7,1,33.3,58,253,85,2,2,0,7,0,85,13
ITA-Serie A,2122,Venezia,David Okereke,NGA,"FW,MF",23,1997,22.8,693,27,84,280,345,82,693,50,26,52.0,24,48.0,419,3006,1477,60,31,25,53,29,495,137
ITA-Serie A,2122,Venezia,David Schnegg,AUT,DF,22,1998,1.6,112,8,55,41,20,0,112,6,1,16.7,5,83.3,63,406,230,2,1,0,3,5,58,5
ITA-Serie A,2122,Venezia,Dennis Johnsen,NOR,"FW,MF",23,1998,16.1,508,8,75,176,271,59,508,66,20,30.3,46,69.7,346,2237,1077,36,23,19,61,23,369,140
ITA-Serie A,2122,Venezia,Domen Črnigoj,SVN,MF,25,1995,20.9,938,60,246,440,269,34,938,38,18,47.4,20,52.6,496,2766,1169,34,22,9,41,17,569,66
ITA-Serie A,2122,Venezia,Dor Peretz,ISR,MF,26,1995,6.5,315,23,90,186,40,4,315,6,1,16.7,5,83.3,137,600,223,3,3,1,9,7,192,7
ITA-Serie A,2122,Venezia,Ethan Ampadu,WAL,"MF,DF",20,2000,25.4,1472,125,587,706,194,12,1472,17,13,76.5,4,23.5,712,3664,1759,26,23,3,19,10,767,23
ITA-Serie A,2122,Venezia,Francesco Di Mariano,ITA,FW,25,1996,0.7,20,1,1,6,13,1,20,2,0,0.0,2,100.0,14,112,12,0,1,0,0,0,15,7
ITA-Serie A,2122,Venezia,Francesco Forte,ITA,FW,28,1993,4.7,118,2,10,62,49,19,118,1,1,100.0,0,0.0,46,181,65,3,3,1,13,2,82,16
ITA-Serie A,2122,Venezia,Gianluca Busio,USA,MF,19,2002,21.7,1145,63,337,621,194,18,1145,21,11,52.4,10,47.6,644,3199,1580,26,23,3,33,15,717,44
ITA-Serie A,2122,Venezia,Hilmir Mikaelsson,ISL,FW,17,2004,0.2,6,0,0,2,4,0,6,0,0,,0,,1,2,0,0,0,0,0,0,2,1
ITA-Serie A,2122,Venezia,Issa Bah,LUX,FW,19,2002,0.1,8,0,1,6,1,0,8,0,0,,0,,5,23,12,0,0,0,0,2,4,1
ITA-Serie A,2122,Venezia,Jacopo Dezi,ITA,MF,29,1992,0.2,30,0,1,19,11,1,30,2,1,50.0,1,50.0,14,115,76,1,1,1,0,0,20,0
ITA-Serie A,2122,Venezia,Jean-Pierre Nsame,CMR,FW,28,1993,2.7,87,1,2,35,50,16,87,3,1,33.3,2,66.7,43,164,46,4,0,2,8,5,75,18
ITA-Serie A,2122,Venezia,Luca Fiordilino,ITA,MF,25,1996,7.3,387,23,128,203,61,10,387,5,3,60.0,2,40.0,206,854,298,3,3,1,10,8,246,10
ITA-Serie A,2122,Venezia,Luca Lezzerini,ITA,GK,26,1995,5.5,215,193,214,1,0,0,215,0,0,,0,,115,600,392,0,0,0,0,0,80,0
ITA-Serie A,2122,Venezia,Marco Modolo,ITA,DF,32,1989,4.4,209,79,150,56,3,2,209,1,0,0.0,1,100.0,89,367,163,1,0,0,1,0,119,0
ITA-Serie A,2122,Venezia,Mattia Aramu,ITA,"MF,FW",26,1995,23.3,1042,22,103,438,514,36,1038,38,17,44.7,21,55.3,580,2939,1312,39,22,5,43,24,650,117
ITA-Serie A,2122,Venezia,Mattia Caldara,ITA,DF,27,1994,30.0,1529,306,935,538,72,23,1529,7,3,42.9,4,57.1,770,3699,1932,15,7,0,12,4,808,5
ITA-Serie A,2122,Venezia,Maximilian Ullmann,AUT,DF,25,1996,2.7,85,8,28,44,13,1,85,1,1,100.0,0,0.0,34,139,74,0,2,0,1,0,41,4
ITA-Serie A,2122,Venezia,Michael Svoboda,AUT,DF,22,1998,13.7,771,125,420,334,29,13,771,3,2,66.7,1,33.3,437,2379,1441,11,8,0,6,6,441,1
ITA-Serie A,2122,Venezia,Mickaël Cuisance,FRA,MF,21,1999,10.2,494,5,105,257,140,5,494,35,19,54.3,16,45.7,277,1394,497,10,11,0,13,26,303,22
ITA-Serie A,2122,Venezia,Nani,POR,"MF,FW",34,1986,3.2,169,0,18,73,79,6,169,12,5,41.7,7,58.3,103,680,201,6,8,1,9,6,119,22
ITA-Serie A,2122,Venezia,Nicolas Galazzi,ITA,MF,20,2000,0.2,12,1,1,1,10,1,12,0,0,,0,,6,23,17,0,1,0,2,1,7,3
ITA-Serie A,2122,Venezia,Niki Mäenpää,FIN,GK,36,1985,16.5,568,493,565,3,0,0,568,0,0,,0,,264,1435,950,0,0,0,0,2,212,0
ITA-Serie A,2122,Venezia,Pasquale Mazzocchi,ITA,DF,26,1995,13.8,762,49,285,291,198,5,762,37,17,45.9,20,54.1,426,3017,1502,44,32,1,34,13,406,43
ITA-Serie A,2122,Venezia,Patrick Leal,USA,FW,18,2003,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2122,Venezia,Pietro Ceccaroni,ITA,DF,25,1995,34.7,2068,389,1311,650,117,26,2068,12,5,41.7,7,58.3,1157,6279,3804,37,17,1,15,4,1300,12
ITA-Serie A,2122,Venezia,Ridgeciano Haps,SUR,DF,28,1993,22.8,1120,94,453,442,233,15,1120,22,16,72.7,6,27.3,522,2761,1421,30,35,2,34,4,534,69
ITA-Serie A,2122,Venezia,Sergio Romero,ARG,GK,34,1987,16.0,647,575,643,4,0,0,647,0,0,,0,,355,1934,1399,0,0,0,0,0,253,0
ITA-Serie A,2122,Venezia,Sofian Kiyine,MAR,"MF,FW",23,1997,13.8,710,22,149,362,217,17,710,80,55,68.8,25,31.3,424,3264,1699,48,33,10,38,32,447,44
ITA-Serie A,2122,Venezia,Tanner Tessmann,USA,MF,19,2001,7.6,320,45,126,152,51,8,320,12,11,91.7,0,0.0,173,1089,586,12,10,2,13,7,176,18
ITA-Serie A,2122,Venezia,Thomas Henry,FRA,FW,26,1994,23.5,716,34,59,352,311,97,716,38,12,31.6,26,68.4,427,1798,588,20,12,9,91,35,605,99
ITA-Serie A,2122,Venezia,Tyronne Ebuehi,NGA,DF,25,1995,12.6,655,50,279,225,158,16,655,20,11,55.0,9,45.0,293,1804,924,29,20,3,15,5,330,52
ITA-Serie A,2223,Atalanta,Ademola Lookman,NGA,"FW,MF",24,1997,19.2,867,2,58,350,470,111,864,80,34,42.5,37,46.3,572,3472,1744,73,28,33,47,46,675,185
ITA-Serie A,2223,Atalanta,Berat Djimsiti,ALB,DF,29,1993,20.0,1294,140,647,587,64,15,1294,7,4,57.1,2,28.6,700,3099,1396,7,7,1,10,5,817,9
ITA-Serie A,2223,Atalanta,Brandon Soppy,FRA,DF,20,2002,7.1,413,8,90,185,143,22,413,26,6,23.1,13,50.0,220,1230,679,23,12,6,16,8,241,35
ITA-Serie A,2223,Atalanta,Caleb Okoli,ITA,DF,21,2001,10.7,598,62,328,229,48,12,598,1,0,0.0,1,100.0,265,1059,463,4,5,0,12,5,286,12
ITA-Serie A,2223,Atalanta,Davide Zappacosta,ITA,DF,30,1992,16.3,1122,31,261,415,456,56,1122,57,17,29.8,33,57.9,607,3660,1893,48,39,18,26,14,692,101
ITA-Serie A,2223,Atalanta,Duván Zapata,COL,FW,31,1991,15.4,597,17,32,252,319,93,597,45,20,44.4,16,35.6,399,2196,752,35,20,21,53,45,492,140
ITA-Serie A,2223,Atalanta,Francesco Rossi,ITA,GK,31,1991,0.0,5,3,5,0,0,0,5,0,0,,0,,3,3,1,0,0,0,0,0,3,0
ITA-Serie A,2223,Atalanta,Giorgio Scalvini,ITA,DF,18,2003,25.9,1762,124,687,861,226,32,1762,26,12,46.2,11,42.3,917,3552,1989,22,22,6,20,8,1146,34
ITA-Serie A,2223,Atalanta,Hans Hateboer,NED,DF,28,1994,15.5,823,37,220,343,263,29,823,9,4,44.4,3,33.3,398,1804,904,16,14,1,8,7,505,73
ITA-Serie A,2223,Atalanta,Jeremie Boga,CIV,"MF,FW",25,1997,8.7,600,1,43,228,344,37,600,95,48,50.5,33,34.7,418,3673,1904,64,47,20,31,11,489,78
ITA-Serie A,2223,Atalanta,Joakim Mæhle,DEN,"DF,MF",25,1997,24.5,1708,43,347,697,683,58,1708,53,18,34.0,32,60.4,932,4932,2801,81,64,11,39,24,1110,186
ITA-Serie A,2223,Atalanta,José Luis Palomino,ARG,DF,32,1990,8.4,607,48,261,313,39,9,607,3,2,66.7,1,33.3,308,1514,638,3,1,1,3,3,339,3
ITA-Serie A,2223,Atalanta,Juan Musso,ARG,GK,28,1994,23.1,745,654,742,3,0,0,745,0,0,,0,,436,2893,1620,0,1,1,2,0,316,0
ITA-Serie A,2223,Atalanta,Luis Muriel,COL,"FW,MF",31,1991,11.9,712,3,37,251,428,70,711,70,34,48.6,33,47.1,416,2792,1367,53,38,22,49,27,545,124
ITA-Serie A,2223,Atalanta,Lukáš Vorlický,CZE,"MF,FW",20,2002,0.3,36,0,5,14,19,2,36,7,4,57.1,3,42.9,30,256,120,2,4,2,1,1,26,3
ITA-Serie A,2223,Atalanta,Marco Sportiello,ITA,GK,30,1992,14.9,486,429,481,5,0,0,486,0,0,,0,,277,1367,863,0,0,0,0,1,202,0
ITA-Serie A,2223,Atalanta,Mario Pašalić,CRO,"MF,FW",27,1995,19.7,899,21,135,491,279,57,899,25,8,32.0,15,60.0,545,2839,1137,24,22,3,35,26,659,83
ITA-Serie A,2223,Atalanta,Marten de Roon,NED,MF,31,1991,32.9,2209,119,634,1232,354,21,2209,10,4,40.0,5,50.0,1126,4697,2195,18,30,2,16,15,1389,23
ITA-Serie A,2223,Atalanta,Matteo Ruggeri,ITA,"DF,MF",20,2002,9.2,722,24,198,304,224,17,722,9,4,44.4,5,55.6,340,1471,764,22,14,3,7,5,444,65
ITA-Serie A,2223,Atalanta,Merih Demiral,TUR,DF,24,1998,17.1,832,140,495,319,28,14,832,9,2,22.2,5,55.6,348,1662,564,3,5,1,6,2,374,4
ITA-Serie A,2223,Atalanta,Nadir Zortea,ITA,"DF,MF",23,1999,2.5,153,7,45,50,60,7,153,21,10,47.6,10,47.6,78,480,267,11,7,2,6,2,82,13
ITA-Serie A,2223,Atalanta,Rafael Tolói,ITA,DF,31,1990,30.9,2031,161,834,922,297,43,2031,15,6,40.0,9,60.0,1095,4596,2514,21,42,0,21,5,1291,29
ITA-Serie A,2223,Atalanta,Rasmus Højlund,DEN,FW,19,2003,20.4,700,6,17,251,438,133,700,75,28,37.3,31,41.3,455,2524,855,40,26,31,94,56,570,224
ITA-Serie A,2223,Atalanta,Ruslan Malinovskyi,UKR,"MF,FW",29,1993,6.1,425,2,61,220,152,8,425,21,9,42.9,10,47.6,279,1481,643,19,17,3,21,9,303,36
ITA-Serie A,2223,Atalanta,Teun Koopmeiners,NED,MF,24,1998,31.8,2056,85,476,916,691,63,2052,54,28,51.9,23,42.6,1136,5759,3052,60,64,11,48,32,1396,106
ITA-Serie A,2223,Atalanta,Tommaso De Nipoti,ITA,MF,19,2003,0.0,6,0,0,5,2,1,6,1,1,100.0,0,0.0,3,24,23,1,1,0,0,0,3,0
ITA-Serie A,2223,Atalanta,Éderson,BRA,MF,23,1999,24.6,1455,50,339,778,355,46,1455,66,37,56.1,24,36.4,842,4133,2027,37,35,11,48,30,964,62
ITA-Serie A,2223,Bologna,Adama Soumaoro,FRA,DF,30,1992,20.7,1226,158,649,557,23,7,1226,3,2,66.7,0,0.0,721,3553,1787,7,5,0,6,1,830,1
ITA-Serie A,2223,Bologna,Andrea Cambiaso,ITA,DF,22,2000,24.1,1790,70,620,771,423,40,1790,60,31,51.7,24,40.0,1030,5494,2822,64,59,17,42,18,1148,105
ITA-Serie A,2223,Bologna,Antonio Raimondo,ITA,FW,18,2004,0.2,6,0,1,2,3,1,6,0,0,,0,,4,22,4,1,1,0,1,1,5,3
