league,season,team,player,nationality,position,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense
ITA-Serie A,2324,Hellas Verona,Jordi Mboula,ESP,"FW,MF",24,1999,3.4,5,1.47,4,0,1,0,0,0,2,0.59,1,0,1,0,0,0
ITA-Serie A,2324,Hellas Verona,Josh Doig,SCO,DF,21,2002,9.2,9,0.98,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Hellas Verona,Juan Cruz,ARG,"FW,MF",24,1999,1.2,3,2.48,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Hellas Verona,Juan David Cabal,COL,DF,22,2001,16.6,40,2.41,28,3,1,2,2,4,2,0.12,1,0,0,0,0,1
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",26,1997,5.6,17,3.04,13,0,1,0,3,0,1,0.18,1,0,0,0,0,0
ITA-Serie A,2324,Hellas Verona,Lorenzo Montipò,ITA,GK,27,1996,37.0,8,0.22,7,1,0,0,0,0,1,0.03,1,0,0,0,0,0
ITA-Serie A,2324,Hellas Verona,Martin Hongla,CMR,MF,25,1998,12.0,19,1.58,18,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Hellas Verona,Michael Folorunsho,ITA,"MF,FW",25,1998,30.9,46,1.49,34,0,4,1,7,0,3,0.1,1,0,2,0,0,0
ITA-Serie A,2324,Hellas Verona,Milan Đurić,BIH,FW,33,1990,13.4,33,2.47,25,0,0,5,2,1,4,0.3,1,0,0,0,2,1
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,28,1994,27.3,93,3.41,53,27,2,3,5,3,9,0.33,5,2,0,0,1,1
ITA-Serie A,2324,Hellas Verona,Paweł Dawidowicz,POL,DF,28,1995,23.8,11,0.46,8,1,0,2,0,0,1,0.04,0,0,0,1,0,0
ITA-Serie A,2324,Hellas Verona,Reda Belahyane,MAR,MF,19,2004,1.0,2,2.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Hellas Verona,Riccardo Saponara,ITA,"FW,MF",31,1991,3.8,7,1.84,6,0,0,0,1,0,1,0.26,1,0,0,0,0,0
ITA-Serie A,2324,Hellas Verona,Rúben Vinagre,POR,"DF,FW",24,1999,3.1,9,2.86,8,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Hellas Verona,Simone Perilli,ITA,GK,28,1995,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Hellas Verona,Stefan Mitrović,SRB,"FW,MF",20,2002,4.3,7,1.61,6,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Hellas Verona,Suat Serdar,GER,MF,26,1997,18.4,32,1.73,25,1,3,1,0,2,4,0.22,2,1,1,0,0,0
ITA-Serie A,2324,Hellas Verona,Thomas Henry,FRA,FW,28,1994,3.7,6,1.61,4,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Hellas Verona,Tijjani Noslin,NED,"FW,MF",24,1999,14.9,55,3.7,47,0,2,2,4,0,7,0.47,5,0,1,0,1,0
ITA-Serie A,2324,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21,2002,23.2,69,2.97,37,13,6,5,5,3,7,0.3,5,1,0,1,0,0
ITA-Serie A,2324,Hellas Verona,Yayah Kallon,SLE,FW,22,2001,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Inter,Alessandro Bastoni,ITA,DF,24,1999,25.2,63,2.5,54,1,0,4,3,1,6,0.24,6,0,0,0,0,0
ITA-Serie A,2324,Inter,Alexis Sánchez,CHI,"FW,MF",34,1988,8.5,35,4.12,28,3,1,1,1,1,8,0.94,6,2,0,0,0,0
ITA-Serie A,2324,Inter,Benjamin Pavard,FRA,DF,27,1996,18.6,27,1.45,25,0,0,1,1,0,2,0.11,2,0,0,0,0,0
ITA-Serie A,2324,Inter,Carlos Augusto,BRA,DF,24,1999,19.2,36,1.88,29,4,1,0,1,1,6,0.31,4,1,1,0,0,0
ITA-Serie A,2324,Inter,Davide Frattesi,ITA,MF,23,1999,10.6,26,2.45,21,0,0,3,2,0,6,0.57,4,0,0,1,1,0
ITA-Serie A,2324,Inter,Davy Klaassen,NED,MF,30,1993,2.3,5,2.18,5,0,0,0,0,0,2,0.87,2,0,0,0,0,0
ITA-Serie A,2324,Inter,Denzel Dumfries,NED,DF,27,1996,18.2,47,2.59,37,3,3,1,3,0,8,0.44,5,0,1,0,2,0
ITA-Serie A,2324,Inter,Ebenezer Akinsanmiro,NGA,MF,18,2004,0.2,1,6.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Inter,Emil Audero,IDN,GK,26,1997,3.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Inter,Federico Dimarco,ITA,DF,25,1997,23.1,108,4.68,78,21,2,5,1,1,14,0.61,10,2,0,2,0,0
ITA-Serie A,2324,Inter,Francesco Acerbi,ITA,DF,35,1988,26.5,22,0.83,19,0,0,3,0,0,1,0.04,1,0,0,0,0,0
ITA-Serie A,2324,Inter,Hakan Çalhanoğlu,TUR,MF,29,1994,28.4,107,3.77,63,39,0,4,0,1,10,0.35,7,3,0,0,0,0
ITA-Serie A,2324,Inter,Henrikh Mkhitaryan,ARM,MF,34,1989,30.9,116,3.75,102,1,1,2,6,4,18,0.58,16,0,0,0,1,1
ITA-Serie A,2324,Inter,Juan Cuadrado,COL,DF,35,1988,3.0,13,4.38,11,1,0,1,0,0,3,1.01,3,0,0,0,0,0
ITA-Serie A,2324,Inter,Kristjan Asllani,ALB,MF,21,2002,8.7,19,2.18,13,4,1,1,0,0,5,0.57,4,1,0,0,0,0
ITA-Serie A,2324,Inter,Lautaro Martínez,ARG,FW,25,1997,29.5,102,3.46,71,0,4,16,7,4,16,0.54,7,0,1,3,2,3
ITA-Serie A,2324,Inter,Lucien Agoume,FRA,MF,21,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Inter,Marcus Thuram,FRA,FW,25,1997,29.9,81,2.71,51,0,6,10,13,1,17,0.57,10,0,2,0,5,0
ITA-Serie A,2324,Inter,Marko Arnautović,AUT,FW,34,1989,8.9,24,2.71,22,0,0,1,1,0,3,0.34,3,0,0,0,0,0
ITA-Serie A,2324,Inter,Matteo Darmian,ITA,DF,33,1989,26.7,55,2.06,45,6,0,2,2,0,3,0.11,2,0,0,0,1,0
ITA-Serie A,2324,Inter,Nicolò Barella,ITA,MF,26,1997,31.6,137,4.33,121,1,4,7,3,1,20,0.63,13,0,2,4,1,0
ITA-Serie A,2324,Inter,Raffaele Di Gennaro,ITA,GK,29,1993,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Inter,Stefan de Vrij,NED,DF,31,1992,17.6,9,0.51,7,0,0,1,0,1,1,0.06,1,0,0,0,0,0
ITA-Serie A,2324,Inter,Stefano Sensi,ITA,MF,27,1995,0.5,4,7.66,2,1,0,1,0,0,1,1.91,1,0,0,0,0,0
ITA-Serie A,2324,Inter,Tajon Buchanan,CAN,DF,24,1999,1.8,6,3.35,4,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Inter,Yann Aurel Bisseck,GER,DF,22,2000,10.0,10,1.0,4,0,1,2,3,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Inter,Yann Sommer,SUI,GK,34,1988,34.0,6,0.18,6,0,0,0,0,0,2,0.06,2,0,0,0,0,0
ITA-Serie A,2324,Juventus,Adrien Rabiot,FRA,MF,28,1995,29.5,64,2.17,54,0,2,4,4,0,5,0.17,4,0,1,0,0,0
ITA-Serie A,2324,Juventus,Alex Sandro,BRA,DF,32,1991,8.0,14,1.75,9,0,0,2,1,2,1,0.12,0,0,0,0,1,0
ITA-Serie A,2324,Juventus,Andrea Cambiaso,ITA,"DF,FW",23,2000,26.4,78,2.96,62,5,4,3,3,1,5,0.19,5,0,0,0,0,0
ITA-Serie A,2324,Juventus,Arkadiusz Milik,POL,FW,29,1994,10.2,37,3.62,24,0,1,7,4,1,6,0.59,2,0,0,3,0,1
ITA-Serie A,2324,Juventus,Carlo Pinsoglio,ITA,GK,33,1990,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Juventus,Carlos Alcaraz,ARG,MF,20,2002,4.2,6,1.42,6,0,0,0,0,0,1,0.24,1,0,0,0,0,0
ITA-Serie A,2324,Juventus,Daniele Rugani,ITA,DF,29,1994,13.2,12,0.91,9,0,0,2,0,1,2,0.15,1,0,0,1,0,0
ITA-Serie A,2324,Juventus,Danilo,BRA,DF,32,1991,27.2,48,1.76,41,1,1,2,0,3,3,0.11,1,0,0,1,0,1
ITA-Serie A,2324,Juventus,Dean Huijsen,ESP,DF,18,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Juventus,Dušan Vlahović,SRB,FW,23,2000,25.6,73,2.85,49,1,5,15,2,1,9,0.35,6,0,0,3,0,0
ITA-Serie A,2324,Juventus,Fabio Miretti,ITA,MF,19,2003,12.3,53,4.33,31,7,6,2,4,3,4,0.33,2,0,0,0,2,0
ITA-Serie A,2324,Juventus,Federico Chiesa,ITA,FW,25,1997,24.4,117,4.79,70,17,14,7,8,1,9,0.37,5,0,2,0,2,0
ITA-Serie A,2324,Juventus,Federico Gatti,ITA,DF,25,1998,29.3,29,0.99,23,0,2,2,1,1,2,0.07,1,0,0,1,0,0
ITA-Serie A,2324,Juventus,Filip Kostić,SRB,DF,30,1992,20.2,71,3.52,42,22,0,7,0,0,5,0.25,2,2,0,1,0,0
ITA-Serie A,2324,Juventus,Gleison Bremer,BRA,DF,26,1997,35.9,24,0.67,19,0,0,3,0,2,3,0.08,2,0,0,1,0,0
ITA-Serie A,2324,Juventus,Hans Nicolussi Caviglia,ITA,MF,23,2000,3.0,11,3.69,1,7,0,2,1,0,1,0.34,0,1,0,0,0,0
ITA-Serie A,2324,Juventus,Joseph Nonge,BEL,MF,18,2005,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Juventus,Kenan Yıldız,TUR,"FW,MF",18,2005,10.6,39,3.69,26,2,5,2,3,1,4,0.38,0,0,1,1,1,1
ITA-Serie A,2324,Juventus,Leonardo Cerri,ITA,DF,20,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Juventus,Manuel Locatelli,ITA,MF,25,1998,33.4,80,2.39,73,2,1,2,1,1,7,0.21,7,0,0,0,0,0
ITA-Serie A,2324,Juventus,Mattia De Sciglio,ITA,DF,30,1992,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Juventus,Mattia Perin,ITA,GK,30,1992,2.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Juventus,Moise Kean,ITA,FW,23,2000,7.3,14,1.93,7,0,5,1,0,1,1,0.14,0,0,0,1,0,0
ITA-Serie A,2324,Juventus,Nicolò Fagioli,ITA,MF,22,2001,4.9,16,3.29,9,6,0,1,0,0,2,0.41,1,1,0,0,0,0
ITA-Serie A,2324,Juventus,Nikola Sekulov,ITA,FW,21,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Juventus,Paul Pogba,FRA,MF,30,1993,0.6,2,3.33,2,0,0,0,0,0,1,1.67,1,0,0,0,0,0
ITA-Serie A,2324,Juventus,Samuel Iling-Junior,ENG,"DF,MF",19,2003,9.0,32,3.55,20,9,2,0,1,0,5,0.55,3,2,0,0,0,0
ITA-Serie A,2324,Juventus,Tiago Djaló,POR,DF,23,2000,0.2,1,5.29,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Juventus,Timothy Weah,USA,"DF,FW",23,2000,14.0,30,2.15,25,1,0,2,2,0,2,0.14,2,0,0,0,0,0
ITA-Serie A,2324,Juventus,Weston McKennie,USA,"MF,DF",24,1998,28.8,82,2.84,64,9,2,2,3,2,9,0.31,8,0,0,1,0,0
ITA-Serie A,2324,Juventus,Wojciech Szczęsny,POL,GK,33,1990,35.0,2,0.06,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Lazio,Adam Marušić,MNE,DF,30,1992,34.4,34,0.99,29,1,2,1,1,0,2,0.06,2,0,0,0,0,0
ITA-Serie A,2324,Lazio,Alessio Romagnoli,ITA,DF,28,1995,26.8,12,0.45,11,0,0,1,0,0,1,0.04,1,0,0,0,0,0
ITA-Serie A,2324,Lazio,Christos Mandas,GRE,GK,21,2001,8.0,1,0.12,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Lazio,Ciro Immobile,ITA,FW,33,1990,18.4,40,2.18,29,0,1,6,4,0,4,0.22,2,0,0,0,2,0
ITA-Serie A,2324,Lazio,Daichi Kamada,JPN,MF,26,1996,17.2,47,2.74,34,0,5,3,3,2,2,0.12,1,0,0,1,0,0
ITA-Serie A,2324,Lazio,Danilo Cataldi,ITA,MF,28,1994,15.1,23,1.52,15,6,2,0,0,0,1,0.07,1,0,0,0,0,0
ITA-Serie A,2324,Lazio,Elseid Hysaj,ALB,DF,29,1994,13.3,21,1.57,18,2,0,0,1,0,1,0.07,1,0,0,0,0,0
ITA-Serie A,2324,Lazio,Felipe Anderson,BRA,"FW,MF",30,1993,30.8,92,2.99,76,2,4,5,2,3,12,0.39,10,0,1,0,0,1
ITA-Serie A,2324,Lazio,Gustav Isaksen,DEN,FW,22,2001,11.9,41,3.44,31,1,3,3,3,0,4,0.34,2,0,0,1,1,0
ITA-Serie A,2324,Lazio,Ivan Provedel,ITA,GK,29,1994,30.0,3,0.1,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Lazio,Luca Pellegrini,ITA,DF,24,1999,8.7,14,1.61,6,1,3,1,3,0,1,0.11,0,0,0,0,1,0
ITA-Serie A,2324,Lazio,Luis Alberto,ESP,MF,30,1992,25.7,118,4.6,81,29,0,7,0,1,9,0.35,8,1,0,0,0,0
ITA-Serie A,2324,Lazio,Manuel Lazzari,ITA,DF,29,1993,18.6,32,1.72,27,0,0,2,3,0,5,0.27,5,0,0,0,0,0
ITA-Serie A,2324,Lazio,Mario Gila,ESP,DF,22,2000,20.1,14,0.7,13,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Lazio,Mattia Zaccagni,ITA,"FW,MF",28,1995,21.7,74,3.4,43,13,8,7,3,0,8,0.37,2,1,0,3,2,0
ITA-Serie A,2324,Lazio,Mattéo Guendouzi,FRA,MF,24,1999,26.3,52,1.98,45,0,0,2,3,2,5,0.19,5,0,0,0,0,0
ITA-Serie A,2324,Lazio,Matías Vecino,URU,MF,31,1991,12.8,26,2.03,23,0,0,2,0,1,2,0.16,1,0,0,1,0,0
ITA-Serie A,2324,Lazio,Nicolò Casale,ITA,DF,25,1998,17.3,12,0.69,9,0,0,3,0,0,1,0.06,0,0,0,1,0,0
ITA-Serie A,2324,Lazio,Nicolò Rovella,ITA,MF,21,2001,14.6,22,1.5,16,2,1,0,1,2,4,0.27,4,0,0,0,0,0
ITA-Serie A,2324,Lazio,Patric,ESP,DF,30,1993,17.9,9,0.5,7,0,0,1,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Lazio,Pedro,ESP,"FW,MF",36,1987,9.1,27,2.97,21,1,3,0,2,0,1,0.11,1,0,0,0,0,0
ITA-Serie A,2324,Lazio,Valentín Castellanos,ARG,FW,24,1998,18.7,48,2.57,37,0,2,4,5,0,11,0.59,8,0,1,2,0,0
ITA-Serie A,2324,Lecce,Ahmed Touba,ALG,DF,25,1998,3.1,1,0.32,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Lecce,Alexis Blin,FRA,MF,26,1996,18.2,31,1.7,26,1,0,2,1,1,4,0.22,2,0,0,1,1,0
ITA-Serie A,2324,Lecce,Antonino Gallo,ITA,DF,23,2000,27.7,72,2.6,55,10,4,1,1,1,4,0.14,4,0,0,0,0,0
ITA-Serie A,2324,Lecce,Federico Baschirotto,ITA,DF,26,1996,36.6,22,0.6,18,1,0,2,0,1,1,0.03,1,0,0,0,0,0
ITA-Serie A,2324,Lecce,Federico Di Francesco,ITA,"FW,MF",29,1994,0.2,1,6.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Lecce,Gabriel Strefezza,BRA,FW,26,1997,12.4,41,3.32,30,4,1,3,1,2,2,0.16,1,1,0,0,0,0
ITA-Serie A,2324,Lecce,Hamza Rafia,TUN,MF,24,1999,13.4,33,2.47,19,3,1,3,3,4,2,0.15,1,0,0,0,0,1
ITA-Serie A,2324,Lecce,Jeppe Corfitzen,DEN,FW,18,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Lecce,Joan Gonzàlez,ESP,MF,21,2002,14.3,55,3.83,41,1,3,4,4,2,5,0.35,3,0,0,0,1,1
ITA-Serie A,2324,Lecce,Lameck Banda,ZAM,FW,22,2001,15.0,62,4.14,30,4,15,11,1,1,3,0.2,2,1,0,0,0,0
ITA-Serie A,2324,Lecce,Lorenzo Venuti,ITA,DF,28,1995,4.0,8,1.98,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Lecce,Marcin Listkowski,POL,FW,25,1998,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Lecce,Marin Pongračić,CRO,DF,25,1997,35.8,32,0.89,24,3,1,1,1,2,2,0.06,2,0,0,0,0,0
ITA-Serie A,2324,Lecce,Medon Berisha,ALB,"FW,MF",19,2003,2.3,8,3.5,5,3,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Lecce,Mohamed Kaba,FRA,MF,21,2001,15.3,31,2.02,28,0,0,2,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Lecce,Nicola Sansone,ITA,"FW,MF",31,1991,8.5,44,5.16,29,5,4,2,2,2,3,0.35,2,0,1,0,0,0
ITA-Serie A,2324,Lecce,Nikola Krstović,MNE,FW,23,2000,26.4,78,2.96,61,0,4,5,7,1,4,0.15,3,0,0,1,0,0
ITA-Serie A,2324,Lecce,Patrick Dorgu,DEN,"DF,MF",18,2004,17.4,40,2.3,26,5,2,3,4,0,1,0.06,0,0,0,1,0,0
ITA-Serie A,2324,Lecce,Pontus Almqvist,SWE,"FW,MF",24,1999,23.4,64,2.74,38,1,9,5,8,3,7,0.3,4,0,0,0,2,1
ITA-Serie A,2324,Lecce,Rareș-Cătălin Burnete,ROU,FW,19,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Lecce,Remi Oudin,FRA,"MF,FW",26,1996,20.2,92,4.55,39,42,0,6,0,5,3,0.15,1,2,0,0,0,0
ITA-Serie A,2324,Lecce,Roberto Piccoli,ITA,FW,22,2001,15.3,32,2.09,20,0,3,8,1,0,2,0.13,1,0,0,0,1,0
ITA-Serie A,2324,Lecce,Santiago Pierotti,ARG,"MF,FW",22,2001,2.2,12,5.37,5,0,3,2,2,0,2,0.9,1,0,1,0,0,0
ITA-Serie A,2324,Lecce,Valentin Gendrey,FRA,DF,23,2000,33.8,63,1.86,47,7,5,2,2,0,3,0.09,2,0,1,0,0,0
ITA-Serie A,2324,Lecce,Wladimiro Falcone,ITA,GK,28,1995,38.0,2,0.05,0,1,0,0,1,0,1,0.03,0,0,0,0,1,0
ITA-Serie A,2324,Lecce,Ylber Ramadani,ALB,MF,27,1996,33.0,55,1.67,43,1,2,6,2,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Alessandro Florenzi,ITA,DF,32,1991,19.2,85,4.41,47,28,0,7,1,2,7,0.36,2,4,0,1,0,0
ITA-Serie A,2324,Milan,Antonio Mirante,ITA,GK,40,1983,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Chaka Traorè,CIV,FW,18,2004,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Christian Pulisic,USA,"FW,MF",24,1998,28.9,90,3.11,59,9,8,6,6,2,17,0.59,13,0,2,0,1,1
ITA-Serie A,2324,Milan,Davide Bartesaghi,ITA,"DF,MF",17,2005,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Davide Calabria,ITA,DF,26,1996,24.3,34,1.4,32,0,0,0,1,1,6,0.25,6,0,0,0,0,0
ITA-Serie A,2324,Milan,Fikayo Tomori,ENG,DF,25,1997,23.6,12,0.51,10,0,0,2,0,0,1,0.04,1,0,0,0,0,0
ITA-Serie A,2324,Milan,Filippo Terracciano,ITA,"DF,FW",20,2003,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Francesco Camarda,ITA,FW,15,2008,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Ismaël Bennacer,ALG,MF,25,1997,12.8,38,2.97,27,4,3,2,1,1,3,0.23,3,0,0,0,0,0
ITA-Serie A,2324,Milan,Jan-Carlo Simic,SRB,DF,18,2005,1.6,2,1.23,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Kevin Zeroli,ITA,MF,18,2005,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Lapo Nava,ITA,GK,19,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Luka Jović,SRB,FW,25,1997,9.7,20,2.05,15,0,0,5,0,0,2,0.21,2,0,0,0,0,0
ITA-Serie A,2324,Milan,Luka Romero,ARG,"FW,MF",18,2004,1.0,2,2.02,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Malick Thiaw,GER,DF,21,2001,18.0,19,1.06,16,0,0,3,0,0,2,0.11,2,0,0,0,0,0
ITA-Serie A,2324,Milan,Marco Pellegrino,ARG,DF,21,2002,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Marco Sportiello,ITA,GK,31,1992,7.0,2,0.29,2,0,0,0,0,0,1,0.14,1,0,0,0,0,0
ITA-Serie A,2324,Milan,Matteo Gabbia,ITA,DF,23,1999,14.2,8,0.56,4,1,0,2,0,1,1,0.07,0,0,0,1,0,0
ITA-Serie A,2324,Milan,Mattia Caldara,ITA,DF,29,1994,0.4,1,2.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Mike Maignan,FRA,GK,28,1995,29.0,8,0.28,7,1,0,0,0,0,1,0.03,1,0,0,0,0,0
ITA-Serie A,2324,Milan,Noah Okafor,SUI,"FW,MF",23,2000,9.9,18,1.83,11,0,4,2,0,1,4,0.41,3,0,0,1,0,0
ITA-Serie A,2324,Milan,Olivier Giroud,FRA,FW,36,1986,26.3,51,1.94,41,0,0,9,0,1,13,0.5,9,0,0,4,0,0
ITA-Serie A,2324,Milan,Pierre Kalulu,FRA,DF,23,2000,4.2,6,1.44,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Rade Krunić,BIH,MF,29,1993,7.6,10,1.31,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Rafael Leão,POR,FW,24,1999,27.9,135,4.83,92,5,23,5,10,0,26,0.93,17,0,8,0,1,0
ITA-Serie A,2324,Milan,Ruben Loftus-Cheek,ENG,MF,27,1996,23.0,51,2.22,45,0,1,3,2,0,6,0.26,3,0,1,1,1,0
ITA-Serie A,2324,Milan,Samuel Chukwueze,NGA,FW,24,1999,11.3,48,4.25,32,0,9,5,2,0,7,0.62,5,0,1,1,0,0
ITA-Serie A,2324,Milan,Simon Kjær,DEN,DF,34,1989,13.0,9,0.69,7,0,0,1,1,0,1,0.08,1,0,0,0,0,0
ITA-Serie A,2324,Milan,Theo Hernández,FRA,DF,25,1997,31.0,119,3.84,87,8,7,11,5,1,13,0.42,11,0,0,1,1,0
ITA-Serie A,2324,Milan,Tijjani Reijnders,NED,MF,25,1998,31.3,132,4.21,102,11,11,4,1,3,18,0.57,16,0,2,0,0,0
ITA-Serie A,2324,Milan,Tommaso Pobega,ITA,MF,24,1999,3.5,4,1.13,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Yacine Adli,FRA,MF,23,2000,15.6,62,3.97,41,18,3,0,0,0,8,0.51,4,3,1,0,0,0
ITA-Serie A,2324,Milan,Yunus Musah,USA,"MF,FW",20,2002,16.4,38,2.32,27,0,5,4,1,1,2,0.12,2,0,0,0,0,0
ITA-Serie A,2324,Milan,Álex Jiménez,ESP,DF,18,2005,0.8,2,2.65,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Monza,Alessandro Sorrentino,ITA,GK,21,2002,6.1,1,0.16,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Monza,Alessio Zerbin,ITA,"DF,FW",24,1999,7.6,29,3.82,19,1,2,4,3,0,2,0.26,2,0,0,0,0,0
ITA-Serie A,2324,Monza,Andrea Carboni,ITA,DF,22,2001,16.5,17,1.03,16,0,0,0,0,1,1,0.06,1,0,0,0,0,0
ITA-Serie A,2324,Monza,Andrea Colpani,ITA,"MF,FW",24,1999,29.5,120,4.06,79,20,8,5,7,1,10,0.34,8,0,2,0,0,0
ITA-Serie A,2324,Monza,Andrea Ferraris,ITA,MF,20,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Monza,Armando Izzo,ITA,DF,31,1992,18.3,18,0.98,15,1,0,2,0,0,1,0.05,1,0,0,0,0,0
ITA-Serie A,2324,Monza,Daniel Maldini,ITA,"MF,FW",21,2001,3.7,19,5.14,13,2,4,0,0,0,2,0.54,2,0,0,0,0,0
ITA-Serie A,2324,Monza,Danilo D'Ambrosio,ITA,DF,34,1988,17.1,14,0.82,5,0,2,4,1,2,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Monza,Dany Mota,POR,"FW,MF",25,1998,22.8,71,3.12,49,14,0,2,6,0,8,0.35,5,0,0,0,3,0
ITA-Serie A,2324,Monza,Davide Bettella,ITA,MF,23,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Monza,Gianluca Caprari,ITA,"MF,FW",30,1993,3.2,16,5.03,11,3,1,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Monza,Giorgio Cittadini,ITA,DF,21,2002,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Monza,Giorgos Kyriakopoulos,GRE,DF,27,1996,19.0,49,2.58,36,9,1,2,1,0,3,0.16,1,2,0,0,0,0
