league,season,team,player,nationality,position,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense
ITA-Serie A,2425,Venezia,Francesco Zampano,ITA,DF,30,1993,18.2,25,1.37,21,0,1,1,2,0,3,0.16,2,0,0,0,1,0
ITA-Serie A,2425,Venezia,Franco Carboni,ITA,DF,21,2003,2.5,5,2.0,4,0,0,0,1,0,1,0.4,0,0,0,0,1,0
ITA-Serie A,2425,Venezia,Gaetano Oristanio,ITA,"FW,MF",21,2002,25.7,69,2.68,43,4,9,3,9,1,7,0.27,4,0,1,0,2,0
ITA-Serie A,2425,Venezia,Gianluca Busio,USA,MF,22,2002,28.0,65,2.33,54,0,1,5,5,0,2,0.07,1,0,0,1,0,0
ITA-Serie A,2425,Venezia,Giorgio Altare,ITA,DF,25,1998,8.4,5,0.6,3,0,1,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Venezia,Hans Nicolussi Caviglia,ITA,MF,24,2000,31.8,66,2.08,40,21,3,2,0,0,4,0.13,1,2,0,1,0,0
ITA-Serie A,2425,Venezia,Ionuț Radu,ROU,GK,27,1997,15.0,7,0.47,5,2,0,0,0,0,1,0.07,0,1,0,0,0,0
ITA-Serie A,2425,Venezia,Issa Doumbia,ITA,MF,20,2003,10.4,17,1.63,14,0,1,1,0,1,2,0.19,2,0,0,0,0,0
ITA-Serie A,2425,Venezia,Jay Idzes,IDN,DF,24,2000,34.7,24,0.69,18,3,0,2,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Venezia,Jesse Joronen,FIN,GK,31,1993,7.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Venezia,Joel Pohjanpalo,FIN,FW,29,1994,17.8,33,1.85,25,0,0,5,3,0,3,0.17,1,0,0,1,1,0
ITA-Serie A,2425,Venezia,John Yeboah,ECU,"FW,MF",24,2000,13.6,53,3.89,37,3,6,1,5,1,3,0.22,2,0,0,0,1,0
ITA-Serie A,2425,Venezia,Joël Schingtienne,BEL,DF,21,2002,12.5,10,0.8,8,1,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Venezia,Kike Pérez,ESP,MF,27,1997,12.4,31,2.5,22,6,2,1,0,0,2,0.16,1,0,1,0,0,0
ITA-Serie A,2425,Venezia,Magnus Kofod Andersen,DEN,MF,25,1999,7.7,20,2.59,13,5,0,1,1,0,3,0.39,1,1,0,1,0,0
ITA-Serie A,2425,Venezia,Marin Šverko,CRO,DF,26,1998,12.4,13,1.05,9,2,0,0,1,1,1,0.08,0,1,0,0,0,0
ITA-Serie A,2425,Venezia,Michael Svoboda,AUT,DF,25,1998,14.6,16,1.1,14,1,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Venezia,Mikael Ellertsson,ISL,"DF,MF",22,2002,27.4,46,1.68,32,1,4,3,5,1,5,0.18,4,0,0,0,1,0
ITA-Serie A,2425,Venezia,Mirko Marić,CRO,FW,29,1995,4.0,9,2.27,8,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Venezia,Nicholas Pierini,ITA,MF,25,1998,0.9,2,2.17,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Venezia,Nunzio Lella,ITA,MF,24,2000,0.1,1,15.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Venezia,Richie Sagrado,BEL,DF,20,2004,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Venezia,Ridgeciano Haps,SUR,DF,31,1993,15.2,20,1.31,16,0,1,2,1,0,2,0.13,2,0,0,0,0,0
ITA-Serie A,2425,Venezia,Saad El Haddad,MAR,MF,19,2005,0.3,2,6.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Berat Djimsiti,ALB,DF,32-212,1993,2.0,3,1.5,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Charles De Ketelaere,BEL,MF,24-193,2001,2.7,19,6.92,14,0,1,2,1,1,1,0.36,0,0,0,0,0,1
ITA-Serie A,2526,Atalanta,Daniel Maldini,ITA,MF,23-343,2001,1.7,9,5.4,6,0,2,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Davide Zappacosta,ITA,DF,33-100,1992,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Gianluca Scamacca,ITA,FW,26-261,1999,1.5,2,1.34,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Giorgio Scalvini,ITA,DF,21-282,2003,2.9,8,2.73,8,0,0,0,0,0,2,0.68,2,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Isak Hien,SWE,DF,26-249,1999,3.0,2,0.67,2,0,0,0,0,0,1,0.33,1,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Kamaldeen Sulemana,GHA,MF,23-216,2002,1.3,2,1.5,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Lazar Samardzic,SRB,MF,23-207,2002,0.3,2,7.83,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Lorenzo Bernasconi,ITA,DF,21-307,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Marco Brescianini,ITA,MF,25-242,2000,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Marco Carnesecchi,ITA,GK,25-080,2000,3.0,2,0.67,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Mario Pašalić,CRO,MF,30-222,1995,2.4,6,2.48,6,0,0,0,0,0,2,0.83,2,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Marten de Roon,NED,MF,34-174,1991,2.8,4,1.41,1,0,0,1,0,2,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Nicola Zalewski,POL,DF,23-239,2002,2.6,7,2.65,4,1,1,1,0,0,1,0.38,0,1,0,0,0,0
ITA-Serie A,2526,Atalanta,Nikola Krstović,MNE,FW,25-167,2000,1.5,6,3.97,6,0,0,0,0,0,3,1.99,3,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Odilon Kossounou,CIV,DF,24-258,2001,1.0,3,2.9,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Raoul Bellanova,ITA,DF,25-125,2000,3.0,12,4.0,9,2,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Yunus Musah,USA,MF,22-294,2002,0.2,1,6.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Atalanta,Éderson,BRA,MF,26-074,1999,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Charalampos Lykogiannis,GRE,DF,31-332,1993,2.6,9,3.49,4,5,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Ciro Immobile,ITA,FW,35-211,1990,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Federico Bernardeschi,ITA,MF,31-215,1994,0.4,3,6.92,1,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Giovanni Fabbian,ITA,MF,22-248,2003,1.6,3,1.86,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Jens Odgaard,DEN,MF,26-172,1999,1.3,2,1.58,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Jhon Lucumí,COL,DF,27-085,1998,2.5,3,1.2,3,0,0,0,0,0,1,0.4,1,0,0,0,0,0
ITA-Serie A,2526,Bologna,Jonathan Rowe,ENG,MF,22-142,2003,0.2,1,5.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Juan Miranda,ESP,DF,25-243,2000,0.4,1,2.37,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Lewis Ferguson,SCO,MF,26-026,1999,1.0,2,2.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Lorenzo De Silvestri,ITA,DF,37-119,1988,0.8,3,3.8,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Martin Vitík,CZE,DF,22-241,2003,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Nadir Zortea,ITA,DF,26-092,1999,2.2,3,1.36,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Nicolò Cambiaghi,ITA,FW,24-265,2000,2.8,7,2.49,5,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Nicolò Casale,ITA,DF,27-217,1998,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Nikola Moro,CRO,MF,27-191,1998,0.7,2,2.81,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Remo Freuler,SUI,MF,33-157,1992,2.9,2,0.69,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Riccardo Orsolini,ITA,FW,28-238,1997,2.8,7,2.49,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Santiago Castro,ARG,FW,20-355,2004,2.4,5,2.09,5,0,0,0,0,0,1,0.42,1,0,0,0,0,0
ITA-Serie A,2526,Bologna,Thijs Dallinga,NED,FW,25-047,2000,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Tommaso Pobega,ITA,MF,26-066,1999,1.3,1,0.78,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Torbjørn Heggem,NOR,DF,26-250,1999,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Bologna,Łukasz Skorupski,POL,GK,34-137,1991,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Adam Obert,SVK,DF,23-027,2002,2.8,6,2.13,4,1,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Alessandro Deiola,ITA,MF,30-049,1995,2.2,2,0.9,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Alessandro Di Pardo,ITA,DF,26-063,1999,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Andrea Belotti,ITA,FW,31-273,1993,0.8,1,1.23,0,0,0,1,0,0,1,1.23,0,0,0,1,0,0
ITA-Serie A,2526,Cagliari,Elia Caprile,ITA,GK,24-025,2001,3.0,1,0.33,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Gabriele Zappa,ITA,DF,25-271,1999,2.2,3,1.34,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Gennaro Borrelli,ITA,FW,25-193,2000,1.4,4,2.95,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Gianluca Gaetano,ITA,"MF,FW",25-137,2000,1.1,9,8.35,5,2,0,1,1,0,2,1.86,0,1,0,0,1,0
ITA-Serie A,2526,Cagliari,Luca Mazzitelli,ITA,MF,29-308,1995,0.3,2,6.0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Marco Palestra,ITA,DF,20-200,2005,1.3,4,3.05,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Matteo Prati,ITA,MF,21-265,2003,2.4,3,1.26,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Mattia Felici,ITA,"MF,FW",24-155,2001,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Michael Folorunsho,ITA,"FW,MF",27-224,1998,2.9,2,0.69,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Michel Ndary Adopo,FRA,MF,25-062,2000,3.0,9,3.0,7,0,1,1,0,0,1,0.33,0,0,0,1,0,0
ITA-Serie A,2526,Cagliari,Riyad Idrissi,ITA,DF,20-098,2005,0.3,2,7.5,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Sebastiano Esposito,ITA,"MF,FW",23-079,2002,2.2,10,4.55,8,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Sebastiano Luperto,ITA,DF,29-013,1996,3.0,2,0.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Semih Kılıçsoy,TUR,FW,20-035,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Yerry Mina,COL,DF,30-361,1994,3.0,3,1.0,1,1,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Zito Luvumbo,ANG,"MF,DF",23-194,2002,0.7,2,2.86,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cagliari,Zé Pedro Figueiredo,POR,DF,28-105,1997,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Como,Anastasios Douvikas,GRE,FW,26-048,1999,1.7,3,1.79,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Como,Ignace Van Der Brempt,BEL,DF,23-171,2002,1.1,1,0.95,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Como,Ivan Smolčić,CRO,DF,25-033,2000,0.9,2,2.12,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Como,Jacobo Ramón,ESP,DF,20-256,2005,3.0,3,1.01,1,0,1,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Como,Jayden Addai,NED,FW,20-024,2005,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Como,Jean Butez,FRA,GK,30-103,1995,3.0,2,0.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Como,Jesus Rodríguez,ESP,FW,19-302,2005,2.9,7,2.4,5,1,0,0,1,0,1,0.34,0,0,0,0,1,0
ITA-Serie A,2526,Como,Lucas Da Cunha,FRA,MF,24-102,2001,2.6,5,1.92,2,2,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Como,Marc-Oliver Kempf,GER,DF,30-234,1995,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Como,Martin Baturina,CRO,MF,22-215,2003,0.2,2,11.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Como,Maxence Caqueret,FRA,MF,25-216,2000,0.9,4,4.24,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Como,Máximo Perrone,ARG,MF,22-255,2003,1.6,5,3.04,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Como,Mërgim Vojvoda,KVX,"FW,DF",30-230,1995,2.6,12,4.58,8,1,1,2,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Como,Nicolas-Gerrit Kühn,GER,FW,25-261,2000,1.2,8,6.73,6,0,1,1,0,0,1,0.84,1,0,0,0,0,0
ITA-Serie A,2526,Como,Nicolás Paz,ARG,MF,21-011,2004,2.9,19,6.63,14,0,4,1,0,0,3,1.05,2,0,1,0,0,0
ITA-Serie A,2526,Como,Sergi Roberto,ESP,MF,33-224,1992,0.8,3,3.6,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Como,Álex Valle,ESP,DF,21-147,2004,3.0,3,1.0,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Como,Álvaro Morata,ESP,FW,32-331,1992,1.3,4,3.03,4,0,0,0,0,0,1,0.76,1,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Alberto Grassi,ITA,MF,30-196,1995,1.2,1,0.81,1,0,0,0,0,0,1,0.81,1,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Alessio Zerbin,ITA,DF,26-200,1999,2.8,5,1.76,4,0,1,0,0,0,2,0.7,2,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Antonio Sanabria,PAR,FW,29-199,1996,1.9,2,1.04,0,0,1,1,0,0,1,0.52,0,0,0,1,0,0
ITA-Serie A,2526,Cremonese,David Okereke,NGA,FW,28-021,1997,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Emil Audero,IDN,GK,28-244,1997,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Federico Baschirotto,ITA,DF,28-364,1996,3.0,1,0.33,1,0,0,0,0,0,1,0.33,1,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Federico Bonazzoli,ITA,FW,28-121,1997,1.6,1,0.64,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Federico Ceccherini,ITA,DF,33-131,1992,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Filippo Terracciano,ITA,DF,22-223,2003,3.0,1,0.33,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Franco Vázquez,ARG,FW,36-209,1989,1.1,2,1.84,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Giuseppe Pezzella,ITA,DF,27-294,1997,3.0,4,1.33,4,0,0,0,0,0,1,0.33,1,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Jamie Vardy,ENG,FW,38-251,1987,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Jari Vandeputte,BEL,MF,29-217,1996,2.1,7,3.39,5,2,0,0,0,0,2,0.97,0,2,0,0,0,0
ITA-Serie A,2526,Cremonese,Jeremy Sarmiento,ECU,MF,23-095,2002,0.4,4,10.91,1,1,2,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Manuel De Luca,ITA,FW,27-064,1998,0.2,1,6.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Martín Payero,ARG,MF,27-008,1998,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Matteo Bianchetti,ITA,DF,32-186,1993,2.9,1,0.34,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Michele Collocolo,ITA,MF,25-315,1999,3.0,4,1.33,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Romano Floriani,ITA,DF,22-235,2003,0.2,2,12.86,1,0,0,0,1,0,1,6.43,0,0,0,0,1,0
ITA-Serie A,2526,Cremonese,Warren Bondo,FRA,MF,22-004,2003,1.8,1,0.57,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Albert Guðmundsson,ISL,"MF,FW",28-096,1997,1.7,7,4.12,5,0,0,1,1,0,1,0.59,1,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Cher Ndour,ITA,MF,21-054,2004,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,David de Gea,ESP,GK,34-316,1990,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Dodô,BRA,DF,26-306,1998,3.0,13,4.33,10,0,2,0,1,0,1,0.33,1,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Eddy Kouadio,CIV,DF,19-112,2006,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Edin Džeko,BIH,FW,39-186,1986,0.7,1,1.53,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Fabiano Parisi,ITA,DF,24-314,2000,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Hans Nicolussi Caviglia,ITA,MF,25-093,2000,0.3,2,6.92,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Jacopo Fazzini,ITA,"MF,FW",22-187,2003,0.6,3,5.09,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Luca Ranieri,ITA,DF,26-149,1999,2.5,4,1.6,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Marin Pongračić,CRO,DF,28-008,1997,3.0,3,1.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Mattia Viti,ITA,DF,23-238,2002,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Moise Kean,ITA,FW,25-203,2000,3.0,5,1.67,2,0,1,1,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Nicolò Fagioli,ITA,MF,24-219,2001,2.2,4,1.81,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Pablo Marí,ESP,DF,32-019,1993,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Pietro Comuzzo,ITA,DF,20-211,2005,2.1,1,0.47,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Roberto Piccoli,ITA,FW,24-235,2001,1.3,2,1.49,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Robin Gosens,GER,DF,31-076,1994,2.8,8,2.81,6,0,0,2,0,0,1,0.35,0,0,0,1,0,0
ITA-Serie A,2526,Fiorentina,Rolando Mandragora,ITA,MF,28-082,1997,2.2,3,1.35,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Simon Sohm,SUI,MF,24-161,2001,2.2,7,3.17,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Fiorentina,Tariq Lamptey,GHA,DF,24-354,2000,0.0,2,45.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Aarón Martín,ESP,DF,28-150,1997,3.0,10,3.33,3,5,1,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Albert Grønbaek,DEN,FW,24-119,2001,0.7,4,6.1,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Alessandro Marcandalli,ITA,DF,22-329,2002,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Brooke Norton-Cuffy,ENG,"DF,FW",21-250,2004,3.0,4,1.33,1,0,2,1,0,0,1,0.33,0,0,0,1,0,0
ITA-Serie A,2526,Genoa,Caleb Ekuban,GHA,FW,31-180,1994,0.4,2,5.45,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Jeff Ekhator,ITA,"FW,DF",18-312,2006,0.5,2,4.39,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Johan Vásquez,MEX,DF,26-332,1998,3.0,3,1.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Junior Messias,BRA,"FW,MF",34-129,1991,0.7,2,2.77,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Leo Skiri Østigård,NOR,DF,25-295,1999,2.0,2,1.0,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Lorenzo Colombo,ITA,FW,23-195,2002,2.5,1,0.39,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Mikael Ellertsson,ISL,FW,23-192,2002,1.8,3,1.65,1,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Morten Frendrup,DEN,MF,24-165,2001,2.8,3,1.07,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Morten Thorsby,NOR,MF,29-137,1996,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Nicola Leali,ITA,GK,32-214,1993,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Nicolae Stanciu,ROU,"MF,FW",32-135,1993,1.7,2,1.2,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Patrizio Masini,ITA,MF,24-235,2001,3.0,3,1.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Ruslan Malinovskyi,UKR,MF,32-138,1993,1.1,2,1.87,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Stefano Sabelli,ITA,DF,32-249,1993,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Valentin Carboni,ARG,"MF,FW",20-198,2005,1.7,3,1.73,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Genoa,Vitinha,POR,"MF,FW",25-188,2000,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Hellas Verona,Abdou Harroui,NED,MF,27-249,1998,0.8,2,2.57,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Hellas Verona,Almoatasem Al Musrati,LBY,MF,29-166,1996,0.6,1,1.61,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Hellas Verona,Amin Sarr,SWE,FW,24-192,2001,1.7,3,1.76,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2526,Hellas Verona,Antoine Bernede,FRA,MF,26-116,1999,2.6,10,3.78,8,1,0,1,0,0,0,0.0,0,0,0,0,0,0
