league,season,team,player,nationality,position,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors
ITA-Serie A,2324,Empoli,Youssef Maleh,MAR,MF,24,1998,28.9,74,48,30,36,8,23,52,44.2,29,62,7,55,25,29,0
ITA-Serie A,2324,Fiorentina,Alfred Duncan,GHA,MF,30,1993,21.0,35,22,13,15,7,15,35,42.9,20,27,5,22,11,13,0
ITA-Serie A,2324,Fiorentina,Andrea Belotti,ITA,FW,29,1993,10.5,8,3,1,5,2,5,12,41.7,7,8,1,7,2,3,0
ITA-Serie A,2324,Fiorentina,Antonín Barák,CZE,"MF,FW",28,1994,9.0,6,2,1,3,2,3,7,42.9,4,5,0,5,2,4,0
ITA-Serie A,2324,Fiorentina,Arthur Melo,BRA,MF,26,1996,22.1,45,30,17,24,4,26,42,61.9,16,27,3,24,18,8,0
ITA-Serie A,2324,Fiorentina,Christian Kouamé,CIV,FW,25,1997,12.1,13,4,7,6,0,6,10,60.0,4,16,0,16,2,10,0
ITA-Serie A,2324,Fiorentina,Cristiano Biraghi,ITA,DF,30,1992,26.2,47,28,20,24,3,28,52,53.8,24,30,5,25,14,43,0
ITA-Serie A,2324,Fiorentina,Davide Faraoni,ITA,DF,31,1991,4.4,9,4,5,2,2,5,11,45.5,6,3,1,2,5,14,0
ITA-Serie A,2324,Fiorentina,Dodô,BRA,DF,24,1998,5.8,5,3,1,4,0,2,5,40.0,3,2,0,2,5,11,0
ITA-Serie A,2324,Fiorentina,Fabiano Parisi,ITA,DF,22,2000,16.2,30,15,11,12,7,15,26,57.7,11,21,5,16,17,26,0
ITA-Serie A,2324,Fiorentina,Gaetano Castrovilli,ITA,"FW,MF",26,1997,4.1,3,2,1,2,0,1,8,12.5,7,4,0,4,2,3,0
ITA-Serie A,2324,Fiorentina,Giacomo Bonaventura,ITA,MF,33,1989,25.3,26,13,6,10,10,9,21,42.9,12,16,1,15,14,10,0
ITA-Serie A,2324,Fiorentina,Gino Infantino,ARG,MF,20,2003,1.1,1,1,0,1,0,0,1,0.0,1,4,0,4,3,1,0
ITA-Serie A,2324,Fiorentina,Jonathan Ikone,FRA,FW,25,1998,18.7,22,11,7,9,6,10,17,58.8,7,12,0,12,3,8,0
ITA-Serie A,2324,Fiorentina,Josip Brekalo,CRO,FW,25,1998,7.2,8,6,6,2,0,2,11,18.2,9,7,0,7,1,0,0
ITA-Serie A,2324,Fiorentina,Lorenzo Amatucci,ITA,MF,19,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Luca Ranieri,ITA,DF,24,1999,22.9,14,10,11,1,2,8,13,61.5,5,25,11,14,29,64,0
ITA-Serie A,2324,Fiorentina,Lucas Beltrán,ARG,"FW,MF",22,2001,18.8,27,14,4,18,5,11,20,55.0,9,29,3,26,2,11,0
ITA-Serie A,2324,Fiorentina,Lucas Martínez Quarta,ARG,DF,27,1996,25.5,75,47,43,28,4,36,54,66.7,18,38,14,24,30,69,4
ITA-Serie A,2324,Fiorentina,M'Bala Nzola,ANG,FW,26,1996,17.2,11,8,1,4,6,6,7,85.7,1,10,1,9,0,22,0
ITA-Serie A,2324,Fiorentina,Maxime Lopez,FRA,MF,25,1997,8.9,18,9,5,10,3,6,12,50.0,6,3,1,2,7,6,0
ITA-Serie A,2324,Fiorentina,Michael Kayode,ITA,DF,19,2004,22.9,53,30,27,15,11,35,48,72.9,13,25,12,13,18,46,2
ITA-Serie A,2324,Fiorentina,Nicolás González,ARG,FW,25,1998,21.3,28,18,15,8,5,8,28,28.6,20,26,1,25,12,9,0
ITA-Serie A,2324,Fiorentina,Nikola Milenković,SRB,DF,25,1997,27.9,41,21,24,14,3,22,36,61.1,14,22,14,8,27,95,1
ITA-Serie A,2324,Fiorentina,Oliver Christensen,DEN,GK,24,1999,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
ITA-Serie A,2324,Fiorentina,Pietro Comuzzo,ITA,"DF,FW",18,2005,0.5,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,0
ITA-Serie A,2324,Fiorentina,Pietro Terracciano,ITA,GK,33,1990,33.0,1,1,1,0,0,1,3,33.3,2,1,0,1,0,8,0
ITA-Serie A,2324,Fiorentina,Riccardo Sottil,ITA,FW,24,1999,12.3,10,5,5,1,4,3,8,37.5,5,12,0,12,2,2,0
ITA-Serie A,2324,Fiorentina,Rolando Mandragora,ITA,MF,26,1997,17.6,26,11,8,13,5,10,22,45.5,12,14,3,11,9,18,1
ITA-Serie A,2324,Fiorentina,Tommaso Martinelli,ITA,GK,17,2006,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Yerry Mina,COL,"DF,MF",28,1994,0.5,1,1,1,0,0,1,2,50.0,1,0,0,0,0,2,0
ITA-Serie A,2324,Frosinone,Abdou Harroui,NED,"MF,FW",25,1998,11.3,23,11,11,11,1,8,16,50.0,8,19,3,16,5,8,0
ITA-Serie A,2324,Frosinone,Anthony Oyono,GAB,DF,22,2001,13.3,37,26,21,14,2,23,34,67.6,11,17,3,14,9,32,0
ITA-Serie A,2324,Frosinone,Arijon Ibrahimović,GER,"FW,DF",17,2005,5.3,7,6,4,2,1,1,9,11.1,8,4,0,4,1,3,0
ITA-Serie A,2324,Frosinone,Caleb Okoli,ITA,DF,22,2001,32.4,56,34,33,22,1,29,44,65.9,15,48,32,16,29,156,4
ITA-Serie A,2324,Frosinone,Demba Seck,SEN,"FW,MF",22,2001,3.3,7,4,2,3,2,4,5,80.0,1,3,0,3,1,1,0
ITA-Serie A,2324,Frosinone,Emanuele Valeri,ITA,DF,24,1998,13.1,19,16,10,5,4,10,21,47.6,11,14,3,11,9,22,0
ITA-Serie A,2324,Frosinone,Enzo Barrenechea,ARG,MF,22,2001,31.2,65,42,28,29,8,28,70,40.0,42,47,12,35,27,61,2
ITA-Serie A,2324,Frosinone,Farés Ghedjemis,FRA,"FW,MF",20,2002,2.0,2,0,1,0,1,0,2,0.0,2,2,0,2,1,2,0
ITA-Serie A,2324,Frosinone,Francesco Gelli,ITA,"MF,DF",26,1996,17.3,19,13,8,4,7,10,24,41.7,14,19,3,16,11,27,1
ITA-Serie A,2324,Frosinone,Gennaro Borrelli,ITA,FW,23,2000,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2324,Frosinone,Giorgi Kvernadze,GEO,"FW,DF",20,2003,0.7,3,0,2,0,1,2,2,100.0,0,1,0,1,1,0,0
ITA-Serie A,2324,Frosinone,Giuseppe Caso,ITA,"FW,MF",24,1998,4.6,4,3,2,0,2,2,3,66.7,1,0,0,0,0,0,0
ITA-Serie A,2324,Frosinone,Ilario Monterisi,ITA,DF,21,2001,16.3,23,13,14,7,2,12,26,46.2,14,22,18,4,8,63,0
ITA-Serie A,2324,Frosinone,Jaime Báez,URU,"FW,MF",28,1995,5.6,4,1,0,2,2,0,7,0.0,7,5,0,5,4,1,0
ITA-Serie A,2324,Frosinone,Kaio Jorge,BRA,FW,21,2002,9.0,6,4,0,1,5,3,4,75.0,1,6,0,6,1,0,0
ITA-Serie A,2324,Frosinone,Karlo Lulić,CRO,MF,27,1996,0.2,0,0,0,0,0,0,0,,0,1,0,1,1,0,0
ITA-Serie A,2324,Frosinone,Kevin Bonifazi,ITA,DF,27,1996,3.4,5,3,2,3,0,2,3,66.7,1,1,0,1,3,9,0
ITA-Serie A,2324,Frosinone,Luca Garritano,ITA,"MF,DF",29,1994,5.4,10,5,7,2,1,5,15,33.3,10,13,0,13,4,8,1
ITA-Serie A,2324,Frosinone,Luca Mazzitelli,ITA,MF,27,1995,24.6,45,23,15,24,6,26,49,53.1,23,23,7,16,19,62,0
ITA-Serie A,2324,Frosinone,Luigi Canotto,ITA,FW,29,1994,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2324,Frosinone,Marco Brescianini,ITA,MF,23,2000,25.8,28,13,13,12,3,9,25,36.0,16,22,5,17,10,37,0
ITA-Serie A,2324,Frosinone,Marvin Cuni,ALB,FW,22,2001,5.9,8,3,1,3,4,3,4,75.0,1,10,1,9,1,0,0
ITA-Serie A,2324,Frosinone,Mateus Lusuardi,BRA,DF,19,2004,2.4,2,1,1,1,0,1,3,33.3,2,4,2,2,4,8,0
ITA-Serie A,2324,Frosinone,Matìas Soulé,ARG,"FW,MF",20,2003,34.7,41,27,12,14,15,19,40,47.5,21,38,4,34,18,9,0
ITA-Serie A,2324,Frosinone,Mehdi Bourabia,MAR,MF,31,1991,2.2,5,4,1,4,0,2,4,50.0,2,3,0,3,0,4,0
ITA-Serie A,2324,Frosinone,Michele Cerofolini,ITA,GK,24,1999,7.5,0,0,0,0,0,0,0,,0,0,0,0,0,5,1
ITA-Serie A,2324,Frosinone,Nadir Zortea,ITA,DF,24,1999,14.0,21,14,8,13,0,10,22,45.5,12,13,5,8,4,29,1
ITA-Serie A,2324,Frosinone,Pol Lirola,ESP,DF,25,1997,17.1,30,18,14,15,1,17,35,48.6,18,12,1,11,19,41,1
ITA-Serie A,2324,Frosinone,Przemysław Szymiński,POL,MF,29,1994,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0
ITA-Serie A,2324,Frosinone,Reinier,BRA,"MF,FW",21,2002,11.8,21,10,6,12,3,5,17,29.4,12,24,4,20,10,5,0
ITA-Serie A,2324,Frosinone,Riccardo Marchizza,ITA,DF,25,1998,12.8,7,6,4,3,0,3,13,23.1,10,10,2,8,7,33,0
ITA-Serie A,2324,Frosinone,Simone Romagnoli,ITA,DF,33,1990,30.2,35,15,23,11,1,15,20,75.0,5,51,36,15,29,147,0
ITA-Serie A,2324,Frosinone,Stefano Turati,ITA,GK,21,2001,30.5,0,0,0,0,0,0,0,,0,0,0,0,0,6,3
ITA-Serie A,2324,Frosinone,Walid Cheddira,MAR,FW,25,1998,23.6,12,7,1,8,3,4,8,50.0,4,6,1,5,5,10,0
ITA-Serie A,2324,Genoa,Aarón Martín,ESP,DF,26,1997,15.3,21,10,7,10,4,9,22,40.9,13,12,4,8,9,15,0
ITA-Serie A,2324,Genoa,Alan Matturro,URU,DF,18,2004,1.2,1,1,1,0,0,1,1,100.0,0,6,3,3,2,4,0
ITA-Serie A,2324,Genoa,Albert Guðmundsson,ISL,"FW,MF",26,1997,33.5,23,10,8,10,5,12,44,27.3,32,15,2,13,11,13,0
ITA-Serie A,2324,Genoa,Alessandro Vogliacco,ITA,DF,24,1998,13.0,23,15,14,8,1,12,15,80.0,3,16,10,6,30,40,1
ITA-Serie A,2324,Genoa,Berkan Kutlu,TUR,MF,25,1998,2.2,6,4,5,1,0,3,6,50.0,3,3,0,3,4,5,0
ITA-Serie A,2324,Genoa,Caleb Ekuban,GHA,FW,29,1994,12.6,8,4,2,4,2,5,9,55.6,4,11,3,8,1,7,0
ITA-Serie A,2324,Genoa,Christos Papadopoulos,GRE,FW,18,2004,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
ITA-Serie A,2324,Genoa,Daniele Sommariva,ITA,GK,26,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2324,Genoa,David Akpan Ankeye,NGA,FW,21,2002,0.6,1,0,0,1,0,0,1,0.0,1,1,0,1,0,0,0
ITA-Serie A,2324,Genoa,Davide Biraschi,ITA,DF,29,1994,1.0,3,3,1,2,0,1,3,33.3,2,0,0,0,2,5,0
ITA-Serie A,2324,Genoa,Djed Spence,ENG,DF,22,2000,9.5,16,10,12,4,0,8,10,80.0,2,20,5,15,8,28,0
ITA-Serie A,2324,Genoa,Emil Bohinen,NOR,MF,24,1999,0.6,1,1,0,1,0,0,0,,0,1,0,1,0,3,0
ITA-Serie A,2324,Genoa,Filip Jagiełło,POL,MF,25,1997,0.4,0,0,0,0,0,0,1,0.0,1,1,1,0,1,0,0
ITA-Serie A,2324,Genoa,George Pușcaș,ROU,FW,27,1996,2.1,0,0,0,0,0,0,3,0.0,3,1,0,1,0,1,0
ITA-Serie A,2324,Genoa,Giorgio Cittadini,ITA,DF,21,2002,1.2,5,4,4,1,0,3,3,100.0,0,1,0,1,3,5,0
ITA-Serie A,2324,Genoa,Johan Vásquez,MEX,DF,24,1998,31.7,51,33,38,11,2,32,50,64.0,18,50,26,24,45,113,0
ITA-Serie A,2324,Genoa,Josep Martinez,ESP,GK,25,1998,36.0,0,0,0,0,0,0,0,,0,0,0,0,1,21,3
ITA-Serie A,2324,Genoa,Junior Messias,BRA,"MF,DF",32,1991,11.7,26,20,19,5,2,8,19,42.1,11,9,1,8,5,22,0
ITA-Serie A,2324,Genoa,Kevin Strootman,NED,MF,33,1990,13.4,34,19,13,18,3,15,31,48.4,16,20,6,14,7,22,0
ITA-Serie A,2324,Genoa,Koni De Winter,BEL,DF,21,2002,26.4,44,25,26,13,5,21,31,67.7,10,30,10,20,21,78,0
ITA-Serie A,2324,Genoa,Mateo Retegui,ITA,FW,24,1999,24.6,17,9,7,8,2,6,20,30.0,14,18,2,16,0,30,0
ITA-Serie A,2324,Genoa,Mattia Bani,ITA,DF,29,1993,25.6,26,10,18,7,1,11,22,50.0,11,51,31,20,22,116,1
ITA-Serie A,2324,Genoa,Milan Badelj,CRO,MF,34,1989,28.2,51,27,23,24,4,24,61,39.3,37,45,13,32,50,54,1
ITA-Serie A,2324,Genoa,Morten Frendrup,DEN,MF,22,2001,34.9,133,72,47,70,16,55,91,60.4,36,55,14,41,51,42,1
ITA-Serie A,2324,Genoa,Morten Thorsby,NOR,MF,27,1996,12.9,19,11,9,8,2,7,14,50.0,7,21,5,16,4,20,0
ITA-Serie A,2324,Genoa,Nicola Leali,ITA,GK,30,1993,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2324,Genoa,Pablo Galdames Millán,CHI,"MF,DF",26,1996,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
ITA-Serie A,2324,Genoa,Radu Drăgușin,ROU,DF,21,2002,19.0,16,11,9,6,1,8,9,88.9,1,18,12,6,21,87,3
ITA-Serie A,2324,Genoa,Ridgeciano Haps,SUR,DF,30,1993,8.6,7,6,3,2,2,5,8,62.5,3,3,0,3,6,11,1
ITA-Serie A,2324,Genoa,Ruslan Malinovskyi,UKR,MF,30,1993,17.2,35,20,18,11,6,17,41,41.5,24,22,8,14,5,16,0
ITA-Serie A,2324,Genoa,Seydou Fini,ITA,"DF,FW",17,2006,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2324,Genoa,Silvan Hefti,SUI,"MF,DF",25,1997,1.3,6,1,2,3,1,4,7,57.1,3,2,0,2,0,1,0
ITA-Serie A,2324,Genoa,Stefano Sabelli,ITA,DF,30,1993,27.0,50,24,28,19,3,15,46,32.6,31,27,6,21,23,35,0
ITA-Serie A,2324,Genoa,Vitinha,POR,"FW,MF",23,2000,3.2,2,2,1,0,1,1,2,50.0,1,2,0,2,0,2,0
ITA-Serie A,2324,Hellas Verona,Alphadjo Cissè,ITA,FW,16,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2324,Hellas Verona,Bruno Amione,ARG,DF,21,2002,6.4,11,3,9,2,0,4,5,80.0,1,4,2,2,9,19,2
ITA-Serie A,2324,Hellas Verona,Charlys,BRA,MF,19,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,0,0
ITA-Serie A,2324,Hellas Verona,Cyril Ngonge,BEL,"FW,MF",23,2000,15.9,14,9,5,3,6,5,14,35.7,9,7,1,6,4,10,0
ITA-Serie A,2324,Hellas Verona,Daniel Bandeira,POR,MF,23,2000,5.0,6,5,1,4,1,3,7,42.9,4,3,0,3,3,9,0
ITA-Serie A,2324,Hellas Verona,Darko Lazović,SRB,"FW,MF",32,1990,21.4,26,16,11,6,9,16,31,51.6,15,10,1,9,6,14,0
ITA-Serie A,2324,Hellas Verona,Davide Faraoni,ITA,DF,31,1991,6.7,13,10,5,6,2,7,10,70.0,3,9,5,4,6,21,0
ITA-Serie A,2324,Hellas Verona,Diego Coppola,ITA,DF,19,2003,18.2,36,22,25,9,2,20,33,60.6,13,26,9,17,27,89,1
ITA-Serie A,2324,Hellas Verona,Elayis Tavsan,NED,"MF,FW",22,2001,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0
ITA-Serie A,2324,Hellas Verona,Fabien Centonze,FRA,DF,27,1996,7.5,14,8,10,4,0,5,10,50.0,5,14,2,12,10,18,0
ITA-Serie A,2324,Hellas Verona,Federico Bonazzoli,ITA,"FW,MF",26,1997,11.3,4,1,1,3,0,1,8,12.5,7,9,1,8,3,3,0
ITA-Serie A,2324,Hellas Verona,Filippo Terracciano,ITA,DF,20,2003,14.4,30,19,23,6,1,17,31,54.8,14,24,6,18,20,17,0
ITA-Serie A,2324,Hellas Verona,Giangiacomo Magnani,ITA,DF,27,1995,27.2,33,18,23,10,0,15,25,60.0,10,50,28,22,45,118,0
ITA-Serie A,2324,Hellas Verona,Isak Hien,SWE,DF,24,1999,9.6,17,10,10,7,0,10,19,52.6,9,12,5,7,7,33,1
ITA-Serie A,2324,Hellas Verona,Jackson Tchatchoua,CMR,DF,21,2001,19.2,39,26,25,12,2,23,48,47.9,25,17,7,10,23,49,2
ITA-Serie A,2324,Hellas Verona,Jordi Mboula,ESP,"FW,MF",24,1999,3.4,4,4,1,2,1,4,7,57.1,3,4,1,3,1,0,0
ITA-Serie A,2324,Hellas Verona,Josh Doig,SCO,DF,21,2002,9.2,16,9,9,7,0,13,17,76.5,4,12,3,9,4,17,1
ITA-Serie A,2324,Hellas Verona,Juan Cruz,ARG,"FW,MF",24,1999,1.2,2,2,0,0,2,0,0,,0,1,0,1,1,0,0
ITA-Serie A,2324,Hellas Verona,Juan David Cabal,COL,DF,22,2001,16.6,36,27,19,14,3,18,29,62.1,11,30,9,21,26,55,2
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",26,1997,5.6,7,3,1,3,3,2,3,66.7,1,6,4,2,1,8,0
ITA-Serie A,2324,Hellas Verona,Lorenzo Montipò,ITA,GK,27,1996,37.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,25,2
ITA-Serie A,2324,Hellas Verona,Martin Hongla,CMR,MF,25,1998,12.0,24,13,9,13,2,8,11,72.7,3,8,3,5,7,24,0
ITA-Serie A,2324,Hellas Verona,Michael Folorunsho,ITA,"MF,FW",25,1998,30.9,50,28,21,22,7,23,57,40.4,34,45,12,33,17,44,2
ITA-Serie A,2324,Hellas Verona,Milan Đurić,BIH,FW,33,1990,13.4,1,0,0,0,1,0,3,0.0,3,0,0,0,1,13,0
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,28,1994,27.3,59,39,17,35,7,31,52,59.6,21,29,12,17,26,21,0
ITA-Serie A,2324,Hellas Verona,Paweł Dawidowicz,POL,DF,28,1995,23.8,53,30,33,18,2,17,29,58.6,12,17,9,8,24,114,1
ITA-Serie A,2324,Hellas Verona,Reda Belahyane,MAR,MF,19,2004,1.0,1,1,0,1,0,1,1,100.0,0,0,0,0,1,0,0
ITA-Serie A,2324,Hellas Verona,Riccardo Saponara,ITA,"FW,MF",31,1991,3.8,3,1,2,0,1,1,7,14.3,6,4,0,4,0,2,0
ITA-Serie A,2324,Hellas Verona,Rúben Vinagre,POR,"DF,FW",24,1999,3.1,4,2,1,1,2,3,4,75.0,1,6,3,3,1,4,0
ITA-Serie A,2324,Hellas Verona,Simone Perilli,ITA,GK,28,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2324,Hellas Verona,Stefan Mitrović,SRB,"FW,MF",20,2002,4.3,6,3,0,5,1,2,5,40.0,3,6,1,5,0,4,0
ITA-Serie A,2324,Hellas Verona,Suat Serdar,GER,MF,26,1997,18.4,51,39,24,23,4,22,45,48.9,23,29,7,22,20,25,1
ITA-Serie A,2324,Hellas Verona,Thomas Henry,FRA,FW,28,1994,3.7,0,0,0,0,0,0,0,,0,0,0,0,0,5,0
ITA-Serie A,2324,Hellas Verona,Tijjani Noslin,NED,"FW,MF",24,1999,14.9,18,8,5,7,6,6,16,37.5,10,17,2,15,2,14,0
ITA-Serie A,2324,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21,2002,23.2,42,30,11,22,9,15,47,31.9,32,15,0,15,6,8,0
ITA-Serie A,2324,Hellas Verona,Yayah Kallon,SLE,FW,22,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2324,Inter,Alessandro Bastoni,ITA,DF,24,1999,25.2,46,33,31,12,3,26,40,65.0,14,25,11,14,23,48,1
ITA-Serie A,2324,Inter,Alexis Sánchez,CHI,"FW,MF",34,1988,8.5,7,6,0,5,2,1,4,25.0,3,4,1,3,1,3,0
ITA-Serie A,2324,Inter,Benjamin Pavard,FRA,DF,27,1996,18.6,34,21,21,11,2,20,24,83.3,4,25,15,10,32,44,1
ITA-Serie A,2324,Inter,Carlos Augusto,BRA,DF,24,1999,19.2,29,21,20,9,0,15,22,68.2,7,20,8,12,16,52,0
ITA-Serie A,2324,Inter,Davide Frattesi,ITA,MF,23,1999,10.6,10,6,3,7,0,4,8,50.0,4,9,3,6,5,19,0
ITA-Serie A,2324,Inter,Davy Klaassen,NED,MF,30,1993,2.3,4,2,0,4,0,1,3,33.3,2,5,1,4,3,4,0
ITA-Serie A,2324,Inter,Denzel Dumfries,NED,DF,27,1996,18.2,22,13,9,11,2,9,23,39.1,14,15,6,9,12,33,1
ITA-Serie A,2324,Inter,Ebenezer Akinsanmiro,NGA,MF,18,2004,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
ITA-Serie A,2324,Inter,Emil Audero,IDN,GK,26,1997,3.7,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
ITA-Serie A,2324,Inter,Federico Dimarco,ITA,DF,25,1997,23.1,42,25,19,14,9,17,35,48.6,18,18,3,15,9,34,1
ITA-Serie A,2324,Inter,Francesco Acerbi,ITA,DF,35,1988,26.5,22,13,16,6,0,11,14,78.6,3,20,13,7,32,77,1
ITA-Serie A,2324,Inter,Hakan Çalhanoğlu,TUR,MF,29,1994,28.4,66,33,29,29,8,32,49,65.3,17,29,13,16,24,22,0
ITA-Serie A,2324,Inter,Henrikh Mkhitaryan,ARM,MF,34,1989,30.9,62,34,18,35,9,24,49,49.0,25,23,4,19,29,43,0
ITA-Serie A,2324,Inter,Juan Cuadrado,COL,DF,35,1988,3.0,4,3,2,2,0,3,5,60.0,2,6,1,5,1,2,0
ITA-Serie A,2324,Inter,Kristjan Asllani,ALB,MF,21,2002,8.7,7,2,3,4,0,2,11,18.2,9,9,3,6,11,8,0
ITA-Serie A,2324,Inter,Lautaro Martínez,ARG,FW,25,1997,29.5,22,16,4,13,5,4,19,21.1,15,30,1,29,20,10,0
ITA-Serie A,2324,Inter,Lucien Agoume,FRA,MF,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2324,Inter,Marcus Thuram,FRA,FW,25,1997,29.9,23,15,9,9,5,4,13,30.8,9,26,3,23,4,19,0
ITA-Serie A,2324,Inter,Marko Arnautović,AUT,FW,34,1989,8.9,10,4,3,5,2,4,7,57.1,3,8,1,7,5,5,0
ITA-Serie A,2324,Inter,Matteo Darmian,ITA,DF,33,1989,26.7,48,22,23,15,10,20,53,37.7,33,27,11,16,13,55,0
ITA-Serie A,2324,Inter,Nicolò Barella,ITA,MF,26,1997,31.6,46,30,17,20,9,19,63,30.2,44,31,1,30,10,12,1
ITA-Serie A,2324,Inter,Raffaele Di Gennaro,ITA,GK,29,1993,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2324,Inter,Stefan de Vrij,NED,DF,31,1992,17.6,18,13,13,4,1,8,15,53.3,7,22,10,12,24,51,0
ITA-Serie A,2324,Inter,Stefano Sensi,ITA,MF,27,1995,0.5,1,1,0,1,0,1,3,33.3,2,1,0,1,1,0,0
ITA-Serie A,2324,Inter,Tajon Buchanan,CAN,DF,24,1999,1.8,1,1,0,0,1,1,2,50.0,1,1,0,1,0,4,0
ITA-Serie A,2324,Inter,Yann Aurel Bisseck,GER,DF,22,2000,10.0,14,6,10,3,1,6,9,66.7,3,10,7,3,5,23,0
ITA-Serie A,2324,Inter,Yann Sommer,SUI,GK,34,1988,34.0,2,1,2,0,0,2,2,100.0,0,1,0,1,0,7,1
ITA-Serie A,2324,Juventus,Adrien Rabiot,FRA,MF,28,1995,29.5,58,39,22,30,6,30,45,66.7,15,26,6,20,25,34,0
ITA-Serie A,2324,Juventus,Alex Sandro,BRA,DF,32,1991,8.0,13,7,7,6,0,4,5,80.0,1,13,7,6,15,23,0
ITA-Serie A,2324,Juventus,Andrea Cambiaso,ITA,"DF,FW",23,2000,26.4,47,30,23,15,9,25,43,58.1,18,28,3,25,11,26,1
ITA-Serie A,2324,Juventus,Arkadiusz Milik,POL,FW,29,1994,10.2,9,5,2,5,2,3,5,60.0,2,7,1,6,5,3,0
ITA-Serie A,2324,Juventus,Carlo Pinsoglio,ITA,GK,33,1990,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2324,Juventus,Carlos Alcaraz,ARG,MF,20,2002,4.2,6,6,0,6,0,5,10,50.0,5,5,2,3,5,4,0
ITA-Serie A,2324,Juventus,Daniele Rugani,ITA,DF,29,1994,13.2,11,9,7,3,1,4,5,80.0,1,11,4,7,9,42,0
ITA-Serie A,2324,Juventus,Danilo,BRA,DF,32,1991,27.2,60,36,38,18,4,32,48,66.7,16,34,15,19,37,94,0
ITA-Serie A,2324,Juventus,Dean Huijsen,ESP,DF,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
ITA-Serie A,2324,Juventus,Dušan Vlahović,SRB,FW,23,2000,25.6,9,5,0,6,3,4,11,36.4,7,4,2,2,1,11,0
ITA-Serie A,2324,Juventus,Fabio Miretti,ITA,MF,19,2003,12.3,18,14,6,8,4,10,26,38.5,16,10,1,9,7,6,0
ITA-Serie A,2324,Juventus,Federico Chiesa,ITA,FW,25,1997,24.4,20,10,7,6,7,3,13,23.1,10,17,1,16,6,4,0
ITA-Serie A,2324,Juventus,Federico Gatti,ITA,DF,25,1998,29.3,33,19,16,16,1,19,24,79.2,5,26,15,11,19,90,1
ITA-Serie A,2324,Juventus,Filip Kostić,SRB,DF,30,1992,20.2,37,23,20,13,4,17,33,51.5,16,29,8,21,9,43,0
ITA-Serie A,2324,Juventus,Gleison Bremer,BRA,DF,26,1997,35.9,58,42,32,21,5,21,29,72.4,8,45,27,18,40,147,0
ITA-Serie A,2324,Juventus,Hans Nicolussi Caviglia,ITA,MF,23,2000,3.0,5,2,1,3,1,4,6,66.7,2,5,1,4,0,2,0
ITA-Serie A,2324,Juventus,Joseph Nonge,BEL,MF,18,2005,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
ITA-Serie A,2324,Juventus,Kenan Yıldız,TUR,"FW,MF",18,2005,10.6,13,9,5,6,2,4,8,50.0,4,6,0,6,1,4,0
ITA-Serie A,2324,Juventus,Leonardo Cerri,ITA,DF,20,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2324,Juventus,Manuel Locatelli,ITA,MF,25,1998,33.4,69,43,24,35,10,31,58,53.4,27,43,17,26,25,65,0
ITA-Serie A,2324,Juventus,Mattia De Sciglio,ITA,DF,30,1992,0.5,0,0,0,0,0,0,0,,0,1,0,1,1,2,0
