league,season,team,player,nationality,position,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors
ITA-Serie A,2122,Genoa,Laurens Serpe,ITA,DF,20,2001,0.5,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,0
ITA-Serie A,2122,Genoa,Leo Skiri Østigård,NOR,DF,21,1999,13.0,16,9,8,7,1,9,11,81.8,2,17,10,7,8,55,1
ITA-Serie A,2122,Genoa,Manolo Portanova,ITA,"FW,MF",21,2000,14.7,46,28,9,26,11,14,34,41.2,20,26,2,24,17,22,0
ITA-Serie A,2122,Genoa,Mattia Bani,ITA,DF,27,1993,13.5,23,13,17,6,0,14,18,77.8,4,19,11,8,20,76,0
ITA-Serie A,2122,Genoa,Mattia Destro,ITA,FW,30,1991,19.4,9,4,1,4,4,1,6,16.7,5,14,1,13,2,16,0
ITA-Serie A,2122,Genoa,Milan Badelj,CRO,MF,32,1989,31.6,64,37,25,30,9,34,80,42.5,46,39,7,32,85,43,0
ITA-Serie A,2122,Genoa,Mohamed Fares,ALG,"DF,FW",25,1996,6.5,4,2,1,3,0,0,4,0.0,4,8,3,5,8,11,0
ITA-Serie A,2122,Genoa,Morten Frendrup,DEN,"DF,MF",20,2001,7.7,40,24,19,13,8,13,29,44.8,16,19,2,17,17,7,1
ITA-Serie A,2122,Genoa,Nadiem Amiri,GER,"MF,FW",24,1996,7.6,6,4,2,2,2,2,9,22.2,7,7,0,7,0,0,0
ITA-Serie A,2122,Genoa,Nicolò Rovella,ITA,MF,19,2001,16.3,37,26,16,14,7,15,40,37.5,25,21,1,20,20,20,0
ITA-Serie A,2122,Genoa,Nikola Maksimović,SRB,DF,29,1991,12.4,14,6,10,4,0,7,9,77.8,2,17,11,6,12,61,1
ITA-Serie A,2122,Genoa,Pablo Galdames Millán,CHI,MF,24,1996,11.4,28,12,6,16,6,12,35,34.3,23,16,2,14,8,9,1
ITA-Serie A,2122,Genoa,Paolo Ghiglione,ITA,DF,24,1997,6.7,17,12,8,6,3,9,14,64.3,5,11,5,6,10,12,1
ITA-Serie A,2122,Genoa,Riccardo Calafiori,ITA,DF,19,2002,0.9,1,0,0,0,1,1,2,50.0,1,2,1,1,2,4,0
ITA-Serie A,2122,Genoa,Roberto Piccoli,ITA,FW,20,2001,2.4,1,1,0,1,0,0,0,,0,0,0,0,1,1,1
ITA-Serie A,2122,Genoa,Salvatore Sirigu,ITA,GK,34,1987,37.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,19,2
ITA-Serie A,2122,Genoa,Silvan Hefti,SUI,DF,23,1997,14.3,50,30,23,22,5,32,58,55.2,26,20,4,16,20,34,1
ITA-Serie A,2122,Genoa,Stefano Sabelli,ITA,DF,28,1993,3.9,6,3,3,2,1,3,9,33.3,6,5,1,4,3,12,0
ITA-Serie A,2122,Genoa,Stefano Sturaro,ITA,MF,28,1993,19.6,43,26,16,16,11,22,48,45.8,26,25,1,24,15,29,2
ITA-Serie A,2122,Genoa,Valon Behrami,SUI,"MF,FW",36,1985,3.5,3,1,0,2,1,0,7,0.0,7,4,1,3,1,4,0
ITA-Serie A,2122,Genoa,Yayah Kallon,SLE,"FW,MF",20,2001,7.1,15,11,5,6,4,3,11,27.3,8,7,1,6,1,5,0
ITA-Serie A,2122,Genoa,Zinho Vanheusden,BEL,DF,22,1999,11.0,18,6,12,5,1,8,14,57.1,6,19,14,5,23,42,0
ITA-Serie A,2122,Hellas Verona,Adrien Tameze,CMR,"MF,DF",27,1994,28.6,52,29,24,21,7,20,59,33.9,39,40,5,35,52,41,0
ITA-Serie A,2122,Hellas Verona,Alessandro Berardi,ITA,GK,30,1991,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Antonín Barák,CZE,"MF,FW",26,1994,26.0,18,8,9,8,1,5,17,29.4,12,32,5,27,6,26,0
ITA-Serie A,2122,Hellas Verona,Bosko Sutalo,CRO,DF,21,2000,10.2,20,13,11,6,3,8,16,50.0,8,10,5,5,17,39,0
ITA-Serie A,2122,Hellas Verona,Daniel Bessa,ITA,MF,28,1993,8.5,7,2,3,3,1,4,15,26.7,11,13,3,10,5,11,0
ITA-Serie A,2122,Hellas Verona,Darko Lazović,SRB,DF,30,1990,30.7,36,23,20,8,8,21,39,53.8,18,28,4,24,19,49,1
ITA-Serie A,2122,Hellas Verona,Davide Faraoni,ITA,DF,29,1991,28.6,62,40,38,21,3,29,62,46.8,33,38,5,33,23,62,1
ITA-Serie A,2122,Hellas Verona,Diego Coppola,ITA,DF,17,2003,2.8,8,4,4,4,0,3,3,100.0,0,5,1,4,4,5,0
ITA-Serie A,2122,Hellas Verona,Fabio Depaoli,ITA,DF,24,1997,7.8,12,7,6,4,2,1,7,14.3,6,9,2,7,8,14,0
ITA-Serie A,2122,Hellas Verona,Federico Ceccherini,ITA,DF,29,1992,26.2,32,16,19,10,3,19,33,57.6,14,13,8,5,50,76,1
ITA-Serie A,2122,Hellas Verona,Filippo Terracciano,ITA,DF,18,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
ITA-Serie A,2122,Hellas Verona,Giangiacomo Magnani,ITA,DF,25,1995,5.9,10,7,5,5,0,8,16,50.0,8,5,3,2,10,46,0
ITA-Serie A,2122,Hellas Verona,Gianluca Caprari,ITA,"MF,FW",28,1993,30.4,43,25,10,22,11,17,51,33.3,34,32,0,32,4,7,0
ITA-Serie A,2122,Hellas Verona,Gianluca Frabotta,ITA,"DF,MF",22,1999,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,1,0,0
ITA-Serie A,2122,Hellas Verona,Giovanni Simeone,ARG,FW,26,1995,29.5,27,15,6,12,9,9,39,23.1,30,37,3,34,6,23,0
ITA-Serie A,2122,Hellas Verona,Ivan Ilić,SRB,MF,20,2001,28.1,39,18,16,19,4,20,54,37.0,34,34,12,22,22,55,0
ITA-Serie A,2122,Hellas Verona,Ivor Pandur,CRO,GK,21,2000,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0
ITA-Serie A,2122,Hellas Verona,Kevin Lasagna,ITA,"MF,FW",28,1992,13.2,13,7,4,5,4,4,15,26.7,11,16,0,16,3,7,0
ITA-Serie A,2122,Hellas Verona,Koray Günter,GER,DF,26,1994,26.8,32,18,19,11,2,16,32,50.0,16,27,21,6,69,110,1
ITA-Serie A,2122,Hellas Verona,Lorenzo Montipò,ITA,GK,25,1996,34.0,0,0,0,0,0,0,0,,0,0,0,0,1,16,3
ITA-Serie A,2122,Hellas Verona,Martin Hongla,CMR,MF,23,1998,7.2,14,8,5,6,3,4,8,50.0,4,6,2,4,4,16,1
ITA-Serie A,2122,Hellas Verona,Mateusz Praszelik,POL,MF,20,2000,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Matteo Cancellieri,ITA,"MF,DF",19,2002,2.5,4,4,2,2,0,0,5,0.0,5,2,0,2,1,0,0
ITA-Serie A,2122,Hellas Verona,Mattia Zaccagni,ITA,MF,26,1995,2.0,3,1,1,0,2,1,2,50.0,1,1,0,1,4,0,0
ITA-Serie A,2122,Hellas Verona,Miguel Veloso,POR,MF,35,1986,14.9,23,15,4,17,2,10,16,62.5,6,18,5,13,11,18,1
ITA-Serie A,2122,Hellas Verona,Nicolò Casale,ITA,DF,23,1998,28.7,46,30,25,19,2,21,37,56.8,16,31,12,19,49,95,0
ITA-Serie A,2122,Hellas Verona,Nikola Kalinić,CRO,FW,33,1988,4.5,2,0,0,1,1,1,2,50.0,1,2,0,2,0,2,0
ITA-Serie A,2122,Hellas Verona,Panagiotis Retsos,GRE,DF,22,1998,0.6,0,0,0,0,0,0,2,0.0,2,0,0,0,2,3,0
ITA-Serie A,2122,Hellas Verona,Paweł Dawidowicz,POL,DF,26,1995,13.3,30,18,16,10,4,16,25,64.0,9,14,11,3,21,53,0
ITA-Serie A,2122,Hellas Verona,Samuel Di Carmine,ITA,FW,32,1988,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Yıldırım Mert Çetin,TUR,MF,24,1997,0.5,1,0,1,0,0,1,1,100.0,0,0,0,0,0,2,0
ITA-Serie A,2122,Inter,Aleksandar Kolarov,SRB,DF,35,1985,0.5,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0
ITA-Serie A,2122,Inter,Alessandro Bastoni,ITA,DF,22,1999,25.7,44,25,28,13,3,17,34,50.0,17,22,12,10,35,59,1
ITA-Serie A,2122,Inter,Alexis Sánchez,CHI,FW,32,1988,9.8,9,8,0,6,3,2,11,18.2,9,4,0,4,2,3,0
ITA-Serie A,2122,Inter,Andrea Ranocchia,ITA,DF,33,1988,3.8,8,4,5,1,2,1,3,33.3,2,4,3,1,4,16,0
ITA-Serie A,2122,Inter,Arturo Vidal,CHI,MF,34,1987,8.2,26,10,16,9,1,9,26,34.6,17,13,5,8,7,7,1
ITA-Serie A,2122,Inter,Danilo D'Ambrosio,ITA,DF,32,1988,11.1,30,15,21,8,1,11,22,50.0,11,21,10,11,8,20,0
ITA-Serie A,2122,Inter,Denzel Dumfries,NED,DF,25,1996,22.5,32,12,9,14,9,16,32,50.0,16,15,6,9,9,26,0
ITA-Serie A,2122,Inter,Edin Džeko,BIH,FW,35,1986,27.4,14,8,7,4,3,8,25,32.0,17,22,5,17,4,35,0
ITA-Serie A,2122,Inter,Federico Dimarco,ITA,DF,23,1997,15.9,28,15,10,15,3,13,24,54.2,11,6,1,5,19,19,0
ITA-Serie A,2122,Inter,Felipe Caicedo,ECU,"FW,DF",32,1988,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
ITA-Serie A,2122,Inter,Hakan Çalhanoğlu,TUR,MF,27,1994,27.6,41,23,16,19,6,11,40,27.5,29,29,5,24,25,12,0
ITA-Serie A,2122,Inter,Ionuț Radu,ROU,GK,24,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
ITA-Serie A,2122,Inter,Ivan Perišić,CRO,DF,32,1989,31.3,38,22,18,11,9,28,50,56.0,22,39,7,32,47,42,0
ITA-Serie A,2122,Inter,Joaquín Correa,ARG,FW,26,1994,11.4,11,5,2,6,3,1,13,7.7,12,8,1,7,3,2,0
ITA-Serie A,2122,Inter,Lautaro Martínez,ARG,FW,23,1997,25.4,20,10,3,10,7,6,11,54.5,5,21,1,20,18,6,0
ITA-Serie A,2122,Inter,Marcelo Brozović,CRO,MF,28,1992,32.6,77,45,34,35,8,34,68,50.0,34,28,10,18,37,36,2
ITA-Serie A,2122,Inter,Martin Satriano,URU,"FW,MF",20,2001,0.4,1,0,0,0,1,1,1,100.0,0,0,0,0,0,0,0
ITA-Serie A,2122,Inter,Matteo Darmian,ITA,DF,31,1989,16.7,32,16,17,9,6,16,41,39.0,25,16,1,15,19,25,0
ITA-Serie A,2122,Inter,Mattia Zanotti,ITA,DF,18,2003,0.1,1,0,1,0,0,0,1,0.0,1,0,0,0,0,0,0
ITA-Serie A,2122,Inter,Matías Vecino,URU,MF,29,1991,4.2,7,5,2,3,2,3,9,33.3,6,10,1,9,4,7,0
ITA-Serie A,2122,Inter,Milan Škriniar,SVK,DF,26,1995,35.0,47,27,26,17,4,24,42,57.1,18,36,25,11,25,90,1
ITA-Serie A,2122,Inter,Nicolò Barella,ITA,MF,24,1997,32.4,63,42,17,35,11,29,55,52.7,26,26,2,24,21,8,2
ITA-Serie A,2122,Inter,Roberto Gagliardini,ITA,MF,27,1994,7.2,12,6,7,4,1,1,13,7.7,12,14,5,9,9,7,0
ITA-Serie A,2122,Inter,Robin Gosens,GER,DF,27,1994,1.9,3,1,1,2,0,0,0,,0,5,2,3,3,3,0
ITA-Serie A,2122,Inter,Samir Handanović,SVN,GK,37,1984,37.0,1,0,1,0,0,1,2,50.0,1,1,0,1,0,6,3
ITA-Serie A,2122,Inter,Stefan de Vrij,NED,DF,29,1992,26.8,38,29,22,16,0,12,17,70.6,5,17,8,9,32,52,0
ITA-Serie A,2122,Inter,Stefano Sensi,ITA,"MF,FW",25,1995,1.9,4,3,1,3,0,2,4,50.0,2,2,0,2,0,2,0
ITA-Serie A,2122,Juventus,Aaron Ramsey,WAL,MF,30,1990,1.1,0,0,0,0,0,0,0,,0,0,0,0,1,0,0
ITA-Serie A,2122,Juventus,Adrien Rabiot,FRA,MF,26,1995,25.4,64,43,32,24,8,15,34,44.1,19,34,8,26,20,41,1
ITA-Serie A,2122,Juventus,Alex Sandro,BRA,DF,30,1991,19.8,27,16,15,9,3,11,25,44.0,14,17,6,11,27,40,0
ITA-Serie A,2122,Juventus,Arthur Melo,BRA,MF,24,1996,10.7,25,12,10,14,1,13,24,54.2,11,11,2,9,7,8,1
ITA-Serie A,2122,Juventus,Carlo Pinsoglio,ITA,GK,31,1990,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2122,Juventus,Cristiano Ronaldo,POR,FW,36,1985,0.3,1,0,0,1,0,1,1,100.0,0,0,0,0,0,0,0
ITA-Serie A,2122,Juventus,Daniele Rugani,ITA,DF,27,1994,9.8,8,5,4,4,0,4,7,57.1,3,9,4,5,11,47,0
ITA-Serie A,2122,Juventus,Danilo,BRA,"DF,MF",30,1991,21.0,37,26,20,13,4,18,28,64.3,10,21,12,9,32,53,1
ITA-Serie A,2122,Juventus,Dejan Kulusevski,SWE,"FW,MF",21,2000,8.6,15,12,9,6,0,8,21,38.1,13,14,0,14,5,5,0
ITA-Serie A,2122,Juventus,Denis Zakaria,SUI,MF,24,1996,6.6,11,7,3,6,2,3,11,27.3,8,16,3,13,11,7,0
ITA-Serie A,2122,Juventus,Dušan Vlahović,SRB,FW,21,2000,12.0,0,0,0,0,0,0,4,0.0,4,3,0,3,0,7,0
ITA-Serie A,2122,Juventus,Fabio Miretti,ITA,MF,17,2003,3.6,4,2,2,2,0,2,9,22.2,7,3,1,2,2,3,0
ITA-Serie A,2122,Juventus,Federico Bernardeschi,ITA,"MF,FW",27,1994,16.4,16,10,7,4,5,6,13,46.2,7,12,4,8,5,15,0
ITA-Serie A,2122,Juventus,Federico Chiesa,ITA,"MF,FW",23,1997,9.6,26,19,9,9,8,12,26,46.2,14,7,0,7,4,3,0
ITA-Serie A,2122,Juventus,Giorgio Chiellini,ITA,DF,36,1984,15.0,22,13,17,4,1,7,13,53.8,6,24,18,6,22,59,0
ITA-Serie A,2122,Juventus,Juan Cuadrado,COL,"DF,MF",33,1988,27.6,48,23,30,13,5,30,55,54.5,25,23,5,18,29,34,0
ITA-Serie A,2122,Juventus,Kaio Jorge,BRA,"MF,FW",19,2002,1.3,2,1,0,2,0,1,3,33.3,2,1,0,1,0,2,0
ITA-Serie A,2122,Juventus,Leonardo Bonucci,ITA,DF,34,1987,22.3,14,5,4,10,0,8,13,61.5,5,22,17,5,26,82,0
ITA-Serie A,2122,Juventus,Luca Pellegrini,ITA,DF,22,1999,12.3,23,10,13,5,5,12,19,63.2,7,9,1,8,5,23,0
ITA-Serie A,2122,Juventus,Manuel Locatelli,ITA,MF,23,1998,24.0,44,25,21,16,7,21,47,44.7,26,43,21,22,22,33,0
ITA-Serie A,2122,Juventus,Marley Aké,FRA,"FW,MF",20,2001,0.9,0,0,0,0,0,0,2,0.0,2,0,0,0,1,0,0
ITA-Serie A,2122,Juventus,Martin Palumbo,NOR,FW,19,2002,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
ITA-Serie A,2122,Juventus,Matthijs de Ligt,NED,DF,21,1999,29.7,34,19,21,13,0,15,18,83.3,3,31,21,10,26,103,0
ITA-Serie A,2122,Juventus,Mattia De Sciglio,ITA,DF,28,1992,13.0,24,12,7,9,8,11,24,45.8,13,10,0,10,10,30,0
ITA-Serie A,2122,Juventus,Mattia Perin,ITA,GK,28,1992,4.5,0,0,0,0,0,0,0,,0,0,0,0,0,3,0
ITA-Serie A,2122,Juventus,Matìas Soulé,ARG,FW,18,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
ITA-Serie A,2122,Juventus,Moise Kean,ITA,FW,21,2000,12.2,9,4,2,5,2,6,16,37.5,10,5,0,5,3,8,1
ITA-Serie A,2122,Juventus,Paulo Dybala,ARG,"FW,MF",27,1993,22.9,30,13,7,14,9,8,35,22.9,27,19,0,19,9,4,3
ITA-Serie A,2122,Juventus,Rodrigo Bentancur,URU,MF,24,1997,12.8,32,18,11,18,3,7,20,35.0,13,15,2,13,26,15,1
ITA-Serie A,2122,Juventus,Weston McKennie,USA,MF,22,1998,15.2,20,11,11,7,2,8,26,30.8,18,17,8,9,23,20,0
ITA-Serie A,2122,Juventus,Wojciech Szczęsny,POL,GK,31,1990,33.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,8,1
ITA-Serie A,2122,Juventus,Álvaro Morata,ESP,FW,28,1992,25.6,18,9,4,9,5,8,31,25.8,23,26,1,25,5,24,0
ITA-Serie A,2122,Lazio,Adam Marušić,MNE,DF,28,1992,30.2,30,18,16,12,2,13,32,40.6,19,19,8,11,41,71,0
ITA-Serie A,2122,Lazio,Anderson Lima,BRA,MF,21,1999,0.7,2,0,1,1,0,0,2,0.0,2,1,0,1,2,1,0
ITA-Serie A,2122,Lazio,Ciro Immobile,ITA,FW,31,1990,30.1,10,5,4,4,2,1,15,6.7,14,7,1,6,3,16,0
ITA-Serie A,2122,Lazio,Danilo Cataldi,ITA,MF,26,1994,19.0,36,17,15,17,4,12,38,31.6,26,24,12,12,17,19,1
ITA-Serie A,2122,Lazio,Denis Vavro,SVK,DF,25,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2122,Lazio,Dimitrije Kamenović,SRB,DF,21,2000,0.5,1,1,1,0,0,1,1,100.0,0,0,0,0,2,1,0
ITA-Serie A,2122,Lazio,Elseid Hysaj,ALB,DF,27,1994,22.5,46,30,25,17,4,29,45,64.4,16,18,6,12,24,34,1
ITA-Serie A,2122,Lazio,Felipe Anderson,BRA,FW,28,1993,32.1,71,45,30,33,8,27,99,27.3,72,65,6,59,20,16,0
ITA-Serie A,2122,Lazio,Francesco Acerbi,ITA,DF,33,1988,28.2,25,12,15,9,1,12,19,63.2,7,37,28,9,34,92,0
ITA-Serie A,2122,Lazio,Gonzalo Escalante,ARG,MF,28,1993,0.1,1,0,1,0,0,1,1,100.0,0,2,1,1,1,0,0
ITA-Serie A,2122,Lazio,Jean-Daniel Akpa-Akpro,CIV,MF,28,1992,3.5,17,10,7,9,1,7,12,58.3,5,4,2,2,2,6,0
ITA-Serie A,2122,Lazio,Jovane Cabral,CPV,FW,23,1998,2.1,2,1,1,0,1,0,0,,0,1,1,0,1,1,0
ITA-Serie A,2122,Lazio,Lucas Leiva,BRA,MF,34,1987,18.9,55,30,26,25,4,15,53,28.3,38,27,10,17,28,37,0
ITA-Serie A,2122,Lazio,Luis Alberto,ESP,MF,28,1992,26.1,29,17,8,11,10,8,52,15.4,44,32,4,28,13,7,0
ITA-Serie A,2122,Lazio,Luiz Felipe,ITA,DF,24,1997,27.7,41,23,21,16,4,20,34,58.8,14,40,33,7,33,102,1
ITA-Serie A,2122,Lazio,Luka Romero,ARG,FW,16,2004,0.9,2,1,0,1,1,0,2,0.0,2,0,0,0,1,0,0
ITA-Serie A,2122,Lazio,Manuel Lazzari,ITA,DF,27,1993,18.5,28,14,13,15,0,16,26,61.5,10,10,2,8,12,16,1
ITA-Serie A,2122,Lazio,Mattia Zaccagni,ITA,FW,26,1995,20.8,33,16,10,13,10,11,19,57.9,8,17,2,15,20,5,0
ITA-Serie A,2122,Lazio,Patric,ESP,DF,28,1993,18.3,21,15,17,4,0,9,20,45.0,11,22,11,11,12,44,2
ITA-Serie A,2122,Lazio,Pedro,ESP,FW,34,1987,22.6,36,23,8,19,9,16,47,34.0,31,18,2,16,6,8,0
ITA-Serie A,2122,Lazio,Pepe Reina,ESP,GK,38,1982,15.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,1
ITA-Serie A,2122,Lazio,Raúl Moro,ESP,FW,18,2002,2.2,3,3,0,2,1,1,5,20.0,4,2,0,2,0,0,0
ITA-Serie A,2122,Lazio,Sergej Milinković-Savić,SRB,MF,26,1995,34.4,67,44,20,32,15,29,67,43.3,38,50,9,41,34,43,1
ITA-Serie A,2122,Lazio,Thomas Strakosha,ALB,GK,26,1995,23.0,0,0,0,0,0,0,0,,0,0,0,0,0,7,2
ITA-Serie A,2122,Lazio,Toma Bašić,CRO,MF,24,1996,10.9,12,8,3,9,0,5,17,29.4,12,13,4,9,4,21,0
ITA-Serie A,2122,Lazio,Vedat Muriqi,KVX,FW,27,1994,2.4,1,0,1,0,0,0,5,0.0,5,0,0,0,0,2,0
ITA-Serie A,2122,Lazio,Ștefan Radu,ROU,DF,34,1986,6.2,9,6,3,6,0,5,9,55.6,4,7,2,5,5,15,0
ITA-Serie A,2122,Milan,Alessandro Florenzi,ITA,"DF,FW",30,1991,12.8,28,14,14,7,7,14,32,43.8,18,9,2,7,27,10,1
ITA-Serie A,2122,Milan,Alessio Romagnoli,ITA,DF,26,1995,15.7,24,14,14,10,0,14,18,77.8,4,21,12,9,19,45,0
ITA-Serie A,2122,Milan,Alexis Saelemaekers,BEL,FW,22,1999,20.7,43,22,12,17,14,15,51,29.4,36,19,0,19,15,8,0
ITA-Serie A,2122,Milan,Andrea Conti,ITA,DF,27,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2122,Milan,Ante Rebić,CRO,FW,27,1993,9.9,14,8,3,6,5,7,20,35.0,13,14,0,14,3,3,1
ITA-Serie A,2122,Milan,Brahim Díaz,MAR,MF,21,1999,20.6,23,17,3,11,9,8,22,36.4,14,11,0,11,8,4,0
ITA-Serie A,2122,Milan,Ciprian Tătărușanu,ROU,GK,35,1986,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,2,1
ITA-Serie A,2122,Milan,Daniel Maldini,ITA,MF,19,2001,1.6,8,3,4,3,1,2,6,33.3,4,4,0,4,1,0,0
ITA-Serie A,2122,Milan,Davide Calabria,ITA,DF,24,1996,23.5,62,37,31,23,8,37,72,51.4,35,25,5,20,23,40,1
ITA-Serie A,2122,Milan,Fikayo Tomori,ENG,DF,23,1997,30.2,73,44,36,34,3,18,26,69.2,8,37,23,14,45,84,1
ITA-Serie A,2122,Milan,Fodé Ballo-Touré,SEN,DF,24,1997,5.0,18,14,5,13,0,4,9,44.4,5,6,2,4,3,5,0
ITA-Serie A,2122,Milan,Franck Kessié,CIV,MF,24,1996,25.6,41,23,12,24,5,17,26,65.4,9,39,10,29,23,22,0
ITA-Serie A,2122,Milan,Ismaël Bennacer,ALG,MF,23,1997,16.9,44,30,22,15,7,21,50,42.0,29,20,4,16,25,15,0
ITA-Serie A,2122,Milan,Junior Messias,BRA,"FW,MF",30,1991,15.9,34,18,11,14,9,15,34,44.1,19,11,1,10,17,17,0
ITA-Serie A,2122,Milan,Luca Stanga,ITA,DF,19,2002,0.0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2122,Milan,Matteo Gabbia,ITA,DF,21,1999,6.0,4,3,1,3,0,0,4,0.0,4,2,2,0,8,12,0
ITA-Serie A,2122,Milan,Mike Maignan,FRA,GK,26,1995,32.0,2,1,2,0,0,2,2,100.0,0,0,0,0,1,4,2
ITA-Serie A,2122,Milan,Olivier Giroud,FRA,FW,34,1986,21.0,15,11,4,6,5,3,17,17.6,14,13,4,9,3,19,0
ITA-Serie A,2122,Milan,Pierre Kalulu,FRA,DF,21,2000,21.6,61,36,36,21,4,17,22,77.3,5,36,15,21,26,54,0
ITA-Serie A,2122,Milan,Pietro Pellegri,ITA,FW,20,2001,1.5,2,2,0,1,1,0,1,0.0,1,0,0,0,0,1,0
ITA-Serie A,2122,Milan,Rade Krunić,BIH,"MF,FW",27,1993,15.7,33,18,16,14,3,15,31,48.4,16,19,2,17,16,17,0
ITA-Serie A,2122,Milan,Rafael Leão,POR,FW,22,1999,28.9,17,7,3,9,5,10,20,50.0,10,12,1,11,12,8,0
ITA-Serie A,2122,Milan,Samu Castillejo,ESP,"FW,MF",26,1995,1.4,4,2,0,2,2,1,8,12.5,7,4,1,3,2,1,0
ITA-Serie A,2122,Milan,Sandro Tonali,ITA,MF,21,2000,28.9,54,37,23,25,6,21,41,51.2,20,26,8,18,34,19,0
ITA-Serie A,2122,Milan,Simon Kjær,DEN,DF,32,1989,8.9,20,12,9,8,3,6,12,50.0,6,17,13,4,9,39,0
ITA-Serie A,2122,Milan,Theo Hernández,FRA,DF,23,1997,30.1,53,35,34,14,5,29,40,72.5,11,16,3,13,23,29,3
ITA-Serie A,2122,Milan,Tiemoué Bakayoko,FRA,MF,26,1994,5.6,19,13,9,7,3,5,16,31.3,11,8,1,7,9,10,2
ITA-Serie A,2122,Milan,Zlatan Ibrahimović,SWE,FW,39,1981,11.3,0,0,0,0,0,0,2,0.0,2,2,1,1,3,9,0
ITA-Serie A,2122,Napoli,Adam Ounas,ALG,"MF,FW",24,1996,3.6,6,1,0,3,3,3,7,42.9,4,3,0,3,2,3,0
ITA-Serie A,2122,Napoli,Alessandro Zanoli,ITA,DF,20,2000,5.1,10,7,6,3,1,3,5,60.0,2,2,1,1,4,16,0
ITA-Serie A,2122,Napoli,Alex Meret,ITA,GK,24,1997,6.9,0,0,0,0,0,0,0,,0,0,0,0,0,3,1
ITA-Serie A,2122,Napoli,Amir Rrahmani,KVX,DF,27,1994,32.5,21,11,15,5,1,15,19,78.9,4,36,25,11,19,89,0
ITA-Serie A,2122,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,25,1995,21.4,50,26,24,17,9,25,51,49.0,26,31,5,26,24,33,1
ITA-Serie A,2122,Napoli,Andrea Petagna,ITA,FW,26,1995,6.5,3,3,0,3,0,1,4,25.0,3,1,0,1,0,5,0
ITA-Serie A,2122,Napoli,Axel Tuanzebe,COD,DF,23,1997,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0
ITA-Serie A,2122,Napoli,David Ospina,COL,GK,32,1988,31.0,0,0,0,0,0,0,0,,0,0,0,0,1,11,1
ITA-Serie A,2122,Napoli,Davide Marfella,ITA,GK,21,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ITA-Serie A,2122,Napoli,Diego Demme,GER,MF,29,1991,7.7,21,12,4,13,4,10,21,47.6,11,11,2,9,9,2,0
ITA-Serie A,2122,Napoli,Dries Mertens,BEL,"FW,MF",34,1987,15.4,16,7,1,11,4,3,16,18.8,13,8,2,6,9,2,0
ITA-Serie A,2122,Napoli,Elif Elmas,MKD,"FW,MF",21,1999,18.0,25,15,10,10,5,12,28,42.9,16,13,2,11,8,17,0
ITA-Serie A,2122,Napoli,Fabián Ruiz Peña,ESP,MF,25,1996,26.5,55,33,22,29,4,29,67,43.3,38,34,1,33,22,32,0
ITA-Serie A,2122,Napoli,Faouzi Ghoulam,ALG,DF,30,1991,3.7,3,1,1,2,0,0,3,0.0,3,2,1,1,3,10,0
ITA-Serie A,2122,Napoli,Gianluca Gaetano,ITA,MF,21,2000,0.2,1,1,1,0,0,1,2,50.0,1,0,0,0,2,0,0
ITA-Serie A,2122,Napoli,Giovanni Di Lorenzo,ITA,DF,27,1993,31.9,58,36,30,20,8,33,58,56.9,25,28,10,18,38,46,1
ITA-Serie A,2122,Napoli,Hirving Lozano,MEX,FW,26,1995,17.9,28,20,12,11,5,8,30,26.7,22,24,0,24,9,9,0
