league,season,team,player,nationality,position,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
ITA-Serie A,2122,Genoa,Johan Vásquez,MEX,DF,22,1998,25.3,7,0,0,31,26,1,17,42,46,0,0,0,166,59,61,49.2
ITA-Serie A,2122,Genoa,Kelvin Yeboah,ITA,"FW,MF",21,2000,9.4,2,0,0,28,30,7,10,1,7,1,0,0,34,31,43,41.9
ITA-Serie A,2122,Genoa,Laurens Serpe,ITA,DF,20,2001,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
ITA-Serie A,2122,Genoa,Leo Skiri Østigård,NOR,DF,21,1999,13.0,4,2,1,15,6,3,0,8,9,0,0,0,85,63,19,76.8
ITA-Serie A,2122,Genoa,Manolo Portanova,ITA,"FW,MF",21,2000,14.7,4,0,0,45,26,5,40,17,28,0,0,0,75,23,33,41.1
ITA-Serie A,2122,Genoa,Mattia Bani,ITA,DF,27,1993,13.5,1,0,0,14,19,0,1,20,13,0,0,0,70,42,27,60.9
ITA-Serie A,2122,Genoa,Mattia Destro,ITA,FW,30,1991,19.4,4,0,0,40,31,19,2,2,4,0,0,0,30,62,110,36.0
ITA-Serie A,2122,Genoa,Milan Badelj,CRO,MF,32,1989,31.6,4,0,0,39,19,0,10,85,37,1,0,0,258,34,28,54.8
ITA-Serie A,2122,Genoa,Mohamed Fares,ALG,"DF,FW",25,1996,6.5,2,0,0,10,6,0,24,8,2,0,0,0,43,9,14,39.1
ITA-Serie A,2122,Genoa,Morten Frendrup,DEN,"DF,MF",20,2001,7.7,1,0,0,10,4,0,8,17,24,0,0,0,70,12,10,54.5
ITA-Serie A,2122,Genoa,Nadiem Amiri,GER,"MF,FW",24,1996,7.6,0,0,0,7,19,1,20,0,4,0,0,0,40,3,7,30.0
ITA-Serie A,2122,Genoa,Nicolò Rovella,ITA,MF,19,2001,16.3,5,0,0,26,24,3,110,20,26,0,0,0,118,5,15,25.0
ITA-Serie A,2122,Genoa,Nikola Maksimović,SRB,DF,29,1991,12.4,2,0,0,10,8,0,3,12,6,0,1,0,73,33,21,61.1
ITA-Serie A,2122,Genoa,Pablo Galdames Millán,CHI,MF,24,1996,11.4,2,0,0,20,11,3,31,8,12,0,0,0,78,6,15,28.6
ITA-Serie A,2122,Genoa,Paolo Ghiglione,ITA,DF,24,1997,6.7,3,0,0,11,3,0,37,10,12,0,0,0,33,7,8,46.7
ITA-Serie A,2122,Genoa,Riccardo Calafiori,ITA,DF,19,2002,0.9,1,0,0,3,0,0,0,2,0,0,0,0,2,1,0,100.0
ITA-Serie A,2122,Genoa,Roberto Piccoli,ITA,FW,20,2001,2.4,0,0,0,3,0,1,1,1,1,0,0,0,8,12,17,41.4
ITA-Serie A,2122,Genoa,Salvatore Sirigu,ITA,GK,34,1987,37.0,0,0,0,0,3,0,0,0,1,0,0,1,28,5,0,100.0
ITA-Serie A,2122,Genoa,Silvan Hefti,SUI,DF,23,1997,14.3,1,0,0,13,7,0,33,20,30,0,1,0,117,6,15,28.6
ITA-Serie A,2122,Genoa,Stefano Sabelli,ITA,DF,28,1993,3.9,3,0,0,6,8,0,9,3,3,0,1,0,19,3,4,42.9
ITA-Serie A,2122,Genoa,Stefano Sturaro,ITA,MF,28,1993,19.6,12,0,0,53,37,4,37,15,26,0,0,0,96,50,50,50.0
ITA-Serie A,2122,Genoa,Valon Behrami,SUI,"MF,FW",36,1985,3.5,3,0,0,8,5,0,2,1,1,0,0,0,13,0,7,0.0
ITA-Serie A,2122,Genoa,Yayah Kallon,SLE,"FW,MF",20,2001,7.1,3,0,0,19,13,3,18,1,11,1,0,0,35,4,17,19.0
ITA-Serie A,2122,Genoa,Zinho Vanheusden,BEL,DF,22,1999,11.0,3,0,0,10,10,0,5,23,6,0,1,1,47,23,17,57.5
ITA-Serie A,2122,Hellas Verona,Adrien Tameze,CMR,"MF,DF",27,1994,28.6,4,0,0,33,34,2,31,52,29,0,0,0,233,61,55,52.6
ITA-Serie A,2122,Hellas Verona,Alessandro Berardi,ITA,GK,30,1991,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
ITA-Serie A,2122,Hellas Verona,Antonín Barák,CZE,"MF,FW",26,1994,26.0,4,0,0,27,17,3,13,6,8,1,0,0,156,41,68,37.6
ITA-Serie A,2122,Hellas Verona,Bosko Sutalo,CRO,DF,21,2000,10.2,0,0,0,12,9,1,10,17,13,0,0,0,81,20,26,43.5
ITA-Serie A,2122,Hellas Verona,Daniel Bessa,ITA,MF,28,1993,8.5,5,1,1,21,12,2,17,5,2,0,0,0,84,8,7,53.3
ITA-Serie A,2122,Hellas Verona,Darko Lazović,SRB,DF,30,1990,30.7,2,0,0,13,8,11,94,19,23,0,0,0,200,14,18,43.8
ITA-Serie A,2122,Hellas Verona,Davide Faraoni,ITA,DF,29,1991,28.6,8,1,1,27,34,5,82,23,40,0,1,0,193,45,50,47.4
ITA-Serie A,2122,Hellas Verona,Diego Coppola,ITA,DF,17,2003,2.8,0,0,0,2,1,0,0,4,4,0,0,0,18,11,4,73.3
ITA-Serie A,2122,Hellas Verona,Fabio Depaoli,ITA,DF,24,1997,7.8,3,0,0,20,10,4,32,8,7,0,0,0,39,9,12,42.9
ITA-Serie A,2122,Hellas Verona,Federico Ceccherini,ITA,DF,29,1992,26.2,12,1,1,56,25,3,5,50,16,0,0,0,175,62,49,55.9
ITA-Serie A,2122,Hellas Verona,Filippo Terracciano,ITA,DF,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
ITA-Serie A,2122,Hellas Verona,Giangiacomo Magnani,ITA,DF,25,1995,5.9,3,1,0,11,9,0,2,10,7,0,0,0,26,19,14,57.6
ITA-Serie A,2122,Hellas Verona,Gianluca Caprari,ITA,"MF,FW",28,1993,30.4,4,0,0,42,74,14,108,4,25,1,0,0,164,8,27,22.9
ITA-Serie A,2122,Hellas Verona,Gianluca Frabotta,ITA,"DF,MF",22,1999,0.2,0,0,0,2,0,0,3,1,0,0,0,0,2,1,2,33.3
ITA-Serie A,2122,Hellas Verona,Giovanni Simeone,ARG,FW,26,1995,29.5,8,0,0,56,58,34,26,6,15,1,0,0,81,60,108,35.7
ITA-Serie A,2122,Hellas Verona,Ivan Ilić,SRB,MF,20,2001,28.1,5,1,0,45,32,1,40,22,18,0,0,1,186,51,36,58.6
ITA-Serie A,2122,Hellas Verona,Ivor Pandur,CRO,GK,21,2000,3.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
ITA-Serie A,2122,Hellas Verona,Kevin Lasagna,ITA,"MF,FW",28,1992,13.2,1,0,0,19,10,12,10,3,7,1,0,0,45,31,49,38.8
ITA-Serie A,2122,Hellas Verona,Koray Günter,GER,DF,26,1994,26.8,10,0,0,42,16,1,0,69,18,0,2,1,197,90,54,62.5
ITA-Serie A,2122,Hellas Verona,Lorenzo Montipò,ITA,GK,25,1996,34.0,1,0,0,0,5,0,0,1,0,0,0,0,30,11,2,84.6
ITA-Serie A,2122,Hellas Verona,Martin Hongla,CMR,MF,23,1998,7.2,3,0,0,15,5,1,4,4,8,0,0,0,68,15,17,46.9
ITA-Serie A,2122,Hellas Verona,Mateusz Praszelik,POL,MF,20,2000,0.3,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,
ITA-Serie A,2122,Hellas Verona,Matteo Cancellieri,ITA,"MF,DF",19,2002,2.5,1,0,0,9,4,1,8,1,4,0,0,0,13,4,13,23.5
ITA-Serie A,2122,Hellas Verona,Mattia Zaccagni,ITA,MF,26,1995,2.0,0,0,0,1,7,0,10,4,1,1,0,0,8,4,2,66.7
ITA-Serie A,2122,Hellas Verona,Miguel Veloso,POR,MF,35,1986,14.9,7,1,1,18,6,0,74,11,15,0,0,0,125,26,22,54.2
ITA-Serie A,2122,Hellas Verona,Nicolò Casale,ITA,DF,23,1998,28.7,10,0,0,44,24,0,15,49,30,0,0,0,197,69,61,53.1
ITA-Serie A,2122,Hellas Verona,Nikola Kalinić,CRO,FW,33,1988,4.5,5,1,1,15,9,2,1,0,0,1,0,0,8,3,7,30.0
ITA-Serie A,2122,Hellas Verona,Panagiotis Retsos,GRE,DF,22,1998,0.6,0,0,0,1,1,0,1,2,0,0,0,0,3,0,0,
ITA-Serie A,2122,Hellas Verona,Paweł Dawidowicz,POL,DF,26,1995,13.3,3,0,0,26,14,0,6,21,18,0,1,0,70,22,25,46.8
ITA-Serie A,2122,Hellas Verona,Samuel Di Carmine,ITA,FW,32,1988,0.4,1,0,0,1,2,0,0,0,0,0,0,0,1,1,2,33.3
ITA-Serie A,2122,Hellas Verona,Yıldırım Mert Çetin,TUR,MF,24,1997,0.5,0,0,0,0,1,0,1,0,0,0,0,0,6,2,2,50.0
ITA-Serie A,2122,Inter,Aleksandar Kolarov,SRB,DF,35,1985,0.5,0,0,0,0,1,0,0,1,1,0,0,0,5,1,2,33.3
ITA-Serie A,2122,Inter,Alessandro Bastoni,ITA,DF,22,1999,25.7,4,0,0,30,28,0,29,35,25,0,1,0,152,43,26,62.3
ITA-Serie A,2122,Inter,Alexis Sánchez,CHI,FW,32,1988,9.8,0,0,0,10,21,8,35,2,8,0,0,0,36,10,16,38.5
ITA-Serie A,2122,Inter,Andrea Ranocchia,ITA,DF,33,1988,3.8,1,0,0,4,2,1,0,4,4,0,0,0,14,16,7,69.6
ITA-Serie A,2122,Inter,Arturo Vidal,CHI,MF,34,1987,8.2,3,0,0,17,10,1,4,7,10,0,0,0,68,10,14,41.7
ITA-Serie A,2122,Inter,Danilo D'Ambrosio,ITA,DF,32,1988,11.1,2,0,0,13,5,1,7,8,15,0,0,0,63,18,16,52.9
ITA-Serie A,2122,Inter,Denzel Dumfries,NED,DF,25,1996,22.5,3,0,0,32,37,4,36,9,12,2,1,0,89,43,32,57.3
ITA-Serie A,2122,Inter,Edin Džeko,BIH,FW,35,1986,27.4,2,0,0,27,39,5,35,4,8,2,0,0,81,84,74,53.2
ITA-Serie A,2122,Inter,Federico Dimarco,ITA,DF,23,1997,15.9,1,0,0,15,14,2,151,19,15,0,0,0,103,8,8,50.0
ITA-Serie A,2122,Inter,Felipe Caicedo,ECU,"FW,DF",32,1988,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2122,Inter,Hakan Çalhanoğlu,TUR,MF,27,1994,27.6,11,0,0,36,26,0,196,25,23,1,0,0,187,10,21,32.3
ITA-Serie A,2122,Inter,Ionuț Radu,ROU,GK,24,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
ITA-Serie A,2122,Inter,Ivan Perišić,CRO,DF,32,1989,31.3,4,0,0,29,6,13,150,47,22,0,0,0,167,55,32,63.2
ITA-Serie A,2122,Inter,Joaquín Correa,ARG,FW,26,1994,11.4,2,0,0,15,16,1,1,3,5,0,0,0,32,8,11,42.1
ITA-Serie A,2122,Inter,Lautaro Martínez,ARG,FW,23,1997,25.4,6,0,0,40,46,12,15,18,10,0,0,0,67,29,33,46.8
ITA-Serie A,2122,Inter,Marcelo Brozović,CRO,MF,28,1992,32.6,7,0,0,43,32,0,23,37,45,0,0,0,252,13,24,35.1
ITA-Serie A,2122,Inter,Martin Satriano,URU,"FW,MF",20,2001,0.4,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3,25.0
ITA-Serie A,2122,Inter,Matteo Darmian,ITA,DF,31,1989,16.7,4,0,0,23,18,0,37,19,16,1,0,0,54,18,5,78.3
ITA-Serie A,2122,Inter,Mattia Zanotti,ITA,DF,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2122,Inter,Matías Vecino,URU,MF,29,1991,4.2,2,0,0,9,3,0,5,4,5,0,0,0,20,17,12,58.6
ITA-Serie A,2122,Inter,Milan Škriniar,SVK,DF,26,1995,35.0,3,0,0,43,23,2,3,25,27,0,1,0,160,51,52,49.5
ITA-Serie A,2122,Inter,Nicolò Barella,ITA,MF,24,1997,32.4,9,0,0,30,52,4,66,21,42,1,0,0,190,22,24,47.8
ITA-Serie A,2122,Inter,Roberto Gagliardini,ITA,MF,27,1994,7.2,2,0,0,24,16,0,5,9,6,0,0,0,40,14,14,50.0
ITA-Serie A,2122,Inter,Robin Gosens,GER,DF,27,1994,1.9,1,0,0,1,2,2,7,3,1,0,0,0,13,4,1,80.0
ITA-Serie A,2122,Inter,Samir Handanović,SVN,GK,37,1984,37.0,1,0,0,0,4,0,0,0,0,0,0,0,36,4,0,100.0
ITA-Serie A,2122,Inter,Stefan de Vrij,NED,DF,29,1992,26.8,3,0,0,19,6,0,2,32,29,0,1,1,158,68,47,59.1
ITA-Serie A,2122,Inter,Stefano Sensi,ITA,"MF,FW",25,1995,1.9,0,0,0,4,5,1,2,0,3,0,0,0,14,2,2,50.0
ITA-Serie A,2122,Juventus,Aaron Ramsey,WAL,MF,30,1990,1.1,0,0,0,2,1,0,0,1,0,0,0,0,4,0,0,
ITA-Serie A,2122,Juventus,Adrien Rabiot,FRA,MF,26,1995,25.4,5,0,0,45,28,4,25,20,43,0,1,0,150,49,30,62.0
ITA-Serie A,2122,Juventus,Alex Sandro,BRA,DF,30,1991,19.8,3,0,0,31,34,1,35,27,16,1,0,1,113,31,20,60.8
ITA-Serie A,2122,Juventus,Arthur Melo,BRA,MF,24,1996,10.7,3,0,0,20,31,0,1,7,12,0,0,0,92,4,6,40.0
ITA-Serie A,2122,Juventus,Carlo Pinsoglio,ITA,GK,31,1990,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2122,Juventus,Cristiano Ronaldo,POR,FW,36,1985,0.3,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,
ITA-Serie A,2122,Juventus,Daniele Rugani,ITA,DF,27,1994,9.8,2,0,0,11,1,0,0,11,5,0,0,0,43,16,14,53.3
ITA-Serie A,2122,Juventus,Danilo,BRA,"DF,MF",30,1991,21.0,6,0,0,19,11,0,13,32,26,0,0,0,121,37,24,60.7
ITA-Serie A,2122,Juventus,Dejan Kulusevski,SWE,"FW,MF",21,2000,8.6,1,0,0,29,10,3,8,5,12,0,0,0,48,9,12,42.9
ITA-Serie A,2122,Juventus,Denis Zakaria,SUI,MF,24,1996,6.6,1,0,0,11,4,0,5,11,7,0,0,0,27,2,8,20.0
ITA-Serie A,2122,Juventus,Dušan Vlahović,SRB,FW,21,2000,12.0,2,0,0,8,20,12,8,0,0,0,0,0,26,19,21,47.5
ITA-Serie A,2122,Juventus,Fabio Miretti,ITA,MF,17,2003,3.6,0,0,0,4,4,0,6,2,2,0,0,0,18,3,5,37.5
ITA-Serie A,2122,Juventus,Federico Bernardeschi,ITA,"MF,FW",27,1994,16.4,5,0,0,16,27,4,51,5,10,0,0,0,82,7,17,29.2
ITA-Serie A,2122,Juventus,Federico Chiesa,ITA,"MF,FW",23,1997,9.6,0,0,0,9,16,1,32,4,19,1,0,0,47,0,8,0.0
ITA-Serie A,2122,Juventus,Giorgio Chiellini,ITA,DF,36,1984,15.0,2,0,0,15,22,2,1,22,13,0,0,0,78,37,21,63.8
ITA-Serie A,2122,Juventus,Juan Cuadrado,COL,"DF,MF",33,1988,27.6,9,0,0,19,52,1,134,29,23,0,0,0,162,20,14,58.8
ITA-Serie A,2122,Juventus,Kaio Jorge,BRA,"MF,FW",19,2002,1.3,0,0,0,4,5,2,1,0,1,0,0,0,10,0,4,0.0
ITA-Serie A,2122,Juventus,Leonardo Bonucci,ITA,DF,34,1987,22.3,1,0,0,17,8,1,3,26,5,0,1,0,95,44,35,55.7
ITA-Serie A,2122,Juventus,Luca Pellegrini,ITA,DF,22,1999,12.3,6,0,0,23,21,0,54,5,10,0,0,0,73,9,8,52.9
ITA-Serie A,2122,Juventus,Manuel Locatelli,ITA,MF,23,1998,24.0,6,0,0,42,25,2,8,22,25,0,0,0,167,31,22,58.5
ITA-Serie A,2122,Juventus,Marley Aké,FRA,"FW,MF",20,2001,0.9,1,0,0,6,2,0,1,1,0,0,0,0,3,1,0,100.0
ITA-Serie A,2122,Juventus,Martin Palumbo,NOR,FW,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
ITA-Serie A,2122,Juventus,Matthijs de Ligt,NED,DF,21,1999,29.7,4,1,1,32,15,2,4,26,19,0,1,0,129,89,52,63.1
ITA-Serie A,2122,Juventus,Mattia De Sciglio,ITA,DF,28,1992,13.0,2,1,0,15,7,0,52,10,12,0,1,0,75,16,8,66.7
ITA-Serie A,2122,Juventus,Mattia Perin,ITA,GK,28,1992,4.5,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,
ITA-Serie A,2122,Juventus,Matìas Soulé,ARG,FW,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
ITA-Serie A,2122,Juventus,Moise Kean,ITA,FW,21,2000,12.2,5,0,0,20,16,12,6,3,4,1,0,0,44,22,15,59.5
ITA-Serie A,2122,Juventus,Paulo Dybala,ARG,"FW,MF",27,1993,22.9,3,0,0,16,48,6,66,9,13,0,0,0,103,10,19,34.5
ITA-Serie A,2122,Juventus,Rodrigo Bentancur,URU,MF,24,1997,12.8,1,0,0,25,8,0,4,26,18,0,0,0,86,20,20,50.0
ITA-Serie A,2122,Juventus,Weston McKennie,USA,MF,22,1998,15.2,1,0,0,19,4,0,12,23,11,0,0,0,84,29,24,54.7
ITA-Serie A,2122,Juventus,Wojciech Szczęsny,POL,GK,31,1990,33.0,2,0,0,2,4,0,0,0,1,0,2,0,29,9,0,100.0
ITA-Serie A,2122,Juventus,Álvaro Morata,ESP,FW,28,1992,25.6,5,0,0,48,77,20,20,5,9,2,1,0,88,36,33,52.2
ITA-Serie A,2122,Lazio,Adam Marušić,MNE,DF,28,1992,30.2,6,1,1,26,13,0,29,41,18,0,0,0,155,33,22,60.0
ITA-Serie A,2122,Lazio,Anderson Lima,BRA,MF,21,1999,0.7,1,0,0,2,4,0,1,2,0,0,0,0,3,0,0,
ITA-Serie A,2122,Lazio,Ciro Immobile,ITA,FW,31,1990,30.1,4,0,0,36,39,13,13,3,5,1,1,0,55,22,46,32.4
ITA-Serie A,2122,Lazio,Danilo Cataldi,ITA,MF,26,1994,19.0,8,0,0,18,19,0,66,17,17,0,1,0,165,6,7,46.2
ITA-Serie A,2122,Lazio,Denis Vavro,SVK,DF,25,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2122,Lazio,Dimitrije Kamenović,SRB,DF,21,2000,0.5,0,0,0,1,1,0,0,2,1,0,0,0,2,2,1,66.7
ITA-Serie A,2122,Lazio,Elseid Hysaj,ALB,DF,27,1994,22.5,3,0,0,16,18,2,26,24,30,0,1,0,124,17,24,41.5
ITA-Serie A,2122,Lazio,Felipe Anderson,BRA,FW,28,1993,32.1,2,0,0,43,37,7,86,20,45,0,0,0,150,11,20,35.5
ITA-Serie A,2122,Lazio,Francesco Acerbi,ITA,DF,33,1988,28.2,2,1,0,18,16,4,3,34,12,1,0,0,162,69,43,61.6
ITA-Serie A,2122,Lazio,Gonzalo Escalante,ARG,MF,28,1993,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
ITA-Serie A,2122,Lazio,Jean-Daniel Akpa-Akpro,CIV,MF,28,1992,3.5,1,0,0,13,8,0,0,2,10,0,1,0,13,4,4,50.0
ITA-Serie A,2122,Lazio,Jovane Cabral,CPV,FW,23,1998,2.1,0,0,0,5,3,0,2,1,1,0,0,0,6,1,4,20.0
ITA-Serie A,2122,Lazio,Lucas Leiva,BRA,MF,34,1987,18.9,9,0,0,37,17,0,4,28,30,0,0,0,122,24,16,60.0
ITA-Serie A,2122,Lazio,Luis Alberto,ESP,MF,28,1992,26.1,5,0,0,13,26,1,143,13,17,0,0,0,136,6,12,33.3
ITA-Serie A,2122,Lazio,Luiz Felipe,ITA,DF,24,1997,27.7,9,1,0,28,16,0,2,33,23,1,0,0,133,43,42,50.6
ITA-Serie A,2122,Lazio,Luka Romero,ARG,FW,16,2004,0.9,0,0,0,2,3,0,1,1,1,0,0,0,4,0,1,0.0
ITA-Serie A,2122,Lazio,Manuel Lazzari,ITA,DF,27,1993,18.5,3,0,0,18,44,4,56,12,14,0,0,0,85,4,20,16.7
ITA-Serie A,2122,Lazio,Mattia Zaccagni,ITA,FW,26,1995,20.8,6,0,0,29,74,2,41,20,16,1,0,0,86,12,19,38.7
ITA-Serie A,2122,Lazio,Patric,ESP,DF,28,1993,18.3,7,1,1,24,7,0,1,12,15,0,0,1,97,17,32,34.7
ITA-Serie A,2122,Lazio,Pedro,ESP,FW,34,1987,22.6,5,0,0,31,39,6,31,6,23,1,0,0,117,3,12,20.0
ITA-Serie A,2122,Lazio,Pepe Reina,ESP,GK,38,1982,15.0,3,0,0,1,1,0,0,0,0,0,1,0,7,5,0,100.0
ITA-Serie A,2122,Lazio,Raúl Moro,ESP,FW,18,2002,2.2,0,0,0,0,0,0,2,0,3,0,0,0,6,0,0,
ITA-Serie A,2122,Lazio,Sergej Milinković-Savić,SRB,MF,26,1995,34.4,6,1,1,56,45,4,45,34,44,0,0,0,200,100,69,59.2
ITA-Serie A,2122,Lazio,Thomas Strakosha,ALB,GK,26,1995,23.0,2,0,0,2,0,0,0,0,0,0,1,0,27,6,0,100.0
ITA-Serie A,2122,Lazio,Toma Bašić,CRO,MF,24,1996,10.9,3,0,0,13,6,0,15,4,8,0,0,0,41,8,10,44.4
ITA-Serie A,2122,Lazio,Vedat Muriqi,KVX,FW,27,1994,2.4,1,0,0,5,9,1,0,0,0,1,0,0,6,11,14,44.0
ITA-Serie A,2122,Lazio,Ștefan Radu,ROU,DF,34,1986,6.2,2,0,0,4,5,0,7,5,6,0,0,0,38,7,9,43.8
ITA-Serie A,2122,Milan,Alessandro Florenzi,ITA,"DF,FW",30,1991,12.8,2,0,0,10,8,3,56,27,14,0,0,0,79,9,9,50.0
ITA-Serie A,2122,Milan,Alessio Romagnoli,ITA,DF,26,1995,15.7,4,1,0,17,13,3,1,19,14,0,1,0,79,46,19,70.8
ITA-Serie A,2122,Milan,Alexis Saelemaekers,BEL,FW,22,1999,20.7,2,0,0,29,37,1,63,15,22,0,0,0,120,9,14,39.1
ITA-Serie A,2122,Milan,Andrea Conti,ITA,DF,27,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
ITA-Serie A,2122,Milan,Ante Rebić,CRO,FW,27,1993,9.9,2,0,0,18,9,8,28,3,8,0,0,0,25,13,22,37.1
ITA-Serie A,2122,Milan,Brahim Díaz,MAR,MF,21,1999,20.6,4,0,0,22,33,4,11,8,17,0,0,0,108,4,40,9.1
ITA-Serie A,2122,Milan,Ciprian Tătărușanu,ROU,GK,35,1986,6.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,
ITA-Serie A,2122,Milan,Daniel Maldini,ITA,MF,19,2001,1.6,1,0,0,4,1,1,1,1,3,0,0,0,5,3,5,37.5
ITA-Serie A,2122,Milan,Davide Calabria,ITA,DF,24,1996,23.5,2,0,0,15,28,1,53,23,37,0,0,0,140,10,27,27.0
ITA-Serie A,2122,Milan,Fikayo Tomori,ENG,DF,23,1997,30.2,4,0,0,19,11,0,3,45,44,0,0,0,183,51,48,51.5
ITA-Serie A,2122,Milan,Fodé Ballo-Touré,SEN,DF,24,1997,5.0,2,0,0,12,10,1,18,3,14,0,1,0,35,5,9,35.7
ITA-Serie A,2122,Milan,Franck Kessié,CIV,MF,24,1996,25.6,2,0,0,36,31,1,12,23,23,1,1,0,176,30,29,50.8
ITA-Serie A,2122,Milan,Ismaël Bennacer,ALG,MF,23,1997,16.9,7,0,0,25,44,0,24,25,30,0,0,0,153,15,18,45.5
ITA-Serie A,2122,Milan,Junior Messias,BRA,"FW,MF",30,1991,15.9,2,0,0,21,24,3,52,17,18,0,1,0,88,28,33,45.9
ITA-Serie A,2122,Milan,Luca Stanga,ITA,DF,19,2002,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2122,Milan,Matteo Gabbia,ITA,DF,21,1999,6.0,3,0,0,7,2,0,0,8,3,0,0,0,25,13,8,61.9
ITA-Serie A,2122,Milan,Mike Maignan,FRA,GK,26,1995,32.0,1,0,0,0,8,0,0,1,1,0,0,0,51,6,2,75.0
ITA-Serie A,2122,Milan,Olivier Giroud,FRA,FW,34,1986,21.0,4,0,0,31,22,11,4,3,11,0,0,0,42,92,51,64.3
ITA-Serie A,2122,Milan,Pierre Kalulu,FRA,DF,21,2000,21.6,4,0,0,16,6,2,22,26,36,0,0,0,150,22,41,34.9
ITA-Serie A,2122,Milan,Pietro Pellegri,ITA,FW,20,2001,1.5,0,0,0,7,2,2,0,0,2,0,0,0,4,3,1,75.0
ITA-Serie A,2122,Milan,Rade Krunić,BIH,"MF,FW",27,1993,15.7,2,0,0,21,29,1,11,16,18,0,0,0,86,24,27,47.1
ITA-Serie A,2122,Milan,Rafael Leão,POR,FW,22,1999,28.9,4,0,0,25,45,8,63,12,7,2,0,0,99,28,37,43.1
ITA-Serie A,2122,Milan,Samu Castillejo,ESP,"FW,MF",26,1995,1.4,1,0,0,2,2,0,8,2,2,1,0,0,5,2,2,50.0
ITA-Serie A,2122,Milan,Sandro Tonali,ITA,MF,21,2000,28.9,9,0,0,45,50,3,108,34,37,0,0,0,189,10,14,41.7
ITA-Serie A,2122,Milan,Simon Kjær,DEN,DF,32,1989,8.9,2,0,0,20,5,0,1,9,12,0,0,1,46,13,14,48.1
ITA-Serie A,2122,Milan,Theo Hernández,FRA,DF,23,1997,30.1,7,2,1,34,74,8,126,23,35,0,0,0,219,25,14,64.1
ITA-Serie A,2122,Milan,Tiemoué Bakayoko,FRA,MF,26,1994,5.6,3,0,0,12,10,0,1,9,13,0,1,0,33,16,8,66.7
ITA-Serie A,2122,Milan,Zlatan Ibrahimović,SWE,FW,39,1981,11.3,2,0,0,16,9,19,6,3,0,1,0,1,18,44,25,63.8
ITA-Serie A,2122,Napoli,Adam Ounas,ALG,"MF,FW",24,1996,3.6,1,0,0,9,10,0,16,2,1,0,0,0,23,1,3,25.0
ITA-Serie A,2122,Napoli,Alessandro Zanoli,ITA,DF,20,2000,5.1,2,0,0,9,2,0,4,4,7,0,0,0,23,4,3,57.1
ITA-Serie A,2122,Napoli,Alex Meret,ITA,GK,24,1997,6.9,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,
ITA-Serie A,2122,Napoli,Amir Rrahmani,KVX,DF,27,1994,32.5,5,0,0,23,23,0,0,19,11,0,0,0,174,78,50,60.9
ITA-Serie A,2122,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,25,1995,21.4,5,0,0,38,28,0,9,24,26,0,0,0,139,29,21,58.0
ITA-Serie A,2122,Napoli,Andrea Petagna,ITA,FW,26,1995,6.5,1,0,0,15,14,2,3,0,3,0,0,0,15,17,20,45.9
ITA-Serie A,2122,Napoli,Axel Tuanzebe,COD,DF,23,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
ITA-Serie A,2122,Napoli,David Ospina,COL,GK,32,1988,31.0,1,0,0,0,10,0,0,1,0,0,0,0,48,9,2,81.8
ITA-Serie A,2122,Napoli,Davide Marfella,ITA,GK,21,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2122,Napoli,Diego Demme,GER,MF,29,1991,7.7,4,0,0,28,8,0,7,9,12,0,0,0,52,4,5,44.4
ITA-Serie A,2122,Napoli,Dries Mertens,BEL,"FW,MF",34,1987,15.4,2,0,0,26,22,5,22,9,7,2,0,0,51,3,8,27.3
