league,season,team,player,nationality,position,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
ITA-Serie A,2324,Juventus,Fabio Miretti,ITA,MF,19,2003,12.3,3,0,0,22,29,1,32,7,14,0,0,0,73,3,12,20.0
ITA-Serie A,2324,Juventus,Federico Chiesa,ITA,FW,25,1997,24.4,1,0,0,13,40,7,117,6,10,1,0,0,62,0,9,0.0
ITA-Serie A,2324,Juventus,Federico Gatti,ITA,DF,25,1998,29.3,7,0,0,39,15,0,19,19,19,1,0,2,116,50,31,61.7
ITA-Serie A,2324,Juventus,Filip Kostić,SRB,DF,30,1992,20.2,2,0,0,19,18,7,168,9,23,0,0,0,73,11,17,39.3
ITA-Serie A,2324,Juventus,Gleison Bremer,BRA,DF,26,1997,35.9,9,0,0,60,17,2,1,40,42,0,1,0,196,102,56,64.6
ITA-Serie A,2324,Juventus,Hans Nicolussi Caviglia,ITA,MF,23,2000,3.0,1,0,0,1,10,0,18,0,2,0,0,0,18,2,2,50.0
ITA-Serie A,2324,Juventus,Joseph Nonge,BEL,MF,18,2005,0.3,1,0,0,3,1,0,0,0,0,0,1,0,1,1,0,100.0
ITA-Serie A,2324,Juventus,Kenan Yıldız,TUR,"FW,MF",18,2005,10.6,3,0,0,12,22,1,17,1,9,0,0,0,40,16,23,41.0
ITA-Serie A,2324,Juventus,Leonardo Cerri,ITA,DF,20,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2324,Juventus,Manuel Locatelli,ITA,MF,25,1998,33.4,6,0,0,41,24,2,10,25,43,0,0,0,171,26,15,63.4
ITA-Serie A,2324,Juventus,Mattia De Sciglio,ITA,DF,30,1992,0.5,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,
ITA-Serie A,2324,Juventus,Mattia Perin,ITA,GK,30,1992,2.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
ITA-Serie A,2324,Juventus,Moise Kean,ITA,FW,23,2000,7.3,2,0,0,13,13,7,1,2,4,0,0,0,18,10,6,62.5
ITA-Serie A,2324,Juventus,Nicolò Fagioli,ITA,MF,22,2001,4.9,1,0,0,3,5,1,19,4,3,0,0,0,23,1,0,100.0
ITA-Serie A,2324,Juventus,Nikola Sekulov,ITA,FW,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
ITA-Serie A,2324,Juventus,Paul Pogba,FRA,MF,30,1993,0.6,0,0,0,3,1,0,1,1,1,0,0,0,4,1,0,100.0
ITA-Serie A,2324,Juventus,Samuel Iling-Junior,ENG,"DF,MF",19,2003,9.0,1,0,0,15,5,1,46,6,13,0,0,0,40,9,3,75.0
ITA-Serie A,2324,Juventus,Tiago Djaló,POR,DF,23,2000,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0
ITA-Serie A,2324,Juventus,Timothy Weah,USA,"DF,FW",23,2000,14.0,5,0,0,15,8,2,38,5,20,0,0,0,58,10,13,43.5
ITA-Serie A,2324,Juventus,Weston McKennie,USA,"MF,DF",24,1998,28.8,6,0,0,23,12,6,59,18,29,0,0,0,115,37,34,52.1
ITA-Serie A,2324,Juventus,Wojciech Szczęsny,POL,GK,33,1990,35.0,1,0,0,1,2,0,0,1,0,0,1,0,38,3,1,75.0
ITA-Serie A,2324,Lazio,Adam Marušić,MNE,DF,30,1992,34.4,3,1,0,24,10,4,44,29,31,0,1,0,154,32,33,49.2
ITA-Serie A,2324,Lazio,Alessio Romagnoli,ITA,DF,28,1995,26.8,9,0,0,34,19,1,1,29,18,0,0,0,120,76,54,58.5
ITA-Serie A,2324,Lazio,Christos Mandas,GRE,GK,21,2001,8.0,0,0,0,0,1,0,0,1,0,0,0,0,10,2,0,100.0
ITA-Serie A,2324,Lazio,Ciro Immobile,ITA,FW,33,1990,18.4,8,0,0,22,31,14,7,5,9,2,0,0,34,14,28,33.3
ITA-Serie A,2324,Lazio,Daichi Kamada,JPN,MF,26,1996,17.2,3,0,0,39,13,2,11,18,36,0,0,0,75,3,16,15.8
ITA-Serie A,2324,Lazio,Danilo Cataldi,ITA,MF,28,1994,15.1,8,0,0,17,8,0,31,17,12,0,0,0,105,6,4,60.0
ITA-Serie A,2324,Lazio,Elseid Hysaj,ALB,DF,29,1994,13.3,2,0,0,14,9,3,18,17,14,0,0,0,72,14,13,51.9
ITA-Serie A,2324,Lazio,Felipe Anderson,BRA,"FW,MF",30,1993,30.8,3,0,0,30,36,4,57,27,45,0,0,0,139,15,16,48.4
ITA-Serie A,2324,Lazio,Gustav Isaksen,DEN,FW,22,2001,11.9,3,0,0,17,24,3,29,4,3,0,0,0,41,4,7,36.4
ITA-Serie A,2324,Lazio,Ivan Provedel,ITA,GK,29,1994,30.0,0,0,0,0,7,0,0,0,0,0,0,0,36,3,0,100.0
ITA-Serie A,2324,Lazio,Luca Pellegrini,ITA,DF,24,1999,8.7,7,1,1,19,13,0,28,9,13,0,0,0,50,13,7,65.0
ITA-Serie A,2324,Lazio,Luis Alberto,ESP,MF,30,1992,25.7,7,0,0,16,23,6,150,7,20,0,0,0,140,10,19,34.5
ITA-Serie A,2324,Lazio,Manuel Lazzari,ITA,DF,29,1993,18.6,4,1,0,16,20,1,56,12,18,0,0,0,72,5,16,23.8
ITA-Serie A,2324,Lazio,Mario Gila,ESP,DF,22,2000,20.1,4,1,1,21,23,1,8,20,14,0,0,0,109,29,43,40.3
ITA-Serie A,2324,Lazio,Mattia Zaccagni,ITA,"FW,MF",28,1995,21.7,8,0,0,29,79,7,71,21,16,1,0,0,77,11,12,47.8
ITA-Serie A,2324,Lazio,Mattéo Guendouzi,FRA,MF,24,1999,26.3,3,1,0,26,34,0,42,21,15,0,1,0,120,12,25,32.4
ITA-Serie A,2324,Lazio,Matías Vecino,URU,MF,31,1991,12.8,8,0,0,32,7,2,5,12,17,0,0,0,66,34,36,48.6
ITA-Serie A,2324,Lazio,Nicolò Casale,ITA,DF,25,1998,17.3,5,0,0,24,6,0,0,12,9,0,1,0,74,23,24,48.9
ITA-Serie A,2324,Lazio,Nicolò Rovella,ITA,MF,21,2001,14.6,6,0,0,38,16,0,20,23,28,0,0,0,99,11,9,55.0
ITA-Serie A,2324,Lazio,Patric,ESP,DF,30,1993,17.9,4,0,0,8,6,0,11,6,8,0,0,0,71,9,17,34.6
ITA-Serie A,2324,Lazio,Pedro,ESP,"FW,MF",36,1987,9.1,4,0,0,13,19,4,20,3,12,0,0,0,49,2,10,16.7
ITA-Serie A,2324,Lazio,Valentín Castellanos,ARG,FW,24,1998,18.7,2,0,0,34,31,20,15,2,10,0,0,0,51,71,64,52.6
ITA-Serie A,2324,Lecce,Ahmed Touba,ALG,DF,25,1998,3.1,1,0,0,6,1,0,0,7,4,0,0,0,16,5,6,45.5
ITA-Serie A,2324,Lecce,Alexis Blin,FRA,MF,26,1996,18.2,4,0,0,25,22,0,11,22,19,0,1,0,111,28,48,36.8
ITA-Serie A,2324,Lecce,Antonino Gallo,ITA,DF,23,2000,27.7,2,0,0,9,17,3,138,25,27,0,0,0,161,25,33,43.1
ITA-Serie A,2324,Lecce,Federico Baschirotto,ITA,DF,26,1996,36.6,3,1,0,30,4,0,3,23,12,0,2,0,153,93,70,57.1
ITA-Serie A,2324,Lecce,Federico Di Francesco,ITA,"FW,MF",29,1994,0.2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,
ITA-Serie A,2324,Lecce,Gabriel Strefezza,BRA,FW,26,1997,12.4,4,0,0,20,37,3,42,7,17,0,0,0,51,4,14,22.2
ITA-Serie A,2324,Lecce,Hamza Rafia,TUN,MF,24,1999,13.4,4,0,0,31,34,2,38,11,31,0,0,1,70,9,20,31.0
ITA-Serie A,2324,Lecce,Jeppe Corfitzen,DEN,FW,18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
ITA-Serie A,2324,Lecce,Joan Gonzàlez,ESP,MF,21,2002,14.3,6,0,0,15,33,1,10,5,18,0,0,0,81,25,36,41.0
ITA-Serie A,2324,Lecce,Lameck Banda,ZAM,FW,22,2001,15.0,5,1,0,32,30,9,51,3,23,0,0,0,82,9,16,36.0
ITA-Serie A,2324,Lecce,Lorenzo Venuti,ITA,DF,28,1995,4.0,1,0,0,5,1,0,10,5,4,0,1,0,21,2,3,40.0
ITA-Serie A,2324,Lecce,Marcin Listkowski,POL,FW,25,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2324,Lecce,Marin Pongračić,CRO,DF,25,1997,35.8,10,1,1,57,22,0,1,51,30,0,0,0,183,59,38,60.8
ITA-Serie A,2324,Lecce,Medon Berisha,ALB,"FW,MF",19,2003,2.3,0,0,0,7,5,0,3,1,1,0,0,0,10,1,0,100.0
ITA-Serie A,2324,Lecce,Mohamed Kaba,FRA,MF,21,2001,15.3,4,1,1,26,21,0,7,12,23,0,0,0,84,21,18,53.8
ITA-Serie A,2324,Lecce,Nicola Sansone,ITA,"FW,MF",31,1991,8.5,4,0,0,16,12,0,28,4,6,0,0,0,37,9,13,40.9
ITA-Serie A,2324,Lecce,Nikola Krstović,MNE,FW,23,2000,26.4,4,1,0,45,54,14,4,4,6,1,0,0,69,63,82,43.4
ITA-Serie A,2324,Lecce,Patrick Dorgu,DEN,"DF,MF",18,2004,17.4,6,0,0,25,44,2,41,9,22,0,0,0,78,27,25,51.9
ITA-Serie A,2324,Lecce,Pontus Almqvist,SWE,"FW,MF",24,1999,23.4,5,0,0,29,35,1,21,14,29,2,0,0,69,14,22,38.9
ITA-Serie A,2324,Lecce,Rareș-Cătălin Burnete,ROU,FW,19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2324,Lecce,Remi Oudin,FRA,"MF,FW",26,1996,20.2,3,0,0,16,11,3,156,20,14,0,0,0,96,12,12,50.0
ITA-Serie A,2324,Lecce,Roberto Piccoli,ITA,FW,22,2001,15.3,5,0,0,28,13,15,6,4,6,0,0,0,38,53,84,38.7
ITA-Serie A,2324,Lecce,Santiago Pierotti,ARG,"MF,FW",22,2001,2.2,0,0,0,13,3,0,4,1,8,0,0,0,8,2,9,18.2
ITA-Serie A,2324,Lecce,Valentin Gendrey,FRA,DF,23,2000,33.8,5,0,0,27,40,3,61,35,33,0,1,0,104,53,39,57.6
ITA-Serie A,2324,Lecce,Wladimiro Falcone,ITA,GK,28,1995,38.0,0,0,0,0,5,0,0,1,0,1,0,0,30,5,0,100.0
ITA-Serie A,2324,Lecce,Ylber Ramadani,ALB,MF,27,1996,33.0,13,0,0,42,37,0,14,44,41,0,1,0,225,29,27,51.8
ITA-Serie A,2324,Milan,Alessandro Florenzi,ITA,DF,32,1991,19.2,5,0,0,11,9,2,122,20,21,0,0,0,97,7,17,29.2
ITA-Serie A,2324,Milan,Antonio Mirante,ITA,GK,40,1983,2.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0
ITA-Serie A,2324,Milan,Chaka Traorè,CIV,FW,18,2004,0.2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0
ITA-Serie A,2324,Milan,Christian Pulisic,USA,"FW,MF",24,1998,28.9,2,0,0,19,45,4,101,10,26,1,0,0,100,16,26,38.1
ITA-Serie A,2324,Milan,Davide Bartesaghi,ITA,"DF,MF",17,2005,0.9,0,0,0,1,1,0,0,0,0,0,0,0,2,3,0,100.0
ITA-Serie A,2324,Milan,Davide Calabria,ITA,DF,26,1996,24.3,5,2,1,25,19,0,36,24,38,0,1,0,90,12,27,30.8
ITA-Serie A,2324,Milan,Fikayo Tomori,ENG,DF,25,1997,23.6,8,1,1,26,9,1,3,26,24,0,1,0,105,29,26,52.7
ITA-Serie A,2324,Milan,Filippo Terracciano,ITA,"DF,FW",20,2003,0.8,1,0,0,3,1,0,0,0,2,0,1,0,6,0,0,
ITA-Serie A,2324,Milan,Francesco Camarda,ITA,FW,15,2008,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0
ITA-Serie A,2324,Milan,Ismaël Bennacer,ALG,MF,25,1997,12.8,2,0,0,18,26,1,32,12,19,0,0,0,78,13,19,40.6
ITA-Serie A,2324,Milan,Jan-Carlo Simic,SRB,DF,18,2005,1.6,0,0,0,2,0,0,0,0,1,0,0,0,4,2,2,50.0
ITA-Serie A,2324,Milan,Kevin Zeroli,ITA,MF,18,2005,0.3,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,50.0
ITA-Serie A,2324,Milan,Lapo Nava,ITA,GK,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2324,Milan,Luka Jović,SRB,FW,25,1997,9.7,2,1,0,8,12,2,1,1,4,0,0,0,20,17,15,53.1
ITA-Serie A,2324,Milan,Luka Romero,ARG,"FW,MF",18,2004,1.0,1,0,0,3,2,0,2,0,0,0,0,0,5,1,1,50.0
ITA-Serie A,2324,Milan,Malick Thiaw,GER,DF,21,2001,18.0,5,1,0,31,7,0,0,13,17,0,1,1,76,37,21,63.8
ITA-Serie A,2324,Milan,Marco Pellegrino,ARG,DF,21,2002,0.8,0,0,0,0,0,0,0,1,1,0,0,0,5,1,1,50.0
ITA-Serie A,2324,Milan,Marco Sportiello,ITA,GK,31,1992,7.0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,
ITA-Serie A,2324,Milan,Matteo Gabbia,ITA,DF,23,1999,14.2,5,0,0,27,8,0,0,10,20,0,0,0,62,35,18,66.0
ITA-Serie A,2324,Milan,Mattia Caldara,ITA,DF,29,1994,0.4,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,100.0
ITA-Serie A,2324,Milan,Mike Maignan,FRA,GK,28,1995,29.0,1,1,0,1,5,0,0,1,0,0,0,0,38,7,1,87.5
ITA-Serie A,2324,Milan,Noah Okafor,SUI,"FW,MF",23,2000,9.9,1,0,0,12,9,2,22,0,4,0,0,0,27,7,13,35.0
ITA-Serie A,2324,Milan,Olivier Giroud,FRA,FW,36,1986,26.3,1,1,0,31,24,14,3,6,11,0,1,0,29,59,57,50.9
ITA-Serie A,2324,Milan,Pierre Kalulu,FRA,DF,23,2000,4.2,0,0,0,1,3,0,5,1,1,0,0,0,15,3,8,27.3
ITA-Serie A,2324,Milan,Rade Krunić,BIH,MF,29,1993,7.6,3,0,0,10,11,0,4,11,8,0,0,0,41,11,6,64.7
ITA-Serie A,2324,Milan,Rafael Leão,POR,FW,24,1999,27.9,5,0,0,27,52,17,108,9,10,2,1,0,78,24,17,58.5
ITA-Serie A,2324,Milan,Ruben Loftus-Cheek,ENG,MF,27,1996,23.0,5,0,0,39,45,1,13,9,18,1,0,0,91,43,31,58.1
ITA-Serie A,2324,Milan,Samuel Chukwueze,NGA,FW,24,1999,11.3,1,0,0,7,12,7,20,6,7,0,0,0,59,9,17,34.6
ITA-Serie A,2324,Milan,Simon Kjær,DEN,DF,34,1989,13.0,1,0,0,9,2,0,1,14,15,1,0,0,59,23,17,57.5
ITA-Serie A,2324,Milan,Theo Hernández,FRA,DF,25,1997,31.0,11,1,0,38,50,2,68,23,17,1,1,0,172,29,18,61.7
ITA-Serie A,2324,Milan,Tijjani Reijnders,NED,MF,25,1998,31.3,8,0,0,21,20,1,39,18,25,0,0,0,136,8,18,30.8
ITA-Serie A,2324,Milan,Tommaso Pobega,ITA,MF,24,1999,3.5,0,0,0,8,7,0,0,6,9,0,0,0,24,2,2,50.0
ITA-Serie A,2324,Milan,Yacine Adli,FRA,MF,23,2000,15.6,3,0,0,26,9,1,50,20,17,0,1,0,94,15,10,60.0
ITA-Serie A,2324,Milan,Yunus Musah,USA,"MF,FW",20,2002,16.4,5,0,0,22,21,2,28,10,14,0,0,0,74,14,18,43.8
ITA-Serie A,2324,Milan,Álex Jiménez,ESP,DF,18,2005,0.8,1,0,0,2,1,0,1,0,1,0,0,0,2,0,0,
ITA-Serie A,2324,Monza,Alessandro Sorrentino,ITA,GK,21,2002,6.1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,
ITA-Serie A,2324,Monza,Alessio Zerbin,ITA,"DF,FW",24,1999,7.6,2,1,1,18,13,0,31,3,10,0,0,0,40,2,10,16.7
ITA-Serie A,2324,Monza,Andrea Carboni,ITA,DF,22,2001,16.5,1,0,0,12,5,1,21,17,22,0,0,0,56,21,17,55.3
ITA-Serie A,2324,Monza,Andrea Colpani,ITA,"MF,FW",24,1999,29.5,1,0,0,23,44,2,111,14,15,0,0,0,86,9,25,26.5
ITA-Serie A,2324,Monza,Andrea Ferraris,ITA,MF,20,2003,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
ITA-Serie A,2324,Monza,Armando Izzo,ITA,DF,31,1992,18.3,9,0,0,32,26,1,3,27,17,0,0,0,81,19,20,48.7
ITA-Serie A,2324,Monza,Daniel Maldini,ITA,"MF,FW",21,2001,3.7,0,0,0,3,5,2,9,2,2,0,0,0,11,1,5,16.7
ITA-Serie A,2324,Monza,Danilo D'Ambrosio,ITA,DF,34,1988,17.1,5,1,1,18,13,1,7,14,34,0,1,0,77,27,20,57.4
ITA-Serie A,2324,Monza,Dany Mota,POR,"FW,MF",25,1998,22.8,3,0,0,22,28,6,89,2,7,2,0,0,72,40,48,45.5
ITA-Serie A,2324,Monza,Davide Bettella,ITA,MF,23,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2324,Monza,Gianluca Caprari,ITA,"MF,FW",30,1993,3.2,0,0,0,3,5,2,8,2,1,0,0,0,11,0,5,0.0
ITA-Serie A,2324,Monza,Giorgio Cittadini,ITA,DF,21,2002,0.2,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,
ITA-Serie A,2324,Monza,Giorgos Kyriakopoulos,GRE,DF,27,1996,19.0,3,0,0,15,14,2,84,13,10,0,1,0,71,12,20,37.5
ITA-Serie A,2324,Monza,Giulio Donati,ITA,DF,33,1990,0.4,2,0,0,1,0,0,4,0,0,0,0,0,2,0,2,0.0
ITA-Serie A,2324,Monza,Jean-Daniel Akpa-Akpro,CIV,MF,30,1992,7.8,5,0,0,15,5,0,1,12,11,0,1,0,29,5,7,41.7
ITA-Serie A,2324,Monza,Lorenzo Colombo,ITA,FW,21,2002,15.1,3,0,0,25,24,6,2,0,12,0,0,0,35,19,64,22.9
ITA-Serie A,2324,Monza,Luca Caldirola,ITA,DF,32,1991,23.8,7,1,1,24,17,1,4,29,14,0,1,0,58,30,23,56.6
ITA-Serie A,2324,Monza,Matteo Pessina,ITA,MF,26,1997,35.8,5,1,1,28,44,1,19,27,25,0,1,0,188,32,33,49.2
ITA-Serie A,2324,Monza,Michele Di Gregorio,ITA,GK,26,1997,31.9,0,0,0,0,4,0,0,1,0,0,0,0,33,6,1,85.7
ITA-Serie A,2324,Monza,Milan Đurić,BIH,FW,33,1990,14.0,2,0,0,23,26,1,1,0,5,0,0,0,29,86,40,68.3
ITA-Serie A,2324,Monza,Mirko Marić,CRO,FW,28,1995,3.2,0,1,0,4,5,3,1,2,0,0,0,0,11,11,17,39.3
ITA-Serie A,2324,Monza,Pablo Marí,ESP,DF,29,1993,29.1,7,0,0,37,9,0,4,37,25,0,1,0,98,41,20,67.2
ITA-Serie A,2324,Monza,Papu Gómez,ARG,"MF,FW",35,1988,0.5,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,
ITA-Serie A,2324,Monza,Patrick Ciurria,ITA,"DF,MF",28,1995,17.8,2,0,0,29,14,4,53,9,18,0,1,0,56,7,9,43.8
ITA-Serie A,2324,Monza,Pedro Pereira,POR,DF,25,1998,9.3,3,0,0,11,3,1,37,4,13,0,0,0,41,5,6,45.5
ITA-Serie A,2324,Monza,Pepín,EQG,"MF,FW",26,1996,2.7,2,0,0,2,6,0,4,0,1,0,0,0,15,0,2,0.0
ITA-Serie A,2324,Monza,Roberto Gagliardini,ITA,"MF,DF",29,1994,26.2,5,0,0,26,21,1,8,31,30,0,1,0,140,46,36,56.1
ITA-Serie A,2324,Monza,Samuele Birindelli,ITA,DF,24,1999,22.4,7,0,0,30,32,1,54,18,19,0,0,0,77,8,6,57.1
ITA-Serie A,2324,Monza,Samuele Vignato,ITA,"MF,FW",19,2004,3.8,2,0,0,4,4,1,8,1,4,0,0,0,13,1,5,16.7
ITA-Serie A,2324,Monza,Valentin Carboni,ARG,"MF,FW",18,2005,13.0,2,0,0,21,20,3,14,7,15,0,0,0,60,4,13,23.5
ITA-Serie A,2324,Monza,Warren Bondo,FRA,MF,19,2003,16.4,9,0,0,31,19,0,2,6,22,0,1,0,70,10,7,58.8
ITA-Serie A,2324,Napoli,Alessandro Zanoli,ITA,"DF,FW",22,2000,0.6,1,0,0,3,0,0,2,1,1,0,0,0,2,0,2,0.0
ITA-Serie A,2324,Napoli,Alessio Zerbin,ITA,"FW,DF",24,1999,1.7,0,0,0,7,4,0,7,0,2,0,0,0,6,1,1,50.0
ITA-Serie A,2324,Napoli,Alex Meret,ITA,GK,26,1997,30.8,0,0,0,0,3,0,0,0,0,0,0,0,53,4,1,80.0
ITA-Serie A,2324,Napoli,Amir Rrahmani,KVX,DF,29,1994,28.9,5,0,0,19,7,2,4,20,27,0,1,0,140,79,46,63.2
ITA-Serie A,2324,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,27,1995,31.0,2,0,0,41,38,3,20,28,33,0,0,0,174,46,45,50.5
ITA-Serie A,2324,Napoli,Cyril Ngonge,BEL,FW,23,2000,3.5,2,0,0,2,10,1,20,0,3,0,0,0,16,4,2,66.7
ITA-Serie A,2324,Napoli,Diego Demme,GER,MF,31,1991,0.8,1,0,0,1,2,0,3,0,1,0,0,0,8,1,0,100.0
ITA-Serie A,2324,Napoli,Elif Elmas,MKD,"FW,MF",23,1999,3.8,2,0,0,7,6,1,6,2,3,0,0,0,19,1,6,14.3
ITA-Serie A,2324,Napoli,Giacomo Raspadori,ITA,"FW,MF",23,2000,17.6,0,0,0,17,19,5,65,3,10,0,0,0,53,7,18,28.0
ITA-Serie A,2324,Napoli,Gianluca Gaetano,ITA,MF,23,2000,1.8,1,0,0,3,1,0,3,1,1,1,0,0,15,1,3,25.0
ITA-Serie A,2324,Napoli,Giovanni Di Lorenzo,ITA,DF,29,1993,35.9,6,0,0,28,37,5,126,24,36,0,0,0,141,27,39,40.9
ITA-Serie A,2324,Napoli,Giovanni Simeone,ARG,FW,28,1995,8.9,3,0,0,12,13,6,6,1,4,1,0,0,21,21,22,48.8
ITA-Serie A,2324,Napoli,Hamed Junior Traorè,CIV,MF,23,2000,4.2,1,0,0,4,7,1,7,2,2,0,0,0,20,1,5,16.7
ITA-Serie A,2324,Napoli,Jens Cajuste,SWE,MF,23,1999,11.3,7,0,0,29,11,1,6,4,24,0,1,0,46,15,17,46.9
ITA-Serie A,2324,Napoli,Jesper Lindstrøm,DEN,"FW,MF",23,2000,4.8,2,0,0,6,4,2,12,2,3,0,0,0,15,1,4,20.0
ITA-Serie A,2324,Napoli,Juan Jesus,BRA,DF,32,1991,23.5,7,0,0,28,9,0,0,23,19,0,1,0,112,47,47,50.0
ITA-Serie A,2324,Napoli,Khvicha Kvaratskhelia,GEO,FW,22,2001,30.4,8,0,0,25,80,4,99,13,21,2,0,0,99,11,20,35.5
ITA-Serie A,2324,Napoli,Leander Dendoncker,BEL,MF,28,1995,0.3,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0
ITA-Serie A,2324,Napoli,Leo Skiri Østigård,NOR,DF,23,1999,18.1,3,0,0,12,12,1,2,16,12,0,0,0,78,58,25,69.9
ITA-Serie A,2324,Napoli,Mathías Olivera,URU,DF,25,1997,17.4,3,0,0,9,17,1,27,20,29,0,0,0,101,37,30,55.2
ITA-Serie A,2324,Napoli,Matteo Politano,ITA,FW,29,1993,26.2,2,1,0,11,38,2,135,15,8,1,0,0,91,3,12,20.0
ITA-Serie A,2324,Napoli,Mário Rui,POR,DF,32,1991,13.4,7,1,1,16,28,1,62,15,15,0,1,0,57,10,27,27.0
ITA-Serie A,2324,Napoli,Natan,BRA,DF,22,2001,10.6,3,1,1,13,6,0,5,8,10,0,0,0,39,25,23,52.1
ITA-Serie A,2324,Napoli,Nikita Contini Baranovsky,ITA,GK,27,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
ITA-Serie A,2324,Napoli,Pasquale Mazzocchi,ITA,DF,28,1995,4.8,0,1,0,9,7,0,14,1,2,0,0,0,21,12,7,63.2
ITA-Serie A,2324,Napoli,Pierluigi Gollini,ITA,GK,28,1995,7.0,0,0,0,0,1,0,0,1,1,0,0,0,12,2,0,100.0
ITA-Serie A,2324,Napoli,Piotr Zieliński,POL,MF,29,1994,21.4,1,0,0,15,18,0,89,9,15,0,0,0,87,6,11,35.3
ITA-Serie A,2324,Napoli,Stanislav Lobotka,SVK,MF,28,1994,36.5,4,0,0,33,41,0,3,30,39,0,0,0,236,11,23,32.4
ITA-Serie A,2324,Napoli,Victor Osimhen,NGA,FW,24,1998,22.0,6,1,1,31,31,35,14,2,5,3,0,0,40,37,47,44.0
ITA-Serie A,2324,Roma,Andrea Belotti,ITA,FW,29,1993,7.5,1,0,0,14,25,8,4,2,4,0,0,0,15,14,22,38.9
ITA-Serie A,2324,Roma,Angeliño,ESP,DF,26,1997,12.7,2,0,0,13,10,1,53,12,11,0,0,1,55,15,9,62.5
ITA-Serie A,2324,Roma,Bryan Cristante,ITA,"MF,DF",28,1995,36.5,8,0,0,77,16,4,29,25,41,0,1,0,203,82,60,57.7
ITA-Serie A,2324,Roma,Chris Smalling,ENG,DF,33,1989,4.3,0,0,0,1,3,0,0,5,1,0,0,0,22,22,7,75.9
ITA-Serie A,2324,Roma,Dean Huijsen,ESP,DF,18,2005,5.7,4,0,0,10,2,0,1,4,5,1,0,1,24,9,7,56.3
ITA-Serie A,2324,Roma,Diego Llorente,ESP,DF,29,1993,24.1,5,0,0,25,23,0,6,22,19,0,1,0,92,43,50,46.2
ITA-Serie A,2324,Roma,Edoardo Bove,ITA,MF,21,2002,19.8,2,0,0,31,37,1,8,11,31,0,0,0,95,29,35,45.3
ITA-Serie A,2324,Roma,Gianluca Mancini,ITA,DF,27,1996,31.9,9,0,0,49,31,0,24,36,20,0,0,0,106,42,33,56.0
ITA-Serie A,2324,Roma,Houssem Aouar,ALG,"MF,FW",25,1998,8.4,3,0,0,10,11,3,10,4,11,0,0,0,39,10,11,47.6
ITA-Serie A,2324,Roma,João Costa,BRA,"MF,FW",18,2005,0.2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,
ITA-Serie A,2324,Roma,Leandro Paredes,ARG,MF,29,1994,29.3,15,1,0,31,35,0,82,29,36,0,1,0,184,14,3,82.4
ITA-Serie A,2324,Roma,Leonardo Spinazzola,ITA,DF,30,1993,14.6,0,0,0,8,6,1,84,3,7,0,0,0,74,6,6,50.0
ITA-Serie A,2324,Roma,Lorenzo Pellegrini,ITA,MF,27,1996,20.7,7,0,0,26,35,3,76,20,20,1,0,0,97,12,17,41.4
ITA-Serie A,2324,Roma,Mile Svilar,SRB,GK,23,1999,15.0,1,0,0,0,4,0,0,0,0,0,0,0,19,5,0,100.0
ITA-Serie A,2324,Roma,Niccolò Pisilli,ITA,MF,18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
ITA-Serie A,2324,Roma,Nicola Zalewski,POL,"DF,FW",21,2002,10.8,3,1,1,14,27,1,38,9,14,0,0,0,47,10,8,55.6
ITA-Serie A,2324,Roma,Obite N'Dicka,CIV,DF,23,1999,24.1,6,0,0,26,16,0,11,16,18,0,0,0,100,38,27,58.5
