league,season,team,player,nationality,position,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xa,Progression_PrgR,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90
ITA-Serie A,2324,Fiorentina,Cristiano Biraghi,ITA,DF,30,1992,29,27,2356,2,5,0,1,8,0,1.6,0.8,3.6,109,0.08,0.19,0.27,0.08,0.27,0.06,0.14,0.2,0.03,0.17
ITA-Serie A,2324,Fiorentina,Davide Faraoni,ITA,DF,31,1991,8,4,392,0,1,0,0,0,0,0.1,0.1,0.4,16,0.0,0.23,0.23,0.0,0.23,0.02,0.08,0.11,0.02,0.11
ITA-Serie A,2324,Fiorentina,Dodô,BRA,DF,24,1998,9,7,523,0,0,0,0,0,0,0.1,0.1,0.8,21,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.15,0.01,0.15
ITA-Serie A,2324,Fiorentina,Fabiano Parisi,ITA,DF,22,2000,21,16,1454,0,1,0,0,4,0,0.9,0.9,2.4,64,0.0,0.06,0.06,0.0,0.06,0.06,0.15,0.2,0.06,0.2
ITA-Serie A,2324,Fiorentina,Gaetano Castrovilli,ITA,"FW,MF",26,1997,6,5,367,1,2,0,0,0,0,0.3,0.3,0.6,25,0.25,0.49,0.74,0.25,0.74,0.08,0.15,0.23,0.08,0.23
ITA-Serie A,2324,Fiorentina,Giacomo Bonaventura,ITA,MF,33,1989,31,27,2277,8,3,0,1,6,0,5.7,4.4,3.6,107,0.32,0.12,0.43,0.32,0.43,0.22,0.14,0.36,0.18,0.32
ITA-Serie A,2324,Fiorentina,Gino Infantino,ARG,MF,20,2003,6,0,96,0,0,0,0,1,0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
ITA-Serie A,2324,Fiorentina,Jonathan Ikone,FRA,FW,25,1998,28,18,1682,3,1,0,0,5,0,4.6,4.6,2.0,154,0.16,0.05,0.21,0.16,0.21,0.25,0.1,0.35,0.25,0.35
ITA-Serie A,2324,Fiorentina,Josip Brekalo,CRO,FW,25,1998,11,8,652,1,0,0,0,0,0,0.4,0.4,0.3,69,0.14,0.0,0.14,0.14,0.14,0.06,0.04,0.1,0.06,0.1
ITA-Serie A,2324,Fiorentina,Lorenzo Amatucci,ITA,MF,19,2004,2,0,22,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
ITA-Serie A,2324,Fiorentina,Luca Ranieri,ITA,DF,24,1999,26,23,2065,2,1,0,0,14,0,0.9,0.9,0.4,5,0.09,0.04,0.13,0.09,0.13,0.04,0.02,0.06,0.04,0.06
ITA-Serie A,2324,Fiorentina,Lucas Beltrán,ARG,"FW,MF",22,2001,32,21,1692,6,2,1,1,6,0,3.8,3.0,1.5,113,0.32,0.11,0.43,0.27,0.37,0.2,0.08,0.28,0.16,0.24
ITA-Serie A,2324,Fiorentina,Lucas Martínez Quarta,ARG,DF,27,1996,29,26,2291,5,1,0,0,9,0,2.7,2.7,1.8,16,0.2,0.04,0.24,0.2,0.24,0.11,0.07,0.18,0.11,0.18
ITA-Serie A,2324,Fiorentina,M'Bala Nzola,ANG,FW,26,1996,33,15,1552,3,3,1,1,2,0,4.5,3.7,1.6,143,0.17,0.17,0.35,0.12,0.29,0.26,0.09,0.36,0.22,0.31
ITA-Serie A,2324,Fiorentina,Maxime Lopez,FRA,MF,25,1997,19,7,800,0,0,0,0,1,0,0.2,0.2,0.6,11,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08
ITA-Serie A,2324,Fiorentina,Michael Kayode,ITA,DF,19,2004,26,22,2058,1,1,0,0,2,0,0.5,0.5,1.1,102,0.04,0.04,0.09,0.04,0.09,0.02,0.05,0.07,0.02,0.07
ITA-Serie A,2324,Fiorentina,Nicolás González,ARG,FW,25,1998,29,21,1913,12,2,1,3,1,0,10.4,8.0,1.6,190,0.56,0.09,0.66,0.52,0.61,0.49,0.07,0.56,0.38,0.45
ITA-Serie A,2324,Fiorentina,Nikola Milenković,SRB,DF,25,1997,34,27,2510,0,0,0,0,4,0,0.4,0.4,0.7,10,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
ITA-Serie A,2324,Fiorentina,Oliver Christensen,DEN,GK,24,1999,4,4,360,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Fiorentina,Pietro Comuzzo,ITA,"DF,FW",18,2005,4,0,43,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Fiorentina,Pietro Terracciano,ITA,GK,33,1990,33,33,2970,0,0,0,0,3,0,0.0,0.0,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ITA-Serie A,2324,Fiorentina,Riccardo Sottil,ITA,FW,24,1999,22,13,1103,2,3,0,0,1,0,2.6,2.6,2.5,139,0.16,0.24,0.41,0.16,0.41,0.21,0.2,0.41,0.21,0.41
ITA-Serie A,2324,Fiorentina,Rolando Mandragora,ITA,MF,26,1997,33,16,1588,3,3,0,0,5,0,3.5,3.5,1.6,32,0.17,0.17,0.34,0.17,0.34,0.2,0.09,0.29,0.2,0.29
ITA-Serie A,2324,Fiorentina,Tommaso Martinelli,ITA,GK,17,2006,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Fiorentina,Yerry Mina,COL,"DF,MF",28,1994,4,0,44,0,0,0,0,1,0,0.1,0.1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
ITA-Serie A,2324,Frosinone,Abdou Harroui,NED,"MF,FW",25,1998,18,13,1019,3,3,1,1,2,0,3.1,2.3,1.2,56,0.26,0.26,0.53,0.18,0.44,0.27,0.1,0.38,0.21,0.31
ITA-Serie A,2324,Frosinone,Anthony Oyono,GAB,DF,22,2001,16,14,1198,0,1,0,0,4,0,0.1,0.1,0.9,39,0.0,0.08,0.08,0.0,0.08,0.01,0.07,0.08,0.01,0.08
ITA-Serie A,2324,Frosinone,Arijon Ibrahimović,GER,"FW,DF",17,2005,16,5,474,1,1,0,0,1,0,0.8,0.8,0.7,54,0.19,0.19,0.38,0.19,0.38,0.15,0.13,0.28,0.15,0.28
ITA-Serie A,2324,Frosinone,Caleb Okoli,ITA,DF,22,2001,34,32,2914,0,1,0,0,9,0,0.6,0.6,0.8,4,0.0,0.03,0.03,0.0,0.03,0.02,0.02,0.04,0.02,0.04
ITA-Serie A,2324,Frosinone,Demba Seck,SEN,"FW,MF",22,2001,11,3,298,0,0,0,0,0,0,1.1,1.1,0.3,23,0.0,0.0,0.0,0.0,0.0,0.34,0.1,0.44,0.34,0.44
ITA-Serie A,2324,Frosinone,Emanuele Valeri,ITA,DF,24,1998,16,14,1178,0,1,0,0,3,0,0.9,0.9,2.4,61,0.0,0.08,0.08,0.0,0.08,0.07,0.19,0.25,0.07,0.25
ITA-Serie A,2324,Frosinone,Enzo Barrenechea,ARG,MF,22,2001,36,32,2811,0,1,0,0,10,0,0.6,0.6,1.7,24,0.0,0.03,0.03,0.0,0.03,0.02,0.05,0.07,0.02,0.07
ITA-Serie A,2324,Frosinone,Farés Ghedjemis,FRA,"FW,MF",20,2002,6,1,182,0,0,0,0,1,0,0.1,0.1,0.1,19,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13
ITA-Serie A,2324,Frosinone,Francesco Gelli,ITA,"MF,DF",26,1996,27,16,1561,0,0,0,0,3,0,0.7,0.7,2.4,87,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.18,0.04,0.18
ITA-Serie A,2324,Frosinone,Gennaro Borrelli,ITA,FW,23,2000,1,0,24,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Giorgi Kvernadze,GEO,"FW,DF",20,2003,5,0,63,0,0,0,0,0,0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Giuseppe Caso,ITA,"FW,MF",24,1998,14,2,417,0,0,0,0,2,0,0.3,0.3,0.2,37,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1
ITA-Serie A,2324,Frosinone,Ilario Monterisi,ITA,DF,21,2001,24,16,1469,2,2,0,0,1,0,1.1,1.1,0.4,18,0.12,0.12,0.25,0.12,0.25,0.07,0.02,0.09,0.07,0.09
ITA-Serie A,2324,Frosinone,Jaime Báez,URU,"FW,MF",28,1995,11,6,500,1,0,0,0,1,0,0.5,0.5,0.5,39,0.18,0.0,0.18,0.18,0.18,0.08,0.1,0.18,0.08,0.18
ITA-Serie A,2324,Frosinone,Kaio Jorge,BRA,FW,21,2002,20,8,812,3,0,1,2,2,0,5.4,3.8,0.3,46,0.33,0.0,0.33,0.22,0.22,0.6,0.03,0.64,0.43,0.46
ITA-Serie A,2324,Frosinone,Karlo Lulić,CRO,MF,27,1996,1,0,19,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Kevin Bonifazi,ITA,DF,27,1996,6,3,309,0,0,0,0,0,0,0.0,0.0,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
ITA-Serie A,2324,Frosinone,Luca Garritano,ITA,"MF,DF",29,1994,12,5,485,0,0,0,0,1,0,0.7,0.7,0.3,23,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.19,0.13,0.19
ITA-Serie A,2324,Frosinone,Luca Mazzitelli,ITA,MF,27,1995,29,26,2210,5,0,0,0,6,1,2.3,2.3,1.1,53,0.2,0.0,0.2,0.2,0.2,0.09,0.05,0.14,0.09,0.14
ITA-Serie A,2324,Frosinone,Luigi Canotto,ITA,FW,29,1994,1,0,16,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Marco Brescianini,ITA,MF,23,2000,36,24,2321,4,2,0,0,1,0,2.3,2.3,1.6,100,0.16,0.08,0.23,0.16,0.23,0.09,0.06,0.15,0.09,0.15
ITA-Serie A,2324,Frosinone,Marvin Cuni,ALB,FW,22,2001,22,6,534,1,0,0,0,0,0,1.3,1.3,0.3,45,0.17,0.0,0.17,0.17,0.17,0.22,0.05,0.28,0.22,0.28
ITA-Serie A,2324,Frosinone,Mateus Lusuardi,BRA,DF,19,2004,4,3,219,0,0,0,0,1,0,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2324,Frosinone,Matìas Soulé,ARG,"FW,MF",20,2003,36,36,3121,11,3,5,6,4,0,10.5,5.7,6.6,211,0.32,0.09,0.4,0.17,0.26,0.3,0.19,0.49,0.17,0.36
ITA-Serie A,2324,Frosinone,Mehdi Bourabia,MAR,MF,31,1991,10,3,200,0,0,0,0,1,0,0.1,0.1,0.0,8,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
ITA-Serie A,2324,Frosinone,Michele Cerofolini,ITA,GK,24,1999,8,7,675,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Nadir Zortea,ITA,DF,24,1999,14,14,1258,1,5,0,0,3,0,0.4,0.4,2.8,71,0.07,0.36,0.43,0.07,0.43,0.03,0.2,0.23,0.03,0.23
ITA-Serie A,2324,Frosinone,Pol Lirola,ESP,DF,25,1997,25,18,1536,2,1,0,0,1,0,1.3,1.3,1.1,59,0.12,0.06,0.18,0.12,0.18,0.08,0.06,0.14,0.08,0.14
ITA-Serie A,2324,Frosinone,Przemysław Szymiński,POL,MF,29,1994,1,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Reinier,BRA,"MF,FW",21,2002,22,13,1059,2,2,0,0,3,0,1.3,1.3,1.9,42,0.17,0.17,0.34,0.17,0.34,0.11,0.16,0.27,0.11,0.27
ITA-Serie A,2324,Frosinone,Riccardo Marchizza,ITA,DF,25,1998,13,13,1148,0,4,0,0,1,0,0.4,0.4,0.8,39,0.0,0.31,0.31,0.0,0.31,0.03,0.06,0.1,0.03,0.1
ITA-Serie A,2324,Frosinone,Simone Romagnoli,ITA,DF,33,1990,33,30,2715,1,1,0,0,6,0,1.2,1.2,0.4,2,0.03,0.03,0.07,0.03,0.07,0.04,0.01,0.05,0.04,0.05
ITA-Serie A,2324,Frosinone,Stefano Turati,ITA,GK,21,2001,31,31,2745,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Walid Cheddira,MAR,FW,25,1998,36,24,2120,7,1,1,1,0,0,9.0,8.2,1.4,139,0.3,0.04,0.34,0.25,0.3,0.38,0.06,0.44,0.35,0.41
ITA-Serie A,2324,Genoa,Aarón Martín,ESP,DF,26,1997,22,17,1376,0,1,0,0,4,1,0.2,0.2,1.7,72,0.0,0.07,0.07,0.0,0.07,0.01,0.11,0.12,0.01,0.12
ITA-Serie A,2324,Genoa,Alan Matturro,URU,DF,18,2004,6,1,106,0,0,0,0,0,0,0.1,0.1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
ITA-Serie A,2324,Genoa,Albert Guðmundsson,ISL,"FW,MF",26,1997,35,34,3016,14,4,4,5,4,0,9.9,5.8,5.2,168,0.42,0.12,0.54,0.3,0.42,0.3,0.16,0.45,0.17,0.33
ITA-Serie A,2324,Genoa,Alessandro Vogliacco,ITA,DF,24,1998,20,14,1169,0,1,0,0,4,0,0.4,0.4,0.5,12,0.0,0.08,0.08,0.0,0.08,0.03,0.04,0.07,0.03,0.07
ITA-Serie A,2324,Genoa,Berkan Kutlu,TUR,MF,25,1998,6,0,199,0,0,0,0,0,0,0.2,0.2,0.3,9,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.2,0.07,0.2
ITA-Serie A,2324,Genoa,Caleb Ekuban,GHA,FW,29,1994,29,10,1131,4,1,0,0,0,0,2.9,2.9,1.4,93,0.32,0.08,0.4,0.32,0.4,0.23,0.11,0.34,0.23,0.34
ITA-Serie A,2324,Genoa,Christos Papadopoulos,GRE,FW,18,2004,1,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Genoa,Daniele Sommariva,ITA,GK,26,1997,1,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Genoa,David Akpan Ankeye,NGA,FW,21,2002,6,0,57,0,0,0,0,0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Genoa,Davide Biraschi,ITA,DF,29,1994,1,1,90,1,0,0,0,0,0,0.1,0.1,0.0,4,1.0,0.0,1.0,1.0,1.0,0.1,0.0,0.1,0.1,0.1
ITA-Serie A,2324,Genoa,Djed Spence,ENG,DF,22,2000,16,8,859,0,0,0,0,1,0,0.2,0.2,0.3,31,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04
ITA-Serie A,2324,Genoa,Emil Bohinen,NOR,MF,24,1999,5,0,56,0,0,0,0,0,0,0.0,0.0,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17
ITA-Serie A,2324,Genoa,Filip Jagiełło,POL,MF,25,1997,2,0,33,0,0,0,0,0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Genoa,George Pușcaș,ROU,FW,27,1996,8,1,191,0,0,0,0,0,0,2.1,2.1,0.1,17,0.0,0.0,0.0,0.0,0.0,0.98,0.04,1.02,0.98,1.02
ITA-Serie A,2324,Genoa,Giorgio Cittadini,ITA,DF,21,2002,5,1,106,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Genoa,Johan Vásquez,MEX,DF,24,1998,37,32,2850,1,1,0,0,6,0,1.9,1.9,0.8,61,0.03,0.03,0.06,0.03,0.06,0.06,0.03,0.08,0.06,0.08
ITA-Serie A,2324,Genoa,Josep Martinez,ESP,GK,25,1998,36,36,3239,0,0,0,0,4,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Genoa,Junior Messias,BRA,"MF,DF",32,1991,18,13,1053,1,0,0,0,0,0,1.6,1.6,1.3,75,0.09,0.0,0.09,0.09,0.09,0.14,0.11,0.25,0.14,0.25
ITA-Serie A,2324,Genoa,Kevin Strootman,NED,MF,33,1990,27,15,1207,0,2,0,0,4,0,0.1,0.1,1.3,22,0.0,0.15,0.15,0.0,0.15,0.01,0.1,0.1,0.01,0.1
ITA-Serie A,2324,Genoa,Koni De Winter,BEL,DF,21,2002,29,26,2380,0,1,0,0,8,1,0.8,0.8,1.0,15,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.07,0.03,0.07
ITA-Serie A,2324,Genoa,Mateo Retegui,ITA,FW,24,1999,29,26,2216,7,2,1,1,5,0,5.8,5.0,0.7,112,0.28,0.08,0.37,0.24,0.32,0.24,0.03,0.27,0.2,0.24
ITA-Serie A,2324,Genoa,Mattia Bani,ITA,DF,29,1993,27,27,2306,2,0,0,0,9,0,1.2,1.2,0.1,4,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05
ITA-Serie A,2324,Genoa,Milan Badelj,CRO,MF,34,1989,33,32,2535,1,3,0,0,6,0,1.4,1.4,1.1,36,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.09,0.05,0.09
ITA-Serie A,2324,Genoa,Morten Frendrup,DEN,MF,22,2001,37,36,3145,2,5,0,0,6,0,1.7,1.7,1.6,69,0.06,0.14,0.2,0.06,0.2,0.05,0.05,0.09,0.05,0.09
ITA-Serie A,2324,Genoa,Morten Thorsby,NOR,MF,27,1996,24,9,1157,2,2,0,0,2,0,1.8,1.8,1.4,39,0.16,0.16,0.31,0.16,0.31,0.14,0.11,0.25,0.14,0.25
ITA-Serie A,2324,Genoa,Nicola Leali,ITA,GK,30,1993,3,2,176,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Genoa,Pablo Galdames Millán,CHI,"MF,DF",26,1996,2,0,11,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25
ITA-Serie A,2324,Genoa,Radu Drăgușin,ROU,DF,21,2002,19,19,1710,2,1,0,0,1,0,1.0,1.0,0.8,13,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.1,0.05,0.1
ITA-Serie A,2324,Genoa,Ridgeciano Haps,SUR,DF,30,1993,16,7,773,0,1,0,0,0,0,0.1,0.1,0.7,42,0.0,0.12,0.12,0.0,0.12,0.01,0.08,0.1,0.01,0.1
ITA-Serie A,2324,Genoa,Ruslan Malinovskyi,UKR,MF,30,1993,28,18,1544,4,1,0,0,7,0,1.1,1.1,0.6,31,0.23,0.06,0.29,0.23,0.29,0.06,0.03,0.1,0.06,0.1
ITA-Serie A,2324,Genoa,Seydou Fini,ITA,"DF,FW",17,2006,3,0,35,0,0,0,0,0,0,0.1,0.1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34
ITA-Serie A,2324,Genoa,Silvan Hefti,SUI,"MF,DF",25,1997,6,1,114,0,0,0,0,0,0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Genoa,Stefano Sabelli,ITA,DF,30,1993,32,30,2429,0,1,0,0,5,0,0.8,0.8,1.9,101,0.0,0.04,0.04,0.0,0.04,0.03,0.07,0.1,0.03,0.1
ITA-Serie A,2324,Genoa,Vitinha,POR,"FW,MF",23,2000,9,2,285,2,0,0,0,2,0,1.1,1.1,0.1,21,0.63,0.0,0.63,0.63,0.63,0.36,0.04,0.4,0.36,0.4
ITA-Serie A,2324,Hellas Verona,Alphadjo Cissè,ITA,FW,16,2006,1,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Hellas Verona,Bruno Amione,ARG,DF,21,2002,10,7,579,0,0,0,0,2,0,0.3,0.3,0.0,2,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05
ITA-Serie A,2324,Hellas Verona,Charlys,BRA,MF,19,2004,2,0,25,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15
ITA-Serie A,2324,Hellas Verona,Cyril Ngonge,BEL,"FW,MF",23,2000,19,17,1431,6,2,0,0,4,0,4.2,3.4,1.7,117,0.38,0.13,0.5,0.38,0.5,0.27,0.11,0.37,0.21,0.32
ITA-Serie A,2324,Hellas Verona,Daniel Bandeira,POR,MF,23,2000,14,3,446,0,0,0,0,2,0,0.1,0.1,0.2,8,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06
ITA-Serie A,2324,Hellas Verona,Darko Lazović,SRB,"FW,MF",32,1990,32,22,1928,3,2,1,1,0,1,2.8,2.0,4.4,139,0.14,0.09,0.23,0.09,0.19,0.13,0.21,0.34,0.09,0.3
ITA-Serie A,2324,Hellas Verona,Davide Faraoni,ITA,DF,31,1991,11,7,602,0,1,0,0,5,0,0.4,0.4,0.4,31,0.0,0.15,0.15,0.0,0.15,0.06,0.05,0.11,0.06,0.11
ITA-Serie A,2324,Hellas Verona,Diego Coppola,ITA,DF,19,2003,24,18,1634,2,0,0,0,9,0,1.2,1.2,0.2,0,0.11,0.0,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08
ITA-Serie A,2324,Hellas Verona,Elayis Tavsan,NED,"MF,FW",22,2001,3,0,50,0,0,0,0,0,0,0.1,0.1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19
ITA-Serie A,2324,Hellas Verona,Fabien Centonze,FRA,DF,27,1996,10,7,676,0,1,0,0,2,0,0.0,0.0,1.0,21,0.0,0.13,0.13,0.0,0.13,0.0,0.14,0.14,0.0,0.14
ITA-Serie A,2324,Hellas Verona,Federico Bonazzoli,ITA,"FW,MF",26,1997,24,10,1016,3,1,0,0,2,0,2.9,2.9,1.1,73,0.27,0.09,0.35,0.27,0.35,0.25,0.1,0.35,0.25,0.35
ITA-Serie A,2324,Hellas Verona,Filippo Terracciano,ITA,DF,20,2003,18,14,1296,0,1,0,0,1,0,0.3,0.3,1.0,28,0.0,0.07,0.07,0.0,0.07,0.02,0.07,0.09,0.02,0.09
ITA-Serie A,2324,Hellas Verona,Giangiacomo Magnani,ITA,DF,27,1995,33,27,2444,0,0,0,0,6,0,0.5,0.5,0.2,10,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
ITA-Serie A,2324,Hellas Verona,Isak Hien,SWE,DF,24,1999,10,9,864,0,0,0,0,1,1,0.4,0.4,0.0,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
ITA-Serie A,2324,Hellas Verona,Jackson Tchatchoua,CMR,DF,21,2001,26,19,1725,0,2,0,0,2,0,0.0,0.0,1.3,66,0.0,0.1,0.1,0.0,0.1,0.0,0.07,0.07,0.0,0.07
ITA-Serie A,2324,Hellas Verona,Jordi Mboula,ESP,"FW,MF",24,1999,11,5,307,0,1,0,0,0,0,0.2,0.2,0.4,22,0.0,0.29,0.29,0.0,0.29,0.06,0.11,0.17,0.06,0.17
ITA-Serie A,2324,Hellas Verona,Josh Doig,SCO,DF,21,2002,12,11,830,0,0,0,0,2,0,0.2,0.2,0.3,22,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
ITA-Serie A,2324,Hellas Verona,Juan Cruz,ARG,"FW,MF",24,1999,4,1,109,0,0,0,0,0,0,0.0,0.0,0.1,4,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12
ITA-Serie A,2324,Hellas Verona,Juan David Cabal,COL,DF,22,2001,22,17,1497,0,0,0,0,6,0,0.5,0.5,0.4,48,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",26,1997,15,3,504,2,0,0,0,0,0,1.7,1.7,0.4,19,0.36,0.0,0.36,0.36,0.36,0.31,0.08,0.39,0.31,0.39
ITA-Serie A,2324,Hellas Verona,Lorenzo Montipò,ITA,GK,27,1996,37,37,3330,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Hellas Verona,Martin Hongla,CMR,MF,25,1998,15,12,1084,0,0,0,0,0,0,0.1,0.1,0.3,6,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
ITA-Serie A,2324,Hellas Verona,Michael Folorunsho,ITA,"MF,FW",25,1998,34,33,2781,5,1,0,0,5,0,4.0,3.9,1.4,110,0.16,0.03,0.19,0.16,0.19,0.13,0.04,0.17,0.13,0.17
ITA-Serie A,2324,Hellas Verona,Milan Đurić,BIH,FW,33,1990,20,13,1204,5,1,1,3,2,0,4.5,2.2,1.2,33,0.37,0.07,0.45,0.3,0.37,0.34,0.09,0.43,0.16,0.25
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,28,1994,32,29,2456,1,4,0,1,14,2,2.2,1.4,3.3,47,0.04,0.15,0.18,0.04,0.18,0.08,0.12,0.2,0.05,0.17
ITA-Serie A,2324,Hellas Verona,Paweł Dawidowicz,POL,DF,28,1995,28,25,2143,0,0,0,0,5,0,0.5,0.5,0.0,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2324,Hellas Verona,Reda Belahyane,MAR,MF,19,2004,2,1,90,0,0,0,0,0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2324,Hellas Verona,Riccardo Saponara,ITA,"FW,MF",31,1991,12,3,342,0,0,0,0,0,0,0.1,0.1,0.2,32,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07
ITA-Serie A,2324,Hellas Verona,Rúben Vinagre,POR,"DF,FW",24,1999,12,2,282,0,0,0,0,0,0,0.0,0.0,0.3,13,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09
