league,season,team,player,nationality,position,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xa,Progression_PrgR,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90
ITA-Serie A,2324,Atalanta,Charles De Ketelaere,BEL,"FW,MF",22,2001,35,25,2026,10,8,1,1,1,0,7.1,6.3,6.1,219,0.44,0.36,0.8,0.4,0.76,0.31,0.27,0.59,0.28,0.55
ITA-Serie A,2324,Atalanta,Davide Zappacosta,ITA,DF,31,1992,31,23,1867,2,1,0,0,5,0,2.2,2.2,1.4,132,0.1,0.05,0.14,0.1,0.14,0.11,0.07,0.18,0.11,0.18
ITA-Serie A,2324,Atalanta,Duván Zapata,COL,FW,32,1991,2,2,112,1,0,0,0,0,0,0.4,0.4,0.1,13,0.8,0.0,0.8,0.8,0.8,0.33,0.1,0.44,0.33,0.44
ITA-Serie A,2324,Atalanta,El Bilal Touré,MLI,FW,21,2001,11,3,394,2,0,0,0,2,0,1.2,1.2,0.8,39,0.46,0.0,0.46,0.46,0.46,0.28,0.18,0.46,0.28,0.46
ITA-Serie A,2324,Atalanta,Emil Holm,SWE,DF,23,2000,22,12,947,1,1,0,0,5,0,2.7,2.7,0.8,80,0.1,0.1,0.19,0.1,0.19,0.26,0.08,0.34,0.26,0.34
ITA-Serie A,2324,Atalanta,Francesco Rossi,ITA,GK,32,1991,1,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Atalanta,Gianluca Scamacca,ITA,FW,24,1999,29,17,1453,12,6,0,0,1,0,6.5,6.5,3.9,167,0.74,0.37,1.11,0.74,1.11,0.4,0.24,0.65,0.4,0.65
ITA-Serie A,2324,Atalanta,Giorgio Scalvini,ITA,DF,19,2003,33,31,2544,1,3,0,0,3,0,1.4,1.4,1.1,33,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.09,0.05,0.09
ITA-Serie A,2324,Atalanta,Giovanni Bonfanti,ITA,DF,20,2003,2,1,89,0,0,0,0,0,0,0.1,0.1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
ITA-Serie A,2324,Atalanta,Hans Hateboer,NED,DF,29,1994,23,10,1113,0,1,0,0,5,0,0.3,0.3,2.0,71,0.0,0.08,0.08,0.0,0.08,0.03,0.16,0.19,0.03,0.19
ITA-Serie A,2324,Atalanta,Isak Hien,SWE,DF,24,1999,16,9,937,0,1,0,0,3,0,0.2,0.2,0.1,0,0.0,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03
ITA-Serie A,2324,Atalanta,José Luis Palomino,ARG,DF,33,1990,4,0,27,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Atalanta,Juan Musso,ARG,GK,29,1994,11,11,990,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Atalanta,Leonardo Mendicino,ITA,MF,17,2006,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Atalanta,Luis Muriel,COL,"FW,MF",32,1991,18,2,409,2,1,0,0,0,0,1.5,1.5,1.7,57,0.44,0.22,0.66,0.44,0.66,0.34,0.38,0.72,0.34,0.72
ITA-Serie A,2324,Atalanta,Marco Carnesecchi,ITA,GK,23,2000,27,27,2425,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Atalanta,Mario Pašalić,CRO,MF,28,1995,34,23,2051,6,6,2,2,3,0,7.1,5.5,4.1,74,0.26,0.26,0.53,0.18,0.44,0.31,0.18,0.49,0.24,0.42
ITA-Serie A,2324,Atalanta,Marten de Roon,NED,"MF,DF",32,1991,30,29,2599,0,5,0,0,10,0,0.6,0.6,1.2,22,0.0,0.17,0.17,0.0,0.17,0.02,0.04,0.06,0.02,0.06
ITA-Serie A,2324,Atalanta,Matteo Ruggeri,ITA,DF,21,2002,34,28,2449,0,4,0,0,3,0,0.5,0.5,1.8,132,0.0,0.15,0.15,0.0,0.15,0.02,0.07,0.08,0.02,0.08
ITA-Serie A,2324,Atalanta,Michel Ndary Adopo,FRA,MF,23,2000,10,0,109,0,1,0,0,0,0,0.1,0.1,0.1,16,0.0,0.83,0.83,0.0,0.83,0.06,0.06,0.11,0.06,0.11
ITA-Serie A,2324,Atalanta,Mitchel Bakker,NED,DF,23,2000,14,3,382,1,0,0,0,1,0,0.2,0.2,0.1,20,0.24,0.0,0.24,0.24,0.24,0.05,0.03,0.08,0.05,0.08
ITA-Serie A,2324,Atalanta,Nadir Zortea,ITA,DF,24,1999,5,0,149,1,0,0,0,1,0,0.1,0.1,0.3,22,0.6,0.0,0.6,0.6,0.6,0.05,0.16,0.21,0.05,0.21
ITA-Serie A,2324,Atalanta,Rafael Tolói,ITA,DF,32,1990,18,10,965,0,0,0,0,6,1,0.1,0.1,0.1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ITA-Serie A,2324,Atalanta,Sead Kolašinac,BIH,DF,30,1993,30,25,2178,1,0,0,0,4,0,1.3,1.3,1.1,30,0.04,0.0,0.04,0.04,0.04,0.06,0.04,0.1,0.06,0.1
ITA-Serie A,2324,Atalanta,Teun Koopmeiners,NED,MF,25,1998,34,29,2627,12,5,2,2,5,0,6.5,5.0,5.9,190,0.41,0.17,0.58,0.34,0.51,0.22,0.2,0.43,0.17,0.37
ITA-Serie A,2324,Atalanta,Éderson,BRA,MF,24,1999,36,32,2869,6,1,0,0,8,0,3.5,3.5,1.4,50,0.19,0.03,0.22,0.19,0.22,0.11,0.04,0.15,0.11,0.15
ITA-Serie A,2324,Bologna,Alexis Saelemaekers,BEL,"FW,MF",24,1999,30,21,1887,4,2,0,0,7,1,2.6,2.6,2.8,180,0.19,0.1,0.29,0.19,0.29,0.13,0.14,0.26,0.13,0.26
ITA-Serie A,2324,Bologna,Charalampos Lykogiannis,GRE,DF,29,1993,22,10,904,2,1,0,0,2,0,1.3,1.3,1.6,41,0.2,0.1,0.3,0.2,0.3,0.13,0.16,0.29,0.13,0.29
ITA-Serie A,2324,Bologna,Dan Ndoye,SUI,"FW,MF",22,2000,32,20,1771,1,1,0,0,4,0,4.9,4.9,1.8,173,0.05,0.05,0.1,0.05,0.1,0.25,0.09,0.34,0.25,0.34
ITA-Serie A,2324,Bologna,Federico Ravaglia,ITA,GK,23,1999,6,6,535,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Bologna,Giovanni Fabbian,ITA,"MF,FW",20,2003,27,11,1057,5,2,0,0,4,0,4.2,4.2,1.9,41,0.43,0.17,0.6,0.43,0.6,0.35,0.16,0.51,0.35,0.51
ITA-Serie A,2324,Bologna,Jens Odgaard,DEN,"FW,MF",24,1999,10,5,431,2,0,0,0,1,0,1.5,1.5,0.1,30,0.42,0.0,0.42,0.42,0.42,0.31,0.01,0.32,0.31,0.32
ITA-Serie A,2324,Bologna,Jesper Karlsson,SWE,FW,25,1998,7,4,344,0,0,0,0,0,0,0.4,0.4,0.3,35,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.19,0.11,0.19
ITA-Serie A,2324,Bologna,Jhon Lucumí,COL,DF,25,1998,29,23,2217,0,0,0,0,1,0,0.8,0.8,0.3,4,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
ITA-Serie A,2324,Bologna,Joshua Zirkzee,NED,FW,22,2001,34,32,2759,11,4,2,2,8,0,9.0,7.4,5.2,182,0.36,0.13,0.49,0.29,0.42,0.29,0.17,0.46,0.24,0.41
ITA-Serie A,2324,Bologna,Kacper Urbanski,POL,"MF,FW",18,2004,22,9,926,0,1,0,0,2,0,1.1,1.1,0.8,78,0.0,0.1,0.1,0.0,0.1,0.1,0.08,0.19,0.1,0.19
ITA-Serie A,2324,Bologna,Kevin Bonifazi,ITA,DF,27,1996,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Bologna,Lewis Ferguson,SCO,MF,23,1999,31,31,2712,6,3,0,0,8,0,5.4,5.4,2.3,138,0.2,0.1,0.3,0.2,0.3,0.18,0.08,0.26,0.18,0.26
ITA-Serie A,2324,Bologna,Lorenzo De Silvestri,ITA,DF,35,1988,15,7,674,2,0,0,0,0,0,0.2,0.2,0.0,12,0.27,0.0,0.27,0.27,0.27,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2324,Bologna,Michel Aebischer,SUI,MF,26,1997,36,26,2230,0,1,0,0,8,0,1.1,1.1,1.5,55,0.0,0.04,0.04,0.0,0.04,0.04,0.06,0.11,0.04,0.11
ITA-Serie A,2324,Bologna,Nicola Bagnolini,ITA,GK,19,2004,1,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Bologna,Nicolás Domínguez,ARG,MF,25,1998,2,1,102,0,0,0,0,0,0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
ITA-Serie A,2324,Bologna,Nikola Moro,CRO,MF,25,1998,23,10,840,1,0,0,0,0,0,0.7,0.7,0.4,38,0.11,0.0,0.11,0.11,0.11,0.08,0.04,0.12,0.08,0.12
ITA-Serie A,2324,Bologna,Oussama El Azzouzi,MAR,MF,22,2001,18,5,547,2,2,0,0,4,0,0.5,0.5,0.6,8,0.33,0.33,0.66,0.33,0.66,0.08,0.09,0.17,0.08,0.17
ITA-Serie A,2324,Bologna,Remo Freuler,SUI,MF,31,1992,32,30,2624,1,1,0,0,9,0,1.2,1.2,1.1,48,0.03,0.03,0.07,0.03,0.07,0.04,0.04,0.08,0.04,0.08
ITA-Serie A,2324,Bologna,Riccardo Calafiori,ITA,DF,21,2002,30,26,2349,2,5,0,0,4,0,1.4,1.4,1.2,23,0.08,0.19,0.27,0.08,0.27,0.05,0.05,0.1,0.05,0.1
ITA-Serie A,2324,Bologna,Riccardo Orsolini,ITA,"FW,MF",26,1997,33,19,1792,10,2,2,3,2,0,7.4,5.0,4.4,175,0.5,0.1,0.6,0.4,0.5,0.37,0.22,0.59,0.25,0.47
ITA-Serie A,2324,Bologna,Sam Beukema,NED,DF,24,1998,30,29,2547,1,1,0,0,6,1,1.9,1.9,0.8,5,0.04,0.04,0.07,0.04,0.07,0.07,0.03,0.1,0.07,0.1
ITA-Serie A,2324,Bologna,Santiago Castro,ARG,FW,18,2004,8,2,242,1,1,0,0,1,0,1.0,1.0,0.5,15,0.37,0.37,0.74,0.37,0.74,0.35,0.2,0.55,0.35,0.55
ITA-Serie A,2324,Bologna,Stefan Posch,AUT,DF,26,1997,31,29,2409,1,2,0,0,7,0,1.2,1.2,2.1,64,0.04,0.07,0.11,0.04,0.11,0.04,0.08,0.12,0.04,0.12
ITA-Serie A,2324,Bologna,Sydney van Hooijdonk,NED,FW,23,2000,9,2,212,0,0,0,0,0,0,0.6,0.6,0.1,9,0.0,0.0,0.0,0.0,0.0,0.26,0.05,0.31,0.26,0.31
ITA-Serie A,2324,Bologna,Tommaso Corazza,ITA,DF,19,2004,9,1,195,0,0,0,0,1,0,0.1,0.1,0.1,9,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07
ITA-Serie A,2324,Bologna,Victor Bernth Kristiansen,DEN,DF,20,2002,32,26,2307,0,3,0,0,4,0,0.3,0.3,2.4,74,0.0,0.12,0.12,0.0,0.12,0.01,0.09,0.1,0.01,0.1
ITA-Serie A,2324,Bologna,Łukasz Skorupski,POL,GK,32,1991,32,32,2880,0,0,0,0,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Adam Obert,SVK,DF,20,2002,17,10,941,0,0,0,0,1,0,0.1,0.1,0.9,5,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1
ITA-Serie A,2324,Cagliari,Alberto Dossena,ITA,DF,24,1998,35,33,2977,2,4,0,0,5,0,2.2,2.2,2.1,2,0.06,0.12,0.18,0.06,0.18,0.07,0.06,0.13,0.07,0.13
ITA-Serie A,2324,Cagliari,Alessandro Deiola,ITA,MF,27,1995,27,19,1608,1,0,0,0,7,0,2.5,2.5,0.9,21,0.06,0.0,0.06,0.06,0.06,0.14,0.05,0.19,0.14,0.19
ITA-Serie A,2324,Cagliari,Alessandro Di Pardo,ITA,"DF,MF",24,1999,15,2,359,0,0,0,0,0,0,0.1,0.1,0.2,19,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07
ITA-Serie A,2324,Cagliari,Andrea Petagna,ITA,FW,28,1995,18,13,995,1,1,0,0,2,0,1.6,1.6,1.0,56,0.09,0.09,0.18,0.09,0.18,0.15,0.09,0.23,0.15,0.23
ITA-Serie A,2324,Cagliari,Antoine Makoumbou,CGO,MF,25,1998,32,32,2702,1,0,0,0,5,2,0.7,0.7,0.9,52,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05
ITA-Serie A,2324,Cagliari,Boris Radunović,SRB,GK,27,1996,7,7,630,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Edoardo Goldaniga,ITA,DF,29,1993,13,12,1011,0,0,0,0,3,0,0.5,0.5,0.1,3,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
ITA-Serie A,2324,Cagliari,Eldor Shomurodov,UZB,"FW,MF",28,1995,22,10,936,3,3,0,0,1,0,3.5,3.5,1.7,52,0.29,0.29,0.58,0.29,0.58,0.34,0.16,0.5,0.34,0.5
ITA-Serie A,2324,Cagliari,Gabriele Zappa,ITA,DF,23,1999,38,25,2561,1,3,0,0,2,0,1.5,1.5,3.3,84,0.04,0.11,0.14,0.04,0.14,0.05,0.12,0.17,0.05,0.17
ITA-Serie A,2324,Cagliari,Gaetano Oristanio,ITA,"FW,MF",20,2002,25,11,1104,2,1,0,0,1,0,1.8,1.8,1.1,76,0.16,0.08,0.24,0.16,0.24,0.14,0.09,0.23,0.14,0.23
ITA-Serie A,2324,Cagliari,Gianluca Gaetano,ITA,"FW,MF",23,2000,11,10,745,4,1,1,1,1,1,1.3,0.5,1.3,42,0.48,0.12,0.6,0.36,0.48,0.15,0.16,0.31,0.06,0.22
ITA-Serie A,2324,Cagliari,Gianluca Lapadula,PER,FW,33,1990,23,14,1205,3,1,1,1,3,0,4.8,4.1,1.1,63,0.22,0.07,0.3,0.15,0.22,0.36,0.08,0.44,0.3,0.38
ITA-Serie A,2324,Cagliari,Ibrahim Sulemana,GHA,MF,20,2003,21,16,1339,2,0,0,0,4,0,0.8,0.8,0.1,14,0.13,0.0,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06
ITA-Serie A,2324,Cagliari,Jakub Jankto,CZE,"MF,FW",27,1996,18,13,872,1,2,0,0,0,0,1.5,1.5,0.5,48,0.1,0.21,0.31,0.1,0.31,0.16,0.05,0.21,0.15,0.2
ITA-Serie A,2324,Cagliari,Kingstone Mutandwa,ZAM,"FW,MF",20,2003,5,0,39,1,0,0,0,0,0,0.1,0.1,0.0,2,2.31,0.0,2.31,2.31,2.31,0.17,0.0,0.17,0.17,0.17
ITA-Serie A,2324,Cagliari,Leonardo Pavoletti,ITA,FW,34,1988,19,5,628,4,1,0,0,4,0,2.6,2.6,0.3,40,0.57,0.14,0.72,0.57,0.72,0.37,0.04,0.41,0.37,0.41
ITA-Serie A,2324,Cagliari,Marco Mancosu,ITA,"MF,FW",34,1988,6,3,156,0,0,0,1,0,0,1.2,0.5,0.2,11,0.0,0.0,0.0,0.0,0.0,0.71,0.13,0.85,0.29,0.42
ITA-Serie A,2324,Cagliari,Mateusz Wieteska,POL,DF,26,1997,19,10,965,0,1,0,0,5,1,0.3,0.3,0.6,1,0.0,0.09,0.09,0.0,0.09,0.03,0.05,0.08,0.03,0.08
ITA-Serie A,2324,Cagliari,Matteo Prati,ITA,MF,19,2003,26,19,1972,1,1,0,0,4,0,2.0,2.0,0.8,17,0.05,0.05,0.09,0.05,0.09,0.09,0.03,0.13,0.09,0.13
ITA-Serie A,2324,Cagliari,Nahitan Nández,URU,"MF,DF",27,1995,33,29,2341,2,3,1,1,7,0,3.7,2.9,2.5,89,0.08,0.12,0.19,0.04,0.15,0.14,0.1,0.24,0.11,0.21
ITA-Serie A,2324,Cagliari,Nicolas Viola,ITA,"MF,FW",33,1989,26,11,1207,5,2,0,1,3,0,3.4,2.6,3.9,68,0.37,0.15,0.52,0.37,0.52,0.25,0.29,0.54,0.19,0.49
ITA-Serie A,2324,Cagliari,Pantelis Hatzidiakos,GRE,DF,26,1997,13,13,856,0,0,0,0,1,0,0.4,0.4,0.0,7,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
ITA-Serie A,2324,Cagliari,Paulo Azzi,BRA,"DF,MF",29,1994,25,9,950,0,0,0,0,1,0,1.2,1.2,0.7,42,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18
ITA-Serie A,2324,Cagliari,Simone Aresti,ITA,GK,37,1986,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Simone Scuffet,ITA,GK,27,1996,31,31,2789,0,0,0,0,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Tommaso Augello,ITA,DF,28,1994,32,28,2418,1,1,0,0,5,0,0.5,0.5,2.0,99,0.04,0.04,0.07,0.04,0.07,0.02,0.07,0.09,0.02,0.09
ITA-Serie A,2324,Cagliari,Yerry Mina,COL,DF,28,1994,14,14,1215,2,0,1,1,4,0,1.3,0.5,0.0,3,0.15,0.0,0.15,0.07,0.07,0.1,0.0,0.1,0.04,0.04
ITA-Serie A,2324,Cagliari,Zito Luvumbo,ANG,"FW,MF",21,2002,30,19,1946,4,5,0,0,5,0,4.0,4.0,3.1,181,0.18,0.23,0.42,0.18,0.42,0.18,0.14,0.33,0.18,0.33
ITA-Serie A,2324,Empoli,Alberto Cerri,ITA,FW,27,1996,12,10,545,1,0,0,0,2,0,1.2,1.2,0.2,23,0.17,0.0,0.17,0.17,0.17,0.19,0.04,0.23,0.19,0.23
ITA-Serie A,2324,Empoli,Alberto Grassi,ITA,MF,28,1995,27,22,1807,0,1,0,0,6,1,1.1,1.1,0.6,13,0.0,0.05,0.05,0.0,0.05,0.05,0.03,0.09,0.05,0.09
ITA-Serie A,2324,Empoli,Andrea Sodero,ITA,MF,18,2004,1,0,5,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Ardian Ismajli,ALB,DF,26,1996,26,23,2045,0,0,0,0,2,0,0.3,0.3,0.1,3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02
ITA-Serie A,2324,Empoli,Bartosz Bereszyński,POL,DF,31,1992,24,22,1762,0,1,0,0,3,0,0.1,0.1,0.3,18,0.0,0.05,0.05,0.0,0.05,0.0,0.02,0.02,0.0,0.02
ITA-Serie A,2324,Empoli,Daniel Maldini,ITA,"FW,MF",21,2001,7,3,263,0,0,0,0,1,0,0.3,0.3,0.0,10,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.12,0.1,0.12
ITA-Serie A,2324,Empoli,Elia Caprile,ITA,GK,21,2001,23,23,2070,0,0,0,0,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ITA-Serie A,2324,Empoli,Emmanuel Ekong,SWE,FW,21,2002,1,0,5,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19
ITA-Serie A,2324,Empoli,Emmanuel Gyasi,GHA,"DF,FW",29,1994,33,21,1879,1,2,0,0,8,0,3.5,3.5,1.5,60,0.05,0.1,0.14,0.05,0.14,0.17,0.07,0.24,0.17,0.24
ITA-Serie A,2324,Empoli,Etrit Berisha,ALB,GK,34,1989,14,14,1260,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Filippo Ranocchia,ITA,"MF,DF",22,2001,9,5,476,0,0,0,0,3,0,0.2,0.2,0.5,11,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14
ITA-Serie A,2324,Empoli,Francesco Caputo,ITA,FW,35,1987,20,15,1268,3,0,1,1,0,0,3.4,2.6,0.7,65,0.21,0.0,0.21,0.14,0.14,0.24,0.05,0.3,0.19,0.24
ITA-Serie A,2324,Empoli,Giacomo Corona,ITA,FW,19,2004,1,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Giuseppe Pezzella,ITA,DF,25,1997,19,14,1085,0,0,0,0,4,0,0.2,0.2,0.5,36,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
ITA-Serie A,2324,Empoli,Jacopo Fazzini,ITA,MF,20,2003,31,14,1232,1,1,0,0,6,0,1.2,1.2,2.3,51,0.07,0.07,0.15,0.07,0.15,0.09,0.16,0.26,0.09,0.26
ITA-Serie A,2324,Empoli,Liam Henderson,SCO,MF,27,1996,1,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Liberato Cacace,NZL,DF,22,2000,31,18,1912,0,1,0,0,6,0,0.4,0.4,1.7,55,0.0,0.05,0.05,0.0,0.05,0.02,0.08,0.1,0.02,0.1
ITA-Serie A,2324,Empoli,M'Baye Niang,SEN,FW,28,1994,14,5,708,6,1,4,4,1,0,5.4,2.3,0.9,43,0.76,0.13,0.89,0.25,0.38,0.68,0.12,0.8,0.29,0.41
ITA-Serie A,2324,Empoli,Matteo Cancellieri,ITA,"FW,MF",21,2002,36,18,1788,4,3,0,0,7,0,4.7,4.7,2.9,138,0.2,0.15,0.35,0.2,0.35,0.24,0.15,0.38,0.24,0.38
ITA-Serie A,2324,Empoli,Mattia Destro,ITA,"FW,MF",32,1991,15,3,366,0,0,0,0,2,0,1.2,1.2,0.3,19,0.0,0.0,0.0,0.0,0.0,0.29,0.08,0.37,0.29,0.37
ITA-Serie A,2324,Empoli,Nicolas Haas,SUI,MF,27,1996,1,1,90,0,0,0,0,1,0,0.1,0.1,0.0,4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
ITA-Serie A,2324,Empoli,Nicolò Cambiaghi,ITA,"FW,MF",22,2000,37,29,2553,1,1,0,0,3,0,3.9,3.9,2.8,197,0.04,0.04,0.07,0.04,0.07,0.14,0.1,0.24,0.14,0.24
ITA-Serie A,2324,Empoli,Roberto Piccoli,ITA,FW,22,2001,2,0,39,0,0,0,0,0,0,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
ITA-Serie A,2324,Empoli,Răzvan Marin,ROU,MF,27,1996,30,20,1818,0,3,0,0,3,0,1.1,1.1,3.0,24,0.0,0.15,0.15,0.0,0.15,0.05,0.15,0.2,0.05,0.2
ITA-Serie A,2324,Empoli,Samuele Perisan,ITA,GK,25,1997,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Sebastian Walukiewicz,POL,DF,23,2000,27,23,2055,0,0,0,0,6,0,0.1,0.1,0.1,5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ITA-Serie A,2324,Empoli,Sebastiano Luperto,ITA,DF,26,1996,38,38,3406,1,1,0,0,4,0,1.7,1.7,1.0,13,0.03,0.03,0.05,0.03,0.05,0.04,0.03,0.07,0.04,0.07
ITA-Serie A,2324,Empoli,Simone Bastoni,ITA,"MF,DF",26,1996,16,9,745,1,0,0,0,3,0,0.4,0.4,0.5,26,0.12,0.0,0.12,0.12,0.12,0.05,0.06,0.11,0.05,0.11
ITA-Serie A,2324,Empoli,Steven Shpendi,ALB,"FW,MF",20,2003,12,4,411,0,1,0,0,0,0,0.4,0.4,0.5,32,0.0,0.22,0.22,0.0,0.22,0.09,0.1,0.2,0.09,0.2
ITA-Serie A,2324,Empoli,Szymon Żurkowski,POL,MF,25,1997,13,10,868,4,0,0,0,4,0,1.0,1.0,0.1,37,0.41,0.0,0.41,0.41,0.41,0.1,0.01,0.11,0.1,0.11
ITA-Serie A,2324,Empoli,Tommaso Baldanzi,ITA,"MF,FW",20,2003,14,8,745,2,0,0,0,1,0,2.1,2.1,1.0,40,0.24,0.0,0.24,0.24,0.24,0.25,0.13,0.38,0.25,0.38
ITA-Serie A,2324,Empoli,Tyronne Ebuehi,NGA,DF,27,1995,15,11,1099,0,1,0,0,0,0,0.3,0.3,0.9,35,0.0,0.08,0.08,0.0,0.08,0.02,0.07,0.1,0.02,0.1
ITA-Serie A,2324,Empoli,Viktor Kovalenko,UKR,MF,27,1996,17,4,613,1,1,0,0,1,0,0.9,0.9,0.8,24,0.15,0.15,0.29,0.15,0.29,0.14,0.12,0.25,0.14,0.25
ITA-Serie A,2324,Empoli,Youssef Maleh,MAR,MF,24,1998,34,30,2602,0,1,0,0,11,0,1.6,1.6,2.4,65,0.0,0.03,0.03,0.0,0.03,0.05,0.08,0.14,0.05,0.14
ITA-Serie A,2324,Fiorentina,Alfred Duncan,GHA,MF,30,1993,30,24,1888,2,5,0,0,2,0,1.5,1.5,2.0,47,0.1,0.24,0.33,0.1,0.33,0.07,0.1,0.17,0.07,0.17
ITA-Serie A,2324,Fiorentina,Andrea Belotti,ITA,FW,29,1993,15,11,949,3,0,0,0,0,0,3.7,3.7,0.7,60,0.28,0.0,0.28,0.28,0.28,0.35,0.07,0.41,0.35,0.41
ITA-Serie A,2324,Fiorentina,Antonín Barák,CZE,"MF,FW",28,1994,21,8,808,2,3,0,0,2,0,1.5,1.5,2.2,64,0.22,0.33,0.56,0.22,0.56,0.17,0.25,0.42,0.17,0.42
ITA-Serie A,2324,Fiorentina,Arthur Melo,BRA,MF,26,1996,33,23,1986,2,3,1,1,2,0,1.0,0.3,1.7,27,0.09,0.14,0.23,0.05,0.18,0.05,0.08,0.13,0.01,0.09
ITA-Serie A,2324,Fiorentina,Christian Kouamé,CIV,FW,25,1997,23,11,1089,2,1,0,0,0,0,1.9,1.9,1.8,110,0.17,0.08,0.25,0.17,0.25,0.16,0.15,0.31,0.16,0.31
