league,season,team,player,nationality,position,age,birth_year,minutes_90s,goals,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net
ITA-Serie A,2324,Inter,Emil Audero,IDN,GK,26,1997,3.7,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Inter,Federico Dimarco,ITA,DF,25,1997,23.1,5,51,19,37.3,2.21,0.82,0.1,0.26,0,0,2.9,2.7,0.05,2.1,2.3
ITA-Serie A,2324,Inter,Francesco Acerbi,ITA,DF,35,1988,26.5,3,15,6,40.0,0.57,0.23,0.2,0.5,0,0,1.6,1.6,0.11,1.4,1.4
ITA-Serie A,2324,Inter,Hakan Çalhanoğlu,TUR,MF,29,1994,28.4,13,52,13,25.0,1.83,0.46,0.06,0.23,10,10,10.1,2.3,0.04,2.9,0.7
ITA-Serie A,2324,Inter,Henrikh Mkhitaryan,ARM,MF,34,1989,30.9,2,39,6,15.4,1.26,0.19,0.05,0.33,0,0,3.6,3.6,0.09,-1.6,-1.6
ITA-Serie A,2324,Inter,Juan Cuadrado,COL,DF,35,1988,3.0,0,5,0,0.0,1.69,0.0,0.0,,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,2324,Inter,Kristjan Asllani,ALB,MF,21,2002,8.7,1,15,4,26.7,1.72,0.46,0.07,0.25,0,0,0.6,0.6,0.04,0.4,0.4
ITA-Serie A,2324,Inter,Lautaro Martínez,ARG,FW,25,1997,29.5,24,105,44,41.9,3.56,1.49,0.21,0.5,2,3,17.6,15.3,0.15,6.4,6.7
ITA-Serie A,2324,Inter,Lucien Agoume,FRA,MF,21,2002,0.1,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Inter,Marcus Thuram,FRA,FW,25,1997,29.9,13,77,29,37.7,2.58,0.97,0.17,0.45,0,0,14.3,14.3,0.19,-1.3,-1.3
ITA-Serie A,2324,Inter,Marko Arnautović,AUT,FW,34,1989,8.9,5,17,9,52.9,1.91,1.01,0.29,0.56,0,0,5.0,5.0,0.29,0.0,0.0
ITA-Serie A,2324,Inter,Matteo Darmian,ITA,DF,33,1989,26.7,2,10,5,50.0,0.37,0.19,0.2,0.4,0,0,1.2,1.2,0.12,0.8,0.8
ITA-Serie A,2324,Inter,Nicolò Barella,ITA,MF,26,1997,31.6,2,40,12,30.0,1.26,0.38,0.05,0.17,0,0,5.1,5.1,0.13,-3.1,-3.1
ITA-Serie A,2324,Inter,Raffaele Di Gennaro,ITA,GK,29,1993,0.3,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Inter,Stefan de Vrij,NED,DF,31,1992,17.6,1,10,3,30.0,0.57,0.17,0.1,0.33,0,0,0.6,0.6,0.06,0.4,0.4
ITA-Serie A,2324,Inter,Stefano Sensi,ITA,MF,27,1995,0.5,0,2,0,0.0,3.91,0.0,0.0,,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2324,Inter,Tajon Buchanan,CAN,DF,24,1999,1.8,1,4,1,25.0,2.24,0.56,0.25,1.0,0,0,0.2,0.2,0.05,0.8,0.8
ITA-Serie A,2324,Inter,Yann Aurel Bisseck,GER,DF,22,2000,10.0,2,12,4,33.3,1.19,0.4,0.17,0.5,0,0,0.9,0.9,0.07,1.1,1.1
ITA-Serie A,2324,Inter,Yann Sommer,SUI,GK,34,1988,34.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Juventus,Adrien Rabiot,FRA,MF,28,1995,29.5,5,38,16,42.1,1.29,0.54,0.13,0.31,0,0,3.5,3.4,0.09,1.5,1.6
ITA-Serie A,2324,Juventus,Alex Sandro,BRA,DF,32,1991,8.0,1,5,1,20.0,0.62,0.12,0.2,1.0,0,0,0.4,0.4,0.08,0.6,0.6
ITA-Serie A,2324,Juventus,Andrea Cambiaso,ITA,"DF,FW",23,2000,26.4,2,29,8,27.6,1.1,0.3,0.07,0.25,0,0,2.2,2.2,0.08,-0.2,-0.2
ITA-Serie A,2324,Juventus,Arkadiusz Milik,POL,FW,29,1994,10.2,4,37,13,35.1,3.62,1.27,0.11,0.31,0,0,5.1,5.1,0.14,-1.1,-1.1
ITA-Serie A,2324,Juventus,Carlo Pinsoglio,ITA,GK,33,1990,0.5,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Juventus,Carlos Alcaraz,ARG,MF,20,2002,4.2,0,11,2,18.2,2.61,0.47,0.0,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4
ITA-Serie A,2324,Juventus,Daniele Rugani,ITA,DF,29,1994,13.2,2,8,2,25.0,0.61,0.15,0.25,1.0,0,0,1.6,1.6,0.3,0.4,0.4
ITA-Serie A,2324,Juventus,Danilo,BRA,DF,32,1991,27.2,1,17,2,11.8,0.62,0.07,0.06,0.5,0,0,1.3,1.3,0.08,-0.3,-0.3
ITA-Serie A,2324,Juventus,Dean Huijsen,ESP,DF,18,2005,0.1,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Juventus,Dušan Vlahović,SRB,FW,23,2000,25.6,16,106,35,33.0,4.14,1.37,0.13,0.4,2,4,16.6,13.3,0.13,-0.6,0.7
ITA-Serie A,2324,Juventus,Fabio Miretti,ITA,MF,19,2003,12.3,1,20,3,15.0,1.63,0.24,0.05,0.33,0,0,1.2,1.2,0.06,-0.2,-0.2
ITA-Serie A,2324,Juventus,Federico Chiesa,ITA,FW,25,1997,24.4,9,74,25,33.8,3.03,1.02,0.11,0.32,1,1,6.4,5.6,0.08,2.6,2.4
ITA-Serie A,2324,Juventus,Federico Gatti,ITA,DF,25,1998,29.3,4,35,7,20.0,1.19,0.24,0.11,0.57,0,0,5.5,5.5,0.16,-1.5,-1.5
ITA-Serie A,2324,Juventus,Filip Kostić,SRB,DF,30,1992,20.2,0,21,2,9.5,1.04,0.1,0.0,0.0,0,0,0.7,0.7,0.03,-0.7,-0.7
ITA-Serie A,2324,Juventus,Gleison Bremer,BRA,DF,26,1997,35.9,3,18,4,22.2,0.5,0.11,0.17,0.75,0,0,1.4,1.4,0.08,1.6,1.6
ITA-Serie A,2324,Juventus,Hans Nicolussi Caviglia,ITA,MF,23,2000,3.0,0,3,0,0.0,1.01,0.0,0.0,,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2324,Juventus,Joseph Nonge,BEL,MF,18,2005,0.3,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Juventus,Kenan Yıldız,TUR,"FW,MF",18,2005,10.6,2,19,7,36.8,1.8,0.66,0.11,0.29,0,0,1.6,1.6,0.09,0.4,0.4
ITA-Serie A,2324,Juventus,Leonardo Cerri,ITA,DF,20,2003,0.1,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Juventus,Manuel Locatelli,ITA,MF,25,1998,33.4,1,24,3,12.5,0.72,0.09,0.04,0.33,0,0,1.3,1.3,0.06,-0.3,-0.3
ITA-Serie A,2324,Juventus,Mattia De Sciglio,ITA,DF,30,1992,0.5,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Juventus,Mattia Perin,ITA,GK,30,1992,2.5,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Juventus,Moise Kean,ITA,FW,23,2000,7.3,0,16,3,18.8,2.2,0.41,0.0,0.0,0,0,2.1,2.1,0.13,-2.1,-2.1
ITA-Serie A,2324,Juventus,Nicolò Fagioli,ITA,MF,22,2001,4.9,0,6,2,33.3,1.24,0.41,0.0,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4
ITA-Serie A,2324,Juventus,Nikola Sekulov,ITA,FW,21,2002,0.1,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Juventus,Paul Pogba,FRA,MF,30,1993,0.6,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Juventus,Samuel Iling-Junior,ENG,"DF,MF",19,2003,9.0,1,9,4,44.4,1.0,0.44,0.11,0.25,0,0,0.7,0.7,0.08,0.3,0.3
ITA-Serie A,2324,Juventus,Tiago Djaló,POR,DF,23,2000,0.2,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Juventus,Timothy Weah,USA,"DF,FW",23,2000,14.0,0,12,2,16.7,0.86,0.14,0.0,0.0,0,0,1.5,1.5,0.13,-1.5,-1.5
ITA-Serie A,2324,Juventus,Weston McKennie,USA,"MF,DF",24,1998,28.8,0,23,5,21.7,0.8,0.17,0.0,0.0,0,0,3.0,3.0,0.13,-3.0,-3.0
ITA-Serie A,2324,Juventus,Wojciech Szczęsny,POL,GK,33,1990,35.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Lazio,Adam Marušić,MNE,DF,30,1992,34.4,1,8,3,37.5,0.23,0.09,0.13,0.33,0,0,0.4,0.4,0.05,0.6,0.6
ITA-Serie A,2324,Lazio,Alessio Romagnoli,ITA,DF,28,1995,26.8,0,11,5,45.5,0.41,0.19,0.0,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6
ITA-Serie A,2324,Lazio,Christos Mandas,GRE,GK,21,2001,8.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Lazio,Ciro Immobile,ITA,FW,33,1990,18.4,7,45,19,42.2,2.45,1.04,0.07,0.16,4,4,9.7,6.6,0.15,-2.7,-3.6
ITA-Serie A,2324,Lazio,Daichi Kamada,JPN,MF,26,1996,17.2,2,29,8,27.6,1.69,0.47,0.07,0.25,0,0,1.8,1.8,0.06,0.2,0.2
ITA-Serie A,2324,Lazio,Danilo Cataldi,ITA,MF,28,1994,15.1,1,12,2,16.7,0.79,0.13,0.08,0.5,0,0,0.4,0.4,0.03,0.6,0.6
ITA-Serie A,2324,Lazio,Elseid Hysaj,ALB,DF,29,1994,13.3,0,2,1,50.0,0.15,0.08,0.0,0.0,0,0,0.2,0.2,0.12,-0.2,-0.2
ITA-Serie A,2324,Lazio,Felipe Anderson,BRA,"FW,MF",30,1993,30.8,5,43,11,25.6,1.4,0.36,0.12,0.45,0,0,4.4,4.4,0.1,0.6,0.6
ITA-Serie A,2324,Lazio,Gustav Isaksen,DEN,FW,22,2001,11.9,3,23,9,39.1,1.93,0.75,0.13,0.33,0,0,1.6,1.6,0.07,1.4,1.4
ITA-Serie A,2324,Lazio,Ivan Provedel,ITA,GK,29,1994,30.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Lazio,Luca Pellegrini,ITA,DF,24,1999,8.7,1,7,1,14.3,0.8,0.11,0.14,1.0,0,0,0.2,0.2,0.03,0.8,0.8
ITA-Serie A,2324,Lazio,Luis Alberto,ESP,MF,30,1992,25.7,5,56,15,26.8,2.18,0.58,0.09,0.33,0,0,4.7,4.7,0.08,0.3,0.3
ITA-Serie A,2324,Lazio,Manuel Lazzari,ITA,DF,29,1993,18.6,0,8,2,25.0,0.43,0.11,0.0,0.0,0,0,1.0,1.0,0.13,-1.0,-1.0
ITA-Serie A,2324,Lazio,Mario Gila,ESP,DF,22,2000,20.1,0,8,2,25.0,0.4,0.1,0.0,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5
ITA-Serie A,2324,Lazio,Mattia Zaccagni,ITA,"FW,MF",28,1995,21.7,6,42,13,31.0,1.93,0.6,0.14,0.46,0,0,4.7,4.7,0.12,1.3,1.3
ITA-Serie A,2324,Lazio,Mattéo Guendouzi,FRA,MF,24,1999,26.3,2,26,6,23.1,0.99,0.23,0.08,0.33,0,0,1.6,1.6,0.06,0.4,0.4
ITA-Serie A,2324,Lazio,Matías Vecino,URU,MF,31,1991,12.8,6,33,11,33.3,2.58,0.86,0.18,0.55,0,0,3.7,3.7,0.11,2.3,2.3
ITA-Serie A,2324,Lazio,Nicolò Casale,ITA,DF,25,1998,17.3,0,7,1,14.3,0.4,0.06,0.0,0.0,0,0,0.9,0.9,0.12,-0.9,-0.9
ITA-Serie A,2324,Lazio,Nicolò Rovella,ITA,MF,21,2001,14.6,0,5,1,20.0,0.34,0.07,0.0,0.0,0,0,0.6,0.6,0.12,-0.6,-0.6
ITA-Serie A,2324,Lazio,Patric,ESP,DF,30,1993,17.9,2,6,2,33.3,0.34,0.11,0.33,1.0,0,0,1.4,1.4,0.23,0.6,0.6
ITA-Serie A,2324,Lazio,Pedro,ESP,"FW,MF",36,1987,9.1,1,11,4,36.4,1.21,0.44,0.09,0.25,0,0,1.5,1.5,0.14,-0.5,-0.5
ITA-Serie A,2324,Lazio,Valentín Castellanos,ARG,FW,24,1998,18.7,4,54,19,35.2,2.89,1.02,0.07,0.21,0,0,7.3,7.3,0.14,-3.3,-3.3
ITA-Serie A,2324,Lecce,Ahmed Touba,ALG,DF,25,1998,3.1,0,1,0,0.0,0.32,0.0,0.0,,0,0,0.0,0.0,0.03,0.0,0.0
ITA-Serie A,2324,Lecce,Alexis Blin,FRA,MF,26,1996,18.2,0,13,2,15.4,0.71,0.11,0.0,0.0,0,0,1.1,1.1,0.08,-1.1,-1.1
ITA-Serie A,2324,Lecce,Antonino Gallo,ITA,DF,23,2000,27.7,0,15,3,20.0,0.54,0.11,0.0,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5
ITA-Serie A,2324,Lecce,Federico Baschirotto,ITA,DF,26,1996,36.6,0,17,6,35.3,0.46,0.16,0.0,0.0,0,0,1.7,1.5,0.09,-1.7,-1.5
ITA-Serie A,2324,Lecce,Federico Di Francesco,ITA,"FW,MF",29,1994,0.2,1,2,1,50.0,12.0,6.0,0.5,1.0,0,0,0.1,0.1,0.04,0.9,0.9
ITA-Serie A,2324,Lecce,Gabriel Strefezza,BRA,FW,26,1997,12.4,1,27,5,18.5,2.19,0.4,0.0,0.0,1,1,2.5,1.7,0.06,-1.5,-1.7
ITA-Serie A,2324,Lecce,Hamza Rafia,TUN,MF,24,1999,13.4,1,16,3,18.8,1.2,0.22,0.06,0.33,0,0,0.8,0.8,0.05,0.2,0.2
ITA-Serie A,2324,Lecce,Jeppe Corfitzen,DEN,FW,18,2004,0.1,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Lecce,Joan Gonzàlez,ESP,MF,21,2002,14.3,1,13,5,38.5,0.91,0.35,0.08,0.2,0,0,1.2,1.2,0.09,-0.2,-0.2
ITA-Serie A,2324,Lecce,Lameck Banda,ZAM,FW,22,2001,15.0,2,50,23,46.0,3.33,1.53,0.04,0.09,0,0,3.6,3.6,0.07,-1.6,-1.6
ITA-Serie A,2324,Lecce,Lorenzo Venuti,ITA,DF,28,1995,4.0,0,3,1,33.3,0.74,0.25,0.0,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2324,Lecce,Marcin Listkowski,POL,FW,25,1998,0.1,0,1,0,0.0,11.25,0.0,0.0,,0,0,0.0,0.0,0.04,0.0,0.0
ITA-Serie A,2324,Lecce,Marin Pongračić,CRO,DF,25,1997,35.8,0,13,3,23.1,0.36,0.08,0.0,0.0,0,0,1.2,1.2,0.09,-1.2,-1.2
ITA-Serie A,2324,Lecce,Medon Berisha,ALB,"FW,MF",19,2003,2.3,0,2,0,0.0,0.88,0.0,0.0,,0,0,0.2,0.2,0.09,-0.2,-0.2
ITA-Serie A,2324,Lecce,Mohamed Kaba,FRA,MF,21,2001,15.3,0,14,6,42.9,0.91,0.39,0.0,0.0,0,0,1.2,1.2,0.08,-1.2,-1.2
ITA-Serie A,2324,Lecce,Nicola Sansone,ITA,"FW,MF",31,1991,8.5,2,23,5,21.7,2.7,0.59,0.09,0.4,0,0,2.8,2.8,0.12,-0.8,-0.8
ITA-Serie A,2324,Lecce,Nikola Krstović,MNE,FW,23,2000,26.4,7,89,20,22.5,3.38,0.76,0.07,0.3,1,3,11.6,9.2,0.1,-4.6,-3.2
ITA-Serie A,2324,Lecce,Patrick Dorgu,DEN,"DF,MF",18,2004,17.4,2,18,7,38.9,1.04,0.4,0.11,0.29,0,0,2.0,2.0,0.11,0.0,0.0
ITA-Serie A,2324,Lecce,Pontus Almqvist,SWE,"FW,MF",24,1999,23.4,2,40,15,37.5,1.71,0.64,0.05,0.13,0,0,2.3,2.3,0.06,-0.3,-0.3
ITA-Serie A,2324,Lecce,Rareș-Cătălin Burnete,ROU,FW,19,2004,0.1,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Lecce,Remi Oudin,FRA,"MF,FW",26,1996,20.2,3,34,8,23.5,1.68,0.4,0.09,0.38,0,0,1.8,1.8,0.05,1.2,1.2
ITA-Serie A,2324,Lecce,Roberto Piccoli,ITA,FW,22,2001,15.3,5,56,20,35.7,3.66,1.31,0.07,0.2,1,1,6.4,5.6,0.1,-1.4,-1.6
ITA-Serie A,2324,Lecce,Santiago Pierotti,ARG,"MF,FW",22,2001,2.2,0,7,3,42.9,3.15,1.35,0.0,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5
ITA-Serie A,2324,Lecce,Valentin Gendrey,FRA,DF,23,2000,33.8,2,18,5,27.8,0.53,0.15,0.11,0.4,0,0,1.6,1.6,0.09,0.4,0.4
ITA-Serie A,2324,Lecce,Wladimiro Falcone,ITA,GK,28,1995,38.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Lecce,Ylber Ramadani,ALB,MF,27,1996,33.0,1,31,6,19.4,0.94,0.18,0.03,0.17,0,0,1.0,1.0,0.03,0.0,0.0
ITA-Serie A,2324,Milan,Alessandro Florenzi,ITA,DF,32,1991,19.2,1,32,10,31.3,1.66,0.52,0.03,0.1,0,0,1.7,1.7,0.05,-0.7,-0.7
ITA-Serie A,2324,Milan,Antonio Mirante,ITA,GK,40,1983,2.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Milan,Chaka Traorè,CIV,FW,18,2004,0.2,1,1,1,100.0,4.5,4.5,1.0,1.0,0,0,0.1,0.1,0.08,0.9,0.9
ITA-Serie A,2324,Milan,Christian Pulisic,USA,"FW,MF",24,1998,28.9,12,65,31,47.7,2.25,1.07,0.18,0.39,0,0,8.0,8.0,0.12,4.0,4.0
ITA-Serie A,2324,Milan,Davide Bartesaghi,ITA,"DF,MF",17,2005,0.9,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Milan,Davide Calabria,ITA,DF,26,1996,24.3,1,21,8,38.1,0.86,0.33,0.05,0.13,0,0,1.3,1.3,0.06,-0.3,-0.3
ITA-Serie A,2324,Milan,Fikayo Tomori,ENG,DF,25,1997,23.6,4,17,7,41.2,0.72,0.3,0.24,0.57,0,0,3.7,3.7,0.22,0.3,0.3
ITA-Serie A,2324,Milan,Filippo Terracciano,ITA,"DF,FW",20,2003,0.8,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Milan,Francesco Camarda,ITA,FW,15,2008,0.2,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Milan,Ismaël Bennacer,ALG,MF,25,1997,12.8,2,11,1,9.1,0.86,0.08,0.09,1.0,1,1,1.7,0.9,0.08,0.3,0.1
ITA-Serie A,2324,Milan,Jan-Carlo Simic,SRB,DF,18,2005,1.6,1,2,1,50.0,1.23,0.62,0.5,1.0,0,0,0.6,0.6,0.31,0.4,0.4
ITA-Serie A,2324,Milan,Kevin Zeroli,ITA,MF,18,2005,0.3,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Milan,Lapo Nava,ITA,GK,19,2004,0.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Milan,Luka Jović,SRB,FW,25,1997,9.7,6,22,12,54.5,2.26,1.23,0.27,0.5,0,0,4.9,4.9,0.23,1.1,1.1
ITA-Serie A,2324,Milan,Luka Romero,ARG,"FW,MF",18,2004,1.0,0,1,0,0.0,1.02,0.0,0.0,,0,0,0.1,0.1,0.09,-0.1,-0.1
ITA-Serie A,2324,Milan,Malick Thiaw,GER,DF,21,2001,18.0,0,5,1,20.0,0.28,0.06,0.0,0.0,0,0,0.6,0.6,0.12,-0.6,-0.6
ITA-Serie A,2324,Milan,Marco Pellegrino,ARG,DF,21,2002,0.8,0,1,1,100.0,1.32,1.32,0.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2324,Milan,Marco Sportiello,ITA,GK,31,1992,7.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Milan,Matteo Gabbia,ITA,DF,23,1999,14.2,2,11,5,45.5,0.78,0.35,0.18,0.4,0,0,1.6,1.6,0.14,0.4,0.4
ITA-Serie A,2324,Milan,Mattia Caldara,ITA,DF,29,1994,0.4,0,1,0,0.0,2.73,0.0,0.0,,0,0,0.2,0.2,0.21,-0.2,-0.2
ITA-Serie A,2324,Milan,Mike Maignan,FRA,GK,28,1995,29.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Milan,Noah Okafor,SUI,"FW,MF",23,2000,9.9,6,22,14,63.6,2.23,1.42,0.27,0.43,0,0,3.8,3.8,0.17,2.2,2.2
ITA-Serie A,2324,Milan,Olivier Giroud,FRA,FW,36,1986,26.3,15,72,29,40.3,2.74,1.1,0.15,0.38,4,5,14.2,10.2,0.14,0.8,0.8
ITA-Serie A,2324,Milan,Pierre Kalulu,FRA,DF,23,2000,4.2,0,2,0,0.0,0.48,0.0,0.0,,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2324,Milan,Rade Krunić,BIH,MF,29,1993,7.6,0,2,0,0.0,0.26,0.0,0.0,,0,0,0.1,0.1,0.07,-0.1,-0.1
ITA-Serie A,2324,Milan,Rafael Leão,POR,FW,24,1999,27.9,9,70,24,34.3,2.51,0.86,0.13,0.38,0,0,10.0,10.0,0.14,-1.0,-1.0
ITA-Serie A,2324,Milan,Ruben Loftus-Cheek,ENG,MF,27,1996,23.0,6,40,14,35.0,1.74,0.61,0.15,0.43,0,0,3.7,3.7,0.09,2.3,2.3
ITA-Serie A,2324,Milan,Samuel Chukwueze,NGA,FW,24,1999,11.3,1,28,8,28.6,2.48,0.71,0.04,0.13,0,0,1.7,1.7,0.06,-0.7,-0.7
ITA-Serie A,2324,Milan,Simon Kjær,DEN,DF,34,1989,13.0,0,6,0,0.0,0.46,0.0,0.0,,0,0,0.5,0.5,0.08,-0.5,-0.5
ITA-Serie A,2324,Milan,Theo Hernández,FRA,DF,25,1997,31.0,5,55,16,29.1,1.77,0.52,0.07,0.25,1,2,4.9,3.4,0.06,0.1,0.6
ITA-Serie A,2324,Milan,Tijjani Reijnders,NED,MF,25,1998,31.3,3,44,9,20.5,1.4,0.29,0.07,0.33,0,0,3.2,3.2,0.07,-0.2,-0.2
ITA-Serie A,2324,Milan,Tommaso Pobega,ITA,MF,24,1999,3.5,0,5,4,80.0,1.41,1.13,0.0,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,2324,Milan,Yacine Adli,FRA,MF,23,2000,15.6,1,4,1,25.0,0.26,0.06,0.25,1.0,0,0,0.3,0.3,0.07,0.7,0.7
ITA-Serie A,2324,Milan,Yunus Musah,USA,"MF,FW",20,2002,16.4,0,14,5,35.7,0.85,0.3,0.0,0.0,0,0,0.6,0.6,0.04,-0.6,-0.6
ITA-Serie A,2324,Milan,Álex Jiménez,ESP,DF,18,2005,0.8,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Monza,Alessandro Sorrentino,ITA,GK,21,2002,6.1,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Monza,Alessio Zerbin,ITA,"DF,FW",24,1999,7.6,0,6,2,33.3,0.79,0.26,0.0,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4
ITA-Serie A,2324,Monza,Andrea Carboni,ITA,DF,22,2001,16.5,1,18,4,22.2,1.09,0.24,0.06,0.25,0,0,1.2,1.2,0.07,-0.2,-0.2
ITA-Serie A,2324,Monza,Andrea Colpani,ITA,"MF,FW",24,1999,29.5,8,65,19,29.2,2.2,0.64,0.12,0.42,0,0,4.8,4.8,0.07,3.2,3.2
ITA-Serie A,2324,Monza,Andrea Ferraris,ITA,MF,20,2003,0.1,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Monza,Armando Izzo,ITA,DF,31,1992,18.3,0,5,3,60.0,0.27,0.16,0.0,0.0,0,0,0.7,0.7,0.14,-0.7,-0.7
ITA-Serie A,2324,Monza,Daniel Maldini,ITA,"MF,FW",21,2001,3.7,4,12,5,41.7,3.24,1.35,0.33,0.8,0,0,1.3,1.3,0.11,2.7,2.7
ITA-Serie A,2324,Monza,Danilo D'Ambrosio,ITA,DF,34,1988,17.1,0,14,4,28.6,0.82,0.23,0.0,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7
ITA-Serie A,2324,Monza,Dany Mota,POR,"FW,MF",25,1998,22.8,4,38,11,28.9,1.67,0.48,0.11,0.36,0,0,3.6,3.6,0.09,0.4,0.4
ITA-Serie A,2324,Monza,Davide Bettella,ITA,MF,23,2000,0.0,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Monza,Gianluca Caprari,ITA,"MF,FW",30,1993,3.2,0,8,0,0.0,2.53,0.0,0.0,,0,0,0.7,0.7,0.09,-0.7,-0.7
ITA-Serie A,2324,Monza,Giorgio Cittadini,ITA,DF,21,2002,0.2,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Monza,Giorgos Kyriakopoulos,GRE,DF,27,1996,19.0,0,24,2,8.3,1.26,0.11,0.0,0.0,0,0,1.2,1.2,0.05,-1.2,-1.2
ITA-Serie A,2324,Monza,Giulio Donati,ITA,DF,33,1990,0.4,0,1,1,100.0,2.5,2.5,0.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2324,Monza,Jean-Daniel Akpa-Akpro,CIV,MF,30,1992,7.8,0,7,3,42.9,0.89,0.38,0.0,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5
ITA-Serie A,2324,Monza,Lorenzo Colombo,ITA,FW,21,2002,15.1,4,37,10,27.0,2.45,0.66,0.11,0.4,0,0,3.6,3.6,0.1,0.4,0.4
ITA-Serie A,2324,Monza,Luca Caldirola,ITA,DF,32,1991,23.8,1,9,2,22.2,0.38,0.08,0.11,0.5,0,0,0.5,0.5,0.05,0.5,0.5
ITA-Serie A,2324,Monza,Matteo Pessina,ITA,MF,26,1997,35.8,6,22,8,36.4,0.61,0.22,0.09,0.25,4,5,6.3,2.4,0.11,-0.3,-0.4
ITA-Serie A,2324,Monza,Michele Di Gregorio,ITA,GK,26,1997,31.9,0,0,0,,0.0,0.0,,,0,0,0.0,0.0,,0.0,0.0
