league,season,team,player,nationality,position,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked
ITA-Serie A,2324,Genoa,Stefano Sabelli,ITA,DF,30,1993,27.0,977,781,192,7,1,6,99,185,0,0,0,0,611,4,43
ITA-Serie A,2324,Genoa,Vitinha,POR,"FW,MF",23,2000,3.2,60,52,7,0,0,1,9,3,1,0,0,0,34,1,2
ITA-Serie A,2324,Hellas Verona,Alphadjo Cissè,ITA,FW,16,2006,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA-Serie A,2324,Hellas Verona,Bruno Amione,ARG,DF,21,2002,6.4,273,267,6,4,0,1,1,2,0,0,0,0,217,0,3
ITA-Serie A,2324,Hellas Verona,Charlys,BRA,MF,19,2004,0.3,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
ITA-Serie A,2324,Hellas Verona,Cyril Ngonge,BEL,"FW,MF",23,2000,15.9,361,324,35,10,4,5,51,2,10,2,7,0,234,2,12
ITA-Serie A,2324,Hellas Verona,Daniel Bandeira,POR,MF,23,2000,5.0,233,224,7,2,3,4,7,3,2,0,1,0,187,2,2
ITA-Serie A,2324,Hellas Verona,Darko Lazović,SRB,"FW,MF",32,1990,21.4,671,581,88,18,1,3,97,41,28,13,14,0,431,2,33
ITA-Serie A,2324,Hellas Verona,Davide Faraoni,ITA,DF,31,1991,6.7,304,235,65,4,1,4,19,59,2,0,1,0,228,4,6
ITA-Serie A,2324,Hellas Verona,Diego Coppola,ITA,DF,19,2003,18.2,718,687,30,28,0,7,0,1,0,0,0,0,555,1,6
ITA-Serie A,2324,Hellas Verona,Elayis Tavsan,NED,"MF,FW",22,2001,0.6,8,7,1,0,0,0,1,0,1,1,0,0,7,0,0
ITA-Serie A,2324,Hellas Verona,Fabien Centonze,FRA,DF,27,1996,7.5,317,238,77,0,0,0,28,77,0,0,0,0,213,2,10
ITA-Serie A,2324,Hellas Verona,Federico Bonazzoli,ITA,"FW,MF",26,1997,11.3,314,294,17,0,3,5,7,1,0,0,0,0,242,3,11
ITA-Serie A,2324,Hellas Verona,Filippo Terracciano,ITA,DF,20,2003,14.4,713,559,153,19,1,10,59,121,13,2,10,0,507,1,15
ITA-Serie A,2324,Hellas Verona,Giangiacomo Magnani,ITA,DF,27,1995,27.2,994,939,49,48,0,21,12,1,0,0,0,0,785,6,6
ITA-Serie A,2324,Hellas Verona,Isak Hien,SWE,DF,24,1999,9.6,394,381,13,12,0,2,0,1,0,0,0,0,324,0,2
ITA-Serie A,2324,Hellas Verona,Jackson Tchatchoua,CMR,DF,21,2001,19.2,799,621,177,6,0,2,64,171,0,0,0,0,604,1,16
ITA-Serie A,2324,Hellas Verona,Jordi Mboula,ESP,"FW,MF",24,1999,3.4,69,68,1,1,0,1,8,0,0,0,0,0,46,0,9
ITA-Serie A,2324,Hellas Verona,Josh Doig,SCO,DF,21,2002,9.2,338,261,74,4,0,1,30,70,0,0,0,0,251,3,9
ITA-Serie A,2324,Hellas Verona,Juan Cruz,ARG,"FW,MF",24,1999,1.2,27,27,0,0,0,0,1,0,0,0,0,0,18,0,1
ITA-Serie A,2324,Hellas Verona,Juan David Cabal,COL,DF,22,2001,16.6,790,620,168,14,1,6,33,153,1,0,0,0,561,2,29
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",26,1997,5.6,120,108,9,0,0,0,3,0,1,0,0,0,84,3,8
ITA-Serie A,2324,Hellas Verona,Lorenzo Montipò,ITA,GK,27,1996,37.0,1272,833,432,127,0,2,0,0,0,0,0,0,783,7,0
ITA-Serie A,2324,Hellas Verona,Martin Hongla,CMR,MF,25,1998,12.0,474,448,24,19,0,2,4,4,0,0,0,0,391,2,5
ITA-Serie A,2324,Hellas Verona,Michael Folorunsho,ITA,"MF,FW",25,1998,30.9,796,768,25,14,1,12,64,11,0,0,0,0,486,3,32
ITA-Serie A,2324,Hellas Verona,Milan Đurić,BIH,FW,33,1990,13.4,334,330,4,0,0,3,1,0,0,0,0,0,181,0,3
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,28,1994,27.3,1209,1049,156,94,5,20,94,5,54,11,32,0,906,4,19
ITA-Serie A,2324,Hellas Verona,Paweł Dawidowicz,POL,DF,28,1995,23.8,1173,1102,70,52,0,11,2,10,0,0,0,0,972,1,12
ITA-Serie A,2324,Hellas Verona,Reda Belahyane,MAR,MF,19,2004,1.0,25,24,1,1,0,0,0,0,0,0,0,0,23,0,0
ITA-Serie A,2324,Hellas Verona,Riccardo Saponara,ITA,"FW,MF",31,1991,3.8,124,118,4,3,1,2,8,1,0,0,0,0,87,2,8
ITA-Serie A,2324,Hellas Verona,Rúben Vinagre,POR,"DF,FW",24,1999,3.1,127,107,20,5,0,0,16,15,0,0,0,0,86,0,3
ITA-Serie A,2324,Hellas Verona,Simone Perilli,ITA,GK,28,1995,1.0,38,29,8,3,0,0,0,0,0,0,0,0,17,1,0
ITA-Serie A,2324,Hellas Verona,Stefan Mitrović,SRB,"FW,MF",20,2002,4.3,105,101,2,0,0,1,15,0,2,0,2,0,77,2,5
ITA-Serie A,2324,Hellas Verona,Suat Serdar,GER,MF,26,1997,18.4,602,570,29,23,0,12,9,2,0,0,0,0,445,3,19
ITA-Serie A,2324,Hellas Verona,Thomas Henry,FRA,FW,28,1994,3.7,67,66,1,0,0,1,3,1,0,0,0,0,33,0,2
ITA-Serie A,2324,Hellas Verona,Tijjani Noslin,NED,"FW,MF",24,1999,14.9,338,330,7,0,0,0,15,0,0,0,0,0,235,1,9
ITA-Serie A,2324,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21,2002,23.2,573,473,97,27,3,15,72,9,29,8,19,0,416,3,23
ITA-Serie A,2324,Hellas Verona,Yayah Kallon,SLE,FW,22,2001,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA-Serie A,2324,Inter,Alessandro Bastoni,ITA,DF,24,1999,25.2,1935,1787,139,58,1,29,76,71,0,0,0,0,1671,9,30
ITA-Serie A,2324,Inter,Alexis Sánchez,CHI,"FW,MF",34,1988,8.5,367,335,31,6,5,6,31,0,21,10,6,0,276,1,13
ITA-Serie A,2324,Inter,Benjamin Pavard,FRA,DF,27,1996,18.6,1308,1247,59,33,0,3,24,26,0,0,0,0,1180,2,10
ITA-Serie A,2324,Inter,Carlos Augusto,BRA,DF,24,1999,19.2,1099,977,112,14,0,3,40,92,0,0,0,0,921,10,25
ITA-Serie A,2324,Inter,Davide Frattesi,ITA,MF,23,1999,10.6,301,293,7,6,2,2,11,1,0,0,0,0,235,1,7
ITA-Serie A,2324,Inter,Davy Klaassen,NED,MF,30,1993,2.3,95,94,1,1,0,1,0,0,0,0,0,0,82,0,2
ITA-Serie A,2324,Inter,Denzel Dumfries,NED,DF,27,1996,18.2,801,656,142,4,0,2,47,138,0,0,0,0,614,3,16
ITA-Serie A,2324,Inter,Ebenezer Akinsanmiro,NGA,MF,18,2004,0.2,8,7,1,1,0,0,0,0,0,0,0,0,7,0,0
ITA-Serie A,2324,Inter,Emil Audero,IDN,GK,26,1997,3.7,197,174,21,3,0,0,0,0,0,0,0,0,166,2,1
ITA-Serie A,2324,Inter,Federico Dimarco,ITA,DF,25,1997,23.1,1328,1116,207,24,1,6,196,124,59,22,30,0,1027,5,34
ITA-Serie A,2324,Inter,Francesco Acerbi,ITA,DF,35,1988,26.5,1781,1719,60,43,0,11,9,8,0,0,0,0,1615,2,5
ITA-Serie A,2324,Inter,Hakan Çalhanoğlu,TUR,MF,29,1994,28.4,2316,2097,210,92,4,35,153,4,113,52,47,0,2045,9,18
ITA-Serie A,2324,Inter,Henrikh Mkhitaryan,ARM,MF,34,1989,30.9,1679,1654,22,14,8,11,32,8,0,0,0,0,1453,3,44
ITA-Serie A,2324,Inter,Juan Cuadrado,COL,DF,35,1988,3.0,189,169,20,3,0,6,18,17,0,0,0,0,158,0,0
ITA-Serie A,2324,Inter,Kristjan Asllani,ALB,MF,21,2002,8.7,744,685,56,23,2,4,35,1,32,12,10,0,662,3,6
ITA-Serie A,2324,Inter,Lautaro Martínez,ARG,FW,25,1997,29.5,782,734,42,4,12,3,15,1,0,0,0,0,604,6,28
ITA-Serie A,2324,Inter,Lucien Agoume,FRA,MF,21,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
ITA-Serie A,2324,Inter,Marcus Thuram,FRA,FW,25,1997,29.9,656,641,14,0,4,4,21,1,0,0,0,0,476,1,21
ITA-Serie A,2324,Inter,Marko Arnautović,AUT,FW,34,1989,8.9,271,264,5,0,3,1,7,0,0,0,0,0,203,2,9
ITA-Serie A,2324,Inter,Matteo Darmian,ITA,DF,33,1989,26.7,1389,1236,150,16,5,9,21,134,0,0,0,0,1181,3,30
ITA-Serie A,2324,Inter,Nicolò Barella,ITA,MF,26,1997,31.6,2168,2120,37,17,12,25,51,19,1,0,0,0,1835,11,37
ITA-Serie A,2324,Inter,Raffaele Di Gennaro,ITA,GK,29,1993,0.3,17,15,1,0,0,0,0,0,0,0,0,0,15,1,0
ITA-Serie A,2324,Inter,Stefan de Vrij,NED,DF,31,1992,17.6,1010,989,20,15,0,0,0,1,0,0,0,0,932,1,2
ITA-Serie A,2324,Inter,Stefano Sensi,ITA,MF,27,1995,0.5,52,49,3,1,1,1,1,0,2,0,1,0,47,0,1
ITA-Serie A,2324,Inter,Tajon Buchanan,CAN,DF,24,1999,1.8,72,70,2,0,0,0,11,2,0,0,0,0,58,0,3
ITA-Serie A,2324,Inter,Yann Aurel Bisseck,GER,DF,22,2000,10.0,641,614,27,20,1,2,5,7,0,0,0,0,590,0,9
ITA-Serie A,2324,Inter,Yann Sommer,SUI,GK,34,1988,34.0,1236,992,242,41,0,1,0,0,0,0,0,0,1078,2,0
ITA-Serie A,2324,Juventus,Adrien Rabiot,FRA,MF,28,1995,29.5,1211,1167,40,15,3,7,45,25,0,0,0,0,996,4,27
ITA-Serie A,2324,Juventus,Alex Sandro,BRA,DF,32,1991,8.0,555,474,79,11,0,2,5,59,0,0,0,0,479,2,4
ITA-Serie A,2324,Juventus,Andrea Cambiaso,ITA,"DF,FW",23,2000,26.4,1207,1096,105,16,2,10,81,70,18,4,5,0,1007,6,38
ITA-Serie A,2324,Juventus,Arkadiusz Milik,POL,FW,29,1994,10.2,270,260,9,1,3,2,4,1,0,0,0,0,215,1,3
ITA-Serie A,2324,Juventus,Carlo Pinsoglio,ITA,GK,33,1990,0.5,21,19,2,2,0,0,0,0,0,0,0,0,14,0,0
ITA-Serie A,2324,Juventus,Carlos Alcaraz,ARG,MF,20,2002,4.2,165,155,10,7,2,1,1,2,1,0,0,0,143,0,3
ITA-Serie A,2324,Juventus,Daniele Rugani,ITA,DF,29,1994,13.2,636,611,24,8,0,4,1,1,0,0,0,0,564,1,4
ITA-Serie A,2324,Juventus,Danilo,BRA,DF,32,1991,27.2,1849,1635,205,49,2,23,18,89,0,0,0,0,1591,9,12
ITA-Serie A,2324,Juventus,Dean Huijsen,ESP,DF,18,2005,0.1,19,18,0,0,0,1,0,0,0,0,0,0,18,1,0
ITA-Serie A,2324,Juventus,Dušan Vlahović,SRB,FW,23,2000,25.6,542,492,44,3,2,5,7,0,0,0,0,0,380,6,23
ITA-Serie A,2324,Juventus,Fabio Miretti,ITA,MF,19,2003,12.3,449,412,36,5,2,5,32,3,23,2,15,0,344,1,12
ITA-Serie A,2324,Juventus,Federico Chiesa,ITA,FW,25,1997,24.4,712,615,90,15,6,4,117,20,50,22,22,0,498,7,29
ITA-Serie A,2324,Juventus,Federico Gatti,ITA,DF,25,1998,29.3,1370,1295,71,23,1,13,19,48,0,0,0,0,1166,4,21
ITA-Serie A,2324,Juventus,Filip Kostić,SRB,DF,30,1992,20.2,997,808,187,18,0,5,168,109,60,19,37,0,726,2,38
ITA-Serie A,2324,Juventus,Gleison Bremer,BRA,DF,26,1997,35.9,1930,1854,71,25,0,8,1,2,0,0,0,0,1661,5,14
ITA-Serie A,2324,Juventus,Hans Nicolussi Caviglia,ITA,MF,23,2000,3.0,136,114,22,8,0,6,18,1,13,3,8,0,107,0,1
ITA-Serie A,2324,Juventus,Joseph Nonge,BEL,MF,18,2005,0.3,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0
ITA-Serie A,2324,Juventus,Kenan Yıldız,TUR,"FW,MF",18,2005,10.6,349,338,11,1,2,4,17,3,5,0,3,0,284,0,3
ITA-Serie A,2324,Juventus,Leonardo Cerri,ITA,DF,20,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Juventus,Manuel Locatelli,ITA,MF,25,1998,33.4,1988,1871,108,98,5,34,10,10,0,0,0,0,1703,9,15
ITA-Serie A,2324,Juventus,Mattia De Sciglio,ITA,DF,30,1992,0.5,19,17,2,0,0,0,0,2,0,0,0,0,17,0,0
ITA-Serie A,2324,Juventus,Mattia Perin,ITA,GK,30,1992,2.5,66,49,17,5,0,1,0,0,0,0,0,0,54,0,0
ITA-Serie A,2324,Juventus,Moise Kean,ITA,FW,23,2000,7.3,96,88,7,0,0,1,1,1,0,0,0,0,66,1,5
ITA-Serie A,2324,Juventus,Nicolò Fagioli,ITA,MF,22,2001,4.9,223,202,21,6,1,4,19,3,10,1,7,0,193,0,2
ITA-Serie A,2324,Juventus,Nikola Sekulov,ITA,FW,21,2002,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA-Serie A,2324,Juventus,Paul Pogba,FRA,MF,30,1993,0.6,35,32,3,3,1,1,1,0,0,0,0,0,27,0,2
ITA-Serie A,2324,Juventus,Samuel Iling-Junior,ENG,"DF,MF",19,2003,9.0,433,371,60,10,0,3,46,38,12,2,9,0,330,2,17
ITA-Serie A,2324,Juventus,Tiago Djaló,POR,DF,23,2000,0.2,13,11,2,2,0,0,0,0,0,0,0,0,12,0,1
ITA-Serie A,2324,Juventus,Timothy Weah,USA,"DF,FW",23,2000,14.0,597,554,40,0,0,1,38,40,0,0,0,0,476,3,23
ITA-Serie A,2324,Juventus,Weston McKennie,USA,"MF,DF",24,1998,28.8,1172,990,178,9,3,6,59,168,1,0,0,0,898,4,23
ITA-Serie A,2324,Juventus,Wojciech Szczęsny,POL,GK,33,1990,35.0,1006,771,231,57,0,5,0,0,0,0,0,0,780,4,0
ITA-Serie A,2324,Lazio,Adam Marušić,MNE,DF,30,1992,34.4,1880,1575,304,20,0,4,44,284,0,0,0,0,1560,1,27
ITA-Serie A,2324,Lazio,Alessio Romagnoli,ITA,DF,28,1995,26.8,1759,1625,128,57,1,3,1,2,0,0,0,0,1604,6,3
ITA-Serie A,2324,Lazio,Christos Mandas,GRE,GK,21,2001,8.0,269,220,49,20,0,0,0,0,0,0,0,0,181,0,0
ITA-Serie A,2324,Lazio,Ciro Immobile,ITA,FW,33,1990,18.4,461,428,30,2,2,1,7,2,1,0,0,0,338,3,17
ITA-Serie A,2324,Lazio,Daichi Kamada,JPN,MF,26,1996,17.2,921,907,12,6,4,5,11,4,0,0,0,0,810,2,21
ITA-Serie A,2324,Lazio,Danilo Cataldi,ITA,MF,28,1994,15.1,932,882,48,23,3,3,31,5,20,4,13,0,800,2,8
ITA-Serie A,2324,Lazio,Elseid Hysaj,ALB,DF,29,1994,13.3,850,734,115,15,1,0,18,100,0,0,0,0,713,1,8
ITA-Serie A,2324,Lazio,Felipe Anderson,BRA,"FW,MF",30,1993,30.8,1336,1299,29,5,5,6,57,18,6,1,4,0,1012,8,63
ITA-Serie A,2324,Lazio,Gustav Isaksen,DEN,FW,22,2001,11.9,328,311,15,3,3,1,29,9,3,2,0,0,218,2,17
ITA-Serie A,2324,Lazio,Ivan Provedel,ITA,GK,29,1994,30.0,1022,790,227,51,0,3,0,0,0,0,0,0,835,5,0
ITA-Serie A,2324,Lazio,Luca Pellegrini,ITA,DF,24,1999,8.7,515,419,94,6,1,1,28,87,1,0,0,0,372,2,21
ITA-Serie A,2324,Lazio,Luis Alberto,ESP,MF,30,1992,25.7,1679,1452,215,71,14,6,150,13,114,45,54,0,1303,12,28
ITA-Serie A,2324,Lazio,Manuel Lazzari,ITA,DF,29,1993,18.6,975,819,156,11,0,2,56,145,0,0,0,0,826,0,28
ITA-Serie A,2324,Lazio,Mario Gila,ESP,DF,22,2000,20.1,1294,1209,81,45,4,16,8,18,0,0,0,0,1161,4,7
ITA-Serie A,2324,Lazio,Mattia Zaccagni,ITA,"FW,MF",28,1995,21.7,899,823,74,22,2,5,71,20,32,12,9,0,711,2,30
ITA-Serie A,2324,Lazio,Mattéo Guendouzi,FRA,MF,24,1999,26.3,1119,1081,33,16,5,3,42,17,0,0,0,0,926,5,27
ITA-Serie A,2324,Lazio,Matías Vecino,URU,MF,31,1991,12.8,750,732,12,8,2,3,5,4,0,0,0,0,621,6,12
ITA-Serie A,2324,Lazio,Nicolò Casale,ITA,DF,25,1998,17.3,1024,989,35,25,0,2,0,2,0,0,0,0,940,0,8
ITA-Serie A,2324,Lazio,Nicolò Rovella,ITA,MF,21,2001,14.6,976,925,48,30,2,7,20,2,16,2,11,0,851,3,18
ITA-Serie A,2324,Lazio,Patric,ESP,DF,30,1993,17.9,1199,1143,51,34,2,11,11,16,0,0,0,0,1051,5,4
ITA-Serie A,2324,Lazio,Pedro,ESP,"FW,MF",36,1987,9.1,431,422,8,4,2,2,20,0,4,2,2,0,357,1,7
ITA-Serie A,2324,Lazio,Valentín Castellanos,ARG,FW,24,1998,18.7,452,417,33,0,0,1,15,0,0,0,0,0,272,2,13
ITA-Serie A,2324,Lecce,Ahmed Touba,ALG,DF,25,1998,3.1,137,125,12,3,0,0,0,0,0,0,0,0,115,0,1
ITA-Serie A,2324,Lecce,Alexis Blin,FRA,MF,26,1996,18.2,779,744,30,18,1,2,11,8,0,0,0,0,671,5,9
ITA-Serie A,2324,Lecce,Antonino Gallo,ITA,DF,23,2000,27.7,1408,1087,313,49,0,9,138,249,15,1,7,0,995,8,37
ITA-Serie A,2324,Lecce,Federico Baschirotto,ITA,DF,26,1996,36.6,1808,1668,136,66,0,10,3,9,0,0,0,0,1516,4,10
ITA-Serie A,2324,Lecce,Federico Di Francesco,ITA,"FW,MF",29,1994,0.2,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0
ITA-Serie A,2324,Lecce,Gabriel Strefezza,BRA,FW,26,1997,12.4,412,352,57,19,3,6,42,10,22,7,2,0,300,3,9
ITA-Serie A,2324,Lecce,Hamza Rafia,TUN,MF,24,1999,13.4,504,469,34,12,4,4,38,4,14,5,7,0,359,1,18
ITA-Serie A,2324,Lecce,Jeppe Corfitzen,DEN,FW,18,2004,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
ITA-Serie A,2324,Lecce,Joan Gonzàlez,ESP,MF,21,2002,14.3,463,444,16,5,0,7,10,5,0,0,0,0,348,3,10
ITA-Serie A,2324,Lecce,Lameck Banda,ZAM,FW,22,2001,15.0,342,325,15,2,1,2,51,4,9,5,2,0,250,2,14
ITA-Serie A,2324,Lecce,Lorenzo Venuti,ITA,DF,28,1995,4.0,219,176,43,5,0,1,10,38,0,0,0,0,174,0,6
ITA-Serie A,2324,Lecce,Marcin Listkowski,POL,FW,25,1998,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
ITA-Serie A,2324,Lecce,Marin Pongračić,CRO,DF,25,1997,35.8,1872,1701,166,139,0,10,1,5,0,0,0,0,1583,5,9
ITA-Serie A,2324,Lecce,Medon Berisha,ALB,"FW,MF",19,2003,2.3,98,91,7,3,0,2,3,0,3,2,1,0,84,0,1
ITA-Serie A,2324,Lecce,Mohamed Kaba,FRA,MF,21,2001,15.3,438,414,21,7,1,1,7,2,0,0,0,0,349,3,7
ITA-Serie A,2324,Lecce,Nicola Sansone,ITA,"FW,MF",31,1991,8.5,277,253,22,6,1,5,28,0,16,8,7,0,207,2,5
ITA-Serie A,2324,Lecce,Nikola Krstović,MNE,FW,23,2000,26.4,526,476,48,1,5,2,4,7,0,0,0,0,354,2,20
ITA-Serie A,2324,Lecce,Patrick Dorgu,DEN,"DF,MF",18,2004,17.4,729,612,115,19,0,5,41,91,5,0,0,0,582,2,16
ITA-Serie A,2324,Lecce,Pontus Almqvist,SWE,"FW,MF",24,1999,23.4,478,472,6,2,1,0,21,3,1,1,0,0,351,0,19
ITA-Serie A,2324,Lecce,Rareș-Cătălin Burnete,ROU,FW,19,2004,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA-Serie A,2324,Lecce,Remi Oudin,FRA,"MF,FW",26,1996,20.2,804,626,173,66,2,19,156,17,87,44,31,0,497,5,21
ITA-Serie A,2324,Lecce,Roberto Piccoli,ITA,FW,22,2001,15.3,246,229,16,0,1,1,6,1,0,0,0,0,147,1,9
ITA-Serie A,2324,Lecce,Santiago Pierotti,ARG,"MF,FW",22,2001,2.2,67,65,1,0,0,0,4,0,0,0,0,0,48,1,2
ITA-Serie A,2324,Lecce,Valentin Gendrey,FRA,DF,23,2000,33.8,1380,1030,347,31,4,2,61,316,0,0,0,0,1031,3,32
ITA-Serie A,2324,Lecce,Wladimiro Falcone,ITA,GK,28,1995,38.0,1145,836,305,57,0,2,0,0,0,0,0,0,778,4,0
ITA-Serie A,2324,Lecce,Ylber Ramadani,ALB,MF,27,1996,33.0,1250,1229,19,17,3,6,14,2,0,0,0,0,991,2,27
ITA-Serie A,2324,Milan,Alessandro Florenzi,ITA,DF,32,1991,19.2,1277,1055,218,51,1,20,122,104,63,28,30,0,1055,4,16
ITA-Serie A,2324,Milan,Antonio Mirante,ITA,GK,40,1983,2.0,54,45,9,1,0,0,0,0,0,0,0,0,41,0,0
ITA-Serie A,2324,Milan,Chaka Traorè,CIV,FW,18,2004,0.2,11,11,0,0,0,0,0,0,0,0,0,0,9,0,0
ITA-Serie A,2324,Milan,Christian Pulisic,USA,"FW,MF",24,1998,28.9,1074,1035,36,3,3,2,101,12,21,5,13,0,832,3,48
ITA-Serie A,2324,Milan,Davide Bartesaghi,ITA,"DF,MF",17,2005,0.9,35,28,7,0,0,0,0,7,0,0,0,0,28,0,2
ITA-Serie A,2324,Milan,Davide Calabria,ITA,DF,26,1996,24.3,1541,1292,245,43,1,5,36,202,0,0,0,0,1320,4,13
ITA-Serie A,2324,Milan,Fikayo Tomori,ENG,DF,25,1997,23.6,1691,1584,105,34,0,3,3,11,0,0,0,0,1541,2,9
ITA-Serie A,2324,Milan,Filippo Terracciano,ITA,"DF,FW",20,2003,0.8,40,39,1,0,0,0,0,1,0,0,0,0,38,0,0
ITA-Serie A,2324,Milan,Francesco Camarda,ITA,FW,15,2008,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Ismaël Bennacer,ALG,MF,25,1997,12.8,818,772,43,21,7,3,32,5,17,4,8,0,711,3,11
ITA-Serie A,2324,Milan,Jan-Carlo Simic,SRB,DF,18,2005,1.6,64,62,2,2,0,0,0,0,0,0,0,0,59,0,0
ITA-Serie A,2324,Milan,Kevin Zeroli,ITA,MF,18,2005,0.3,6,6,0,0,0,0,1,0,0,0,0,0,2,0,1
ITA-Serie A,2324,Milan,Lapo Nava,ITA,GK,19,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA-Serie A,2324,Milan,Luka Jović,SRB,FW,25,1997,9.7,182,153,26,2,0,0,1,1,1,0,0,0,133,3,6
ITA-Serie A,2324,Milan,Luka Romero,ARG,"FW,MF",18,2004,1.0,39,37,2,0,0,0,2,1,1,1,0,0,33,0,1
ITA-Serie A,2324,Milan,Malick Thiaw,GER,DF,21,2001,18.0,1184,1153,30,15,0,2,0,4,0,0,0,0,1084,1,7
ITA-Serie A,2324,Milan,Marco Pellegrino,ARG,DF,21,2002,0.8,48,46,2,0,0,0,0,0,0,0,0,0,43,0,1
ITA-Serie A,2324,Milan,Marco Sportiello,ITA,GK,31,1992,7.0,247,220,27,10,0,0,0,0,0,0,0,0,213,0,0
ITA-Serie A,2324,Milan,Matteo Gabbia,ITA,DF,23,1999,14.2,902,862,39,19,0,2,0,4,0,0,0,0,815,1,7
ITA-Serie A,2324,Milan,Mattia Caldara,ITA,DF,29,1994,0.4,24,24,0,0,0,0,0,0,0,0,0,0,20,0,0
ITA-Serie A,2324,Milan,Mike Maignan,FRA,GK,28,1995,29.0,1228,1027,190,43,0,2,0,0,0,0,0,0,1033,11,2
ITA-Serie A,2324,Milan,Noah Okafor,SUI,"FW,MF",23,2000,9.9,193,184,6,0,1,1,22,2,0,0,0,0,120,3,6
ITA-Serie A,2324,Milan,Olivier Giroud,FRA,FW,36,1986,26.3,492,435,55,1,2,1,3,3,0,0,0,0,338,2,9
ITA-Serie A,2324,Milan,Pierre Kalulu,FRA,DF,23,2000,4.2,259,242,17,6,1,0,5,11,0,0,0,0,230,0,8
ITA-Serie A,2324,Milan,Rade Krunić,BIH,MF,29,1993,7.6,431,401,30,27,1,1,4,3,0,0,0,0,388,0,2
ITA-Serie A,2324,Milan,Rafael Leão,POR,FW,24,1999,27.9,1032,984,42,5,7,8,108,25,10,0,0,0,760,6,27
ITA-Serie A,2324,Milan,Ruben Loftus-Cheek,ENG,MF,27,1996,23.0,733,724,7,1,1,1,13,1,0,0,0,0,619,2,8
ITA-Serie A,2324,Milan,Samuel Chukwueze,NGA,FW,24,1999,11.3,421,410,10,0,7,1,20,7,3,2,0,0,330,1,11
ITA-Serie A,2324,Milan,Simon Kjær,DEN,DF,34,1989,13.0,833,807,26,20,0,4,1,2,0,0,0,0,735,0,2
ITA-Serie A,2324,Milan,Theo Hernández,FRA,DF,25,1997,31.0,1994,1738,252,80,6,17,68,146,18,4,7,0,1717,4,45
ITA-Serie A,2324,Milan,Tijjani Reijnders,NED,MF,25,1998,31.3,1746,1669,73,33,7,2,39,14,23,11,7,0,1575,4,22
ITA-Serie A,2324,Milan,Tommaso Pobega,ITA,MF,24,1999,3.5,132,131,1,1,1,0,0,0,0,0,0,0,103,0,5
ITA-Serie A,2324,Milan,Yacine Adli,FRA,MF,23,2000,15.6,1300,1220,78,36,3,16,50,7,35,11,12,0,1125,2,14
ITA-Serie A,2324,Milan,Yunus Musah,USA,"MF,FW",20,2002,16.4,666,628,37,1,0,3,28,36,0,0,0,0,566,1,12
ITA-Serie A,2324,Milan,Álex Jiménez,ESP,DF,18,2005,0.8,43,35,8,0,0,0,1,8,0,0,0,0,39,0,1
ITA-Serie A,2324,Monza,Alessandro Sorrentino,ITA,GK,21,2002,6.1,193,141,52,10,0,0,0,0,0,0,0,0,148,0,0
ITA-Serie A,2324,Monza,Alessio Zerbin,ITA,"DF,FW",24,1999,7.6,282,228,54,7,1,0,31,35,12,1,7,0,218,0,11
ITA-Serie A,2324,Monza,Andrea Carboni,ITA,DF,22,2001,16.5,976,925,51,16,0,10,21,34,0,0,0,0,833,0,13
ITA-Serie A,2324,Monza,Andrea Colpani,ITA,"MF,FW",24,1999,29.5,981,876,99,24,2,33,111,9,66,15,40,0,752,6,19
ITA-Serie A,2324,Monza,Andrea Ferraris,ITA,MF,20,2003,0.1,4,3,1,0,0,0,0,1,0,0,0,0,4,0,0
ITA-Serie A,2324,Monza,Armando Izzo,ITA,DF,31,1992,18.3,1235,1181,54,43,0,5,3,8,0,0,0,0,1122,0,7
ITA-Serie A,2324,Monza,Daniel Maldini,ITA,"MF,FW",21,2001,3.7,114,103,11,2,1,0,9,0,8,3,2,0,89,0,1
ITA-Serie A,2324,Monza,Danilo D'Ambrosio,ITA,DF,34,1988,17.1,1095,1029,65,34,1,2,7,27,0,0,0,0,979,1,9
