league,season,team,player,nationality,position,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked
ITA-Serie A,2223,Cremonese,Pablo Galdames Millán,CHI,MF,25,1996,8.2,302,267,35,16,2,9,22,3,12,2,6,0,211,0,9
ITA-Serie A,2223,Cremonese,Paolo Ghiglione,ITA,DF,25,1997,7.9,285,227,58,1,0,2,39,55,2,0,2,0,159,0,11
ITA-Serie A,2223,Cremonese,Samuel Di Carmine,ITA,"FW,MF",33,1988,0.3,8,7,1,0,0,0,0,0,0,0,0,0,6,0,0
ITA-Serie A,2223,Cremonese,Santiago Ascacíbar,ARG,MF,25,1997,8.1,435,412,21,11,0,4,5,5,5,0,3,0,358,2,9
ITA-Serie A,2223,Cremonese,Soualiho Meïté,FRA,MF,28,1994,26.3,1026,993,28,23,3,7,9,2,0,0,0,0,863,5,11
ITA-Serie A,2223,Cremonese,Tommaso Milanese,ITA,MF,20,2002,0.3,14,11,3,1,0,0,2,0,1,0,1,0,10,0,0
ITA-Serie A,2223,Cremonese,Vlad Chiricheș,ROU,DF,32,1989,10.9,410,386,24,21,1,1,0,0,0,0,0,0,344,0,2
ITA-Serie A,2223,Empoli,Alberto Grassi,ITA,MF,27,1995,13.3,559,538,19,19,0,1,0,0,0,0,0,0,453,2,8
ITA-Serie A,2223,Empoli,Ardian Ismajli,ALB,DF,25,1996,23.3,1029,980,48,28,1,5,0,2,0,0,0,0,871,1,14
ITA-Serie A,2223,Empoli,Duccio Degl'Innocenti,ITA,MF,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2223,Empoli,Emanuel Vignato,ITA,"MF,FW",21,2000,0.6,54,51,3,0,0,1,2,2,1,1,0,0,43,0,2
ITA-Serie A,2223,Empoli,Emmanuel Ekong,SWE,"FW,MF",20,2002,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
ITA-Serie A,2223,Empoli,Fabiano Parisi,ITA,DF,21,2000,31.4,1646,1305,332,31,1,7,59,300,1,1,0,0,1263,9,50
ITA-Serie A,2223,Empoli,Filippo Bandinelli,ITA,MF,27,1995,25.1,1049,973,69,17,3,8,91,41,9,3,5,0,773,7,42
ITA-Serie A,2223,Empoli,Francesco Caputo,ITA,FW,34,1987,19.0,332,322,10,1,1,0,6,2,0,0,0,0,235,0,14
ITA-Serie A,2223,Empoli,Guglielmo Vicario,ITA,GK,25,1996,30.9,1277,999,277,107,0,0,0,0,0,0,0,0,923,1,0
ITA-Serie A,2223,Empoli,Herculano Nabian,POR,MF,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2223,Empoli,Jacopo Fazzini,ITA,MF,19,2003,9.2,326,305,19,8,1,1,11,2,5,3,2,0,257,2,10
ITA-Serie A,2223,Empoli,Jean-Daniel Akpa-Akpro,CIV,"MF,FW",29,1992,15.1,406,396,9,7,1,3,11,2,0,0,0,0,302,1,20
ITA-Serie A,2223,Empoli,Koni De Winter,BEL,DF,20,2002,11.4,494,473,21,13,0,0,0,1,0,0,0,0,424,0,2
ITA-Serie A,2223,Empoli,Liam Henderson,SCO,MF,26,1996,11.2,545,512,29,10,3,6,35,4,8,2,3,0,432,4,10
ITA-Serie A,2223,Empoli,Liberato Cacace,NZL,DF,21,2000,6.5,424,336,88,11,0,1,29,75,2,2,0,0,338,0,10
ITA-Serie A,2223,Empoli,Lorenzo Tonelli,ITA,DF,32,1990,0.2,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
ITA-Serie A,2223,Empoli,Marko Pjaca,CRO,"MF,FW",27,1995,5.8,246,218,28,4,0,0,25,2,17,8,6,0,195,0,3
ITA-Serie A,2223,Empoli,Martin Satriano,URU,FW,21,2001,18.9,384,375,8,0,2,1,22,6,0,0,0,0,249,1,15
ITA-Serie A,2223,Empoli,Mattia Destro,ITA,"FW,MF",31,1991,6.4,79,74,5,0,0,0,2,0,0,0,0,0,44,0,5
ITA-Serie A,2223,Empoli,Nedim Bajrami,ALB,"MF,FW",23,1999,10.4,348,305,43,9,0,4,35,8,18,10,5,0,260,0,8
ITA-Serie A,2223,Empoli,Nicolas Haas,SUI,MF,26,1996,12.8,409,400,9,4,0,3,11,2,0,0,0,0,304,0,16
ITA-Serie A,2223,Empoli,Nicolò Cambiaghi,ITA,"FW,MF",21,2000,14.3,432,420,10,1,0,0,41,7,1,0,0,0,321,2,25
ITA-Serie A,2223,Empoli,Petar Stojanović,SVN,DF,26,1995,17.0,1029,831,197,20,3,27,35,176,1,0,1,0,821,1,27
ITA-Serie A,2223,Empoli,Roberto Piccoli,ITA,FW,21,2001,5.7,97,95,2,0,0,2,1,1,0,0,0,0,62,0,5
ITA-Serie A,2223,Empoli,Răzvan Marin,ROU,MF,26,1996,28.2,1594,1358,228,128,4,18,140,5,94,39,39,0,1260,8,25
ITA-Serie A,2223,Empoli,Sam Lammers,NED,FW,25,1997,9.8,230,226,3,0,0,0,4,0,0,0,0,0,143,1,8
ITA-Serie A,2223,Empoli,Samir Ujkani,KVX,GK,34,1988,0.1,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0
ITA-Serie A,2223,Empoli,Samuele Perisan,ITA,GK,24,1997,7.0,230,134,94,19,0,2,0,0,0,0,0,0,174,2,0
ITA-Serie A,2223,Empoli,Sebastian Walukiewicz,POL,DF,22,2000,6.7,396,383,11,7,0,3,0,0,0,0,0,0,345,2,2
ITA-Serie A,2223,Empoli,Sebastiano Luperto,ITA,DF,25,1996,34.8,1705,1532,171,81,1,8,2,2,0,0,0,0,1474,2,7
ITA-Serie A,2223,Empoli,Tommaso Baldanzi,ITA,MF,19,2003,19.7,647,592,52,6,3,4,21,3,6,1,0,0,534,3,19
ITA-Serie A,2223,Empoli,Tyronne Ebuehi,NGA,DF,26,1995,21.4,881,684,192,7,0,0,28,185,0,0,0,0,688,5,28
ITA-Serie A,2223,Fiorentina,Aleksa Terzić,SRB,DF,22,1999,10.4,724,590,131,12,0,1,79,111,8,0,5,0,582,3,19
ITA-Serie A,2223,Fiorentina,Alessandro Bianco,ITA,MF,19,2002,1.7,78,76,2,2,0,3,1,0,0,0,0,0,67,0,0
ITA-Serie A,2223,Fiorentina,Alfred Duncan,GHA,MF,29,1993,12.3,540,518,19,9,4,2,26,6,4,0,4,0,421,3,10
ITA-Serie A,2223,Fiorentina,Antonín Barák,CZE,MF,27,1994,20.0,719,689,28,6,5,6,14,7,0,0,0,0,590,2,16
ITA-Serie A,2223,Fiorentina,Arthur Cabral,BRA,FW,24,1998,15.9,271,253,16,0,1,1,4,3,0,0,0,0,183,2,14
ITA-Serie A,2223,Fiorentina,Christian Kouamé,CIV,FW,24,1997,20.7,661,628,31,2,1,6,49,21,2,0,0,0,468,2,15
ITA-Serie A,2223,Fiorentina,Cristiano Biraghi,ITA,DF,29,1992,28.3,1994,1440,548,94,0,27,300,292,162,71,63,0,1433,6,37
ITA-Serie A,2223,Fiorentina,Dodô,BRA,DF,23,1998,25.9,1504,1272,229,21,2,8,61,208,0,0,0,0,1222,3,28
ITA-Serie A,2223,Fiorentina,Gaetano Castrovilli,ITA,MF,25,1997,8.0,241,224,16,10,1,1,12,1,3,0,2,0,188,1,6
ITA-Serie A,2223,Fiorentina,Giacomo Bonaventura,ITA,MF,32,1989,21.2,916,864,51,27,4,6,48,5,8,0,5,0,754,1,24
ITA-Serie A,2223,Fiorentina,Igor,BRA,DF,24,1998,22.9,1324,1256,67,57,1,12,1,10,0,0,0,0,1165,1,12
ITA-Serie A,2223,Fiorentina,Jonathan Ikone,FRA,FW,24,1998,22.3,669,638,29,7,2,10,24,21,0,0,0,0,546,2,19
ITA-Serie A,2223,Fiorentina,Josip Brekalo,CRO,"FW,MF",24,1998,2.5,100,98,2,0,0,1,10,1,1,1,0,0,76,0,4
ITA-Serie A,2223,Fiorentina,Lorenzo Venuti,ITA,DF,27,1995,10.3,609,501,106,12,0,3,37,87,7,0,5,0,497,2,16
ITA-Serie A,2223,Fiorentina,Luca Ranieri,ITA,DF,23,1999,5.6,334,322,10,5,0,1,0,5,0,0,0,0,278,2,3
ITA-Serie A,2223,Fiorentina,Lucas Martínez Quarta,ARG,DF,26,1996,24.1,1524,1460,61,54,0,38,4,7,0,0,0,0,1245,3,12
ITA-Serie A,2223,Fiorentina,Luka Jović,SRB,"FW,MF",24,1997,17.0,297,263,32,0,2,1,1,1,0,0,0,0,228,2,6
ITA-Serie A,2223,Fiorentina,Marco Benassi,ITA,DF,27,1994,1.0,105,94,11,5,0,4,7,6,0,0,0,0,91,0,1
ITA-Serie A,2223,Fiorentina,Michele Cerofolini,ITA,GK,23,1999,5.0,195,156,39,11,0,0,0,0,0,0,0,0,148,0,0
ITA-Serie A,2223,Fiorentina,Nicolás González,ARG,"FW,MF",24,1998,15.0,571,542,25,9,1,12,31,14,2,0,0,0,381,4,19
ITA-Serie A,2223,Fiorentina,Nikola Milenković,SRB,DF,24,1997,23.7,1292,1245,43,38,0,10,0,5,0,0,0,0,1107,4,9
ITA-Serie A,2223,Fiorentina,Pierluigi Gollini,ITA,GK,27,1995,3.0,126,111,15,4,0,0,0,0,0,0,0,0,96,0,0
ITA-Serie A,2223,Fiorentina,Pietro Terracciano,ITA,GK,32,1990,29.0,1072,796,273,75,0,2,0,0,0,0,0,0,816,3,1
ITA-Serie A,2223,Fiorentina,Riccardo Saponara,ITA,FW,30,1991,13.4,457,451,3,0,2,6,32,3,0,0,0,0,329,3,13
ITA-Serie A,2223,Fiorentina,Riccardo Sottil,ITA,FW,23,1999,9.3,266,264,2,1,2,2,31,1,0,0,0,0,209,0,7
ITA-Serie A,2223,Fiorentina,Rolando Mandragora,ITA,MF,25,1997,21.7,984,886,95,52,1,17,74,6,36,16,15,0,790,3,17
ITA-Serie A,2223,Fiorentina,Salvatore Sirigu,ITA,GK,35,1987,1.0,38,26,12,4,0,0,0,0,0,0,0,0,28,0,0
ITA-Serie A,2223,Fiorentina,Sofyan Amrabat,MAR,MF,25,1996,22.2,1490,1396,91,80,1,22,26,9,1,0,0,0,1323,3,25
ITA-Serie A,2223,Fiorentina,Szymon Żurkowski,POL,MF,24,1997,0.4,19,19,0,0,0,0,1,0,0,0,0,0,17,0,1
ITA-Serie A,2223,Fiorentina,Youssef Maleh,MAR,MF,23,1998,3.3,116,111,4,3,0,1,7,1,0,0,0,0,95,1,2
ITA-Serie A,2223,Hellas Verona,Adolfo Gaich,ARG,FW,23,1999,8.1,165,160,4,0,0,0,0,0,0,0,0,0,94,1,4
ITA-Serie A,2223,Hellas Verona,Adrien Tameze,CMR,MF,28,1994,33.7,1092,1020,64,49,0,6,21,4,0,0,0,0,835,8,30
ITA-Serie A,2223,Hellas Verona,Ajdin Hrustic,AUS,MF,26,1996,2.5,94,82,12,6,0,1,7,0,4,2,0,0,75,0,4
ITA-Serie A,2223,Hellas Verona,Alessandro Cortinovis,ITA,MF,21,2001,0.1,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0
ITA-Serie A,2223,Hellas Verona,Antonín Barák,CZE,MF,27,1994,0.3,14,13,1,0,0,0,1,0,0,0,0,0,11,0,0
ITA-Serie A,2223,Hellas Verona,Bruno Amione,ARG,DF,20,2002,0.6,16,9,7,0,0,0,0,3,0,0,0,0,11,0,1
ITA-Serie A,2223,Hellas Verona,Cyril Ngonge,BEL,"MF,FW",22,2000,8.3,175,160,12,2,1,1,18,0,7,3,3,0,98,3,8
ITA-Serie A,2223,Hellas Verona,Darko Lazović,SRB,"MF,DF",31,1990,24.9,836,710,117,10,6,1,123,69,37,15,16,0,517,9,38
ITA-Serie A,2223,Hellas Verona,Davide Faraoni,ITA,DF,30,1991,16.5,592,451,137,7,1,6,37,130,0,0,0,0,394,4,15
ITA-Serie A,2223,Hellas Verona,Deyovaisio Zeefuik,NED,DF,24,1998,0.1,7,6,1,0,0,1,1,1,0,0,0,0,5,0,0
ITA-Serie A,2223,Hellas Verona,Diego Coppola,ITA,DF,18,2003,13.1,557,499,55,12,0,2,3,43,0,0,0,0,403,3,10
ITA-Serie A,2223,Hellas Verona,Fabio Depaoli,ITA,DF,25,1997,24.1,685,499,183,5,1,2,60,176,2,1,1,0,440,3,17
ITA-Serie A,2223,Hellas Verona,Federico Ceccherini,ITA,DF,30,1992,15.7,623,572,51,20,0,2,6,28,0,0,0,0,479,0,15
ITA-Serie A,2223,Hellas Verona,Filippo Terracciano,ITA,"DF,MF",19,2003,9.1,343,290,51,7,1,4,25,42,2,1,1,0,235,2,12
ITA-Serie A,2223,Hellas Verona,Giangiacomo Magnani,ITA,DF,26,1995,17.0,499,485,12,8,0,6,4,4,0,0,0,0,367,2,2
ITA-Serie A,2223,Hellas Verona,Ibrahim Sulemana,GHA,MF,19,2003,7.2,183,183,0,0,0,3,2,0,0,0,0,0,133,0,7
ITA-Serie A,2223,Hellas Verona,Isak Hien,SWE,DF,23,1999,29.0,1031,979,49,26,0,5,1,23,0,0,0,0,775,3,18
ITA-Serie A,2223,Hellas Verona,Ivan Ilić,SRB,MF,21,2001,9.5,401,332,68,17,1,3,47,2,39,14,19,0,279,1,13
ITA-Serie A,2223,Hellas Verona,Jayden Braaf,NED,"MF,FW",19,2002,3.2,78,76,1,1,0,0,5,0,0,0,0,0,60,1,6
ITA-Serie A,2223,Hellas Verona,Josh Doig,SCO,DF,20,2002,15.0,534,412,119,1,0,0,46,116,2,2,0,0,360,3,21
ITA-Serie A,2223,Hellas Verona,Juan David Cabal,COL,DF,21,2001,4.9,223,209,14,7,0,7,8,7,0,0,0,0,166,0,7
ITA-Serie A,2223,Hellas Verona,Kevin Lasagna,ITA,"FW,MF",29,1992,17.5,258,236,16,1,0,1,13,3,0,0,0,0,157,6,17
ITA-Serie A,2223,Hellas Verona,Koray Günter,GER,DF,27,1994,11.1,422,400,21,20,0,3,3,1,0,0,0,0,323,1,5
ITA-Serie A,2223,Hellas Verona,Lorenzo Montipò,ITA,GK,26,1996,37.0,1192,786,403,119,0,2,0,0,0,0,0,0,745,3,0
ITA-Serie A,2223,Hellas Verona,Martin Hongla,CMR,MF,24,1998,5.8,212,204,8,5,0,3,8,1,0,0,0,0,166,0,1
ITA-Serie A,2223,Hellas Verona,Miguel Veloso,POR,MF,36,1986,12.9,599,511,86,49,1,4,62,6,29,17,9,1,429,2,12
ITA-Serie A,2223,Hellas Verona,Milan Đurić,BIH,FW,32,1990,15.2,523,514,7,0,2,0,0,2,0,0,0,0,268,2,3
ITA-Serie A,2223,Hellas Verona,Oliver Abildgaard,DEN,MF,26,1996,6.6,195,194,0,0,0,1,5,0,0,0,0,0,115,1,2
ITA-Serie A,2223,Hellas Verona,Ondrej Duda,SVK,MF,27,1994,11.8,433,400,30,10,2,6,14,2,7,4,1,0,323,3,9
ITA-Serie A,2223,Hellas Verona,Panagiotis Retsos,GRE,DF,23,1998,1.4,56,43,12,3,0,1,0,9,0,0,0,0,44,1,1
ITA-Serie A,2223,Hellas Verona,Paweł Dawidowicz,POL,DF,27,1995,18.1,827,756,70,31,1,1,13,39,0,0,0,0,613,1,11
ITA-Serie A,2223,Hellas Verona,Roberto Piccoli,ITA,FW,21,2001,2.1,25,23,1,0,0,0,3,0,0,0,0,0,13,1,0
ITA-Serie A,2223,Hellas Verona,Simone Perilli,ITA,GK,27,1995,1.0,34,19,15,2,0,0,0,0,0,0,0,0,10,0,0
ITA-Serie A,2223,Hellas Verona,Simone Verdi,ITA,"MF,FW",30,1992,12.2,414,331,79,17,5,7,77,5,40,22,13,0,270,4,26
ITA-Serie A,2223,Hellas Verona,Thomas Henry,FRA,FW,27,1994,11.4,226,213,9,0,1,2,5,1,0,0,0,0,115,4,9
ITA-Serie A,2223,Hellas Verona,Yayah Kallon,SLE,"MF,FW",21,2001,9.6,237,223,12,2,0,0,33,4,1,0,0,0,148,2,10
ITA-Serie A,2223,Inter,Alessandro Bastoni,ITA,DF,23,1999,24.0,1671,1510,152,53,2,24,49,77,0,0,0,0,1384,9,24
ITA-Serie A,2223,Inter,Alex Cordaz,ITA,GK,39,1983,0.3,20,15,5,0,0,0,0,0,0,0,0,0,11,0,1
ITA-Serie A,2223,Inter,André Onana,CMR,GK,26,1996,24.0,1030,845,182,30,0,6,0,0,0,0,0,0,837,3,0
ITA-Serie A,2223,Inter,Danilo D'Ambrosio,ITA,DF,33,1988,8.1,557,530,26,13,0,2,9,13,0,0,0,0,493,1,2
ITA-Serie A,2223,Inter,Denzel Dumfries,NED,DF,26,1996,24.6,1004,833,168,6,1,2,82,162,0,0,0,0,745,3,27
ITA-Serie A,2223,Inter,Edin Džeko,BIH,FW,36,1986,19.2,528,505,20,1,6,8,24,1,0,0,0,0,364,3,16
ITA-Serie A,2223,Inter,Federico Dimarco,ITA,DF,24,1997,23.0,1257,1035,220,39,0,21,207,116,60,16,36,0,925,2,21
ITA-Serie A,2223,Inter,Francesco Acerbi,ITA,DF,34,1988,26.9,1644,1546,93,41,1,10,22,21,0,0,0,0,1455,5,4
ITA-Serie A,2223,Inter,Hakan Çalhanoğlu,TUR,MF,28,1994,26.3,1677,1495,177,67,5,25,167,6,104,33,63,0,1396,5,12
ITA-Serie A,2223,Inter,Henrikh Mkhitaryan,ARM,MF,33,1989,22.1,1058,1037,18,7,4,6,19,9,2,1,1,0,924,3,13
ITA-Serie A,2223,Inter,Joaquín Correa,ARG,FW,27,1994,10.6,283,274,6,1,4,1,2,3,0,0,0,0,224,3,13
ITA-Serie A,2223,Inter,Kristjan Asllani,ALB,MF,20,2002,6.6,457,426,30,13,1,5,21,1,16,5,9,0,402,1,4
ITA-Serie A,2223,Inter,Lautaro Martínez,ARG,FW,24,1997,28.6,681,632,46,1,6,6,14,5,0,0,0,0,503,3,24
ITA-Serie A,2223,Inter,Marcelo Brozović,CRO,MF,29,1992,19.7,1502,1405,94,60,3,13,45,8,26,11,10,0,1318,3,13
ITA-Serie A,2223,Inter,Matteo Darmian,ITA,DF,32,1989,22.5,1376,1246,127,18,2,16,28,109,0,0,0,0,1190,3,17
ITA-Serie A,2223,Inter,Mattia Zanotti,ITA,DF,19,2003,0.3,8,7,1,0,0,0,0,1,0,0,0,0,6,0,0
ITA-Serie A,2223,Inter,Milan Škriniar,SVK,DF,27,1995,19.7,1397,1328,67,43,1,13,5,22,0,0,0,0,1275,2,6
ITA-Serie A,2223,Inter,Nicolò Barella,ITA,MF,25,1997,29.0,1601,1566,29,13,6,16,84,8,6,0,2,0,1306,6,30
ITA-Serie A,2223,Inter,Raoul Bellanova,ITA,DF,22,2000,5.5,306,274,32,0,0,4,32,32,0,0,0,0,238,0,8
ITA-Serie A,2223,Inter,Roberto Gagliardini,ITA,MF,28,1994,8.7,355,348,5,4,1,1,7,1,0,0,0,0,297,2,3
ITA-Serie A,2223,Inter,Robin Gosens,GER,DF,28,1994,13.2,660,570,86,1,1,3,43,85,0,0,0,0,506,4,14
ITA-Serie A,2223,Inter,Romelu Lukaku,BEL,FW,29,1993,18.4,404,384,18,0,5,2,24,0,0,0,0,0,277,2,19
ITA-Serie A,2223,Inter,Samir Handanović,SVN,GK,38,1984,13.7,582,493,86,15,0,0,0,0,0,0,0,0,527,3,0
ITA-Serie A,2223,Inter,Stefan de Vrij,NED,DF,30,1992,21.6,1206,1183,21,17,1,1,0,2,0,0,0,0,1078,2,4
ITA-Serie A,2223,Inter,Valentin Carboni,ARG,"MF,DF",17,2005,0.3,17,17,0,0,0,0,1,0,0,0,0,0,12,0,0
ITA-Serie A,2223,Juventus,Adrien Rabiot,FRA,MF,27,1995,30.5,1191,1153,32,16,2,6,34,15,0,0,0,0,971,6,22
ITA-Serie A,2223,Juventus,Alex Sandro,BRA,DF,31,1991,19.9,1256,1100,152,24,0,8,19,117,0,0,0,0,1081,4,13
ITA-Serie A,2223,Juventus,Arkadiusz Milik,POL,FW,28,1994,17.6,450,420,26,4,2,3,6,1,0,0,0,0,346,4,9
ITA-Serie A,2223,Juventus,Daniele Rugani,ITA,DF,28,1994,6.3,262,255,7,4,0,3,0,0,0,0,0,0,231,0,0
ITA-Serie A,2223,Juventus,Danilo,BRA,DF,31,1991,35.4,2225,2015,202,56,4,18,18,127,0,0,0,0,1884,8,19
ITA-Serie A,2223,Juventus,Denis Zakaria,SUI,MF,25,1996,1.4,38,37,0,0,0,0,3,0,0,0,0,0,32,1,2
ITA-Serie A,2223,Juventus,Dušan Vlahović,SRB,FW,22,2000,21.4,381,350,30,1,1,4,7,0,0,0,0,0,271,1,16
ITA-Serie A,2223,Juventus,Enzo Barrenechea,ARG,MF,21,2001,1.8,115,111,4,3,0,0,0,1,0,0,0,0,98,0,5
ITA-Serie A,2223,Juventus,Fabio Miretti,ITA,"MF,FW",18,2003,13.7,511,482,27,6,2,5,28,5,13,5,7,0,364,2,19
ITA-Serie A,2223,Juventus,Federico Chiesa,ITA,"DF,MF",24,1997,9.5,338,306,32,5,1,5,43,20,7,0,5,0,246,0,15
ITA-Serie A,2223,Juventus,Federico Gatti,ITA,DF,24,1998,16.1,957,923,31,21,0,23,3,8,0,0,0,0,808,3,11
ITA-Serie A,2223,Juventus,Filip Kostić,SRB,"DF,FW",29,1992,28.5,1212,1041,167,15,4,11,227,106,46,2,41,1,830,4,56
ITA-Serie A,2223,Juventus,Gleison Bremer,BRA,DF,25,1997,29.3,1668,1607,59,22,0,8,0,3,0,0,0,0,1503,2,10
ITA-Serie A,2223,Juventus,Juan Cuadrado,COL,"DF,FW",34,1988,23.1,1323,1126,193,29,0,28,83,128,36,12,21,0,1113,4,17
ITA-Serie A,2223,Juventus,Leandro Paredes,ARG,MF,28,1994,10.9,778,679,98,51,3,4,51,4,43,24,17,0,681,1,4
ITA-Serie A,2223,Juventus,Leonardo Bonucci,ITA,DF,35,1987,9.8,580,539,40,13,1,6,0,1,0,0,0,0,508,1,2
ITA-Serie A,2223,Juventus,Manuel Locatelli,ITA,MF,24,1998,27.2,1362,1294,64,52,1,20,13,6,4,0,3,0,1114,4,28
ITA-Serie A,2223,Juventus,Mattia De Sciglio,ITA,DF,29,1992,11.6,569,475,93,7,0,6,26,86,0,0,0,0,450,1,4
ITA-Serie A,2223,Juventus,Mattia Perin,ITA,GK,29,1992,10.5,351,267,83,20,0,1,0,0,0,0,0,0,265,1,0
ITA-Serie A,2223,Juventus,Matìas Soulé,ARG,"MF,FW",19,2003,4.7,168,156,12,1,0,3,6,9,2,2,0,0,138,0,3
ITA-Serie A,2223,Juventus,Moise Kean,ITA,FW,22,2000,11.1,187,176,9,1,1,0,5,1,0,0,0,0,130,2,11
ITA-Serie A,2223,Juventus,Nicolò Fagioli,ITA,MF,21,2001,16.9,607,574,32,11,5,10,23,12,9,2,4,0,505,1,14
ITA-Serie A,2223,Juventus,Nicolò Rovella,ITA,MF,20,2001,0.3,25,22,3,1,0,2,3,1,1,1,0,0,22,0,1
ITA-Serie A,2223,Juventus,Paul Pogba,FRA,"MF,FW",29,1993,1.2,67,67,0,0,1,0,2,0,0,0,0,0,48,0,4
ITA-Serie A,2223,Juventus,Samuel Iling-Junior,ENG,"DF,FW",18,2003,3.5,123,119,4,1,1,0,12,1,2,0,2,0,96,0,2
ITA-Serie A,2223,Juventus,Tommaso Barbieri,ITA,DF,19,2002,1.2,64,49,14,1,1,0,7,13,0,0,0,0,43,1,2
ITA-Serie A,2223,Juventus,Weston McKennie,USA,"MF,DF",23,1998,11.7,418,389,27,3,1,2,15,24,0,0,0,0,336,2,7
ITA-Serie A,2223,Juventus,Wojciech Szczęsny,POL,GK,32,1990,27.5,789,581,206,52,0,5,0,1,0,0,0,0,625,2,1
ITA-Serie A,2223,Juventus,Ángel Di María,ARG,"FW,MF",34,1988,15.1,675,571,97,29,7,14,97,16,44,16,25,0,487,7,21
ITA-Serie A,2223,Lazio,Adam Marušić,MNE,DF,29,1992,30.7,1829,1573,253,28,0,8,17,225,0,0,0,0,1564,3,18
ITA-Serie A,2223,Lazio,Alessio Romagnoli,ITA,DF,27,1995,32.5,1849,1688,161,91,1,13,0,2,0,0,0,0,1673,0,6
ITA-Serie A,2223,Lazio,Ciro Immobile,ITA,FW,32,1990,24.7,629,605,19,0,5,2,5,8,0,0,0,0,472,5,25
ITA-Serie A,2223,Lazio,Danilo Cataldi,ITA,MF,27,1994,21.3,1325,1245,76,40,3,5,44,3,33,6,20,0,1147,4,14
ITA-Serie A,2223,Lazio,Elseid Hysaj,ALB,DF,28,1994,22.2,1399,1208,190,23,2,5,16,167,0,0,0,0,1186,1,27
ITA-Serie A,2223,Lazio,Felipe Anderson,BRA,FW,29,1993,32.9,1410,1370,34,2,4,8,50,21,3,1,2,0,1093,6,41
ITA-Serie A,2223,Lazio,Ivan Provedel,ITA,GK,28,1994,37.9,1323,1037,282,84,0,9,0,0,0,0,0,0,1061,4,0
ITA-Serie A,2223,Lazio,Luca Pellegrini,ITA,DF,23,1999,2.0,168,142,26,1,0,3,15,25,0,0,0,0,137,0,4
ITA-Serie A,2223,Lazio,Luis Alberto,ESP,MF,29,1992,27.1,1988,1732,246,81,14,7,147,7,117,55,49,0,1640,10,30
ITA-Serie A,2223,Lazio,Luka Romero,ARG,FW,17,2004,1.7,80,78,2,0,0,0,0,2,0,0,0,0,70,0,1
ITA-Serie A,2223,Lazio,Luís Maximiano,POR,GK,23,1999,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
ITA-Serie A,2223,Lazio,Manuel Lazzari,ITA,DF,28,1993,20.9,1183,987,194,17,0,2,36,177,0,0,0,0,1033,2,25
ITA-Serie A,2223,Lazio,Marco Bertini,ITA,MF,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2223,Lazio,Marcos Antônio,BRA,MF,22,2000,6.6,420,418,2,2,1,0,0,0,0,0,0,0,380,0,5
ITA-Serie A,2223,Lazio,Mario Gila,ESP,DF,21,2000,1.0,61,56,5,3,0,0,0,2,0,0,0,0,56,0,0
ITA-Serie A,2223,Lazio,Matteo Cancellieri,ITA,FW,20,2002,2.8,87,86,1,0,0,0,7,1,0,0,0,0,61,0,4
ITA-Serie A,2223,Lazio,Mattia Zaccagni,ITA,FW,27,1995,30.8,1047,1024,21,7,2,7,62,8,6,4,1,0,841,2,35
ITA-Serie A,2223,Lazio,Matías Vecino,URU,MF,30,1991,18.8,968,962,5,5,2,7,1,0,0,0,0,0,830,1,14
ITA-Serie A,2223,Lazio,Nicolò Casale,ITA,DF,24,1998,27.1,1616,1535,79,72,2,9,0,3,0,0,0,0,1485,2,8
ITA-Serie A,2223,Lazio,Patric,ESP,DF,29,1993,15.7,1063,979,82,43,0,18,0,0,0,0,0,0,947,2,1
ITA-Serie A,2223,Lazio,Pedro,ESP,FW,35,1987,21.1,950,919,26,10,2,10,34,12,3,2,0,0,771,5,18
ITA-Serie A,2223,Lazio,Sergej Milinković-Savić,SRB,MF,27,1995,33.6,1930,1882,41,25,15,22,29,16,0,0,0,0,1465,7,41
ITA-Serie A,2223,Lazio,Toma Bašić,CRO,MF,25,1996,5.7,293,273,20,6,2,0,20,0,7,3,4,0,214,0,13
ITA-Serie A,2223,Lazio,Ștefan Radu,ROU,FW,35,1986,0.0,7,6,1,0,0,0,0,1,0,0,0,0,6,0,0
ITA-Serie A,2223,Lecce,Alessandro Tuia,ITA,DF,32,1990,5.7,204,193,11,10,0,6,1,0,0,0,0,0,142,0,0
ITA-Serie A,2223,Lecce,Alexis Blin,FRA,MF,25,1996,26.4,963,903,59,15,1,11,28,20,2,1,0,0,766,1,16
ITA-Serie A,2223,Lecce,Antonino Gallo,ITA,DF,22,2000,27.6,1254,980,267,20,0,14,89,247,0,0,0,0,843,7,24
