league,season,team,player,nationality,position,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
ITA-Serie A,2122,Empoli,Szymon Żurkowski,POL,MF,23,1997,25.6,702,901,77.9,10301,2698,374,435,86.0,257,314,81.8,37,66,56.1,2,1.6,0.4,20,58,18,2,101
ITA-Serie A,2122,Empoli,Tommaso Baldanzi,ITA,FW,18,2003,0.2,5,6,83.3,35,0,4,4,100.0,0,0,,0,0,,0,0.0,0.0,1,0,0,0,0
ITA-Serie A,2122,Empoli,Valerio Verre,ITA,MF,27,1994,3.4,122,165,73.9,2000,603,61,75,81.3,50,64,78.1,8,17,47.1,1,0.6,0.4,5,16,7,0,25
ITA-Serie A,2122,Fiorentina,Aleksa Terzić,SRB,DF,21,1999,3.0,196,238,82.4,3273,1059,98,107,91.6,74,86,86.0,20,33,60.6,1,0.4,0.6,5,5,8,6,13
ITA-Serie A,2122,Fiorentina,Aleksandr Kokorin,RUS,"FW,MF",30,1991,0.6,15,24,62.5,225,30,9,15,60.0,5,6,83.3,1,2,50.0,0,0.0,0.0,0,1,0,0,2
ITA-Serie A,2122,Fiorentina,Alfred Duncan,GHA,MF,28,1993,21.5,740,947,78.1,14309,4015,304,361,84.2,298,365,81.6,121,160,75.6,2,2.0,0.0,26,101,27,9,129
ITA-Serie A,2122,Fiorentina,Arthur Cabral,BRA,FW,23,1998,8.3,110,142,77.5,1728,248,59,71,83.1,36,46,78.3,8,11,72.7,2,0.4,1.6,7,7,2,0,10
ITA-Serie A,2122,Fiorentina,Bartłomiej Drągowski,POL,GK,23,1997,6.2,276,345,80.0,7422,4533,50,50,100.0,128,136,94.1,97,156,62.2,0,0.0,0.0,0,4,0,0,0
ITA-Serie A,2122,Fiorentina,Cristiano Biraghi,ITA,DF,28,1992,35.0,2080,2600,80.0,39364,14210,846,918,92.2,942,1095,86.0,263,480,54.8,1,6.1,-5.1,72,145,64,38,171
ITA-Serie A,2122,Fiorentina,Dušan Vlahović,SRB,FW,21,2000,20.6,270,395,68.4,4563,783,129,172,75.0,103,146,70.5,30,38,78.9,2,1.8,0.2,20,15,12,3,40
ITA-Serie A,2122,Fiorentina,Erick Pulgar,CHI,MF,27,1994,3.8,208,239,87.0,4047,1023,70,81,86.4,111,116,95.7,23,32,71.9,1,0.6,0.4,7,19,2,1,16
ITA-Serie A,2122,Fiorentina,Filippo Distefano,ITA,FW,17,2003,0.0,1,1,100.0,22,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Gaetano Castrovilli,ITA,MF,24,1997,15.5,404,539,75.0,6627,1868,215,243,88.5,145,189,76.7,30,61,49.2,1,0.8,0.2,14,37,24,0,78
ITA-Serie A,2122,Fiorentina,Giacomo Bonaventura,ITA,MF,31,1989,25.2,999,1206,82.8,16878,3407,491,547,89.8,393,465,84.5,93,133,69.9,4,2.3,1.7,33,87,22,1,131
ITA-Serie A,2122,Fiorentina,Igor,BRA,DF,23,1998,24.9,1550,1688,91.8,31777,9782,445,480,92.7,906,945,95.9,192,236,81.4,0,0.9,-0.9,6,89,1,0,95
ITA-Serie A,2122,Fiorentina,Jonathan Ikone,FRA,FW,23,1998,7.2,227,273,83.2,3765,639,101,119,84.9,104,120,86.7,14,18,77.8,1,1.6,-0.6,9,17,7,1,27
ITA-Serie A,2122,Fiorentina,José Callejón,ESP,FW,34,1987,14.4,484,618,78.3,7873,1923,257,293,87.7,173,215,80.5,42,77,54.5,2,2.4,-0.4,21,34,24,6,71
ITA-Serie A,2122,Fiorentina,Krzysztof Piątek,POL,FW,26,1995,8.1,126,158,79.7,1791,287,64,74,86.5,54,61,88.5,3,4,75.0,0,0.9,-0.9,6,7,5,1,14
ITA-Serie A,2122,Fiorentina,Lorenzo Venuti,ITA,DF,26,1995,17.5,909,1046,86.9,16156,4826,395,426,92.7,414,464,89.2,87,126,69.0,0,0.3,-0.3,8,67,10,3,68
ITA-Serie A,2122,Fiorentina,Lucas Martínez Quarta,ARG,DF,25,1996,15.9,1007,1123,89.7,21071,7834,310,333,93.1,543,581,93.5,146,186,78.5,0,1.0,-1.0,5,73,1,0,76
ITA-Serie A,2122,Fiorentina,Lucas Torreira,URU,MF,25,1996,24.4,1193,1368,87.2,22757,5765,432,481,89.8,590,646,91.3,149,194,76.8,1,2.1,-1.1,23,112,24,0,125
ITA-Serie A,2122,Fiorentina,Marco Benassi,ITA,"DF,MF",26,1994,1.8,108,133,81.2,1918,573,48,55,87.3,48,59,81.4,12,16,75.0,0,0.1,-0.1,1,9,1,0,11
ITA-Serie A,2122,Fiorentina,Matija Nastasić,SRB,DF,28,1993,2.4,143,154,92.9,3000,852,32,33,97.0,91,95,95.8,19,24,79.2,0,0.0,0.0,1,5,0,0,8
ITA-Serie A,2122,Fiorentina,Nicolás González,ARG,FW,23,1998,26.2,693,940,73.7,12669,2404,326,411,79.3,260,329,79.0,95,126,75.4,6,4.2,1.8,37,46,32,9,91
ITA-Serie A,2122,Fiorentina,Nikola Milenković,SRB,DF,23,1997,32.5,1877,2098,89.5,38438,11989,545,607,89.8,1076,1137,94.6,243,316,76.9,0,0.2,-0.2,2,120,3,0,114
ITA-Serie A,2122,Fiorentina,Pietro Terracciano,ITA,GK,31,1990,31.8,1217,1531,79.5,33515,20979,204,207,98.6,557,565,98.6,454,750,60.5,0,0.0,0.0,1,23,1,0,1
ITA-Serie A,2122,Fiorentina,Riccardo Saponara,ITA,FW,29,1991,14.3,427,555,76.9,7378,1930,204,249,81.9,171,208,82.2,40,55,72.7,3,3.2,-0.2,20,39,25,7,93
ITA-Serie A,2122,Fiorentina,Riccardo Sottil,ITA,FW,22,1999,13.8,296,386,76.7,5041,737,147,169,87.0,119,152,78.3,26,38,68.4,2,2.5,-0.5,14,9,19,6,39
ITA-Serie A,2122,Fiorentina,Sofyan Amrabat,MAR,MF,24,1996,10.5,645,716,90.1,12507,3260,238,264,90.2,321,336,95.5,78,95,82.1,0,0.2,-0.2,8,74,9,1,63
ITA-Serie A,2122,Fiorentina,Youssef Maleh,MAR,MF,22,1998,11.3,332,417,79.6,5343,1275,181,207,87.4,119,144,82.6,24,40,60.0,2,1.8,0.2,14,30,7,4,43
ITA-Serie A,2122,Fiorentina,Álvaro Odriozola,ESP,DF,25,1995,19.3,885,1030,85.9,14157,4062,438,475,92.2,376,425,88.5,56,75,74.7,2,3.4,-1.4,26,36,16,9,55
ITA-Serie A,2122,Genoa,Abdoulaye Touré,GUI,MF,27,1994,4.8,130,172,75.6,1934,383,66,85,77.6,50,64,78.1,7,10,70.0,0,0.0,0.0,1,12,0,0,17
ITA-Serie A,2122,Genoa,Adrian Šemper,CRO,GK,23,1998,1.0,20,37,54.1,675,535,3,3,100.0,7,8,87.5,10,26,38.5,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Albert Guðmundsson,ISL,"FW,MF",24,1997,6.7,155,239,64.9,2097,722,88,105,83.8,40,62,64.5,12,39,30.8,0,0.8,-0.8,12,12,10,5,15
ITA-Serie A,2122,Genoa,Aleksander Buksa,POL,FW,18,2003,0.7,5,15,33.3,58,26,4,7,57.1,1,5,20.0,0,0,,0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2122,Genoa,Andrea Cambiaso,ITA,DF,21,2000,19.9,690,890,77.5,10185,3061,391,443,88.3,249,312,79.8,29,62,46.8,4,1.4,2.6,16,36,15,5,53
ITA-Serie A,2122,Genoa,Andrea Favilli,ITA,FW,24,1997,0.4,5,6,83.3,57,0,5,6,83.3,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Andrea Masiello,ITA,DF,35,1986,5.7,276,313,88.2,5179,2062,105,111,94.6,139,155,89.7,27,38,71.1,0,0.0,0.0,1,6,0,0,14
ITA-Serie A,2122,Genoa,Caleb Ekuban,GHA,"FW,MF",27,1994,19.1,297,431,68.9,3795,826,197,258,76.4,71,97,73.2,11,17,64.7,2,2.4,-0.4,16,16,10,1,31
ITA-Serie A,2122,Genoa,Davide Biraschi,ITA,DF,27,1994,10.3,322,449,71.7,6059,2526,116,144,80.6,170,213,79.8,31,74,41.9,0,0.2,-0.2,3,38,6,2,42
ITA-Serie A,2122,Genoa,Domenico Criscito,ITA,DF,34,1986,18.0,774,1008,76.8,13602,5375,342,378,90.5,350,427,82.0,67,161,41.6,1,1.1,-0.1,9,61,13,8,70
ITA-Serie A,2122,Genoa,Felipe Caicedo,ECU,FW,32,1988,3.2,51,75,68.0,576,94,36,47,76.6,10,17,58.8,0,1,0.0,2,1.1,0.9,6,1,3,0,4
ITA-Serie A,2122,Genoa,Filippo Melegoni,ITA,"MF,FW",22,1999,10.9,234,347,67.4,3325,1086,133,168,79.2,73,104,70.2,14,37,37.8,0,1.1,-1.1,15,14,11,3,27
ITA-Serie A,2122,Genoa,Flavio Junior Bianchi,ITA,"FW,MF",21,2000,3.5,60,77,77.9,753,91,44,50,88.0,11,16,68.8,3,4,75.0,0,0.1,-0.1,3,3,1,0,3
ITA-Serie A,2122,Genoa,Francesco Cassata,ITA,MF,24,1997,0.1,1,1,100.0,51,0,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Goran Pandev,MKD,"FW,MF",38,1983,9.4,167,236,70.8,2297,660,98,130,75.4,49,63,77.8,6,10,60.0,1,1.2,-0.2,10,13,6,1,25
ITA-Serie A,2122,Genoa,Hernani,BRA,"MF,FW",27,1994,7.6,171,237,72.2,2623,630,95,110,86.4,53,80,66.3,12,19,63.2,0,0.2,-0.2,2,13,3,2,17
ITA-Serie A,2122,Genoa,Johan Vásquez,MEX,DF,22,1998,25.3,829,1178,70.4,14740,6041,341,410,83.2,390,519,75.1,76,173,43.9,0,0.1,-0.1,4,55,4,1,62
ITA-Serie A,2122,Genoa,Kelvin Yeboah,ITA,"FW,MF",21,2000,9.4,113,178,63.5,1392,441,74,100,74.0,24,39,61.5,4,8,50.0,1,1.4,-0.4,13,7,5,2,11
ITA-Serie A,2122,Genoa,Laurens Serpe,ITA,DF,20,2001,0.5,26,31,83.9,508,84,6,6,100.0,17,18,94.4,3,5,60.0,0,0.0,0.0,0,4,0,0,5
ITA-Serie A,2122,Genoa,Leo Skiri Østigård,NOR,DF,21,1999,13.0,392,556,70.5,7513,3419,152,185,82.2,192,257,74.7,43,99,43.4,0,0.2,-0.2,2,36,1,0,38
ITA-Serie A,2122,Genoa,Manolo Portanova,ITA,"FW,MF",21,2000,14.7,181,323,56.0,2559,862,106,145,73.1,47,96,49.0,14,47,29.8,0,0.6,-0.6,9,14,7,0,28
ITA-Serie A,2122,Genoa,Mattia Bani,ITA,DF,27,1993,13.5,333,469,71.0,6336,2698,123,151,81.5,166,201,82.6,36,96,37.5,0,0.1,-0.1,3,16,0,0,24
ITA-Serie A,2122,Genoa,Mattia Destro,ITA,FW,30,1991,19.4,196,340,57.6,2598,672,123,189,65.1,53,95,55.8,8,16,50.0,1,1.1,-0.1,11,25,6,1,26
ITA-Serie A,2122,Genoa,Milan Badelj,CRO,MF,32,1989,31.6,1230,1575,78.1,21537,7729,548,650,84.3,523,621,84.2,124,210,59.0,0,2.1,-2.1,26,144,17,3,176
ITA-Serie A,2122,Genoa,Mohamed Fares,ALG,"DF,FW",25,1996,6.5,177,257,68.9,2955,1077,108,134,80.6,45,69,65.2,22,36,61.1,1,0.7,0.3,5,10,10,6,15
ITA-Serie A,2122,Genoa,Morten Frendrup,DEN,"DF,MF",20,2001,7.7,239,349,68.5,3865,1541,114,141,80.9,92,127,72.4,21,44,47.7,0,0.4,-0.4,4,22,4,2,25
ITA-Serie A,2122,Genoa,Nadiem Amiri,GER,"MF,FW",24,1996,7.6,222,299,74.2,3236,970,122,144,84.7,74,93,79.6,10,33,30.3,1,2.1,-1.1,20,16,9,1,33
ITA-Serie A,2122,Genoa,Nicolò Rovella,ITA,MF,19,2001,16.3,762,977,78.0,14063,3760,344,373,92.2,269,327,82.3,121,226,53.5,3,2.3,0.7,30,64,8,1,84
ITA-Serie A,2122,Genoa,Nikola Maksimović,SRB,DF,29,1991,12.4,421,508,82.9,8193,3305,145,165,87.9,221,244,90.6,52,88,59.1,0,0.1,-0.1,2,37,1,1,35
ITA-Serie A,2122,Genoa,Pablo Galdames Millán,CHI,MF,24,1996,11.4,324,443,73.1,5772,2027,142,172,82.6,130,168,77.4,41,74,55.4,0,1.0,-1.0,13,26,9,3,45
ITA-Serie A,2122,Genoa,Paolo Ghiglione,ITA,DF,24,1997,6.7,212,343,61.8,3539,1560,104,118,88.1,75,119,63.0,25,72,34.7,1,1.0,0.0,8,14,10,9,20
ITA-Serie A,2122,Genoa,Riccardo Calafiori,ITA,DF,19,2002,0.9,12,21,57.1,204,119,5,9,55.6,7,9,77.8,0,3,0.0,0,0.0,0.0,0,1,0,0,1
ITA-Serie A,2122,Genoa,Roberto Piccoli,ITA,FW,20,2001,2.4,29,56,51.8,349,42,21,33,63.6,5,15,33.3,1,2,50.0,0,0.1,-0.1,4,2,1,1,0
ITA-Serie A,2122,Genoa,Salvatore Sirigu,ITA,GK,34,1987,37.0,777,1182,65.7,24637,19024,141,142,99.3,264,270,97.8,370,764,48.4,0,0.0,0.0,0,17,0,0,0
ITA-Serie A,2122,Genoa,Silvan Hefti,SUI,DF,23,1997,14.3,393,551,71.3,5940,2670,212,251,84.5,133,190,70.0,25,60,41.7,0,0.7,-0.7,10,27,16,9,39
ITA-Serie A,2122,Genoa,Stefano Sabelli,ITA,DF,28,1993,3.9,96,153,62.7,1485,630,52,64,81.3,41,59,69.5,2,15,13.3,0,0.1,-0.1,2,8,3,0,14
ITA-Serie A,2122,Genoa,Stefano Sturaro,ITA,MF,28,1993,19.6,376,607,61.9,5722,2240,207,272,76.1,121,188,64.4,32,70,45.7,0,0.8,-0.8,8,31,17,5,62
ITA-Serie A,2122,Genoa,Valon Behrami,SUI,"MF,FW",36,1985,3.5,44,66,66.7,655,184,20,28,71.4,20,27,74.1,2,5,40.0,0,0.1,-0.1,1,5,1,0,8
ITA-Serie A,2122,Genoa,Yayah Kallon,SLE,"FW,MF",20,2001,7.1,110,171,64.3,1418,241,71,95,74.7,35,51,68.6,1,9,11.1,1,1.6,-0.6,11,5,4,2,5
ITA-Serie A,2122,Genoa,Zinho Vanheusden,BEL,DF,22,1999,11.0,333,421,79.1,6281,2252,119,133,89.5,173,204,84.8,35,65,53.8,0,0.1,-0.1,1,18,0,0,26
ITA-Serie A,2122,Hellas Verona,Adrien Tameze,CMR,"MF,DF",27,1994,28.6,1028,1295,79.4,16802,5580,514,602,85.4,390,465,83.9,86,137,62.8,2,1.9,0.1,28,108,22,6,134
ITA-Serie A,2122,Hellas Verona,Alessandro Berardi,ITA,GK,30,1991,1.0,13,30,43.3,437,298,0,0,,8,8,100.0,5,22,22.7,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Antonín Barák,CZE,"MF,FW",26,1994,26.0,876,1107,79.1,11982,3508,520,610,85.2,275,331,83.1,33,52,63.5,4,2.7,1.3,28,81,22,1,147
ITA-Serie A,2122,Hellas Verona,Bosko Sutalo,CRO,DF,21,2000,10.2,369,482,76.6,6066,1954,189,224,84.4,124,151,82.1,40,70,57.1,0,0.0,0.0,1,21,3,1,33
ITA-Serie A,2122,Hellas Verona,Daniel Bessa,ITA,MF,28,1993,8.5,383,479,80.0,5973,1903,186,214,86.9,143,161,88.8,29,59,49.2,1,0.4,0.6,10,45,16,0,68
ITA-Serie A,2122,Hellas Verona,Darko Lazović,SRB,DF,30,1990,30.7,1077,1540,69.9,16904,8100,557,674,82.6,428,584,73.3,65,155,41.9,7,6.3,0.7,44,100,55,14,174
ITA-Serie A,2122,Hellas Verona,Davide Faraoni,ITA,DF,29,1991,28.6,923,1359,67.9,16038,7594,459,559,82.1,330,459,71.9,111,241,46.1,5,2.9,2.1,20,83,48,16,123
ITA-Serie A,2122,Hellas Verona,Diego Coppola,ITA,DF,17,2003,2.8,77,98,78.6,1417,595,27,31,87.1,45,53,84.9,4,11,36.4,0,0.0,0.0,0,5,0,0,8
ITA-Serie A,2122,Hellas Verona,Fabio Depaoli,ITA,DF,24,1997,7.8,174,283,61.5,2825,1485,94,117,80.3,55,83,66.3,18,48,37.5,1,0.6,0.4,6,13,15,5,30
ITA-Serie A,2122,Hellas Verona,Federico Ceccherini,ITA,DF,29,1992,26.2,954,1216,78.5,16323,6138,444,525,84.6,384,445,86.3,95,175,54.3,0,0.5,-0.5,7,73,5,0,95
ITA-Serie A,2122,Hellas Verona,Filippo Terracciano,ITA,DF,18,2003,0.1,3,5,60.0,33,15,3,3,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1
ITA-Serie A,2122,Hellas Verona,Giangiacomo Magnani,ITA,DF,25,1995,5.9,174,229,76.0,3305,1190,57,69,82.6,97,119,81.5,17,31,54.8,0,0.0,0.0,0,17,1,0,12
ITA-Serie A,2122,Hellas Verona,Gianluca Caprari,ITA,"MF,FW",28,1993,30.4,960,1283,74.8,13655,3571,556,640,86.9,272,368,73.9,65,131,49.6,7,6.2,0.8,63,57,61,5,164
ITA-Serie A,2122,Hellas Verona,Gianluca Frabotta,ITA,"DF,MF",22,1999,0.2,4,10,40.0,53,31,1,4,25.0,2,4,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Giovanni Simeone,ARG,FW,26,1995,29.5,465,679,68.5,5771,916,305,394,77.4,85,126,67.5,25,39,64.1,5,3.2,1.8,24,21,18,4,40
ITA-Serie A,2122,Hellas Verona,Ivan Ilić,SRB,MF,20,2001,28.1,1102,1366,80.7,19025,5377,496,579,85.7,456,530,86.0,106,162,65.4,3,1.8,1.2,20,98,20,6,134
ITA-Serie A,2122,Hellas Verona,Ivor Pandur,CRO,GK,21,2000,3.0,52,68,76.5,1559,1163,6,6,100.0,25,28,89.3,20,33,60.6,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Kevin Lasagna,ITA,"MF,FW",28,1992,13.2,179,273,65.6,2677,657,103,132,78.0,45,70,64.3,15,22,68.2,4,2.1,1.9,15,10,13,2,28
ITA-Serie A,2122,Hellas Verona,Koray Günter,GER,DF,26,1994,26.8,1035,1288,80.4,21659,9788,298,357,83.5,559,638,87.6,162,247,65.6,0,0.7,-0.7,7,65,2,0,106
ITA-Serie A,2122,Hellas Verona,Lorenzo Montipò,ITA,GK,25,1996,34.0,539,973,55.4,18345,14461,74,74,100.0,197,203,97.0,263,682,38.6,0,0.0,0.0,0,22,0,0,0
ITA-Serie A,2122,Hellas Verona,Martin Hongla,CMR,MF,23,1998,7.2,229,303,75.6,4101,992,103,127,81.1,89,109,81.7,29,49,59.2,0,0.1,-0.1,2,18,3,0,23
ITA-Serie A,2122,Hellas Verona,Mateusz Praszelik,POL,MF,20,2000,0.3,9,11,81.8,80,10,6,8,75.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2122,Hellas Verona,Matteo Cancellieri,ITA,"MF,DF",19,2002,2.5,46,70,65.7,645,187,30,37,81.1,8,14,57.1,6,10,60.0,0,0.2,-0.2,4,2,2,0,4
ITA-Serie A,2122,Hellas Verona,Mattia Zaccagni,ITA,MF,26,1995,2.0,56,70,80.0,892,354,31,35,88.6,19,25,76.0,4,6,66.7,0,1.1,-1.1,5,3,6,1,10
ITA-Serie A,2122,Hellas Verona,Miguel Veloso,POR,MF,35,1986,14.9,725,922,78.6,13530,4348,282,324,87.0,337,395,85.3,88,153,57.5,3,1.5,1.5,25,92,19,5,103
ITA-Serie A,2122,Hellas Verona,Nicolò Casale,ITA,DF,23,1998,28.7,957,1195,80.1,16387,5759,429,498,86.1,421,502,83.9,78,127,61.4,1,1.0,0.0,11,63,12,4,91
ITA-Serie A,2122,Hellas Verona,Nikola Kalinić,CRO,FW,33,1988,4.5,85,104,81.7,986,128,56,62,90.3,21,26,80.8,0,2,0.0,1,0.9,0.1,6,3,2,0,6
ITA-Serie A,2122,Hellas Verona,Panagiotis Retsos,GRE,DF,22,1998,0.6,14,22,63.6,252,76,6,10,60.0,6,9,66.7,2,3,66.7,0,0.1,-0.1,1,0,2,1,2
ITA-Serie A,2122,Hellas Verona,Paweł Dawidowicz,POL,DF,26,1995,13.3,511,600,85.2,8677,2983,241,266,90.6,224,256,87.5,41,57,71.9,0,0.3,-0.3,6,42,3,0,50
ITA-Serie A,2122,Hellas Verona,Samuel Di Carmine,ITA,FW,32,1988,0.4,5,5,100.0,72,11,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2122,Hellas Verona,Yıldırım Mert Çetin,TUR,MF,24,1997,0.5,23,33,69.7,390,188,11,15,73.3,9,12,75.0,3,3,100.0,0,0.0,0.0,0,2,0,0,0
ITA-Serie A,2122,Inter,Aleksandar Kolarov,SRB,DF,35,1985,0.5,31,38,81.6,555,273,15,18,83.3,12,14,85.7,4,6,66.7,0,0.0,0.0,0,4,1,0,3
ITA-Serie A,2122,Inter,Alessandro Bastoni,ITA,DF,22,1999,25.7,1599,1810,88.3,29365,9419,666,723,92.1,720,777,92.7,177,237,74.7,2,2.0,0.0,14,120,16,5,132
ITA-Serie A,2122,Inter,Alexis Sánchez,CHI,FW,32,1988,9.8,348,456,76.3,5914,1714,174,206,84.5,109,141,77.3,47,75,62.7,2,2.0,0.0,20,32,30,5,76
ITA-Serie A,2122,Inter,Andrea Ranocchia,ITA,DF,33,1988,3.8,182,198,91.9,3763,1618,48,55,87.3,104,108,96.3,30,33,90.9,0,0.0,0.0,0,4,1,0,9
ITA-Serie A,2122,Inter,Arturo Vidal,CHI,MF,34,1987,8.2,498,575,86.6,8112,2174,264,290,91.0,164,184,89.1,48,67,71.6,1,1.6,-0.6,12,37,12,2,53
ITA-Serie A,2122,Inter,Danilo D'Ambrosio,ITA,DF,32,1988,11.1,642,736,87.2,11095,3644,297,318,93.4,272,298,91.3,55,89,61.8,1,0.1,0.9,2,45,2,1,47
ITA-Serie A,2122,Inter,Denzel Dumfries,NED,DF,25,1996,22.5,630,860,73.3,9792,2884,335,400,83.8,244,332,73.5,32,64,50.0,4,4.4,-0.4,28,31,22,7,58
ITA-Serie A,2122,Inter,Edin Džeko,BIH,FW,35,1986,27.4,568,804,70.6,9317,2428,303,393,77.1,182,250,72.8,58,90,64.4,6,3.9,2.1,38,60,34,7,107
ITA-Serie A,2122,Inter,Federico Dimarco,ITA,DF,23,1997,15.9,1000,1216,82.2,17832,6312,477,504,94.6,377,432,87.3,118,215,54.9,3,5.2,-2.2,48,84,32,18,94
ITA-Serie A,2122,Inter,Felipe Caicedo,ECU,"FW,DF",32,1988,0.3,3,8,37.5,52,23,2,3,66.7,1,4,25.0,0,0,,0,0.1,-0.1,1,0,1,0,3
ITA-Serie A,2122,Inter,Hakan Çalhanoğlu,TUR,MF,27,1994,27.6,1480,1823,81.2,27656,7793,649,713,91.0,577,668,86.4,218,356,61.2,12,8.7,3.3,88,183,53,16,184
ITA-Serie A,2122,Inter,Ionuț Radu,ROU,GK,24,1997,1.0,19,23,82.6,535,329,2,2,100.0,9,9,100.0,8,12,66.7,0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2122,Inter,Ivan Perišić,CRO,DF,32,1989,31.3,1079,1510,71.5,19289,6652,515,616,83.6,413,557,74.1,127,221,57.5,6,7.7,-1.7,57,75,59,26,126
ITA-Serie A,2122,Inter,Joaquín Correa,ARG,FW,26,1994,11.4,280,344,81.4,3881,879,166,195,85.1,81,94,86.2,14,18,77.8,1,2.2,-1.2,19,22,11,0,38
ITA-Serie A,2122,Inter,Lautaro Martínez,ARG,FW,23,1997,25.4,371,510,72.7,5262,1164,207,259,79.9,113,155,72.9,21,34,61.8,3,3.2,-0.2,28,27,15,1,48
ITA-Serie A,2122,Inter,Marcelo Brozović,CRO,MF,28,1992,32.6,2401,2608,92.1,44859,13556,980,1044,93.9,1058,1122,94.3,315,361,87.3,1,1.9,-0.9,35,264,29,9,263
ITA-Serie A,2122,Inter,Martin Satriano,URU,"FW,MF",20,2001,0.4,8,11,72.7,95,12,6,9,66.7,2,2,100.0,0,0,,0,0.0,0.0,1,0,0,0,1
ITA-Serie A,2122,Inter,Matteo Darmian,ITA,DF,31,1989,16.7,534,671,79.6,8588,3233,261,295,88.5,235,277,84.8,31,56,55.4,1,2.0,-1.0,21,27,21,10,51
ITA-Serie A,2122,Inter,Mattia Zanotti,ITA,DF,18,2003,0.1,12,12,100.0,150,23,7,7,100.0,5,5,100.0,0,0,,0,0.1,-0.1,1,0,0,0,0
ITA-Serie A,2122,Inter,Matías Vecino,URU,MF,29,1991,4.2,152,206,73.8,2434,824,66,81,81.5,68,84,81.0,9,19,47.4,0,0.9,-0.9,5,24,8,1,29
ITA-Serie A,2122,Inter,Milan Škriniar,SVK,DF,26,1995,35.0,1982,2134,92.9,36137,10294,791,843,93.8,967,1009,95.8,199,238,83.6,0,0.5,-0.5,9,105,11,2,100
ITA-Serie A,2122,Inter,Nicolò Barella,ITA,MF,24,1997,32.4,1554,1876,82.8,24817,7894,824,916,90.0,552,641,86.1,125,191,65.4,11,8.9,2.1,64,191,84,16,231
ITA-Serie A,2122,Inter,Roberto Gagliardini,ITA,MF,27,1994,7.2,285,336,84.8,4261,1080,167,186,89.8,99,113,87.6,13,22,59.1,2,1.5,0.5,6,27,3,0,33
ITA-Serie A,2122,Inter,Robin Gosens,GER,DF,27,1994,1.9,83,107,77.6,1261,381,51,57,89.5,28,37,75.7,4,9,44.4,1,0.6,0.4,2,8,1,1,7
ITA-Serie A,2122,Inter,Samir Handanović,SVN,GK,37,1984,37.0,1074,1260,85.2,25784,18136,270,271,99.6,530,533,99.4,264,445,59.3,0,0.0,0.0,0,10,0,0,0
ITA-Serie A,2122,Inter,Stefan de Vrij,NED,DF,29,1992,26.8,1439,1571,91.6,27337,9038,485,523,92.7,819,855,95.8,122,167,73.1,0,0.0,0.0,0,61,3,0,72
ITA-Serie A,2122,Inter,Stefano Sensi,ITA,"MF,FW",25,1995,1.9,113,129,87.6,1806,343,62,67,92.5,43,49,87.8,7,8,87.5,0,0.3,-0.3,4,11,2,1,13
ITA-Serie A,2122,Juventus,Aaron Ramsey,WAL,MF,30,1990,1.1,59,66,89.4,1014,260,25,29,86.2,29,31,93.5,4,5,80.0,0,0.1,-0.1,2,6,0,0,4
ITA-Serie A,2122,Juventus,Adrien Rabiot,FRA,MF,26,1995,25.4,862,1053,81.9,13474,3586,436,508,85.8,340,395,86.1,54,75,72.0,2,1.8,0.2,21,72,16,3,99
ITA-Serie A,2122,Juventus,Alex Sandro,BRA,DF,30,1991,19.8,918,1096,83.8,16222,5459,396,440,90.0,420,489,85.9,84,119,70.6,1,1.3,-0.3,23,73,26,10,80
ITA-Serie A,2122,Juventus,Arthur Melo,BRA,MF,24,1996,10.7,626,700,89.4,11432,3015,247,272,90.8,291,308,94.5,71,81,87.7,0,0.3,-0.3,6,64,5,0,58
ITA-Serie A,2122,Juventus,Carlo Pinsoglio,ITA,GK,31,1990,0.5,10,11,90.9,293,227,0,0,,6,6,100.0,4,5,80.0,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2122,Juventus,Cristiano Ronaldo,POR,FW,36,1985,0.3,8,13,61.5,105,16,6,8,75.0,1,2,50.0,1,1,100.0,0,0.1,-0.1,1,0,0,0,2
